q_window,N,T_core_qwin,T_core_boot,boot_p5,boot_p95,offset_vs_ldg,ci_contains_ldg,outside_v_frac,R02_over_heff,R01_over_heff,L_at_tm,drift_cfl,frac_reached_T,t_end_mean,n_valid_fits
0.5,80000,nan,nan,nan,nan,nan,False,0.623881194059703,2.5131635143655258,2.3662089858959616,0.0955757995973886,1.58093352045183,0.25,0.00010949999999999999,0
0.5,320000,0.00013627108566561684,0.00013627108566561684,0.00011152117394175944,0.00015367285041179292,0.1215727215277107,True,0.8112658655218034,1.8884927968411507,1.5585626247908924,0.06290211044747715,2.3345354793797557,0.25,0.00013925,4
0.65,80000,nan,0.00011985201744328636,9.78275409100021e-05,0.00014524130465308295,-0.01356364244208752,True,0.6704305917912006,1.8469642254401049,1.7397660380367204,0.08744675925940039,1.9020055125797277,0.75,0.00017049999999999997,0
0.65,320000,0.00013919199455375732,0.00013145543014131652,0.0001011974016526995,0.00014625877153311265,0.08193769663635009,True,0.7714298459384565,1.470225888868896,1.1546217286975216,0.07020726492614564,1.8872055320865484,0.25,0.00014324999999999999,8
0.8,80000,0.00015046897536227343,0.00015046897536227343,9.61037424926755e-05,0.00019632688668799267,0.23842778075945215,True,0.6038456236842633,1.300813860861804,1.2162116087293966,0.09875912439005233,1.5862049235786684,1.0,0.00019999999999999998,3
0.8,320000,0.00012915462308462573,0.00012592685255142299,0.0001108413503838194,0.0001348560544041172,0.036435000423234554,True,0.7244852661765631,0.8475620589856795,0.6371396970556563,0.07845834311693281,1.4864853538877822,0.25,0.00015824999999999997,7
0.9,80000,0.00016997403049414915,0.00015163863717537637,0.00012232049292011746,0.0001730885676488857,0.24805462695783032,False,0.5398430374748813,1.0962383998391114,1.0165398579923457,0.1093895495105617,1.4803714643113457,1.0,0.00019999999999999998,1
0.9,320000,0.00011639851341447252,0.00011639851341447252,0.00010697202842285038,0.00015198811730784503,-0.041987543913806435,True,0.6373746084432101,0.5072858348374785,0.3742582278159176,0.09297476987048568,1.3962332101731576,0.75,0.00019974999999999998,3
