t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,d_min,overlap,m_center,E_sym,drift_resolution_number,R05_c0,R09_c0,c0_x,c0_y,c0_z,R05_c1,R09_c1,c1_x,c1_y,c1_z,R05_c2,R09_c2,c2_x,c2_y,c2_z,R05_c3,R09_c3,c3_x,c3_y,c3_z
0.0,0,40000,0,120.0,0.0,0.0,0.0,0.0,0,1.6943349340808294,2.210418239140622,41.04,0.0010601385240856863,0.0,0.3829039774844427,0.6246844901939136,0.6019804414622048,0.600614614949035,0.6004227238898219,0.38300836608457955,0.6280436297770563,0.5993536840304552,-0.6006095145108521,-0.601253510460972,0.3837505897281499,0.6243756379333841,-0.6003674972572606,0.5985346418301347,-0.6002756123344204,0.3827717380732899,0.6285224013121581,-0.6010934003567758,-0.5990141073618114,0.5983266299545651
0.04,0,40000,1531,120.0,4.593,4.705267301721219,0.0,1.6379222843595773,1531,1.6951690777050912,1.462696437702792,37.734,0.0011928849388770397,0.0,0.5815947870383766,0.94739478319333,0.6011987164156114,0.5997951361157412,0.6026110446545481,0.5795569215352598,0.9490041945669825,0.5985658079645342,-0.6001567479486507,-0.5999734525315557,0.5793773822683403,0.940271196499412,-0.6027000283796369,0.595902803242149,-0.5995960334915322,0.5788612226734319,0.9420580586971711,-0.6013027291447548,-0.6015568930542576,0.6023223096704236
0.08,0,40000,3057,120.0,9.171,9.226038433603708,0.0,1.5278611649719849,3057,1.691234526149904,1.1719763104091097,34.137,0.0027178496694421983,0.0,0.7227975054606047,1.1771058186180812,0.6030782625132209,0.6008362466111263,0.6028029224132476,0.7197242204565495,1.1881268488612033,0.5943517026631868,-0.6018919858205205,-0.5990059056326222,0.7233378202424927,1.1789290718016832,-0.6034582015534946,0.5920590773565166,-0.6015582653911729,0.7231918778491742,1.1832891642518386,-0.6015154935031122,-0.603289713976416,0.6030867889579712
0.12,0,40000,4442,120.0,13.326,13.569547593941103,0.0,1.231505631586211,4442,1.6888479304341022,0.9991367375776469,31.089000000000002,0.00417554383116605,0.0,0.8425562807181965,1.3772136293941029,0.6050564244620658,0.6040272271612617,0.602940683006409,0.8428403924087806,1.3790430343411988,0.5912742179367978,-0.6041205095342539,-0.5988893069961838,0.8462951426370819,1.3692105863512596,-0.6012754601999735,0.5917191671532596,-0.5991441939058513,0.8516188570554353,1.3702111071753522,-0.6007452738409995,-0.6085818245838581,0.603319797562019
0.16,0,40000,5833,120.0,17.499,17.74274532405464,0.0,1.205357008141561,5833,1.6927036880172406,0.8864153710365513,28.107,0.0037705491767024923,0.0,0.9454292512624753,1.5481599789180815,0.6058627789637425,0.6064848442903061,0.6011088766553518,0.952502726702497,1.5499104542917024,0.5936563072667491,-0.6088924993229154,-0.5999618687271884,0.9480589283321403,1.5429191036050898,-0.5964420114080502,0.59481465453851,-0.5990371755832724,0.9589813177768933,1.5405631421817698,-0.597235466808697,-0.6076512298442136,0.6053020038870853
0.2,0,40000,7191,120.0,21.573,21.75230963064218,0.0,1.1160906054242274,7191,1.6914225648531045,0.8095499737313093,25.821,0.003825042911844805,0.0,1.0491843128488334,1.6852757565936907,0.608028520652784,0.6029619147963876,0.6013567047020274,1.0442132806628932,1.7006796906363126,0.5952015225266072,-0.6099770106998932,-0.6009571191723246,1.0440330744086408,1.6835496398530547,-0.5923893341980291,0.5944058847117635,-0.6012590432245766,1.047248687535518,1.7115907508586947,-0.5977309440614107,-0.6072506137328855,0.6005576965644064
0.24,0,40000,8504,120.0,25.512,25.604656672013597,0.0,1.081832407254814,8504,1.688342869399015,0.742919305776929,23.733,0.004338461230939648,0.0,1.1285053095858837,1.8374168397310333,0.605650255461196,0.599650237608401,0.6039162399494646,1.1405485248065452,1.837283769793319,0.5931596510572437,-0.6074301624760441,-0.6062374866412679,1.1320305511045083,1.838128837906591,-0.587710882933191,0.5992287821920694,-0.6016967976979926,1.1377441086257378,1.849232407959278,-0.5958491754845081,-0.6100453494307523,0.6034066048722755
0.28,0,40000,9682,120.0,29.046,29.305951025312943,0.0,1.073998542283346,9682,1.6854302856856518,0.6913202180728629,21.753,0.0048638399995118925,0.0,1.2043350179067627,1.9623370362933306,0.6054696948917293,0.601954037493968,0.6045825294602523,1.2198035662657487,1.9634570735058772,0.5962481035997751,-0.6037988623366299,-0.6012339085387648,1.2181842744254852,1.9720739698057748,-0.5875066088666996,0.5959445544031698,-0.6052041238154287,1.21007484651575,1.9756227560713275,-0.592001774389213,-0.6115224666794923,0.6065806287478477
0.32,0,40000,10933,120.0,32.799,32.86211555115709,0.0,1.1081944997811586,10933,1.6836913002549065,0.6504135168577998,20.112000000000002,0.005876339417118981,0.0,1.2847309873745343,2.0873334412206948,0.6064552586091558,0.6003081147738119,0.6059228465696389,1.2958291307164491,2.0898832360361568,0.5922752492561454,-0.6043845360651359,-0.599594012340587,1.2928183321913869,2.1099262533161793,-0.5868037412320284,0.5975202430222604,-0.6033397766583297,1.2885662144133807,2.0989814295205953,-0.5870043821856399,-0.6138428818051835,0.6084740151590893
0.36,0,40000,12099,120.0,36.297000000000004,36.27884087147628,0.0,1.0278780880850042,12099,1.6885063061405066,0.6172171785505468,18.477,0.005823064584100604,0.0,1.3563039770730927,2.2210154544756513,0.6081176757810329,0.6013500211458656,0.6073268454477656,1.370697898070366,2.2005458452145183,0.594375476859911,-0.6026223811958751,-0.6037828203526479,1.364978238011493,2.231664179247249,-0.5908001488261405,0.6000437100214482,-0.6063431312672689,1.3658866701895134,2.2273667408810587,-0.5867861939775523,-0.6153895261982498,0.6077541257054522
