t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,R_0_2,R_0_5,R_0_8,cov_eig0,cov_eig1,cov_eig2,drift_resolution_number
0.0,0,20000,0,10.0,0.0,0.0,0.0,0.0,0,0.45264636635471217,0.6898061142379389,0.9701262422815995,0.20657284840854348,0.20204581388753645,0.19926185518345851,0.0
0.04,0,20000,845,10.0,0.4225,0.39210560847676823,0.0,0.1320233606892545,845,0.5340688245457652,0.8115520467259594,1.1409059373697594,0.2840195713769975,0.2800337395055099,0.276303026244153,0.0002709867818552433
0.08,0,20000,1623,10.0,0.8115,0.7688365361336424,0.0,0.17954965699549996,1623,0.5888138294401326,0.9185033066250525,1.2902586259948232,0.3616374069632793,0.35634325107538395,0.35613628039673983,0.0004106787362097053
0.12,0,20000,2348,10.0,1.174,1.1307956328284252,0.0,0.18055315870826127,2348,0.6505781033646698,1.0104453590455404,1.4288879652050825,0.4410510929292529,0.435328211329256,0.4343548307267424,0.00041094807899582514
0.16,0,20000,3046,10.0,1.5230000000000001,1.4785621103378865,0.0,0.17613422097836304,3046,0.7072423093949763,1.0934267614606878,1.5540457930910687,0.5208452538165553,0.5120473238776304,0.5103666012586544,0.00045762982050425827
0.2,0,20000,3692,10.0,1.846,1.8126924692201818,0.0,0.16708724402024974,3692,0.7603292918076722,1.1738265234557295,1.6589819466455125,0.5968727221920832,0.592017918144756,0.5804379441236317,0.00042156974524451297
0.24,0,20000,4363,10.0,2.1815,2.1337213893344664,0.0,0.1518870739476308,4363,0.8043165706339039,1.2444582448208685,1.7615429515511287,0.6736769895703563,0.6651218777295964,0.6522564540673237,0.0003961676876484717
0.28,0,20000,4936,10.0,2.468,2.4421625854427456,0.0,0.14260110054643663,4936,0.8411426052573504,1.3147253258657052,1.8492863985786772,0.7429094598382908,0.7396851470829979,0.7266123769227716,0.0003840910285273311
0.32,0,20000,5534,10.0,2.767,2.7385096292630906,0.0,0.1264863462819138,5534,0.8868001881428175,1.3832045696859234,1.945695160505643,0.8198147907838238,0.811716457280174,0.8040354238245713,0.00035324725090746185
0.36,0,20000,6074,10.0,3.037,3.0232367392896897,0.0,0.11310344058118624,6074,0.9283623546874332,1.4408727280125897,2.032612717767461,0.8940975490507483,0.886870024908009,0.877559197330075,0.0003099350970284081
0.4,0,20000,6626,10.0,3.313,3.2967995396436067,0.0,0.1064362803035137,6626,0.9735694135594994,1.4970532204487284,2.1118587306074317,0.9682918160850457,0.9643775514083315,0.9533051001481073,0.0002896917919282886
0.44,0,20000,7162,10.0,3.581,3.559635789168587,0.0,0.10391233133949754,7162,1.0156991649306941,1.5626260083539196,2.1987175689231333,1.0496109542296814,1.0436468780420605,1.0309633784475138,0.00031489502565901857
