N,t,S_L2,peak,umin,mass_u,mass_v
80,0.0,114.86798734330138,843.6143305620544,-2.6756095069308213e-17,31.415926530163063,31.415637960307674
80,6.688963210702341e-07,124.18987667692585,1543.9713862850688,-6.50866168519303e-15,31.41592653016306,31.415637960500685
80,1.3377926421404683e-06,129.79444563795158,1859.7132775478262,-1.2450679571507213e-14,31.41592653016306,31.415637960693708
80,2.0066889632107025e-06,133.9350688954538,2068.4659371354,-5.684341886080802e-14,31.41592653016306,31.415637960886734
80,2.6755852842809365e-06,137.87601566936945,2267.6404264072685,-5.684341886080802e-14,31.41592653016305,31.415637961079753
80,3.3444816053511705e-06,141.92118374319688,2513.7475485064383,-1.1368683772161603e-13,31.415926530163052,31.415637961272775
80,4.013377926421405e-06,146.1329204157554,2780.251216263266,-1.1368683772161603e-13,31.41592653016305,31.415637961465798
80,4.682274247491639e-06,150.583348838595,3119.9059490402274,-8.995843169198337e-14,31.41592653016305,31.41563796165882
80,5.351170568561873e-06,155.28394822733893,3544.7809112974587,-1.7053025658242404e-13,31.41592653016305,31.41563796185184
80,6.0200668896321075e-06,160.20253009132344,3972.9427659987305,-1.7053025658242404e-13,31.41592653016305,31.41563796204486
80,6.688963210702341e-06,165.3334483521473,4281.131887303765,-2.1788423642547138e-13,31.41592653016305,31.415637962237877
80,7.3578595317725755e-06,170.72755822430915,4602.059362619437,-2.702641132104305e-13,31.415926530163038,31.4156379624309
80,8.02675585284281e-06,176.3854202542058,4937.47446731959,-3.274703991830065e-13,31.415926530163038,31.41563796262391
80,8.695652173913044e-06,182.3064854748759,5288.825635284872,-3.8933390825272715e-13,31.415926530163034,31.415637962816938
80,9.364548494983277e-06,188.49155736123123,5657.37647007468,-4.55659678254328e-13,31.415926530163034,31.415637963009956
80,1.0033444816053512e-05,194.94246639170234,6044.214596703426,-5.262417567394457e-13,31.41592653016303,31.41563796320298
80,1.0702341137123746e-05,201.6373858079182,6450.241462596936,-6.008731156685783e-13,31.41592653016303,31.415637963395994
80,1.137123745819398e-05,208.57036697144906,6876.069194800812,-6.793526426470034e-13,31.41592653016303,31.415637963589013
80,1.2040133779264215e-05,215.74374054363082,7322.120447090839,-7.61526937619912e-13,31.41592653016303,31.41563796378203
80,1.2709030100334448e-05,223.1633142232951,7788.682383956875,-8.472556556753259e-13,31.41592653016302,31.41563796397505
80,1.3377926421404682e-05,230.79231686766715,8275.861799055787,-9.363106656463897e-13,31.41592653016302,31.41563796416807
80,1.4046822742474917e-05,238.65091110901997,8784.082051249401,-1.028186006482027e-12,31.41592653016302,31.415637964361093
