step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.05,R_0.1,R_0.2,R_0.3,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,16,31.41592653589793,31.41592653589793,0.0002564925024122629,-0.00013053632664816023,0.41386428799385755,0.025866517999616097,0.011880653383719289,0.10899841000546424,0.024941268466113848,0.035660668770776005,0.051401032442506066,0.06536813768357444,0.09108837467658959,0.13795476266461917,0.165278150478161,0.2330569621376486,40000,64000,72000,3.5214780233636973,824.095685641297,438.9888411240611,114.88993564582718,114.88993564582718,0.0003,0.8240307685583717,0,0,0.8240307685583717,0.8240307685583717,2605.814090703519,2605.814090703519,current_fourier,nan,nan,115.82477158554389,114.7607033004864,1053.1174062024807,12.5,0.76203125,118.82517795070565,114.77009326818832,1547.1716720582745,3.125,0.8129296875
5,1e-06,80000,16,31.41592653589793,31.41592653589793,0.0002533940117586857,-0.00014170919889599978,0.4079437745846699,0.02549648591154187,0.011528059688488706,0.10736880221222879,0.02427411389830755,0.03448510844100218,0.04982982481331912,0.06337525113456054,0.0888601237134616,0.13598125819488996,0.16345335166419073,0.2323382180341656,40000,64000,72000,3.4851910189410056,925.5591324762818,435.46226674561194,117.523686263478,117.523686263478,0.0003625,0.8340675783848964,0,0,0.8340675783848964,0.8340675783848964,2637.5532701972966,2637.5532701972966,current_fourier,nan,nan,118.49769896142158,117.46220225267407,1184.9071366643584,12.5,0.76203125,121.36110643975948,117.37489011881833,1577.5160621088007,3.125,0.813828125
10,2e-06,80000,16,31.41592653589793,31.41592653589793,0.00024881112304976985,-0.0001517148768179871,0.4018039818824866,0.025112748867655414,0.011180563626053096,0.10573818433306435,0.02346542891304234,0.033433137354179646,0.04813794030837944,0.06127032852785103,0.08669673035149025,0.13393466062749554,0.16158338833462751,0.23174512901666502,40000,64000,72000,3.4522994996837424,1042.7083781761821,437.68792302309816,120.39675626358759,120.39675626358759,0.0004625,0.8401672375236807,0,0,0.8401672375236807,0.8401672375236807,2656.8420860265164,2656.8420860265164,current_fourier,nan,nan,121.28958641830447,120.31793829482643,1267.0081218928894,12.5,0.763125,124.09307873770973,120.19624661005007,1683.841328630207,3.125,0.8160546875
15,3e-06,80000,16,31.41592653589793,31.41592653589793,0.0002524960555070778,-0.00016437146992775571,0.3960068628552453,0.02475042892845283,0.010838965485587364,0.10411035244195153,0.022801343898456547,0.032299555152796984,0.04664554583913812,0.05938539691658332,0.08452247905468954,0.1320022876184151,0.15967907882874474,0.23087102734605788,40000,64000,72000,3.41499047547913,1165.082670129233,436.2336434098287,123.49979283830876,123.49979283830876,0.0006125,0.8479665290151166,0,0,0.8479665290151166,0.8479665290151166,2681.5056112750253,2681.5056112750253,current_fourier,nan,nan,124.34611294815949,123.37452131267847,1369.6971612406612,12.5,0.7646875,127.19013115834146,123.48085971052235,1793.9379084925372,3.125,0.817109375
20,4e-06,80000,16,31.41592653589793,31.41592653589793,0.0002517216944890965,-0.00017908502380248968,0.38992867971253753,0.024370542482033596,0.010505266212199875,0.10249520092277431,0.02215319382479311,0.03133868029236713,0.04515104070628839,0.05756243002497924,0.08231581587146944,0.12997622657084584,0.1577608993534728,0.22990900394152047,40000,64000,72000,3.3776767969836596,1301.1361795990829,435.06219387099463,126.86513918025538,126.86513918025538,0.0007375,0.8522722793683218,0,0,0.8522722793683218,0.8522722793683218,2695.121589427228,2695.121589427228,current_fourier,nan,nan,127.68447306845174,126.71557972871477,1488.696714808034,12.5,0.76609375,130.34507021693204,126.63437026974746,2000.4779229849705,3.125,0.8191796875
25,4.9999999999999996e-06,80000,16,31.41592653589793,31.41592653589793,0.00025149659136731035,-0.00018898763667264342,0.38375083293661455,0.02398442705853841,0.010178740502109096,0.10088974428607249,0.021495217689205284,0.030364752027876297,0.04373698806762682,0.05569846441445996,0.08015008596792692,0.12791694431220485,0.15592079472813045,0.2289801700403825,40000,64000,72000,3.341755288642329,1445.7246331122549,433.78326846827014,130.49983962232218,130.49983962232218,0.000875,0.8657070824944634,0,0,0.8657070824944634,0.8657070824944634,2737.606167221786,2737.606167221786,current_fourier,nan,nan,131.30639797918425,130.36642841152658,1610.8025038850758,12.5,0.76796875,134.09106681524386,130.52610045754219,2135.1664682173932,3.125,0.820390625
30,6e-06,80000,16,31.41592653589793,31.41592653589793,0.00025384873406501904,-0.0001936893661296768,0.3771916727080207,0.023574479544251292,0.009859356339163962,0.09929429157390651,0.020953839317176287,0.029515762477281212,0.04240654624791639,0.05383740885117131,0.07801063088675143,0.12573055756934023,0.1540323820021114,0.22816688623077586,40000,64000,72000,3.309113600591643,1588.7045219343684,433.6671624525465,134.39346199375885,134.39346199375885,0.0010125,0.8859292266886664,0,0,0.8859292266886664,0.8859292266886664,2801.554202047818,2801.554202047818,current_fourier,nan,nan,135.25505165621433,134.3357526742122,1883.4396191380815,12.5,0.76828125,138.00663245469119,134.61274035748468,2540.424492638439,3.125,0.8225
35,7e-06,80000,16,31.41592653589793,31.41592653589793,0.0002437614853206338,-0.00020837115246154887,0.3709431704028022,0.02318394815017514,0.009548203782913725,0.09771491075017019,0.020340027768273566,0.028680100696289294,0.041149265770081635,0.05218443546082554,0.07597276434541402,0.12364772346760074,0.15214312179395098,0.22754232359097726,40000,64000,72000,3.2769554112740753,1749.2738682595673,435.44373860200295,138.59934255599347,138.59934255599347,0.0012375,0.8955656092156234,0,0,0.8955656092156234,0.8955656092156234,2832.027119237651,2832.027119237651,current_fourier,nan,nan,139.50873378324357,138.63943690895115,2096.996831103231,12.5,0.76875,142.07858356973765,138.70151818379964,2479.471980603407,3.125,0.8233984375
40,8e-06,80000,16,31.41592653589793,31.41592653589793,0.00024256501515391388,-0.00021094406656628953,0.3646328305095797,0.02278955190684873,0.009243474427820426,0.09614298948867997,0.019707852403998284,0.027816612762817768,0.039889608972009084,0.050469390309471805,0.07384112318369894,0.12154427683652656,0.15022709657349587,0.22674170046518066,40000,64000,72000,3.240130542518836,1919.8319165381395,434.95569456042847,143.1411894247537,143.1411894247537,0.0015,0.8949436776121116,0,0,0.8949436776121116,0.8949436776121116,2830.0603988217126,2830.0603988217126,current_fourier,nan,nan,144.1160374620543,143.24839748146312,2471.6356942792418,12.5,0.76859375,146.66966028850064,143.3930842984796,2662.2416809924325,3.125,0.8251171875
45,9e-06,80000,16,31.41592653589793,31.41592653589793,0.00023247694500371259,-0.00021677088433111154,0.35850254470132387,0.02240640904383274,0.008947131736632589,0.09458927918444346,0.019203328724791635,0.027117516791514317,0.03872275707656278,0.04887850249796894,0.07172761409793005,0.11950084823377462,0.14830981808240562,0.2255269944770069,40000,64000,72000,3.201209705562915,2111.424563773086,434.3130539760475,148.03157841512146,148.03157841512146,0.0018875,0.8848256524727308,0,0,0.8848256524727308,0.8848256524727308,2798.064393958427,2798.064393958427,current_fourier,nan,nan,149.11034843778182,148.34998841154157,2631.021795713312,12.5,0.77,151.58659732995943,148.54387732811304,3113.7173046861117,3.125,0.8270703125
50,9.999999999999999e-06,80000,16,31.41592653589793,31.41592653589793,0.0002358171758399501,-0.00022618380649356437,0.35208208814098724,0.022005130508811702,0.008658543277992375,0.09305129380074398,0.018798750314444043,0.026363956256141026,0.03753636658319716,0.04729471935835591,0.06969803608334942,0.11736069604699574,0.1462501718093544,0.22476189480987852,40000,64000,72000,3.1673539066464356,2330.3600798056,435.8064708745834,153.26716615996335,153.26716615996335,0.0024,0.9068094539872256,0,0,0.9068094539872256,0.9068094539872256,2867.5832783732894,2867.5832783732894,current_fourier,nan,nan,154.55786101532664,153.76532006712813,2969.533826653345,12.5,0.77140625,156.7571812644342,153.75498448126143,3284.8775547834266,3.125,0.82828125
55,1.1e-05,80000,16,31.41592653589793,31.41592653589793,0.00023188968456084558,-0.00023565332765167497,0.34593870174599506,0.02162116885912469,0.008377952320787202,0.09153115491889743,0.018351611813398623,0.025636672631425092,0.036401649220810905,0.04584061861651218,0.06767973110543321,0.11531290058199835,0.1442609098870007,0.2236421012794351,40000,64000,72000,3.1302531119574795,2571.1510332099137,443.58515335864746,158.9020694296845,158.9020694296845,0.0029,0.9056287242828487,0,0,0.9056287242828487,0.9056287242828487,2863.849483206441,2863.849483206441,current_fourier,nan,nan,160.37189010823568,159.65947812314084,3439.912813505216,12.5,0.77046875,162.6020205263681,159.71906346748173,4111.125308507569,3.125,0.8300390625
