step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.05,R_0.1,R_0.2,R_0.3,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,320000,10,31.41592653589793,31.41592653589793,9.180410041500745e-05,0.00022223351827310232,0.41525808303687556,0.04152580830368756,0.011907100964629743,0.10911966351043126,0.024664993494525382,0.03534376267821105,0.05157150100649771,0.06521587959445778,0.09077028069239954,0.13841936101229185,0.16564558165316684,0.23382574155280003,160000,256000,288000,2.1858763116319397,845.1664036543292,411.54298094127284,114.87429482646432,114.87429482646432,0.000240625,0.48406754976836713,0,0,0.48406754976836713,0.48406754976836713,2164.815893967663,2164.815893967663,current_fourier,nan,nan,115.11984050144714,114.85022531451632,980.6926834060101,50.0,0.7084375,115.88390609427339,114.83821104085892,1154.6467424225266,12.5,0.7614453125
10,1e-06,320000,10,31.41592653589793,31.415828361127506,9.244122016796351e-05,0.00022259301548167008,0.40924315685194285,0.040924315685194286,0.011573809852963276,0.10758164273222116,0.023945570946495517,0.03433358464436678,0.05018679553804097,0.06355082143215354,0.08875757701829123,0.13641438561731428,0.1638532491866517,0.23310449056289634,160000,256000,288000,2.1688225088734274,895.57752435192,411.4171953440515,117.21594349172553,117.21594349172553,0.0002968759277372742,0.48568855381005616,0,0,0.48568855381005616,0.48568855381005616,2172.0652444257003,2172.0652444257003,current_fourier,nan,nan,117.45969374828694,117.2063322791371,1009.906866528797,50.0,0.70875,118.21567424268892,117.2242559898815,1247.8431805640657,12.5,0.761328125
20,2e-06,320000,10,31.41592653589793,31.41573018635708,9.521143411387397e-05,0.00022917901785685354,0.40301438723762867,0.040301438723762864,0.011246402504740028,0.10604905706671808,0.02324738377697148,0.03338262255019183,0.048866249223493086,0.061935587311552166,0.08682158434103893,0.13433812907920956,0.16216431335567696,0.23227264236701187,160000,256000,288000,2.154304836016846,948.0646804831913,411.28081961696125,119.65962456709086,119.65962456709086,0.0003687523047019044,0.4877536653601288,0,0,0.4877536653601288,0.4877536653601288,2181.300704039865,2181.300704039865,current_fourier,nan,nan,119.90133366198906,119.66187366670984,1094.4674228453202,50.0,0.71046875,120.60684403052444,119.63292616085182,1235.93067692238,12.5,0.76265625
30,3e-06,320000,10,31.41592653589793,31.41573018635708,9.123559990619729e-05,0.00023070621686028812,0.3968472666114883,0.03968472666114883,0.010925224948787974,0.10452380087227968,0.022610911388723835,0.03247092462392463,0.04753244388611428,0.06031833173049427,0.08485277860417595,0.13228242220382944,0.16045308888821744,0.2313840038044371,160000,256000,288000,2.1381721821772417,1003.5200927341446,411.0617085640644,122.20599848008958,122.20599848008958,0.0004281276757979737,0.4897254340789651,0,0,0.4897254340789651,0.4897254340789651,2190.1187218223163,2190.1187218223163,current_fourier,nan,nan,122.45131601815304,122.21442148349863,1171.99019949424,50.0,0.71015625,123.15832881395626,122.21009765864235,1284.1483758898441,12.5,0.76359375
40,4e-06,320000,10,31.41592653589793,31.415828361127506,8.68973618010744e-05,0.00023342150590879856,0.39076514811916907,0.03907651481191691,0.010609739329143752,0.10300358891390024,0.021996097736122985,0.03157436395385485,0.046236921444404944,0.05874800864076914,0.08290675338210626,0.13025504937305635,0.15860574433214056,0.23058689406197208,160000,256000,288000,2.1216516821204006,1062.4173388020374,410.34031562638506,124.8646016881555,124.8646016881555,0.000537501679692749,0.49062505918715443,0,0,0.49062505918715443,0.49062505918715443,2194.14196761467,2194.14196761467,current_fourier,nan,nan,125.10099422956719,124.86987380879347,1199.7537679535267,50.0,0.711875,125.8424838817022,124.93991790753635,1437.2379945147097,12.5,0.76546875
50,4.9999999999999996e-06,320000,10,31.41592653589793,31.41573018635708,8.30175767257474e-05,0.0002347697744229696,0.38465496088570916,0.038465496088570916,0.010299029720817893,0.10148413531590982,0.021437844918571116,0.03067966483190592,0.0449826669391353,0.057217329482504055,0.08094609193166033,0.1282183202952364,0.1567359846954712,0.2297201558449442,160000,256000,288000,2.1043818529019696,1125.556946122107,410.1779044644459,127.64362341418618,127.64362341418618,0.0007062544140900881,0.4920512210905021,0,0,0.4920512210905021,0.4920512210905021,2200.519957540282,2200.519957540282,current_fourier,nan,nan,127.8739561221897,127.64387546728315,1253.6450825843074,50.0,0.71171875,128.55832863870822,127.627061985232,1492.3690829376262,12.5,0.7660546875
60,6e-06,320000,10,31.41592653589793,31.41563201158666,8.124311310141386e-05,0.0002373110029485668,0.3782931469585825,0.03782931469585825,0.009994993847144666,0.09997496610224314,0.020855924529981654,0.02985186639324965,0.04375840146696047,0.05567393247230279,0.07902718648196061,0.12609771565286085,0.1548479680881429,0.228852335005422,160000,256000,288000,2.0890462097272122,1190.149866378257,409.8732970625484,130.53440161613554,130.53440161613554,0.0009250086719562996,0.4937127653526463,0,0,0.4937127653526463,0.4937127653526463,2207.9506093758405,2207.9506093758405,current_fourier,nan,nan,130.75913208043886,130.52914911160954,1284.4527429177754,50.0,0.7128125,131.43685823508676,130.5289578173363,1551.765782531277,12.5,0.7687890625
70,7e-06,320000,10,31.41592653589793,31.41563201158666,7.972916136691279e-05,0.0002392812904847755,0.3720611500602035,0.03720611500602035,0.009696561819493181,0.09847112175401061,0.020297758193613707,0.02899146462761833,0.042548582715165456,0.054201020032148745,0.07714179622374184,0.12402038335340117,0.15302368601293684,0.22795059025333417,160000,256000,288000,2.0733633761885506,1259.4913615755743,410.13218503122994,133.55355220250775,133.55355220250775,0.0012031362794026194,0.49563363108956193,0,0,0.49563363108956193,0.49563363108956193,2216.5409821026274,2216.5409821026274,current_fourier,nan,nan,133.77780378238552,133.56022000603397,1372.3574837706376,50.0,0.7153125,134.4532122737197,133.5831112687431,1640.4357178483176,12.5,0.7688671875
80,8e-06,320000,10,31.41592653589793,31.415533836816234,7.79710291569136e-05,0.00024335522582598687,0.36569156234830524,0.03656915623483052,0.009403285339962078,0.0969705385153763,0.019742678084484433,0.02822166169209394,0.04137035125755411,0.0527463231851497,0.07528360020966635,0.12189718744943508,0.1510971886137224,0.2272060746151642,160000,256000,288000,2.0586638566727995,1331.9687430171862,410.24407435994556,136.69280176588674,136.69280176588674,0.0015468943361792021,0.4970612366009471,0,0,0.4970612366009471,0.4970612366009471,2222.9254280396485,2222.9254280396485,current_fourier,nan,nan,136.90781359328744,136.70396303001434,1413.6693158287926,50.0,0.71578125,137.54831953971947,136.6736050918028,1680.1780954097865,12.5,0.7699609375
90,9e-06,320000,10,31.41592653589793,31.41543566204581,7.514986669624972e-05,0.00024354918581372825,0.35922457614401415,0.03592245761440142,0.009116061440110085,0.09547806784864304,0.019198472262355923,0.02747859223475102,0.040238674163068644,0.05128630323411408,0.07343416955254445,0.11974152538133805,0.14923050910701224,0.22628850177955762,160000,256000,288000,2.0442412470995435,1408.6082061271982,410.15994019900546,139.96244770731946,139.96244770731946,0.00192190502976609,0.4988223902100511,0,0,0.4988223902100511,0.4988223902100511,2230.8015464172,2230.8015464172,current_fourier,nan,nan,140.17350732775046,139.96172110055244,1530.610924255954,50.0,0.71578125,140.80671533785906,139.9362666001698,1724.792873788052,12.5,0.7717578125
