config,q,t,R_q
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.268956e-05,4.034356e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.288984e-05,4.011290e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.309013e-05,3.988557e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.329041e-05,3.966230e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.349070e-05,3.943903e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.369099e-05,3.921576e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.389127e-05,3.899249e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.409156e-05,3.877207e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.429185e-05,3.855502e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.449213e-05,3.833797e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.469242e-05,3.812092e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.489270e-05,3.790387e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.509299e-05,3.768924e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.529328e-05,3.747739e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.549356e-05,3.726555e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.569385e-05,3.705370e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.589413e-05,3.684186e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.609442e-05,3.663242e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.629471e-05,3.642567e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.649499e-05,3.621893e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.669528e-05,3.601219e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.689557e-05,3.580545e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.709585e-05,3.560233e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.729614e-05,3.540316e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.749642e-05,3.520398e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.769671e-05,3.500481e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.789700e-05,3.480564e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.809728e-05,3.460852e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.829757e-05,3.441355e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.849785e-05,3.421859e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.869814e-05,3.402363e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.889843e-05,3.382866e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.909871e-05,3.363759e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.929900e-05,3.345052e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.949928e-05,3.326345e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.969957e-05,3.307638e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,6.989986e-05,3.288931e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.010014e-05,3.270470e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.030043e-05,3.252255e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.050072e-05,3.234040e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.070100e-05,3.215826e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.090129e-05,3.197611e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.110157e-05,3.179748e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.130186e-05,3.162228e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.150215e-05,3.144708e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.170243e-05,3.127188e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.190272e-05,3.109668e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.210300e-05,3.092430e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.230329e-05,3.075458e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.250358e-05,3.058486e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.270386e-05,3.041513e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.290415e-05,3.024541e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.310443e-05,3.007930e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.330472e-05,2.991650e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.350501e-05,2.975370e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.370529e-05,2.959089e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.390558e-05,2.942809e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.410587e-05,2.926794e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.430615e-05,2.911016e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.450644e-05,2.895237e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.470672e-05,2.879459e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.490701e-05,2.863680e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.510730e-05,2.848213e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.530758e-05,2.833014e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.550787e-05,2.817816e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.570815e-05,2.802617e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.590844e-05,2.787418e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.610873e-05,2.772452e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.630901e-05,2.757680e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.650930e-05,2.742909e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.670959e-05,2.728137e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.690987e-05,2.713366e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.711016e-05,2.698923e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.731044e-05,2.684750e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.751073e-05,2.670576e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.771102e-05,2.656403e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.791130e-05,2.642230e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.811159e-05,2.628352e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.831187e-05,2.614710e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.851216e-05,2.601068e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.871245e-05,2.587426e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.891273e-05,2.573784e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.911302e-05,2.560318e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.931330e-05,2.546988e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.951359e-05,2.533658e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.971388e-05,2.520328e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,7.991416e-05,2.506998e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.011445e-05,2.493931e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.031474e-05,2.481061e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.051502e-05,2.468191e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.071531e-05,2.455322e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.091559e-05,2.442452e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.111588e-05,2.429820e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.131617e-05,2.417362e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.151645e-05,2.404903e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.171674e-05,2.392445e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.191702e-05,2.379987e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.211731e-05,2.367875e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.231760e-05,2.356008e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.251788e-05,2.344142e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.271817e-05,2.332275e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.291845e-05,2.320408e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.311874e-05,2.308865e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.331903e-05,2.297542e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.351931e-05,2.286220e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.371960e-05,2.274898e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.391989e-05,2.263576e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.412017e-05,2.252517e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.432046e-05,2.241633e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.452074e-05,2.230749e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.472103e-05,2.219866e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.492132e-05,2.208982e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.512160e-05,2.198302e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.532189e-05,2.187754e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.552217e-05,2.177207e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.572246e-05,2.166659e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.592275e-05,2.156111e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.612303e-05,2.145852e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.632332e-05,2.135773e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.652361e-05,2.125694e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.672389e-05,2.115616e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.692418e-05,2.105537e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.712446e-05,2.095724e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.732475e-05,2.086072e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.752504e-05,2.076420e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.772532e-05,2.066769e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.792561e-05,2.057117e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.812589e-05,2.047703e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.832618e-05,2.038428e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.852647e-05,2.029154e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.872675e-05,2.019880e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.892704e-05,2.010605e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.912732e-05,2.001512e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.932761e-05,1.992522e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.952790e-05,1.983532e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.972818e-05,1.974542e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,8.992847e-05,1.965552e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.012876e-05,1.956698e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.032904e-05,1.947921e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.052933e-05,1.939143e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.072961e-05,1.930365e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.092990e-05,1.921588e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.113019e-05,1.913034e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.133047e-05,1.904600e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.153076e-05,1.896167e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.173104e-05,1.887734e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.193133e-05,1.879300e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.213162e-05,1.871041e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.233190e-05,1.862872e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.253219e-05,1.854704e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.273247e-05,1.846535e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.293276e-05,1.838367e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.313305e-05,1.830308e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.333333e-05,1.822306e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.353362e-05,1.814304e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.373391e-05,1.806302e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.393419e-05,1.798300e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.413448e-05,1.790634e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.433476e-05,1.783132e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.453505e-05,1.775630e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.473534e-05,1.768128e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.493562e-05,1.760627e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.513591e-05,1.753226e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.533619e-05,1.745873e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.553648e-05,1.738521e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.573677e-05,1.731168e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.593705e-05,1.723815e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.613734e-05,1.716683e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.633763e-05,1.709653e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.653791e-05,1.702623e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.673820e-05,1.695593e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.693848e-05,1.688562e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.713877e-05,1.681602e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.733906e-05,1.674672e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.753934e-05,1.667742e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.773963e-05,1.660813e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.793991e-05,1.653883e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.814020e-05,1.647223e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.834049e-05,1.640678e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.854077e-05,1.634134e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.874106e-05,1.627589e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.894134e-05,1.621045e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.914163e-05,1.614564e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.934192e-05,1.608110e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.954220e-05,1.601656e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.974249e-05,1.595201e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,9.994278e-05,1.588747e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.001431e-04,1.582505e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.003433e-04,1.576349e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.005436e-04,1.570192e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.007439e-04,1.564035e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.009442e-04,1.557878e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.011445e-04,1.551650e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.013448e-04,1.545395e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.015451e-04,1.539140e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.017454e-04,1.532885e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.019456e-04,1.526630e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.021459e-04,1.520075e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.023462e-04,1.513408e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.025465e-04,1.506741e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.027468e-04,1.500074e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.029471e-04,1.493407e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.031474e-04,1.486603e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.033476e-04,1.479751e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.035479e-04,1.472899e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.037482e-04,1.466046e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.039485e-04,1.459194e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.041488e-04,1.452414e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.043491e-04,1.445660e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.045494e-04,1.438905e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.047496e-04,1.432151e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.049499e-04,1.425396e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.051502e-04,1.418715e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.053505e-04,1.412058e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.055508e-04,1.405402e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.057511e-04,1.398745e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.059514e-04,1.392089e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.061516e-04,1.385615e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.063519e-04,1.379199e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.065522e-04,1.372783e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.067525e-04,1.366367e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.069528e-04,1.359951e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.071531e-04,1.353418e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.073534e-04,1.346848e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.075536e-04,1.340278e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.077539e-04,1.333708e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.079542e-04,1.327138e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.081545e-04,1.320572e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.083548e-04,1.314007e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.085551e-04,1.307442e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.087554e-04,1.300877e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.089557e-04,1.294312e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.091559e-04,1.287966e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.093562e-04,1.281682e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.095565e-04,1.275398e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.097568e-04,1.269114e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.099571e-04,1.262830e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.101574e-04,1.257087e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.103577e-04,1.251492e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.105579e-04,1.245897e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.107582e-04,1.240301e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.109585e-04,1.234706e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.111588e-04,1.229399e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.113591e-04,1.224167e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.115594e-04,1.218935e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.117597e-04,1.213704e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.119599e-04,1.208472e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.121602e-04,1.202394e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.123605e-04,1.196104e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.125608e-04,1.189814e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.127611e-04,1.183523e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.129614e-04,1.177233e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.131617e-04,1.170733e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.133619e-04,1.164182e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.135622e-04,1.157631e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.137625e-04,1.151080e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.139628e-04,1.144529e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.141631e-04,1.138427e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.143634e-04,1.132427e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.145637e-04,1.126428e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.147639e-04,1.120428e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.149642e-04,1.114428e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.151645e-04,1.108732e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.153648e-04,1.103102e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.155651e-04,1.097472e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.157654e-04,1.091842e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.159657e-04,1.086212e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.161660e-04,1.081341e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.163662e-04,1.076626e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.165665e-04,1.071911e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.167668e-04,1.067196e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.169671e-04,1.062481e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.171674e-04,1.058423e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.173677e-04,1.054494e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.175680e-04,1.050566e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.177682e-04,1.046637e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.179685e-04,1.042708e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.181688e-04,1.039763e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.183691e-04,1.037001e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.185694e-04,1.034238e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.187697e-04,1.031476e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.189700e-04,1.028714e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.191702e-04,1.026108e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.193705e-04,1.023529e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.195708e-04,1.020950e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.197711e-04,1.018371e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.199714e-04,1.015792e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.201717e-04,1.013875e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.203720e-04,1.012067e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.205722e-04,1.010260e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.207725e-04,1.008453e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.209728e-04,1.006646e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.211731e-04,1.005171e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.213734e-04,1.003748e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.215737e-04,1.002325e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.217740e-04,1.000903e-02
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.219742e-04,9.994799e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.221745e-04,9.983237e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.223748e-04,9.972068e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.225751e-04,9.960899e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.227754e-04,9.949730e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.229757e-04,9.938562e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.231760e-04,9.937141e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.233763e-04,9.937067e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.235765e-04,9.936994e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.237768e-04,9.936920e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.239771e-04,9.936847e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.241774e-04,9.942014e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.243777e-04,9.947857e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.245780e-04,9.953700e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.247783e-04,9.959544e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.249785e-04,9.965387e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.251788e-04,9.961235e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.253791e-04,9.955883e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.255794e-04,9.950532e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.257797e-04,9.945180e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.259800e-04,9.939828e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.261803e-04,9.915311e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.263805e-04,9.888663e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.265808e-04,9.862016e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.267811e-04,9.835369e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.269814e-04,9.808721e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.271817e-04,9.789448e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.273820e-04,9.770929e-03
sens_K5_tau5e-8_q0.8_N6400000,0.8,1.275823e-04,9.752410e-03
