config,q,t,R_q
sens_K10_tau2e-7_q0.8_N6400000,0.8,0.000000e+00,1.383869e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.002861e-07,1.379875e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.005722e-07,1.375881e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.008584e-07,1.371887e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.011445e-07,1.367893e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.001431e-06,1.363899e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.201717e-06,1.359870e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.402003e-06,1.355841e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.602289e-06,1.351813e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.802575e-06,1.347784e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.002861e-06,1.343754e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.203147e-06,1.339688e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.403433e-06,1.335621e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.603720e-06,1.331554e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.804006e-06,1.327487e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.004292e-06,1.323420e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.204578e-06,1.319312e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.404864e-06,1.315205e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.605150e-06,1.311097e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.805436e-06,1.306989e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.005722e-06,1.302881e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.206009e-06,1.298762e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.406295e-06,1.294642e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.606581e-06,1.290523e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.806867e-06,1.286403e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.007153e-06,1.282283e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.207439e-06,1.278130e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.407725e-06,1.273977e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.608011e-06,1.269824e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.808298e-06,1.265671e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.008584e-06,1.261517e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.208870e-06,1.257322e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.409156e-06,1.253128e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.609442e-06,1.248933e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.809728e-06,1.244739e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.010014e-06,1.240544e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.210300e-06,1.236338e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.410587e-06,1.232132e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.610873e-06,1.227926e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,7.811159e-06,1.223720e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.011445e-06,1.219511e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.211731e-06,1.215270e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.412017e-06,1.211029e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.612303e-06,1.206788e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,8.812589e-06,1.202547e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.012876e-06,1.198306e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.213162e-06,1.194060e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.413448e-06,1.189813e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.613734e-06,1.185567e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,9.814020e-06,1.181321e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.001431e-05,1.177073e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.021459e-05,1.172799e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.041488e-05,1.168525e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.061516e-05,1.164250e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.081545e-05,1.159976e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.101574e-05,1.155700e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.121602e-05,1.151401e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.141631e-05,1.147102e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.161660e-05,1.142803e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.181688e-05,1.138503e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.201717e-05,1.134205e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.221745e-05,1.129912e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.241774e-05,1.125619e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.261803e-05,1.121326e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.281831e-05,1.117033e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.301860e-05,1.112738e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.321888e-05,1.108431e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.341917e-05,1.104123e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.361946e-05,1.099816e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.381974e-05,1.095509e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.402003e-05,1.091202e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.422031e-05,1.086897e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.442060e-05,1.082593e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.462089e-05,1.078288e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.482117e-05,1.073984e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.502146e-05,1.069679e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.522175e-05,1.065370e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.542203e-05,1.061061e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.562232e-05,1.056752e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.582260e-05,1.052444e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.602289e-05,1.048136e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.622318e-05,1.043835e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.642346e-05,1.039535e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.662375e-05,1.035235e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.682403e-05,1.030935e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.702432e-05,1.026633e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.722461e-05,1.022325e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.742489e-05,1.018016e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.762518e-05,1.013708e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.782546e-05,1.009399e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.802575e-05,1.005093e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.822604e-05,1.000801e-01
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.842632e-05,9.965102e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.862661e-05,9.922190e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.882690e-05,9.879277e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.902718e-05,9.836381e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.922747e-05,9.793589e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.942775e-05,9.750797e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.962804e-05,9.708005e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,1.982833e-05,9.665213e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.002861e-05,9.622447e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.022890e-05,9.579835e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.042918e-05,9.537224e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.062947e-05,9.494612e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.082976e-05,9.452000e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.103004e-05,9.409427e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.123033e-05,9.367071e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.143062e-05,9.324716e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.163090e-05,9.282361e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.183119e-05,9.240005e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.203147e-05,9.197685e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.223176e-05,9.155555e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.243205e-05,9.113424e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.263233e-05,9.071294e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.283262e-05,9.029163e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.303290e-05,8.987057e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.323319e-05,8.945076e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.343348e-05,8.903095e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.363376e-05,8.861115e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.383405e-05,8.819134e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.403433e-05,8.777218e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.423462e-05,8.735616e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.443491e-05,8.694014e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.463519e-05,8.652412e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.483548e-05,8.610809e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.503577e-05,8.569288e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.523605e-05,8.528141e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.543634e-05,8.486993e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.563662e-05,8.445846e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.583691e-05,8.404698e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.603720e-05,8.363606e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.623748e-05,8.322760e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.643777e-05,8.281913e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.663805e-05,8.241066e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.683834e-05,8.200219e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.703863e-05,8.159440e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.723891e-05,8.118940e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.743920e-05,8.078440e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.763948e-05,8.037940e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.783977e-05,7.997440e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.804006e-05,7.957060e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.824034e-05,7.917159e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.844063e-05,7.877258e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.864092e-05,7.837357e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.884120e-05,7.797456e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.904149e-05,7.757618e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.924177e-05,7.718021e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.944206e-05,7.678423e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.964235e-05,7.638826e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,2.984263e-05,7.599229e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.004292e-05,7.559734e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.024320e-05,7.520617e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.044349e-05,7.481499e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.064378e-05,7.442382e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.084406e-05,7.403265e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.104435e-05,7.364285e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.124464e-05,7.325790e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.144492e-05,7.287296e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.164521e-05,7.248801e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.184549e-05,7.210306e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.204578e-05,7.171911e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.224607e-05,7.133851e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.244635e-05,7.095792e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.264664e-05,7.057732e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.284692e-05,7.019672e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.304721e-05,6.981785e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.324750e-05,6.944457e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.344778e-05,6.907129e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.364807e-05,6.869801e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.384835e-05,6.832473e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.404864e-05,6.795265e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.424893e-05,6.758430e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.444921e-05,6.721596e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.464950e-05,6.684761e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.484979e-05,6.647926e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.505007e-05,6.611294e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.525036e-05,6.575268e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.545064e-05,6.539242e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.565093e-05,6.503216e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.585122e-05,6.467190e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.605150e-05,6.431268e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.625179e-05,6.395650e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.645207e-05,6.360032e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.665236e-05,6.324414e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.685265e-05,6.288795e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.705293e-05,6.253407e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.725322e-05,6.218657e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.745351e-05,6.183907e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.765379e-05,6.149158e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.785408e-05,6.114408e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.805436e-05,6.079759e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.825465e-05,6.045378e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.845494e-05,6.010997e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.865522e-05,5.976616e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.885551e-05,5.942235e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.905579e-05,5.908106e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.925608e-05,5.874629e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.945637e-05,5.841152e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.965665e-05,5.807676e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,3.985694e-05,5.774199e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.005722e-05,5.740904e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.025751e-05,5.708062e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.045780e-05,5.675220e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.065808e-05,5.642378e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.085837e-05,5.609536e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.105866e-05,5.576891e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.125894e-05,5.544722e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.145923e-05,5.512552e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.165951e-05,5.480383e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.185980e-05,5.448213e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.206009e-05,5.416225e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.226037e-05,5.384660e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.246066e-05,5.353094e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.266094e-05,5.321529e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.286123e-05,5.289963e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.306152e-05,5.258578e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.326180e-05,5.227600e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.346209e-05,5.196623e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.366237e-05,5.165645e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.386266e-05,5.134667e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.406295e-05,5.103970e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.426323e-05,5.073884e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.446352e-05,5.043799e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.466381e-05,5.013714e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.486409e-05,4.983628e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.506438e-05,4.953756e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.526466e-05,4.924333e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.546495e-05,4.894910e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.566524e-05,4.865487e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.586552e-05,4.836065e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.606581e-05,4.806866e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.626609e-05,4.778126e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.646638e-05,4.749386e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.666667e-05,4.720646e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.686695e-05,4.691907e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.706724e-05,4.663415e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.726753e-05,4.635416e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.746781e-05,4.607417e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.766810e-05,4.579418e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.786838e-05,4.551419e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.806867e-05,4.523699e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.826896e-05,4.496512e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.846924e-05,4.469325e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.866953e-05,4.442138e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.886981e-05,4.414951e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.907010e-05,4.388096e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.927039e-05,4.361858e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.947067e-05,4.335619e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.967096e-05,4.309381e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,4.987124e-05,4.283143e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.007153e-05,4.257256e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.027182e-05,4.232001e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.047210e-05,4.206747e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.067239e-05,4.181492e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.087268e-05,4.156237e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.107296e-05,4.131301e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.127325e-05,4.106921e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.147353e-05,4.082541e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.167382e-05,4.058160e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.187411e-05,4.033780e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.207439e-05,4.009685e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.227468e-05,3.986074e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.247496e-05,3.962463e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.267525e-05,3.938852e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.287554e-05,3.915241e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.307582e-05,3.891904e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.327611e-05,3.869016e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.347639e-05,3.846129e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.367668e-05,3.823241e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.387697e-05,3.800354e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.407725e-05,3.777803e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.427754e-05,3.755787e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.447783e-05,3.733771e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.467811e-05,3.711755e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.487840e-05,3.689740e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.507868e-05,3.668039e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.527897e-05,3.646824e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.547926e-05,3.625610e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.567954e-05,3.604395e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.587983e-05,3.583181e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.608011e-05,3.562280e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.628040e-05,3.541851e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.648069e-05,3.521422e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.668097e-05,3.500992e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.688126e-05,3.480563e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.708155e-05,3.460409e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.728183e-05,3.440656e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.748212e-05,3.420903e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.768240e-05,3.401150e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.788269e-05,3.381397e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.808298e-05,3.362023e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.828326e-05,3.343184e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.848355e-05,3.324345e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.868383e-05,3.305507e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.888412e-05,3.286668e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.908441e-05,3.268150e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.928469e-05,3.250073e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.948498e-05,3.231996e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.968526e-05,3.213919e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,5.988555e-05,3.195842e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.008584e-05,3.178012e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.028612e-05,3.160511e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.048641e-05,3.143011e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.068670e-05,3.125510e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.088698e-05,3.108009e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.108727e-05,3.090806e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.128755e-05,3.073989e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.148784e-05,3.057171e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.168813e-05,3.040354e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.188841e-05,3.023537e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.208870e-05,3.007003e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.228898e-05,2.990825e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.248927e-05,2.974647e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.268956e-05,2.958469e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.288984e-05,2.942290e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.309013e-05,2.926327e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.329041e-05,2.910626e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.349070e-05,2.894924e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.369099e-05,2.879223e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.389127e-05,2.863522e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.409156e-05,2.848228e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.429185e-05,2.833418e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.449213e-05,2.818608e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.469242e-05,2.803797e-02
sens_K10_tau2e-7_q0.8_N6400000,0.8,6.489270e-05,2.788987e-02
