N,t,S_L2,peak,umin,mass_u,mass_v
320,0.0,114.86813748577772,840.2294489451787,4.662094662272682e-16,31.415926530163063,31.41563796030767
320,5.012531328320803e-07,116.17494233790025,870.4442263839758,5.089235437907356e-16,31.41592653016306,31.41563796045231
320,1.0025062656641605e-06,117.51450752031806,901.6446868523544,5.432289473797917e-16,31.41592653016305,31.415637960596957
320,1.5037593984962408e-06,118.88741000978798,933.9348996132607,5.732745651743873e-16,31.41592653016305,31.415637960741595
320,2.005012531328321e-06,120.2941472127414,967.3624032705275,6.001337421687828e-16,31.41592653016305,31.41563796088624
320,2.5062656641604014e-06,121.73520828744726,1001.9676320569971,6.245825796154271e-16,31.415926530163038,31.415637961030882
320,3.0075187969924816e-06,123.21108458795008,1037.7911545977154,6.471981539863019e-16,31.415926530163038,31.415637961175523
320,3.508771929824562e-06,124.72227126851016,1074.8746972749468,6.68407463863908e-16,31.41592653016303,31.41563796132017
320,4.010025062656642e-06,126.26926760571541,1113.2613158701563,6.885267172138671e-16,31.41592653016303,31.415637961464807
320,4.511278195488723e-06,127.85257713379652,1152.9954522317682,7.077914378678116e-16,31.41592653016303,31.415637961609452
320,5.012531328320803e-06,129.47270775140768,1194.1229760147255,7.263786617746749e-16,31.41592653016302,31.41563796175409
320,5.5137844611528826e-06,131.13017182224408,1236.6912250389482,7.444229659434176e-16,31.41592653016302,31.415637961898735
320,6.015037593984963e-06,132.82548627217426,1280.749046095346,7.620279374857621e-16,31.415926530163013,31.415637962043373
320,6.516290726817044e-06,134.55917268271196,1326.3468363835016,7.792743645717433e-16,31.415926530163013,31.41563796218802
320,7.017543859649124e-06,136.33175738024661,1373.5365856521423,7.962260943093847e-16,31.415926530163006,31.41563796233266
320,7.518796992481204e-06,138.1437715203946,1422.371918991088,8.129342458954774e-16,31.415926530163,31.4156379624773
320,8.020050125313284e-06,139.99575116683334,1472.9081402587926,8.294402689971524e-16,31.415926530163,31.415637962621947
320,8.521303258145365e-06,141.88823736398538,1525.2022761148994,8.457781889884277e-16,31.415926530163,31.415637962766585
320,9.022556390977446e-06,143.82177620292802,1579.3131206267399,8.619762719367301e-16,31.415926530162995,31.41563796291123
320,9.523809523809525e-06,145.79691887991257,1635.3012804121508,8.780582689580311e-16,31.415926530162984,31.41563796305587
320,1.0025062656641605e-05,147.81422174688703,1693.2292202818385,8.940443537341147e-16,31.415926530162984,31.415637963200513
320,1.0526315789473686e-05,149.8742463534242,1753.1613093335504,9.09951835159655e-16,31.41592653016298,31.415637963345148
