step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_40,S_dg_cross_40,peak_dg_40,ppc_40,empty_40,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,20000,5,31.41592653589793,31.41592653589793,0.0004308475087704266,-8.1606508870843e-05,0.41486609808825015,0.08297321961765003,0.011948969950259555,0.10931134410599641,0.09070379061509105,0.13828869936275004,0.16591277052554618,0.23335709056682952,10000,16000,18000,1.0931694712229363,824.7007082736369,426.6210147433958,114.7173016100369,114.7173016100369,0.00015,1.0664124389341614,0,0,115.80538044997128,114.79852013261412,956.7876431627474,12.5,0.753125,118.83863638994364,114.80454102900688,1282.5280680846074,3.125,0.8115625,130.40551955790673,114.37107165799023,2319.077200164392,0.78125,0.8640234375
1,1e-06,20000,5,31.41592653589793,31.41592653589793,0.000426627256674316,-8.699863627848767e-05,0.41025216183407565,0.08205043236681513,0.011710858962323193,0.10821672219358335,0.08925817109610752,0.13675072061135854,0.1645275604445479,0.23338680569294404,10000,16000,18000,1.0878452254470694,852.9537427005818,426.3289206168713,116.29755792141285,116.29755792141285,0.00015,1.0770098419294343,0,0,117.26004720280145,116.14734580076556,985.427221737017,12.5,0.755,120.23603135965102,116.0927929113018,1331.5344362053268,3.125,0.8121875,131.5826309922288,115.99897491511109,2240.6125334203766,0.78125,0.86578125
2,2e-06,20000,5,31.41592653589793,31.41592653589793,0.0004251126595001036,-7.617599464763194e-05,0.40642808969231514,0.08128561793846303,0.011473017463394191,0.10711217234000155,0.08792722972040855,0.13547602989743837,0.1632394595815124,0.23243738975283146,10000,16000,18000,1.0817070959216122,881.7276360241276,425.88462230297426,117.91453810279363,117.91453810279363,0.0002,1.0851061181730535,0,0,118.90546029663243,117.81867634564829,1013.4272321322894,12.5,0.756875,121.84944650077522,117.81469544633393,1538.6857216256578,3.125,0.8134375,133.13099135016154,118.2414726061325,2356.2779202787488,0.78125,0.86609375
3,3e-06,20000,5,31.41592653589793,31.41592653589793,0.00042540837369993065,-9.197643863272239e-05,0.4020697450345459,0.08041394900690918,0.011236175219203436,0.10600082650245439,0.08659282230179341,0.13402324834484863,0.16189504371412472,0.23163899157564105,10000,16000,18000,1.0768383268225434,911.7164178376859,426.1906666537706,119.59721586795251,119.59721586795251,0.00035,1.0950217508161977,0,0,120.6072959404869,119.6234179487817,1057.9833643883426,12.5,0.759375,123.29616589918258,119.34254078763124,1594.3669313969888,3.125,0.81390625,134.36581065236498,119.7770031691317,2494.0627188714775,0.78125,0.8676171875
4,4e-06,20000,5,31.41592653589793,31.41592653589793,0.0003969029028237717,-8.867089105882178e-05,0.39750643641790784,0.07950128728358156,0.011000027340153599,0.10488101515600237,0.08519614423065455,0.13250214547263595,0.16044532573054282,0.23070858111291204,10000,16000,18000,1.071632260830688,943.4777907610782,425.9878674399976,121.34244048685105,121.34244048685105,0.00055,1.1049528256731587,0,0,122.35882024567927,121.32789551077343,1165.7619080164138,12.5,0.760625,125.10394524276984,121.23465497370076,1488.6213852786627,3.125,0.81640625,136.30852303236685,121.88608842068523,2760.231205390878,0.78125,0.8695703125
5,4.9999999999999996e-06,20000,5,31.41592653589793,31.41592653589793,0.00039076393037063814,-8.361797629315976e-05,0.3926161632169859,0.07852323264339718,0.010769111291111803,0.10377432867097625,0.08389941964964144,0.13087205440566196,0.159242273591976,0.2296259827702395,10000,16000,18000,1.0684661956119343,976.5713518527476,425.73806192457306,123.13923866210266,123.13923866210266,0.00065,1.1151414192268096,0,0,124.18570993327705,123.123758262872,1193.4781079494517,12.5,0.76125,126.98164294431639,123.01862636635775,1692.3857779312937,3.125,0.8171875,137.99396140017396,123.49352342303003,2898.2752732907866,0.78125,0.8709375
6,6e-06,20000,5,31.41592653589793,31.41592653589793,0.0003733531933841772,-7.111666121916738e-05,0.38798222097897406,0.07759644419579481,0.010537803003457974,0.1026538016999759,0.08258011906276197,0.12932740699299136,0.15777014738795425,0.22929227677950945,10000,16000,18000,1.064225557222598,1010.622355529733,425.13599091633773,124.99000966681052,124.99000966681052,0.00085,1.1255937173801696,0,0,125.93658053195551,124.99620951636385,1227.7071555525076,12.5,0.7625,128.84252054525132,124.91622856473938,1781.32369854039,3.125,0.8190625,139.14296542513463,124.93615982109635,2524.141928118488,0.78125,0.87234375
7,7e-06,20000,5,31.41592653589793,31.41592653589793,0.00036158611743604397,-8.087582415011189e-05,0.38321717470396394,0.07664343494079279,0.010306763909874539,0.10152223357410207,0.08118872352313178,0.12773905823465465,0.15643177247424414,0.22862360659107997,10000,16000,18000,1.0593043433641802,1047.6527935841445,424.7501826774516,126.93888952736569,126.93888952736569,0.00095,1.135784081671938,0,0,127.8514374839989,126.84876239347581,1305.5280126017817,12.5,0.7625,130.6252137764482,126.57039834519716,1812.365370104634,3.125,0.8196875,141.34282106910393,126.88269922131079,3140.2305239934276,0.78125,0.8735546875
8,8e-06,20000,5,31.41592653589793,31.41592653589793,0.0003642523730701261,-7.819293813480564e-05,0.3788701438345318,0.07577402876690637,0.010077783559947881,0.1003881644415709,0.0798343113902369,0.12629004794484394,0.1551437525062629,0.22826679542456693,10000,16000,18000,1.0535840932494251,1086.2479200252917,424.42262400739526,128.96262403942222,128.96262403942222,0.00105,1.1468381571913537,0,0,129.83840272528755,128.79603864796346,1320.9110972432502,12.5,0.76375,132.4542239585355,128.59151268262676,1655.1527486955097,3.125,0.820625,143.10541974649016,128.82960250943964,3179.6578675399996,0.78125,0.874609375
9,9e-06,20000,5,31.41592653589793,31.41592653589793,0.00034732118860777056,-7.752615229503939e-05,0.3750411364547813,0.07500822729095627,0.00985146733435343,0.09925455825478964,0.07845729780336892,0.12501371215159376,0.1533999086741646,0.2272944400266445,10000,16000,18000,1.0459825626732084,1124.5114052271106,424.0782385600918,131.00689592144397,131.00689592144397,0.0012,1.15620731000931,0,0,131.9780349843652,130.97243835110328,1313.5760469281126,12.5,0.766875,134.7048588746538,130.98221508410793,1725.4713322661587,3.125,0.82328125,144.73325916094416,130.94435119444236,2681.351686598125,0.78125,0.8762890625
