t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,2,20000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.00030756874246017877,0.0,0.0,0.0,0
0.02,2,20000,364,10.0,0.182,0.19801326693244747,0.0,0.01601326693244748,0.08086966686888929,0.00026286816483922927,7.190258605968183e-05,0.017141661460820044,0.0861103397726208,364
0.04,2,20000,716,10.0,0.358,0.39210560847676823,0.0,0.034105608476768245,0.08698066984876845,0.00035541802587701904,0.0001323036581410909,0.02073911613593937,0.12419684608776416,716
0.06,2,20000,1081,10.0,0.5405,0.5823546641575128,0.0,0.04185466415751282,0.07187143288027681,0.0002678842020310467,0.0001313643816608359,0.027308403952774958,0.16019688933741755,1081
0.08,2,20000,1455,10.0,0.7275,0.7688365361336424,0.0,0.04133653613364241,0.053765051725451714,0.00024844325114607935,0.0001597860175361077,0.0305439945057175,0.15929837057163349,1455
0.1,2,20000,1806,10.0,0.903,0.9516258196404048,0.0,0.0486258196404048,0.05109762538681355,0.00043361866334609564,0.00016521294467493447,0.0352056869904364,0.15729745070915271,1806
0.12,2,20000,2128,10.0,1.064,1.1307956328284252,0.0,0.06679563282842516,0.05906958860581309,0.00032757634791008995,0.0002151156056435992,0.03967174231074185,0.15698210447592517,2128
0.14,2,20000,2462,10.0,1.231,1.3064176460119414,0.0,0.07541764601194134,0.05772858797656808,0.00031911067746764985,0.000252818247685739,0.039605292007926556,0.16369797050137208,2462
0.16,2,20000,2805,10.0,1.4025,1.4785621103378865,0.0,0.07606211033788646,0.05144329738065888,0.00030596625119592893,0.000244443316436121,0.040003783032445846,0.16373106832643036,2805
0.18,2,20000,3155,10.0,1.5775000000000001,1.64729788588728,0.0,0.06979788588727986,0.04237113790119679,0.00042521858974332107,0.00025187854402015334,0.036701308821249216,0.15436698117283196,3155
0.2,2,20000,3477,10.0,1.7385,1.8126924692201818,0.0,0.07419246922018186,0.04092942982882219,0.0003923175894559597,0.0002840794833696133,0.03924960668319382,0.14883526090925325,3477
0.22,2,20000,3797,10.0,1.8985,1.974812020375215,0.0,0.076312020375215,0.0386426756510808,0.0003993719510418126,0.000251303074793469,0.049479538539767436,0.14592495115218235,3797
0.24,2,20000,4111,10.0,2.0555,2.1337213893344664,0.0,0.07822138933446654,0.03665960782202438,0.00044042084783633403,0.00026360809320190363,0.03551850492232256,0.13219248106863174,4111
0.26,2,20000,4416,10.0,2.208,2.2894841419643375,0.0,0.08148414196433729,0.03559061208190999,0.0004139155073104976,0.00031673227038280525,0.03214896606592069,0.12553768278654598,4416
0.28,2,20000,4748,10.0,2.374,2.4421625854427456,0.0,0.06816258544274545,0.02791074838712595,0.0004146841463964778,0.0002559782625597589,0.03828016200096007,0.12824125244640439,4748
0.3,2,20000,5004,10.0,2.5020000000000002,2.5918177931828215,0.0,0.08981779318282124,0.03465436243977729,0.0003956625810974591,0.00024218104530962037,0.04170895126512397,0.12405655048242459,5004
0.32,2,20000,5287,10.0,2.6435,2.7385096292630906,0.0,0.09500962926309064,0.0346939182713982,0.00035929686614363674,0.0002520710374009342,0.033269407112477785,0.11342332487218464,5287
0.34,2,20000,5583,10.0,2.7915,2.8822967723739037,0.0,0.0907967723739036,0.0315015349023626,0.00040476606906805865,0.00024802423128969146,0.03670087615793133,0.11106381073753172,5583
0.36,2,20000,5887,10.0,2.9435000000000002,3.0232367392896897,0.0,0.0797367392896895,0.02637462632464028,0.0004122877414417314,0.0002922659338089897,0.038024377214914966,0.10809187426368229,5887
