t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,7,80000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.00014303505748963262,0.0,0.0,0.0,0
0.02,7,80000,1619,10.0,0.202375,0.19801326693244747,0.0,0.004361733067552526,0.022027478941805134,0.00011808880698358319,3.196794859803699e-05,0.010835282892977246,0.08603336052798644,1619
0.04,7,80000,3203,10.0,0.400375,0.39210560847676823,0.0,0.00826939152323175,0.02108970477457912,0.00016445709140455595,5.84797746109311e-05,0.014327592218063356,0.13500557958593967,3203
0.06,7,80000,4683,10.0,0.585375,0.5823546641575128,0.0,0.0030203358424871762,0.005186419940255254,0.0001697295979812307,3.838940728260112e-05,0.01259138574326728,0.14963383283739276,4683
0.08,7,80000,6181,10.0,0.772625,0.7688365361336424,0.0,0.003788463866357561,0.004927528399481569,0.0002556113793157077,4.3918263719794004e-05,0.016859151663261532,0.16244201629263563,6181
0.1,7,80000,7599,10.0,0.949875,0.9516258196404048,0.0,0.0017508196404047993,0.0018398193956805308,0.00023423279767943633,4.1583636031987005e-05,0.0157480557268737,0.16397316801145934,7599
0.12,7,80000,9037,10.0,1.129625,1.1307956328284252,0.0,0.001170632828425111,0.0010352293504150192,0.0002291741488146589,5.045159064714016e-05,0.01864297716411766,0.16735194641982057,9037
0.14,7,80000,10455,10.0,1.306875,1.3064176460119414,0.0,0.0004573539880585731,0.0003500825248761165,0.0002463408678001901,6.0690701714422026e-05,0.018005651072347324,0.16173677880893622,10455
0.16,7,80000,11783,10.0,1.472875,1.4785621103378865,0.0,0.005687110337886603,0.0038463790584941765,0.00019994001972425948,8.931505680793754e-05,0.01925220928213648,0.15753607218700386,11783
0.18,7,80000,13148,10.0,1.6435,1.64729788588728,0.0,0.003797885887280028,0.002305524653323028,0.00016990503700185759,9.402046010301443e-05,0.019927428352779667,0.15181347638429932,13148
0.2,7,80000,14435,10.0,1.804375,1.8126924692201818,0.0,0.008317469220181728,0.004588461286960548,0.00021870282853528398,7.942000437803963e-05,0.02266284657978362,0.14453834575589647,14435
0.22,7,80000,15738,10.0,1.96725,1.974812020375215,0.0,0.007562020375215139,0.0038292355410001772,0.0001745479042708819,7.372090800112541e-05,0.0207977928519865,0.13681604482201268,15738
0.24,7,80000,17032,10.0,2.129,2.1337213893344664,0.0,0.004721389334466419,0.002212748748766622,0.00019714358059311698,7.009534237973785e-05,0.023285917869939006,0.13035685308896394,17032
0.26,7,80000,18320,10.0,2.29,2.2894841419643375,0.0,0.0005158580356625642,0.00022531627374364208,0.00020955037632036292,9.903089542959552e-05,0.024896301835579213,0.12320692096437211,18320
0.28,7,80000,19486,10.0,2.43575,2.4421625854427456,0.0,0.006412585442745478,0.0026257815433622838,0.0002522077238913487,0.00010041333765039994,0.02616691440055661,0.1193425974715915,19486
0.3,7,80000,20566,10.0,2.57075,2.5918177931828215,0.0,0.021067793182821593,0.008128578034395612,0.0003114235012636364,0.00010384151895141694,0.022359414006744436,0.11555282779746857,20566
0.32,7,80000,21735,10.0,2.716875,2.7385096292630906,0.0,0.021634629263090677,0.007900147230416118,0.00028334654873424817,0.00014901312208045046,0.019671173754353947,0.10936786039471742,21735
0.34,7,80000,22908,10.0,2.8635,2.8822967723739037,0.0,0.018796772373903536,0.006521456275448772,0.00030111590711316986,0.0001442903940156272,0.020852199690545335,0.10447200221813091,22908
0.36,7,80000,24084,10.0,3.0105,3.0232367392896897,0.0,0.012736739289689769,0.004212948038161996,0.000217018137316699,0.00011251468703001992,0.018059216525997575,0.09861072053152094,24084
0.38,7,80000,25112,10.0,3.1390000000000002,3.1613859078764417,0.0,0.022385907876441458,0.007081042469591592,0.0002246673857661779,0.00013787609991065057,0.021156645497951706,0.09709327288522693,25112
0.4,7,80000,26169,10.0,3.271125,3.2967995396436067,0.0,0.025674539643606664,0.007787716339702642,0.00022176079154263666,0.00014527903426565547,0.022302711267380166,0.09238387962160409,26169
