step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_40,S_dg_cross_40,peak_dg_40,ppc_40,empty_40,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,20000,5,31.41592653589793,31.41592653589793,0.0001238996639767559,0.0004326988092436126,0.41433224615403597,0.08286644923080719,0.011923378297733983,0.10919422282215292,0.09044140383063995,0.138110748718012,0.16616197980374758,0.23530628634140127,10000,16000,18000,1.0914115986644282,823.017183386868,422.09564220076385,114.82523352836462,114.82523352836462,0.0004,1.0790723441252978,0,0,115.94497445176698,114.9577649590845,993.0781692789799,12.5,0.75625,119.24627491754671,115.33866766422697,1603.829657896943,3.125,0.81015625,130.26118195914216,114.99954694082557,2244.990987247211,0.78125,0.8646484375
1,1e-06,20000,5,31.41592653589793,31.41592653589793,0.00011846213266829595,0.00041999855706796856,0.409883975249416,0.0819767950498832,0.011682468379815347,0.10808546794003043,0.08911361660549547,0.13662799174980533,0.16470177081241757,0.23428115611322717,10000,16000,18000,1.0870590458100915,850.8029144237635,422.1848816339206,116.4097521833377,116.4097521833377,0.00045,1.0899305312242498,0,0,117.51901469427011,116.42362065519269,1044.4731607721526,12.5,0.75625,120.80441945382799,116.68556047603991,1597.729724553188,3.125,0.81171875,131.72128266621732,116.4004537616606,2424.801084398938,0.78125,0.8663671875
2,2e-06,20000,5,31.41592653589793,31.41592653589793,0.0001279441474584131,0.0004244202162414431,0.405937599285922,0.08118751985718439,0.011447082260395432,0.10699103822468231,0.08784707228811206,0.13531253309530733,0.16315932301869404,0.23393379894982239,10000,16000,18000,1.0820267997180155,879.5328238011779,422.3545005589481,118.01996137444398,118.01996137444398,0.00045,1.0983265846337342,0,0,119.08527385346173,118.07876582756019,1037.2490196223157,12.5,0.7575,122.25765466189209,118.46303926463867,1479.612397515752,3.125,0.81421875,133.09565108683432,118.63411556087944,2654.6677027646665,0.78125,0.8676953125
3,3e-06,20000,5,31.41592653589793,31.41592653589793,0.00014089184220317737,0.00038982369159635985,0.401128434206067,0.0802256868412134,0.011209843262723177,0.10587654727428156,0.08653251330390008,0.133709478068689,0.16191609598097845,0.23364261239900658,10000,16000,18000,1.0786135552216518,909.7410115138794,422.43765602862635,119.70891418622011,119.70891418622011,0.0007,1.1095320711238301,0,0,120.80570035071578,119.74267419689282,1153.1920609314177,12.5,0.758125,123.78553793819877,119.94139084934693,1519.2206491767827,3.125,0.8146875,134.57276888281766,119.52596403837066,2462.5521995333465,0.78125,0.868828125
4,4e-06,20000,5,31.41592653589793,31.41592653589793,0.00015576024677489445,0.00038128473292390306,0.3965428993335646,0.07930857986671293,0.010976993861863892,0.10477114995008832,0.08523725097995544,0.13218096644452154,0.16051057844353495,0.2322571351175079,10000,16000,18000,1.0747544732638803,941.5954116175169,422.30034870610416,121.44950473477232,121.44950473477232,0.0007,1.119347153001467,0,0,122.56327827348353,121.6258379099129,1152.078918436042,12.5,0.760625,125.46277715243082,121.858681228739,1481.8939985868305,3.125,0.81609375,136.35301303551756,121.41481823075056,2636.176360127519,0.78125,0.870078125
5,4.9999999999999996e-06,20000,5,31.41592653589793,31.41592653589793,0.00016380287086054533,0.00036888959541458505,0.39244356078121345,0.07848871215624269,0.010743347352013082,0.10365011988421953,0.08382897694200775,0.1308145202604045,0.15931515240371588,0.23081691363584758,10000,16000,18000,1.0680386343342534,974.0526015666599,422.01432724641273,123.24135777419455,123.24135777419455,0.0008,1.1289743773559469,0,0,124.42260712379766,123.49831624575158,1281.7004350375018,12.5,0.75875,127.25737014503628,123.56519611029061,1616.108673935669,3.125,0.8184375,137.9505597674101,123.40809389549831,2540.1314996673427,0.78125,0.87203125
6,6e-06,20000,5,31.41592653589793,31.41592653589793,0.00018782589935620648,0.00034507290029777994,0.3875455484685843,0.07750910969371685,0.010510629787919697,0.10252136259297229,0.08241054012338866,0.1291818494895281,0.15779828786533387,0.23015488372477397,10000,16000,18000,1.0632368304711561,1008.6720504923061,421.88363419553707,125.09425624931309,125.09425624931309,0.0009,1.1412753626926713,0,0,126.25018526954901,125.34212962715596,1368.472971307698,12.5,0.761875,129.2083592078017,125.57822721811819,1706.7343022668042,3.125,0.82078125,139.69651009804272,125.22049269990511,2484.5104060984336,0.78125,0.87421875
7,7e-06,20000,5,31.41592653589793,31.41592653589793,0.00019735105088897537,0.0003103616574905527,0.3829323268936704,0.07658646537873408,0.010284885187411458,0.10141442297529212,0.08116324646908424,0.1276441089645568,0.15619255842396282,0.22932222421665288,10000,16000,18000,1.0597596594609393,1044.0581301059142,422.45958740647166,126.99048246238166,126.99048246238166,0.00105,1.1530133730919065,0,0,128.11677405105652,127.22785200497063,1425.6439732728738,12.5,0.764375,130.90212100733987,127.3490056024725,1672.9979221366752,3.125,0.8215625,140.8079960718192,126.74254279187319,2513.089295634136,0.78125,0.874296875
8,8e-06,20000,5,31.41592653589793,31.41592653589793,0.00021940394063969262,0.0002785733575531562,0.37794539262792015,0.07558907852558402,0.010054760411100002,0.10027342824048653,0.07981503333544462,0.12598179754264005,0.15459332393011607,0.22887930913519056,10000,16000,18000,1.0559069496849374,1082.6219451500037,422.5279278544089,129.01425122565252,129.01425122565252,0.0012,1.165099588395569,0,0,130.069721533954,129.1743340529685,1348.7308499181495,12.5,0.7625,132.86377573113393,129.24491836412747,1736.6957518114368,3.125,0.820625,143.26162323917703,129.29057968852626,2924.5597994572554,0.78125,0.87625
9,9e-06,20000,5,31.41592653589793,31.41592653589793,0.00022815732723932826,0.00026797618495085206,0.3739396706571621,0.07478793413143242,0.009827203465280935,0.09913225239689116,0.07843037879796064,0.1246465568857207,0.15335320124069723,0.22731485780000452,10000,16000,18000,1.048703640618378,1121.8466473109647,422.9312978429975,131.0877388518595,131.0877388518595,0.0014,1.175270818929145,0,0,132.18706725664967,131.28188894235467,1492.8565926479373,12.5,0.763125,135.00371089887486,131.2747274644345,1770.6881764875825,3.125,0.82265625,145.08442425297073,131.14489703201951,2778.539886601489,0.78125,0.8766015625
