t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,0,80000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.00010887981208821674,0.0,0.0,0.0,0
0.02,0,80000,1537,10.0,0.192125,0.19801326693244747,0.0,0.0058882669324474834,0.029736729380139337,0.00014689072063742882,4.8042501809634595e-05,0.021230421883928517,0.08197050943744208,1537
0.04,0,80000,3156,10.0,0.3945,0.39210560847676823,0.0,0.002394391523231787,0.006106496493466126,0.00017600410281696686,3.1682171592515085e-05,0.019453308985887145,0.1290120236088365,3156
0.06,0,80000,4651,10.0,0.581375,0.5823546641575128,0.0,0.0009796641575128273,0.0016822466064217044,0.00021892493257452634,5.731763164078302e-05,0.01922542228635384,0.14927624885092325,4651
0.08,0,80000,6149,10.0,0.768625,0.7688365361336424,0.0,0.00021153613364244261,0.0002751379827839926,0.00017841807280829863,5.963384109130935e-05,0.01633997053643005,0.16087376247674148,6149
0.1,0,80000,7646,10.0,0.95575,0.9516258196404048,0.0,0.004124180359595164,0.004333825621874769,0.00012193657709818835,5.7401141971017294e-05,0.017309410839401556,0.16287470990914077,7646
0.12,0,80000,9024,10.0,1.1280000000000001,1.1307956328284252,0.0,0.0027956328284250986,0.0024722706272153404,0.00017800317113967932,7.553011394882111e-05,0.0218107991318761,0.15584140555378093,9024
0.14,0,80000,10454,10.0,1.30675,1.3064176460119414,0.0,0.00033235398805864236,0.0002544010248737902,0.0001998072128117782,8.111891355960702e-05,0.021240325775099118,0.15188594378201026,10454
0.16,0,80000,11815,10.0,1.476875,1.4785621103378865,0.0,0.0016871103378865993,0.001141047999330278,0.0001825264254957122,7.990587944469991e-05,0.022571232942919146,0.1500046248219604,11815
0.18,0,80000,13116,10.0,1.6395,1.64729788588728,0.0,0.007797885887280032,0.004733743638042658,0.00023316654351213193,0.00010261659690352642,0.021917904965062192,0.14465298837080476,13116
0.2,0,80000,14434,10.0,1.8042500000000001,1.8126924692201818,0.0,0.008442469220181659,0.004657419481537097,0.0002605771951662874,0.00011922670604426109,0.023378867725136965,0.13560773478371535,14434
0.22,0,80000,15706,10.0,1.96325,1.974812020375215,0.0,0.011562020375215143,0.0058547447837685096,0.00023612729533572827,0.00014601109498227227,0.021294300105072016,0.13225410049159278,15706
0.24,0,80000,16990,10.0,2.1237500000000002,2.1337213893344664,0.0,0.009971389334466174,0.004673238682570629,0.0002538535125916579,0.00010285106928982123,0.020687124884562706,0.12608154152134218,16990
0.26,0,80000,18308,10.0,2.2885,2.2894841419643375,0.0,0.0009841419643374927,0.0004298531473963895,0.000285229246600176,0.0001017624973188136,0.01800149911726936,0.12171991540288597,18308
0.28,0,80000,19549,10.0,2.443625,2.4421625854427456,0.0,0.0014624145572543767,0.0005988194913686519,0.0002278822959788153,0.0001098820253345333,0.018995424075202293,0.11712917009357889,19549
0.3,0,80000,20713,10.0,2.589125,2.5918177931828215,0.0,0.0026927931828213403,0.0010389592933207385,0.0002217263030841627,0.00011878865584700992,0.019614033672695205,0.11185034866952624,20713
0.32,0,80000,21903,10.0,2.737875,2.7385096292630906,0.0,0.0006346292630907691,0.00023174257132758095,0.0002053119966697852,9.931401222827813e-05,0.020475053836272888,0.10876734507720268,21903
0.34,0,80000,23023,10.0,2.877875,2.8822967723739037,0.0,0.004421772373903732,0.0015341141884782018,0.00020985885593960047,0.00012945295443859197,0.01911462651781695,0.10439352216281002,23023
0.36,0,80000,24138,10.0,3.01725,3.0232367392896897,0.0,0.005986739289689513,0.0019802416436286428,0.0002509678889052505,0.00012610278671708534,0.018828801547447278,0.0989792930934725,24138
0.38,0,80000,25224,10.0,3.153,3.1613859078764417,0.0,0.008385907876441667,0.002652604939988054,0.00023343277639415402,0.000102709533200059,0.021062771665058527,0.09561383615105573,25224
