seed,method,t,total_mass,peak_height,L2_rel_err,L2_rel_err_BA,L2_rel_err_BB,global_nESS,N_active,n_resamples,runtime_s
0,weighted_ess,0.15,39.77955089590979,10.020669285500839,0.6748262216742847,0.66682175536258,0.6993834090681861,0.9680387544227135,20000,0,208.12951016426086
0,weighted_always,0.15,39.79948725851018,9.511795535265545,0.6734534783085129,0.5553755580703454,0.670214747499335,1.0000000000000004,20000,150,208.12951016426086
0,poisson,0.15,39.71331418910336,8.982231868162053,0.6666622348025955,0.4865393974378882,0.6708385726373143,nan,20119,0,208.12951016426086
0,minvar,0.15,39.77055789462968,6.6542128849125515,0.6623946888497619,0.42228320465706565,0.688421146513324,nan,20148,0,208.12951016426086
0,weighted,0.2,40.09382180317847,13.159485350745738,0.662990878088032,0.5712720255626468,0.6699664028806384,0.918431772561219,20000,0,208.12951016426086
0,weighted_ess,0.2,40.09382180317847,13.159485350745738,0.662990878088032,0.5712720255626468,0.6699664028806384,0.918431772561219,20000,0,208.12951016426086
0,weighted_always,0.2,40.128629173144645,10.603240472531903,0.657745940128301,0.43134968269915297,0.8302640191271715,1.0000000000000022,20000,200,208.12951016426086
0,poisson,0.2,39.98768919145365,9.523943826127745,0.6460977775502629,0.42510403228370947,0.7040397519804952,nan,20258,0,208.12951016426086
0,minvar,0.2,40.0390111343393,12.676407573413696,0.6478073704024114,0.3595236926981719,0.641697123700305,nan,20284,0,208.12951016426086
0,weighted,0.25,40.59183099877385,21.52363068866972,0.6921539529356683,0.7313125181159611,0.6643711923291898,0.8231226676381522,20000,0,208.12951016426086
0,weighted_ess,0.25,40.59183099877385,21.52363068866972,0.6921539529356683,0.7313125181159611,0.6643711923291898,0.8231226676381522,20000,0,208.12951016426086
0,weighted_always,0.25,40.60836432061608,11.711826042406267,0.622369598666879,0.3148509707978013,0.8190747946882775,1.0000000000000029,20000,250,208.12951016426086
0,poisson,0.25,40.404186497179616,12.167228363097676,0.613956858793555,0.3320456083142993,0.7088286268475746,nan,20469,0,208.12951016426086
0,minvar,0.25,40.53249135439378,15.19250524474059,0.6201252603920763,0.3260271707269986,0.6704359494661876,nan,20534,0,208.12951016426086
0,weighted,0.3,41.35486203870179,34.3453405035309,0.6900679515494231,0.697686012143957,0.69474849835601,0.6712271619214759,20000,0,208.12951016426086
0,weighted_ess,0.3,41.35486203870179,34.3453405035309,0.6900679515494231,0.697686012143957,0.69474849835601,0.6712271619214759,20000,0,208.12951016426086
0,weighted_always,0.3,41.30093922300053,18.087030453475943,0.5653822854059409,0.26753586163579995,0.6482823289827387,1.0000000000000024,20000,300,208.12951016426086
0,poisson,0.3,41.01610197004715,19.606100779161412,0.5639797597701789,0.28844596759925867,0.7800503018841595,nan,20779,0,208.12951016426086
0,minvar,0.3,41.308242260319396,27.018482023615828,0.5704811854996302,0.3290365186528571,0.7467252166802133,nan,20927,0,208.12951016426086
0,weighted,0.35000000000000003,42.50682137980075,61.04733851299304,0.7073632492776136,0.7100175178807054,0.6553542871054092,0.48023090625691434,20000,0,208.12951016426086
0,weighted_ess,0.35000000000000003,42.50642181289246,59.70674329472163,0.6667185932798261,0.6273299657808545,0.6904152397880492,0.9998764052738988,20000,1,208.12951016426086
0,weighted_always,0.35000000000000003,42.35216996686127,25.199862496877486,0.5066406079442696,0.2575168905762589,0.7856048186444115,0.9999999999999969,20000,350,208.12951016426086
0,poisson,0.35000000000000003,42.13531510913069,26.73374498870551,0.4862790236167232,0.24885471971186773,0.7008997411788879,nan,21346,0,208.12951016426086
0,minvar,0.35000000000000003,42.581421228059924,33.76360537643837,0.4953516444445893,0.28679395031596083,0.6413447908067816,nan,21572,0,208.12951016426086
0,weighted,0.4,44.19733307453139,86.175242909533,0.7115357535105081,0.696791211284996,0.7293652729470368,0.30326909112408795,20000,0,208.12951016426086
0,weighted_ess,0.4,44.19646904789318,59.10716316351412,0.47744597782813375,0.3503591233330401,0.7551435736556794,0.97987679381846,20000,1,208.12951016426086
0,weighted_always,0.4,43.877604215149574,37.22010045168324,0.4198515307213848,0.23104291453356446,0.8445331328397534,0.9999999999999997,20000,400,208.12951016426086
0,poisson,0.4,43.71247789242477,35.3290994666001,0.4002729738588486,0.20922271957118707,0.735691024797831,nan,22145,0,208.12951016426086
0,minvar,0.4,44.18227106191662,48.88639047403847,0.4021207303336171,0.22114092290614165,0.7420128022052445,nan,22383,0,208.12951016426086
0,weighted,0.45,46.66828784174619,143.31449968192592,0.8232251792260749,0.821249458807196,1.0084141466450984,0.17538575304283122,20000,0,208.12951016426086
0,weighted_ess,0.45,46.67502636116758,71.03925574151287,0.3624990058846166,0.25252827356382607,0.7029967265233541,0.9066811578676316,20000,1,208.12951016426086
0,weighted_always,0.45,46.094845848026246,52.82941355237885,0.34029956129530975,0.1965569908053467,0.7746789228960411,1.0000000000000004,20000,450,208.12951016426086
0,poisson,0.45,45.712059744085465,55.167695692942736,0.30720629612510925,0.16802467343270425,0.7316662785593885,nan,23158,0,208.12951016426086
0,minvar,0.45,46.67138529187135,70.91405033905569,0.3220735500835227,0.19546709039298837,0.7461374241820129,nan,23644,0,208.12951016426086
0,weighted,0.5,50.293351973914085,201.6814013666877,0.8381061959919255,0.8116218449595654,1.2399910836179513,0.09726279412256611,20000,0,208.12951016426086
0,weighted_ess,0.5,50.28296142452026,100.70154521001476,0.3170365370720628,0.25288106172740066,0.761669070360173,0.766373792913078,20000,1,208.12951016426086
0,weighted_always,0.5,49.303229383805856,80.44938001945576,0.2706608807739584,0.1736273168614417,0.8030858235160402,0.9999999999999998,20000,500,208.12951016426086
0,poisson,0.5,48.87230707331429,83.3174796734304,0.250784017471765,0.17548613556604065,0.6599669865325668,nan,24759,0,208.12951016426086
0,minvar,0.5,50.46723514453032,97.35171196497923,0.24720465306448394,0.15862514754694682,0.779686301220683,nan,25567,0,208.12951016426086
0,weighted,0.55,55.32771710357984,312.8365421079508,0.8167819889982667,0.7975450287001854,1.3103998930347307,0.055787292942629754,20000,0,208.12951016426086
0,weighted_ess,0.55,55.34283114537477,136.5715646083543,0.2595945666799216,0.2160938950709572,0.7539330719621614,0.590072629924897,20000,1,208.12951016426086
0,weighted_always,0.55,53.84523102926061,119.85710704725746,0.21604257679553882,0.14342826163908456,0.8876741520078493,0.9999999999999992,20000,550,208.12951016426086
0,poisson,0.55,53.23269829771557,110.44014237733411,0.20236383464290544,0.15385108822170687,0.6425517783862679,nan,26968,0,208.12951016426086
0,minvar,0.55,55.73562997383182,142.17213889301053,0.2016046189951241,0.1483754881646775,0.7258131115146593,nan,28236,0,208.12951016426086
0,weighted,0.599,60.73315142125055,388.9100674278914,0.8166195324230772,0.7976075758249046,1.1630826108568584,0.036985854893425034,20000,0,208.12951016426086
0,weighted_ess,0.599,60.6568966121821,176.65583196780497,0.22161139618277978,0.17775212213800512,0.8143336398634212,0.9979930069532233,20000,2,208.12951016426086
0,weighted_always,0.599,58.6178680822231,155.2874269265538,0.18627019383108315,0.1340616740795949,0.8226000329921669,1.0000000000000027,20000,599,208.12951016426086
0,poisson,0.599,57.808246898060595,133.52695500173357,0.17648254680882874,0.1430076959391859,0.6490632744017186,nan,29286,0,208.12951016426086
0,minvar,0.599,61.19746904939467,173.41799603506644,0.17325366979582735,0.13674557257349132,0.7408156615482485,nan,31003,0,208.12951016426086
0,weighted,0.6,60.817410337143386,356.35585428297446,0.7857205076863286,0.7679244468612498,1.1402231077613714,0.036787605498147705,20000,0,208.12951016426086
0,weighted_ess,0.6,60.739353545228006,175.3448750791311,0.22204313062328626,0.17866398549586876,0.8302506110804548,0.9978157347818807,20000,2,208.12951016426086
0,weighted_always,0.6,58.69232344352396,158.12916780177042,0.1881546637586138,0.13600465451186367,0.8058501998637415,1.0000000000000016,20000,600,208.12951016426086
0,poisson,0.6,57.875360207987995,133.57709112542406,0.1778099642074471,0.14433328516363247,0.6737591831932392,nan,29320,0,208.12951016426086
0,minvar,0.6,61.28037372636382,175.5792972502741,0.1734985524198611,0.13759012635733664,0.753537931368499,nan,31045,0,208.12951016426086
0,weighted,0.65,62.902261403997144,438.77504189298224,0.8497552201516604,0.8143293137876512,1.346820173118677,0.032492639343266363,20000,0,208.12951016426086
0,weighted_ess,0.65,62.7875833165888,166.91913540322415,0.1950330189227589,0.1513512271620155,0.7086349078710235,0.9907567014049516,20000,2,208.12951016426086
0,weighted_always,0.65,60.563839587323486,169.1689796319625,0.17571332850976457,0.12645614027321567,0.7476523429026174,1.0000000000000002,20000,650,208.12951016426086
0,poisson,0.65,59.72295015187192,151.50748478795182,0.16805378726085912,0.1354201628726177,0.6307075003776135,nan,30256,0,208.12951016426086
0,minvar,0.65,63.473399824285885,186.09897904815216,0.1709271625181337,0.13779559654449453,0.7218508250711079,nan,32156,0,208.12951016426086
0,weighted,0.7000000000000001,63.12023215302012,408.4391301141701,0.833501747244575,0.7890631982907772,1.0298206434042692,0.032274641102806756,20000,0,208.12951016426086
0,weighted_ess,0.7000000000000001,62.98689403259659,155.935824646955,0.19932387724164508,0.15220273934233083,0.759747185820002,0.9867227231133112,20000,2,208.12951016426086
0,weighted_always,0.7000000000000001,60.778023782884986,143.97816117339082,0.16875402524733232,0.1046166890382075,0.6452076364860122,0.9999999999999972,20000,700,208.12951016426086
0,poisson,0.7000000000000001,59.92429008165415,131.39284949120866,0.1597136845077843,0.1222750676008204,0.5605827955479674,nan,30358,0,208.12951016426086
0,minvar,0.7000000000000001,63.724087776073546,168.11165625350478,0.1670767808688335,0.1306037384330994,0.6845465081952017,nan,32283,0,208.12951016426086
0,weighted,0.75,63.18324398481345,374.12809872523314,0.9240252383701862,0.8648272948350991,0.9818335631900039,0.03258502875855673,20000,0,208.12951016426086
0,weighted_ess,0.75,63.02280445722358,149.702699747607,0.19989185321965983,0.14700953482189896,0.8180261959018137,0.9770863085505891,20000,2,208.12951016426086
0,weighted_always,0.75,60.8494031422129,124.28914374450154,0.1699887778456701,0.10069565651930575,0.6192464488819237,1.0000000000000016,20000,750,208.12951016426086
0,poisson,0.75,59.96574242013873,119.83191365745422,0.16449686195116858,0.1254541235895102,0.4375311187881899,nan,30379,0,208.12951016426086
0,minvar,0.75,63.789227165120735,166.7895604930349,0.17207233372230601,0.1326671317992903,0.5933687670359802,nan,32316,0,208.12951016426086
0,weighted,0.8,63.35284417847548,344.16677820929385,1.0488428994872232,0.9739575769752947,0.7493397864850677,0.03305261469769369,20000,0,208.12951016426086
0,weighted_ess,0.8,63.14636469574406,148.9365614760138,0.20498874150483046,0.1446328826526841,0.7275260952612925,0.9535442810094318,20000,2,208.12951016426086
0,weighted_always,0.8,61.00873257834654,123.83853831608896,0.18058872782769603,0.10984459708106396,0.501314350557943,1.0000000000000009,20000,800,208.12951016426086
0,poisson,0.8,60.18484763784289,108.51477044140222,0.1684971428331146,0.12669566828091033,0.3997131070072991,nan,30490,0,208.12951016426086
0,minvar,0.8,64.05175864218971,145.4795030590735,0.17400081026704223,0.13304361925281097,0.5174834778005514,nan,32449,0,208.12951016426086
0,weighted,0.85,63.6907587208042,321.3067410575246,1.0841125364457533,1.0098140397212045,0.7819691068558505,0.03367463612401875,20000,0,208.12951016426086
0,weighted_ess,0.85,63.432421232224094,140.88972082509696,0.20627961929922214,0.13242486560732553,0.8446522979919121,0.9008542295302071,20000,2,208.12951016426086
0,weighted_always,0.85,61.338528670231206,120.90815907643889,0.18131843320884372,0.10355719078732309,0.42650269874261976,1.0000000000000018,20000,850,208.12951016426086
0,poisson,0.85,60.56976220948538,109.02396218798017,0.1709685022645833,0.1231444063841556,0.34725468264882237,nan,30685,0,208.12951016426086
0,minvar,0.85,64.48207339407722,135.0887734690726,0.1824674586555531,0.13816022985516876,0.5328599110172454,nan,32667,0,208.12951016426086
0,weighted,0.9,64.26103050738617,238.82224552376806,0.9118658006398978,0.8034227028430035,0.7304558631418564,0.034481544274575934,20000,0,208.12951016426086
0,weighted_ess,0.9,63.94450981125714,133.5269126934294,0.2215683740519413,0.12755580233115393,0.8422099027866847,0.7997630238537179,20000,2,208.12951016426086
0,weighted_always,0.9,61.89906393423068,109.91752650556303,0.1962122058602164,0.11294270973757169,0.3498686059432865,1.000000000000003,20000,900,208.12951016426086
0,poisson,0.9,61.10666868890465,102.47255901221438,0.167532835725023,0.11623564766918346,0.27287930490899737,nan,30957,0,208.12951016426086
0,minvar,0.9,65.10385847134584,122.45659110110076,0.18458489018501956,0.13428399143250422,0.4117506277261571,nan,32982,0,208.12951016426086
0,weighted,0.9500000000000001,65.16962122779957,322.4117076903328,1.026138729310711,0.9258058499294405,0.7555527167128183,0.03550508435779432,20000,0,208.12951016426086
0,weighted_ess,0.9500000000000001,64.76727197370799,133.65080036308706,0.2525806522104396,0.13251592367150133,0.8250252345127267,0.6415053452986982,20000,2,208.12951016426086
0,weighted_always,0.9500000000000001,62.82260539664412,102.91562988385566,0.19471847750174429,0.1038384975634135,0.32285890168893705,1.0000000000000029,20000,950,208.12951016426086
0,poisson,0.9500000000000001,62.081785603732285,93.24515339463376,0.17071312776401126,0.1155730803986014,0.24302046203455963,nan,31451,0,208.12951016426086
0,minvar,0.9500000000000001,66.1697757466635,116.87054441388294,0.18891025612442264,0.13285129014081998,0.3340816417938701,nan,33522,0,208.12951016426086
0,weighted,1.0,66.575777036822,252.88500110814638,1.0514190677623056,0.9562027140376805,0.6696572962882646,0.03671855179755768,20000,0,208.12951016426086
0,weighted_ess,1.0,66.01062232967516,119.59285846549537,0.27239925596263354,0.14400771139748786,0.6359759696194505,0.9994593158695536,20000,3,208.12951016426086
0,weighted_always,1.0,64.21366418448933,98.24101270344615,0.20826411042032583,0.11193241083614272,0.2919778836415938,0.9999999999999977,20000,1000,208.12951016426086
0,poisson,1.0,63.62539173206265,93.08135603082091,0.1810092337928452,0.12705713175723754,0.20273477440080764,nan,32233,0,208.12951016426086
0,minvar,1.0,67.81010399812453,116.22010138892922,0.20007119301986634,0.13751280232821772,0.3097520377373894,nan,34353,0,208.12951016426086
0,weighted,1.05,68.70712743029588,185.76192746042707,0.9160590190093614,0.808848373584965,0.6060391293907075,0.037885761725456546,20000,0,208.12951016426086
0,weighted_ess,1.05,67.86835607755863,107.01560455097115,0.24446886270115045,0.15678237076700505,0.3034045350709553,0.9801865482124681,20000,3,208.12951016426086
0,weighted_always,1.05,66.29917603131429,97.68793337143791,0.22490345216637384,0.13193583695214758,0.27758562155289446,1.0000000000000002,20000,1050,208.12951016426086
0,poisson,1.05,65.84210488054732,94.49213679356946,0.18467795904712264,0.12532180649907718,0.203835476595487,nan,33356,0,208.12951016426086
0,minvar,1.05,70.08603477301577,102.27521218476686,0.19442779995186626,0.12410464275022844,0.25501270100432843,nan,35506,0,208.12951016426086
0,weighted,1.1,71.84512920147463,270.20156574843224,1.0317870329735823,0.9379519022927468,0.8571271455920912,0.03834069295800351,20000,0,208.12951016426086
0,weighted_ess,1.1,70.61073211383149,109.97118950196165,0.24113279220485478,0.14389492465183273,0.2768900565094525,0.9150231329442079,20000,3,208.12951016426086
0,weighted_always,1.1,69.41121941436054,87.0215287246437,0.22370893328301403,0.1271125409127261,0.22111165140681632,1.0000000000000007,20000,1100,208.12951016426086
0,poisson,1.1,69.3083099462099,87.2448343454972,0.17029204818489355,0.1155508223422463,0.14435818185857743,nan,35112,0,208.12951016426086
0,minvar,1.1,73.60356178156401,98.75332875888364,0.2016567085245808,0.12514935206993777,0.2357626084972926,nan,37288,0,208.12951016426086
0,weighted,1.1500000000000001,76.44043295225912,227.85181891620738,0.9563705425264215,0.9508796921164135,0.6880101517808309,0.036879201276331854,20000,0,208.12951016426086
0,weighted_ess,1.1500000000000001,74.63417771380385,148.05288869450507,0.26520981960273393,0.15266582079967006,0.28711346610137667,0.7848696185578833,20000,3,208.12951016426086
0,weighted_always,1.1500000000000001,74.06511972829496,115.12654845199893,0.21457378197424093,0.1260509291451629,0.1877129890977318,0.9999999999999998,20000,1150,208.12951016426086
0,poisson,1.1500000000000001,74.17994667858763,133.0129021796102,0.16284159898495784,0.1189576728685509,0.133106812911056,nan,37580,0,208.12951016426086
0,minvar,1.1500000000000001,78.68048628548438,122.45094601916551,0.20377757873133873,0.11817918002464954,0.21621646228656216,nan,39860,0,208.12951016426086
0,weighted,1.2,83.089160030293,331.48263829321377,0.9076248521414474,1.0358290995512984,0.7044663573097434,0.03251261162790135,20000,0,208.12951016426086
0,weighted_ess,1.2,80.54335084075878,214.57708221054347,0.25496359551234826,0.13254629544599633,0.2602750189027054,0.6029744160278271,20000,3,208.12951016426086
0,weighted_always,1.2,80.87312051445963,171.02244174187823,0.19960580675598671,0.11851541300668075,0.16725124112987855,0.9999999999999996,20000,1200,208.12951016426086
0,poisson,1.2,81.5209584321179,185.68441282339217,0.15672188408331975,0.13291141667790743,0.12994021996968955,nan,41299,0,208.12951016426086
0,minvar,1.2,86.05702861485855,180.41138007053453,0.18905443402345082,0.1239561346532946,0.18215037689778865,nan,43597,0,208.12951016426086
1,weighted,0.0,39.47841760435743,4.58748109573409,0.6771410087543482,0.7916162184872908,0.6735856663329794,1.0,20000,0,206.2107493877411
1,weighted_ess,0.0,39.47841760435743,4.58748109573409,0.6771410087543482,0.7916162184872908,0.6735856663329794,1.0,20000,0,206.2107493877411
1,weighted_always,0.0,39.47841760435743,4.58748109573409,0.6771410087543482,0.7916162184872908,0.6735856663329794,1.0,20000,0,206.2107493877411
1,poisson,0.0,39.47841760435743,4.5874810957340895,0.6771410087543482,0.7916162184872907,0.6735856663329794,nan,20000,0,206.2107493877411
1,minvar,0.0,39.47841760435743,4.5874810957340895,0.6771410087543482,0.7916162184872907,0.6735856663329794,nan,20000,0,206.2107493877411
1,weighted,0.05,39.51527068581153,4.384305329759875,0.6682501736685657,0.5896790806043871,0.6381506995634392,0.9981726936872815,20000,0,206.2107493877411
1,weighted_ess,0.05,39.51527068581153,4.384305329759875,0.6682501736685657,0.5896790806043871,0.6381506995634392,0.9981726936872815,20000,0,206.2107493877411
1,weighted_always,0.05,39.51146773975216,4.382650684704099,0.681139609839337,0.6111024189287403,0.6273571228037292,0.9999999999999978,20000,50,206.2107493877411
1,poisson,0.05,39.472495841716785,4.217375583937115,0.66585913638167,0.6200089386039059,0.6815769448990231,nan,19997,0,206.2107493877411
1,minvar,0.05,39.53566130988375,4.48842545673211,0.6743350583248728,0.6611688146323879,0.6631260358458083,nan,20029,0,206.2107493877411
1,weighted,0.1,39.622582617293205,8.651313247915803,0.6743208744510713,0.7278965142975012,0.6654897173027793,0.9895851955341509,20000,0,206.2107493877411
1,weighted_ess,0.1,39.622582617293205,8.651313247915803,0.6743208744510713,0.7278965142975012,0.6654897173027793,0.9895851955341509,20000,0,206.2107493877411
1,weighted_always,0.1,39.63598691640394,7.1562392893208955,0.6708592708074179,0.6410900775954286,0.6150437744085354,0.9999999999999986,20000,100,206.2107493877411
1,poisson,0.1,39.62843559125399,6.024074463954261,0.6748740773310176,0.6391813087674153,0.6921076268796887,nan,20076,0,206.2107493877411
1,minvar,0.1,39.62646167037377,5.937147606143709,0.6661422202472721,0.5765508126504447,0.6331167585062836,nan,20075,0,206.2107493877411
1,weighted,0.15,39.83164389588065,10.017241958165679,0.6736600502694294,0.6869633163322422,0.6825143090853323,0.965712690929009,20000,0,206.2107493877411
1,weighted_ess,0.15,39.83164389588065,10.017241958165679,0.6736600502694294,0.6869633163322422,0.6825143090853323,0.965712690929009,20000,0,206.2107493877411
1,weighted_always,0.15,39.90082317696787,9.815696380359526,0.6763241208953042,0.6052003888414442,0.6346748412195407,1.0,20000,150,206.2107493877411
1,poisson,0.15,39.86530609688013,7.789468165330735,0.6611232825889246,0.5022326517368826,0.6083135928589152,nan,20196,0,206.2107493877411
1,minvar,0.15,39.77055789462968,7.384741356719959,0.656466783444975,0.46850351057612377,0.623326251565591,nan,20148,0,206.2107493877411
1,weighted,0.2,40.18057974838856,18.12418847183898,0.686198076816442,0.7753099833984981,0.597426730957113,0.9110967829770287,20000,0,206.2107493877411
1,weighted_ess,0.2,40.18057974838856,18.12418847183898,0.686198076816442,0.7753099833984981,0.597426730957113,0.9110967829770287,20000,0,206.2107493877411
1,weighted_always,0.2,40.3157354567357,12.970430742796296,0.6614179234754559,0.567505292838239,0.6301735831240229,0.9999999999999997,20000,200,206.2107493877411
1,poisson,0.2,40.212716171798476,11.23482854425511,0.6642509065048243,0.4723754805505494,0.6980478361769371,nan,20372,0,206.2107493877411
1,minvar,0.2,40.07848955194367,12.02490600975463,0.6496953521685257,0.3926627549501225,0.6737856223414014,nan,20304,0,206.2107493877411
1,weighted,0.25,40.72394888225093,28.785402536652303,0.6900441942684872,0.7429290150720538,0.7593383799589296,0.8060525653526499,20000,0,206.2107493877411
1,weighted_ess,0.25,40.72394888225093,28.785402536652303,0.6900441942684872,0.7429290150720538,0.7593383799589296,0.8060525653526499,20000,0,206.2107493877411
1,weighted_always,0.25,40.97054354800774,18.3109841833835,0.6420679261319406,0.45464498486707927,0.5715306105720712,1.0000000000000016,20000,250,206.2107493877411
1,poisson,0.25,40.74764873033752,15.789342925109302,0.6305625579323585,0.37836801227369915,0.659740906592436,nan,20643,0,206.2107493877411
1,minvar,0.25,40.66079621160793,19.403200227642337,0.6206155769761889,0.3718940576787032,0.7148156521884393,nan,20599,0,206.2107493877411
1,weighted,0.3,41.54181322200437,39.134562255872034,0.709525996108237,0.7304756218924108,0.6502128421788684,0.6437636264080102,20000,0,206.2107493877411
1,weighted_ess,0.3,41.54181322200437,39.134562255872034,0.709525996108237,0.7304756218924108,0.6502128421788684,0.6437636264080102,20000,0,206.2107493877411
1,weighted_always,0.3,41.919376866392064,23.568984369369534,0.6229029411787346,0.47705240643249586,0.6105086924215584,0.9999999999999977,20000,300,206.2107493877411
1,poisson,0.3,41.61419999675317,22.856500717316816,0.5771272899324745,0.3453574652544629,0.6352863786226328,nan,21082,0,206.2107493877411
1,minvar,0.3,41.420755750491814,23.099858516167227,0.5652332419512763,0.2769590442740601,0.6460579876698485,nan,20984,0,206.2107493877411
1,weighted,0.35000000000000003,42.743904461848324,56.558886709215464,0.8027233021345146,0.8626615177047858,0.5589690586308348,0.4525616827353523,20000,0,206.2107493877411
1,weighted_ess,0.35000000000000003,42.744495815163226,41.456958771107985,0.6356191686289843,0.5678371205658023,0.7534506588123406,0.9992886818757529,20000,1,206.2107493877411
1,weighted_always,0.35000000000000003,43.31574969664987,32.58075384907788,0.5578319029302965,0.39424146738048477,0.5395810606054562,0.9999999999999991,20000,350,206.2107493877411
1,poisson,0.35000000000000003,42.72946529407626,28.372514595453453,0.4933362928742837,0.263091957033909,0.7303688415412475,nan,21647,0,206.2107493877411
1,minvar,0.35000000000000003,42.557734177497316,30.49593106630556,0.487337611772276,0.251315580819198,0.5892060689287709,nan,21560,0,206.2107493877411
1,weighted,0.4,44.50189749287965,77.05317276177846,0.7476424178165311,0.72855082239118,0.7469623911909351,0.2818459808817929,20000,0,206.2107493877411
1,weighted_ess,0.4,44.487157934415265,43.94101759562051,0.4592431761362446,0.3117670527331667,0.7355102550889049,0.9748740028076615,20000,1,206.2107493877411
1,weighted_always,0.4,45.355263922796276,50.64871053900574,0.49391510353409535,0.37097935596086096,0.6873191849202087,0.9999999999999992,20000,400,206.2107493877411
1,poisson,0.4,44.31452376089122,44.580742022897184,0.40137643246209703,0.21589605920271956,0.7516010024438425,nan,22450,0,206.2107493877411
1,minvar,0.4,44.213853796000116,43.18593384319056,0.40173997866733324,0.21284070377988032,0.67162188124268,nan,22399,0,206.2107493877411
1,weighted,0.45,47.0504144884486,125.16611760147599,0.7225850047359116,0.7078183985997342,0.7227481343564973,0.16258240574485616,20000,0,206.2107493877411
1,weighted_ess,0.45,47.00649190428299,58.84342541648863,0.3871856140454554,0.28305965722046,0.7715639362105079,0.8974205334020305,20000,1,206.2107493877411
1,weighted_always,0.45,48.316294133032414,84.96898096407466,0.44542402607514386,0.3685364051059953,0.7686233955522295,1.0000000000000009,20000,450,206.2107493877411
1,poisson,0.45,46.87864698429423,65.86210500572173,0.31496890588639326,0.16922700891839415,0.7277047335686158,nan,23749,0,206.2107493877411
1,minvar,0.45,46.7542899688405,69.33589192807023,0.3270933806190199,0.20550048104402122,0.6419103902453156,nan,23686,0,206.2107493877411
1,weighted,0.5,50.69475851610258,143.8928210518685,0.7428961048125544,0.7165453404440224,0.7506005373322551,0.09215102451370437,20000,0,206.2107493877411
1,weighted_ess,0.5,50.64427747975614,99.31749799423731,0.3036508428928392,0.23060704052490302,0.7387896192025362,0.7560516816726647,20000,1,206.2107493877411
1,weighted_always,0.5,52.6000857074114,127.05121263222163,0.40432032131891543,0.35321588914622737,0.7162311764907753,0.9999999999999977,20000,500,206.2107493877411
1,poisson,0.5,50.583696476463174,95.96401192812493,0.24083046326403074,0.14211989304327208,0.7320321891036338,nan,25626,0,206.2107493877411
1,minvar,0.5,50.28168658178984,101.18666099525194,0.2528099227915814,0.1657406428413526,0.7370895311132897,nan,25473,0,206.2107493877411
1,weighted,0.55,55.85114882085585,220.174547943623,0.7180654480113755,0.674351650879807,1.26239949821651,0.053072043727656476,20000,0,206.2107493877411
1,weighted_ess,0.55,55.71603243548131,136.16559063422636,0.2737799334768284,0.2260976938772872,0.9021136994158996,0.5820623348071045,20000,1,206.2107493877411
