step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.1,R_0.2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,0.0002564925024122629,-0.00013053632664816023,0.41386428799385755,0.041386428799385755,0.011880653383719289,0.10899841000546424,0.035660668770776005,0.051401032442506066,0.09108837467658959,0.13795476266461917,0.165278150478161,0.2330569621376486,40000,64000,72000,2.2009237646023108,832.3523471863231,428.9443519336394,114.84550680511656,114.84550680511656,0.0003,0.764245958935092,0,0,0.764245958935092,0.764245958935092,2161.614000229677,2161.614000229677,current_fourier,nan,nan,115.82477158554389,114.7607033004864,1053.1174062024807,12.5,0.76203125,118.82517795070565,114.77009326818832,1547.1716720582745,3.125,0.8129296875
4,1e-06,80000,10,31.41592653589793,31.41592653589793,0.00025392618635033547,-0.0001403327558750029,0.4081866260834516,0.04081866260834516,0.011547715619657077,0.10746029787627186,0.034536202152272794,0.04995965814162205,0.0889785749618118,0.13606220869448385,0.16355153709071268,0.23237666240781663,40000,64000,72000,2.1798503252191463,889.4303396039347,428.35624428436074,117.22348489987236,117.22348489987236,0.0003375,0.7669853831799109,0,0,0.7669853831799109,0.7669853831799109,2169.3622620699102,2169.3622620699102,current_fourier,nan,nan,118.20242590942685,117.17551324994686,1195.6495332147254,12.5,0.7634375,121.20054377704679,117.1990798266194,1796.2016492487228,3.125,0.8137109375
8,2e-06,80000,10,31.41592653589793,31.41592653589793,0.0002475350154461516,-0.0001555249921209696,0.402382212816606,0.0402382212816606,0.011220979196210689,0.10592912345625582,0.03351206056322612,0.04853759997299983,0.08702064553818736,0.13412740427220202,0.1617666260097599,0.23150940367405534,40000,64000,72000,2.1626364875588777,951.473510097899,429.60289540926493,119.72529546729594,119.72529546729594,0.000475,0.7704972466328247,0,0,0.7704972466328247,0.7704972466328247,2179.2953119185368,2179.2953119185368,current_fourier,nan,nan,120.70371833493479,119.6972478306703,1220.766843338393,12.5,0.7634375,123.54632852770007,119.76170445585366,1635.45162937418,3.125,0.81640625
12,3e-06,80000,10,31.41592653589793,31.41592653589793,0.00024563928249881343,-0.0001647961329597715,0.39653564523324436,0.039653564523324435,0.010897505506677544,0.1043911179491701,0.03240820693755899,0.047077233964498214,0.08500811025765703,0.13217854841108145,0.15992977883045756,0.23080421801170792,40000,64000,72000,2.143769703418587,1017.754282980157,429.3265268693558,122.36537660260758,122.36537660260758,0.0006125,0.7775653934416676,0,0,0.7775653934416676,0.7775653934416676,2199.287050074356,2199.287050074356,current_fourier,nan,nan,123.28503010839525,122.29764614105157,1335.7099555472166,12.5,0.76484375,126.11536355640382,122.31064526829816,1795.5988830097358,3.125,0.817421875
16,4e-06,80000,10,31.41592653589793,31.41592653589793,0.0002520468527562056,-0.00017978595218931732,0.39083102081260407,0.03908310208126041,0.010579858506033447,0.10285843915806543,0.03139524994705857,0.0457052363898122,0.08301052602829659,0.1302770069375347,0.15820529309561732,0.2298435447516624,40000,64000,72000,2.12394926727422,1087.4745776441061,429.57956794865635,125.1280459547891,125.1280459547891,0.0007375,0.7799598548362368,0,0,0.7799598548362368,0.7799598548362368,2206.059609631913,2206.059609631913,current_fourier,nan,nan,125.98036671798134,124.98346180424336,1360.3673638949979,12.5,0.76625,128.70444345878553,125.00334301428369,1796.954778589313,3.125,0.8190234375
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41592653589793,0.00024879109264577885,-0.00019315326605761794,0.3848760654268063,0.03848760654268063,0.010267511628721382,0.10132873051963782,0.030406763991641165,0.044364576800365735,0.08095199943594944,0.12829202180893542,0.15629639199751907,0.22888406998520555,40000,64000,72000,2.103326413560639,1162.9648762775369,428.9419893100614,128.03584491469115,128.03584491469115,0.000825,0.782311582936812,0,0,0.782311582936812,0.782311582936812,2212.711301181608,2212.711301181608,current_fourier,nan,nan,128.86727879373032,127.92217454841999,1479.125995266427,12.5,0.76703125,131.48747533303086,127.84978980930224,1975.6938699863963,3.125,0.819921875
24,6e-06,80000,10,31.41592653589793,31.41592653589793,0.0002465554741210518,-0.00020809044616457292,0.3787061425880033,0.037870614258800325,0.009961303823507647,0.0998063315802542,0.029440451110707113,0.043044725857154784,0.07895296973242702,0.12623538086266775,0.15449734725144387,0.22803666742391587,40000,64000,72000,2.0848082683021185,1243.5901300476455,428.047288733281,131.089831506038,131.089831506038,0.0009875,0.7862795824747306,0,0,0.7862795824747306,0.7862795824747306,2223.934498705637,2223.934498705637,current_fourier,nan,nan,131.9334949014049,131.0388439871462,1524.5622472095404,12.5,0.7684375,134.61051783764933,130.93824659802263,1971.0577857956014,3.125,0.8221875
28,7e-06,80000,10,31.41592653589793,31.41592653589793,0.00024262157240326318,-0.00021291516270013748,0.3727010732248191,0.03727010732248191,0.009660499688633112,0.09828784100097586,0.02855155413391272,0.041797163266738054,0.0769949960691162,0.1242336910749397,0.1525937571560536,0.22723467632820094,40000,64000,72000,2.065864619141346,1332.0606602434518,427.45546006315413,134.30664259978857,134.30664259978857,0.0011875,0.788842375484298,0,0,0.788842375484298,0.788842375484298,2231.1831719690076,2231.1831719690076,current_fourier,nan,nan,135.13688185169838,134.1770608769689,1543.7290882990678,12.5,0.769375,137.76210554349447,134.178199407014,2051.407697657787,3.125,0.823125
32,8e-06,80000,10,31.41592653589793,31.41592653589793,0.00023912805076639138,-0.00023043903410423927,0.3663916806230872,0.03663916806230872,0.009366003922621642,0.09677811696154065,0.027665564507102884,0.0405418406767599,0.07512013004545456,0.12213056020769573,0.1508657886310853,0.22641116220332055,40000,64000,72000,2.0502684427142275,1423.1359229723012,426.9628349090272,137.64543338208202,137.64543338208202,0.001425,0.7911021876799625,0,0,0.7911021876799625,0.7911021876799625,2237.5748860800577,2237.5748860800577,current_fourier,nan,nan,138.45103603556677,137.56532880217114,1723.36417602492,12.5,0.77015625,141.0783131398369,137.73632278536383,2263.7114956757487,3.125,0.82453125
36,9e-06,80000,10,31.41592653589793,31.41592653589793,0.00023638437793842786,-0.0002335128313366276,0.3603796002843006,0.03603796002843006,0.009078811714690955,0.09528279862961077,0.02682146622772283,0.03935051564628484,0.07316354401027161,0.1201265334281002,0.14887021325174823,0.22578104982284491,40000,64000,72000,2.030179953375648,1520.332489998428,428.0371145687398,141.13799973021298,141.13799973021298,0.0018,0.7970710965672118,0,0,0.7970710965672118,0.7970710965672118,2254.457509881892,2254.457509881892,current_fourier,nan,nan,141.9902663365908,141.17474204072835,1710.5333568629687,12.5,0.77015625,144.46540357374832,141.19052399319074,2410.3440524761872,3.125,0.826171875
