step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.1,R_0.2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.0002461144053557066,-0.00020763951576820277,0.41439197770453007,0.041439197770453004,0.011882306574904297,0.10900599329809484,0.035320200467519616,0.05142628341089237,0.09056928324290048,0.13813065923484336,0.1654953371152117,0.23669132961152062,40000,64000,72000,2.185594512340638,847.690488474699,426.35308400583705,115.17945949561457,115.17945949561457,0.0004125,0.8100371481092331,0,0
4,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.00023890180272426452,-0.00020405033645391437,0.4082158323328495,0.040821583233284955,0.011547494277358463,0.10745926799191619,0.03428349133381326,0.04997058238726674,0.08858183918999285,0.13607194411094983,0.16372269023890382,0.23622978244065207,40000,64000,72000,2.1699755907008846,905.0560080016497,426.06247048551563,117.58841763344117,117.58841763344117,0.0004875,0.8134411457842508,0,0
8,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.00024220280603525312,-0.00019393010104357778,0.40211304647230206,0.0402113046472302,0.01121757189568325,0.1059130393090636,0.033289930086148486,0.04854614230705914,0.08659655160243115,0.13403768215743403,0.16197996764989742,0.23507539277422412,40000,64000,72000,2.1535374781329315,964.6864002866319,427.0370850738362,120.11356990524672,120.11356990524672,0.000625,0.8204281929146129,0,0
12,3e-06,80000,10,31.41592653589793,31.41631923497963,-0.00023868964406156996,-0.00018165039955416116,0.3959550710325731,0.03959550710325731,0.01089387511065981,0.10437372806726705,0.03230051674141178,0.04717010467151245,0.0845614215946808,0.13198502367752438,0.16021237169496658,0.23430087632366703,40000,64000,72000,2.135631736554383,1026.836783337553,427.20143581749574,122.7578815364804,122.7578815364804,0.000737490781365233,0.8203270765946346,1,0
16,4e-06,80000,10,31.41592653589793,31.41631923497963,-0.00022732207198765747,-0.0001680510619730872,0.38998017116450456,0.038998017116450456,0.010577338353308681,0.1028461878404284,0.03137014042695212,0.045738949176532845,0.08261036705182856,0.12999339038816818,0.15834762625944726,0.2336474334789514,40000,64000,72000,2.1183222420039707,1093.468335507365,428.04540967472445,125.53447051091875,125.53447051091875,0.0008874889063886701,0.820846536031315,0,0
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41631923497963,-0.00021703475151059717,-0.0001572216413949471,0.3836569555232585,0.03836569555232585,0.010264251052992826,0.101312640144223,0.030398553347027513,0.0444422238746744,0.08060970217200313,0.12788565184108616,0.15663701280843934,0.2327916704942014,40000,64000,72000,2.1010879904956217,1165.7531281602792,428.09756491792024,128.45845582212792,128.45845582212792,0.0010624867189160136,0.823132949875228,0,0
24,6e-06,80000,10,31.41592653589793,31.41631923497963,-0.00021268809292726562,-0.0001435545822066434,0.37778261589237294,0.03777826158923729,0.009957095423767643,0.09978524652356,0.02948866175704559,0.04316386776901217,0.07860841302667301,0.12592753863079098,0.15471091374666332,0.23157300351869056,40000,64000,72000,2.080784284925061,1243.8530047541203,428.3125624778441,131.51547617223653,131.51547617223653,0.0012624842189472632,0.825993723234944,0,0
28,7e-06,80000,10,31.41592653589793,31.41631923497963,-0.0002073470143362175,-0.00013023843890174773,0.3714192496289175,0.037141924962891745,0.009656565738134556,0.09826782656665688,0.02852132185246722,0.041830822049500026,0.07672925771210054,0.12380641654297249,0.1527564150390232,0.2308435256161924,40000,64000,72000,2.065839554324668,1328.1535172561755,429.46320295868,134.73209536385852,134.73209536385852,0.001474981562730466,0.8295288042662173,0,0
32,8e-06,80000,10,31.41592653589793,31.41631923497963,-0.00019168145745591746,-0.00011418454283530362,0.36488967513523557,0.036488967513523554,0.009362722977672705,0.0967611646151115,0.027713945591419032,0.04059844535798822,0.07484486969839282,0.1216298917117452,0.15087789103981827,0.23001346388731075,40000,64000,72000,2.0511643600398886,1413.2907453286434,428.50081186442014,138.06898411394613,138.06898411394613,0.0018999762502968714,0.8342547928948377,0,0
36,9e-06,80000,10,31.41592653589793,31.41631923497963,-0.0001736151884814408,-9.357806474540833e-05,0.35833567423666446,0.035833567423666446,0.009072053045319365,0.0952473256596707,0.026731202689578425,0.03937025676094675,0.07291152017403943,0.11944522474555483,0.14904206003054374,0.2292317251799561,40000,64000,72000,2.034726805511546,1514.7278270290722,429.1311658177195,141.6284162203443,141.6284162203443,0.0024374695316308546,0.8372444917300687,0,0
40,9.999999999999999e-06,80000,10,31.41592653589793,31.41631923497963,-0.00016473683737624868,-7.792711768002823e-05,0.35197891369013545,0.035197891369013544,0.008790769477405348,0.09375910343750812,0.02589522102349053,0.03822672122624141,0.07108900735242732,0.11732630456337849,0.14706692727178317,0.22826021790739623,40000,64000,72000,2.019695060909544,1621.1091221626552,427.14691604307507,145.31625023227605,145.31625023227605,0.002874964062949213,0.8425289208906234,0,0
44,1.1e-05,80000,10,31.41592653589793,31.41592653589793,-0.00015014766510007538,-5.6351914699318245e-05,0.34587285365201464,0.03458728536520146,0.008514702479968505,0.09227514551583489,0.025085489108304024,0.03698682176651616,0.06927955584566434,0.11529095121733822,0.1451687213780515,0.22762078359265034,40000,64000,72000,2.003035367307752,1733.4672467608932,427.2568857574827,149.1911411447916,149.1911411447916,0.0034875,0.8450823238499066,0,0
48,1.2e-05,80000,10,31.41592653589793,31.41631923497963,-0.00013369915537238584,-3.823219347549296e-05,0.33911008095618134,0.03391100809561813,0.008244009293542345,0.09079652688039529,0.024237051209054578,0.03587552726232389,0.06744431571809233,0.11303669365206044,0.14317956907927015,0.22670982856603283,40000,64000,72000,1.988862009879537,1855.7181292423747,427.17077273456795,153.23049750739833,153.23049750739833,0.004199947500656242,0.8522478822835495,0,0
52,1.3e-05,80000,10,31.41592653589793,31.41631923497963,-0.00012036580838660516,-2.028236534232436e-05,0.33277021339595153,0.033277021339595154,0.007979023611439706,0.0893253805558068,0.02353303736101306,0.03478990457834737,0.06566286867893786,0.11092340446531718,0.141318423850197,0.22555059624658713,40000,64000,72000,1.9732195381564375,1986.5025740940014,426.91995420197406,157.46496233436164,157.46496233436164,0.004899938750765616,0.858225911103797,0,0
56,1.4e-05,80000,10,31.41592653589793,31.41631923497963,-0.00010519116753371931,-2.8061450266157476e-07,0.3263957043715966,0.03263957043715966,0.007723125973493265,0.0878813175452739,0.022806138398196913,0.03371950078536202,0.06389470773027767,0.10879856812386553,0.13930007779466547,0.2247489432609797,40000,64000,72000,1.9575842106529227,2120.644794740239,424.1376558735228,161.80990881625306,161.80990881625306,0.005637429532130848,0.8706592397936458,0,0
60,1.4999999999999999e-05,80000,10,31.41592653589793,31.41631923497963,-8.162400130789471e-05,2.001048199080428e-05,0.319690411075899,0.0319690411075899,0.007471799150230291,0.08643956935472487,0.022102040302929383,0.03273043667133704,0.06217790043044451,0.106563470358633,0.13729024201645426,0.2241176625380038,40000,64000,72000,1.9449410516001557,2263.0833882955444,424.0378072785048,166.35640054128294,166.35640054128294,0.006912413594830065,0.8785582475333628,0,0
