step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_40,S_dg_cross_40,peak_dg_40,ppc_40,empty_40,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,20000,5,31.41592653589793,31.41592653589793,0.00013233340180680782,0.0007507520715275582,0.41260671453963926,0.08252134290792786,0.0118310713385374,0.10877072831666339,0.09094317972795735,0.13753557151321308,0.16464669435231472,0.23179199006851406,10000,16000,18000,1.1020564683420875,826.9113127366788,421.0457944865766,114.97285003101614,114.97285003101614,0.0005,1.0606032422179172,0,0,116.03303921113988,114.96680290770053,1155.6211680796457,12.5,0.7625,119.06054298685946,115.10468367790197,1556.950983209753,3.125,0.81453125,130.45070197461337,115.21524767521176,2117.7736798702144,0.78125,0.8659375
1,1e-06,20000,5,31.41592653589793,31.41592653589793,0.0001115052510641379,0.0007492411515693777,0.40778865068188863,0.08155773013637772,0.01159552627744528,0.1076825254042887,0.08960048620958784,0.13592955022729622,0.1637144369682356,0.2304306327788859,10000,16000,18000,1.0986142706492852,854.5784348386542,421.01974691373994,116.52413324099487,116.52413324099487,0.00055,1.0697092887447068,0,0,117.59827974405647,116.5789419317804,1222.7907222186022,12.5,0.763125,120.58809080417392,116.71940278380639,1644.6446384871476,3.125,0.816875,132.09720593382937,117.10532070005007,2477.7432222483685,0.78125,0.8665234375
2,2e-06,20000,5,31.41592653589793,31.41592653589793,0.00010015535572346446,0.0007595567687548096,0.403943121547487,0.0807886243094974,0.011358106149535616,0.1065744160178024,0.08824410170878119,0.13464770718249566,0.16211370362626354,0.23012907505210262,10000,16000,18000,1.092283752360013,883.6359285677005,421.00830426026926,118.14821292268422,118.14821292268422,0.00065,1.0782193133957056,0,0,119.14397629480032,118.07001882091967,1129.2991324064617,12.5,0.764375,122.01716724370871,118.14068662750029,1437.921011067895,3.125,0.81703125,133.10874821693736,118.18482257534714,3123.5650878921597,0.78125,0.868828125
3,3e-06,20000,5,31.41592653589793,31.41592653589793,0.00010278425479587293,0.0007652926742031348,0.39924865446439406,0.0798497308928788,0.011124312063102873,0.10547185436457858,0.08696193803936282,0.1330828848214647,0.1606895280948357,0.2290565355677128,10000,16000,18000,1.089069895000965,914.1952972655799,421.54676374738324,119.82173331776853,119.82173331776853,0.00065,1.0879731513417514,0,0,120.89697861934926,119.85182124632563,1148.29478821091,12.5,0.765,123.68344843519745,119.89080810020165,1449.5294749396103,3.125,0.81953125,134.45904104547768,119.74292614612285,2735.181513139165,0.78125,0.86984375
4,4e-06,20000,5,31.41592653589793,31.41592653589793,8.241343873468297e-05,0.0007696884932748999,0.39525044257521774,0.07905008851504355,0.010888351212974485,0.10434726260412625,0.08559205706159032,0.13175014752507258,0.159465100363812,0.22906103635840838,10000,16000,18000,1.0827572577012585,945.1717117701351,421.8311812925902,121.55206192074539,121.55206192074539,0.00085,1.0967705936532333,0,0,122.66869296374875,121.64220332721695,1294.3971995086683,12.5,0.765625,125.46707971680758,121.61284553148415,1600.04421470797,3.125,0.820625,136.07862818095356,121.40935469390737,2459.926374941571,0.78125,0.8710546875
5,4.9999999999999996e-06,20000,5,31.41592653589793,31.41592653589793,5.754455589055505e-05,0.0007530232880077245,0.3912562000663727,0.07825124001327453,0.010660851772345915,0.1032514008251022,0.08445639929180589,0.13041873335545756,0.15810927541053976,0.2290709395863859,10000,16000,18000,1.0792979034898196,977.3747560471044,421.9254054732718,123.3114480945806,123.3114480945806,0.00105,1.1053096546853018,0,0,124.39721362988978,123.40167916549878,1338.2955144566351,12.5,0.768125,127.21132669299858,123.48197103138223,1536.640557228445,3.125,0.82234375,138.3179309413504,123.32411653979047,2734.413898439916,0.78125,0.872265625
6,6e-06,20000,5,31.41592653589793,31.41592653589793,4.280448623424991e-05,0.0007401139434038573,0.38687452614086115,0.07737490522817222,0.010432417808928134,0.10213920799050742,0.0830824298345782,0.12895817538028706,0.15653596080553273,0.22758523673501652,10000,16000,18000,1.073764544067291,1011.1124418109637,422.75297466084737,125.13609145816648,125.13609145816648,0.00105,1.114521755797621,0,0,126.12722824848326,125.16627778208057,1423.885061923147,12.5,0.77,128.86740439232244,125.1901930964733,1731.0543986313037,3.125,0.82359375,139.35396651843325,124.94548645472916,2848.1981589803795,0.78125,0.87328125
7,7e-06,20000,5,31.41592653589793,31.41592653589793,8.668441630707125e-06,0.0007492179750158037,0.38278767373667566,0.07655753474733513,0.010203912971816305,0.10101441962322164,0.08178166220262079,0.12759589124555856,0.1548824022246199,0.2263919691842476,10000,16000,18000,1.0682379268419102,1045.7729324054737,422.489947055727,127.02437950617727,127.02437950617727,0.0012,1.1232376182289934,0,0,128.08892619457805,127.1837592282195,1436.4505019364601,12.5,0.768125,130.83730643438074,127.25262067880028,1706.1828123718724,3.125,0.824375,141.0282301355907,126.1286344609525,2642.7148335250145,0.78125,0.8748046875
8,8e-06,20000,5,31.41592653589793,31.41592653589793,-1.719047574522974e-05,0.0007482675787064912,0.37802213409415036,0.07560442681883008,0.0099781182184322,0.09989053117504282,0.08039723810688182,0.12600737803138345,0.15347561322900555,0.22636941742147842,10000,16000,18000,1.0633932626661755,1083.0965403816715,422.9934450391243,128.98136218524905,128.98136218524905,0.0013,1.1337043031136158,0,0,130.0691012888506,129.19187431117632,1543.2912635885325,12.5,0.76875,132.71173536131442,129.21695600123886,1870.0567285259099,3.125,0.8265625,142.90250237346785,129.34079990916246,2818.0255967525363,0.78125,0.8764453125
9,9e-06,20000,5,31.41592653589793,31.41592653589793,-1.9412961576416355e-05,0.0007656829159460399,0.37307073578903704,0.07461414715780741,0.009754130175937216,0.09876300003512052,0.07904633349807906,0.12435691192967901,0.15181272313189845,0.2259465936672264,10000,16000,18000,1.059401420630027,1123.0419286788624,423.1281470259171,131.03267188257337,131.03267188257337,0.00155,1.1449886157780176,0,0,132.23031253167917,131.32904825589137,1573.832670515712,12.5,0.771875,134.76565922415716,131.26700548659207,1866.453953338817,3.125,0.82765625,145.03593112889382,131.5093039214597,3246.2202623988683,0.78125,0.87796875
