step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160,S_dg_raw_320,S_dg_cross_320,peak_dg_320,ppc_320,empty_320
0,0.0,320000,10,31.41592653589793,31.41592653589793,-3.463901100862654e-06,-0.000155928592081202,0.4145216684609554,0.04145216684609554,0.011881911033083784,0.10900417897073389,0.09052080232750084,0.13817388948698514,0.16545772018321694,0.23475699362223362,160000,256000,288000,2.1837411458751563,845.543128577493,425.55404621869775,115.13641935470773,115.13641935470773,0.000290625,0.7603816446828161,0,0,115.37794840014008,115.12899787899596,959.4834366961765,50.0,0.70609375,116.16393680947235,115.1797984426649,1176.265408520876,12.5,0.75953125,119.18353698428068,115.18307754006335,1597.8447868534681,3.125,0.812587890625
4,1e-06,320000,10,31.41592653589793,31.41592653589793,-7.414297183017488e-06,-0.00014869158878615192,0.40855584279981993,0.040855584279981996,0.011547855731135708,0.10746094979635955,0.08854278012459973,0.1361852809332733,0.16375244395057625,0.23398134160536704,160000,256000,288000,2.1672136547557104,902.6190099337693,425.1356234425295,117.52969844342948,117.52969844342948,0.0003375,0.7618413603255084,0,0,117.77997955034043,117.53360401035688,1012.3584594337235,50.0,0.704375,118.50779531270406,117.51048602421169,1229.721622776443,12.5,0.76015625,121.4159428189799,117.49175337366145,1664.4646418889454,3.125,0.8135546875
8,2e-06,320000,10,31.41592653589793,31.41602471066836,-1.3580754738715612e-05,-0.00014351311968124824,0.4024040983236882,0.04024040983236882,0.01121889374566979,0.10591927938609566,0.08653387721037958,0.13413469944122938,0.16201964696104784,0.2330584362713978,160000,256000,288000,2.1504223632626362,962.3801069135844,424.6131037973311,120.03709838046557,120.03709838046557,0.0004312486523479614,0.7639539206334233,0,0,120.28611713667605,120.0347355918849,1124.8982774182095,50.0,0.7046875,121.0296880510985,120.07475889132651,1262.3289879314423,12.5,0.7594921875,123.96949238437247,120.03597351251643,2029.5120257313051,3.125,0.814697265625
12,3e-06,320000,10,31.41592653589793,31.41612288543878,-1.8122819906621387e-05,-0.00013303797952294314,0.39627166788635615,0.039627166788635614,0.010896250671907321,0.10438510751973828,0.08455878773539839,0.13209055596211872,0.16021734955854605,0.23223953254048654,160000,256000,288000,2.133859031265601,1025.0590334199446,424.45052847021685,122.65906343722386,122.65906343722386,0.0005281216992393797,0.7658009772571879,1,0,122.88304079714831,122.65026922527768,1120.1029381022192,50.0,0.7053125,123.59733974553521,122.65920985391415,1345.391312948392,12.5,0.7616796875,126.42883034727389,122.62905837195528,1695.8216748421685,3.125,0.816572265625
16,4e-06,320000,10,31.41592653589793,31.41602471066836,-1.8935041514934032e-05,-0.00012677838618069782,0.39027112578264506,0.03902711257826451,0.010578904783679587,0.10285380296167754,0.0825823368623535,0.13009037526088169,0.15836970093811176,0.23150528091379205,160000,256000,288000,2.1160247685950084,1092.7444424180383,424.1641309803154,125.40906866750248,125.40906866750248,0.0006656229199283753,0.7668243718049208,0,1,125.63668687358961,125.40897746433151,1248.71260831451,50.0,0.70546875,126.33288899530375,125.42799618055174,1469.3115299140081,12.5,0.7637890625,129.16084155739276,125.48590184365912,1897.7443751525188,3.125,0.818388671875
20,4.9999999999999996e-06,320000,10,31.41592653589793,31.41612288543878,-1.8374278265572213e-05,-0.00011520926821098498,0.3839835432166707,0.03839835432166707,0.010266392584575386,0.10132320851895377,0.08061465037956372,0.1279945144055569,0.15659630443092512,0.23077804554433634,160000,256000,288000,2.099429827232862,1165.780525515937,423.5732870137144,128.300428469478,128.300428469478,0.000806244960968994,0.7686314576189502,0,0,128.52967224621324,128.29902658728855,1329.5709166545264,50.0,0.70640625,129.2107864793684,128.2947809833395,1468.4022260202526,12.5,0.7642578125,131.90545336677914,128.29379769770878,2025.2155284336682,3.125,0.8193359375
24,6e-06,320000,10,31.41592653589793,31.41602471066836,-1.98290823459638e-05,-0.00010478459787564209,0.37787893501634745,0.037787893501634744,0.009960067679327275,0.099800138673888,0.07867908544679572,0.12595964500544915,0.15471423854005276,0.2298760033814502,160000,256000,288000,2.082124144956426,1242.9039253687995,423.7452772264116,131.31457256363728,131.31457256363728,0.0010406217480570374,0.7715234426267792,0,1,131.52997986080538,131.30641824454338,1384.0620176452499,50.0,0.70890625,132.22675703906575,131.32557460646203,1574.3384028876255,12.5,0.7650390625,134.9142391846109,131.3484778415859,1999.715965884376,3.125,0.821083984375
28,7e-06,320000,10,31.41592653589793,31.41602471066836,-2.352310475481968e-05,-9.241927340628266e-05,0.37151998636538486,0.03715199863653849,0.009659640710000668,0.09828347119429934,0.0767627355866164,0.12383999545512829,0.15288516991108736,0.22914280543955798,160000,256000,288000,2.0661805125908166,1326.7753893577537,423.18780493291894,134.47202990049323,134.47202990049323,0.0012937459570438843,0.7748312705521168,0,0,134.6865131613269,134.467482705985,1494.437981428918,50.0,0.709375,135.35404188403064,134.47194528271726,1638.1419669427903,12.5,0.766015625,137.9933799227006,134.5561358266105,2215.051873812434,3.125,0.822607421875
32,8e-06,320000,10,31.41592653589793,31.41612288543878,-2.3178542299223845e-05,-8.265838954980159e-05,0.36511035751705156,0.036511035751705154,0.00936513734358924,0.0967736397144865,0.0748688703788854,0.12170345250568385,0.150976761928917,0.22827777047387765,160000,256000,288000,2.0505819360489888,1415.4168214923234,423.41946585087777,137.7741834248274,137.7741834248274,0.0016281148242823483,0.7776304298973046,1,0,137.97760780805027,137.75897517321044,1552.2053332010457,50.0,0.71,138.6431258252893,137.78800537228616,1879.1450333065186,12.5,0.767734375,141.23316056892168,137.8326537569924,2419.3193026506324,3.125,0.823544921875
36,9e-06,320000,10,31.41592653589793,31.41612288543878,-2.264112277613693e-05,-7.159647644459435e-05,0.3587970428144985,0.03587970428144985,0.009075992085695128,0.09526800137346814,0.07297803426849707,0.11959901427149949,0.14906716303763404,0.22729453114475828,160000,256000,288000,2.033964207063641,1511.7861507722957,422.9640818537924,141.2431556251192,141.2431556251192,0.0019999875000781247,0.7811075559346192,0,0,141.45591172966695,141.24081915315546,1668.1754094280889,50.0,0.71078125,142.08744343355065,141.23028475491674,2044.9684832481585,12.5,0.76828125,144.60899854957867,141.29539603071655,2303.0719046505787,3.125,0.825751953125
