t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,d_min,overlap,m_center,E_sym,drift_resolution_number,R05_c0,R09_c0,c0_x,c0_y,c0_z,R05_c1,R09_c1,c1_x,c1_y,c1_z,R05_c2,R09_c2,c2_x,c2_y,c2_z,R05_c3,R09_c3,c3_x,c3_y,c3_z
0.0,3,80000,0,240.0,0.0,0.0,0.0,0.0,0,2.8280798699231027,3.670918160354594,0.267,0.0006969298290069195,0.0,0.3844955478690095,0.6242072553890848,0.9995224988529561,1.0007591846931998,1.0036544839010357,0.3857022574987118,0.6259950512386764,0.9990883368778425,-1.000593573523199,-1.0021649540498947,0.38476937856154425,0.6267542514252215,-0.9978768363151937,1.002311230436363,-1.0024820156879022,0.38355338658821436,0.6247915497609948,-1.0006308691514532,-0.9985872284243538,0.9976398784386982
0.04,3,80000,3056,240.0,9.168000000000001,9.410534603442438,0.0,3.9734751644771995,3056,2.817114371746122,2.8817742262114687,2.364,0.002070053191831452,0.0137516274253169,0.48875673277690435,0.8992045665270765,0.9985471201472231,0.996635352580995,1.0039784253889863,0.49514001982709993,0.8993132658689517,0.9969828813957111,-1.0040900981851282,-1.0051031152523366,0.4769515183940121,0.8941965124767915,-1.0021930266218941,0.9955996026637255,-0.9978681568117613,0.4791473012096458,0.8918174275720817,-1.002681545480482,-0.9937294256619396,0.9968005279348402
0.08,3,80000,6117,240.0,18.351,18.452076867207417,0.0,5.999138114901186,6117,2.8212351430023754,2.9226032500157904,3.93,0.002119560104901217,0.021434232381225656,0.47035256971877526,1.078024443762568,1.001797176258373,0.9919255762656629,1.0050806477506944,0.4925344510365411,1.0818627953840516,0.9937802465474936,-1.0012695895409927,-1.0117534033335982,0.4734468252163381,1.0503904297840452,-0.9979240555758926,0.9995320004777186,-0.9958668963586952,0.45889617064884436,1.064080907363563,-1.0065356595912238,-0.9945283677767485,0.9998827923910678
0.12,3,80000,9090,240.0,27.27,27.139095187882205,0.0,7.047603930250678,9090,2.812213625630238,3.0761386485920483,4.284,0.002380285349639624,0.025347478631980943,0.42897158294020155,1.1992805483995617,1.0021476784232526,0.9837146619334574,1.0081244676356604,0.49030119733082467,1.2157771132232218,0.9984401455201661,-1.0020132135525621,-1.0051771592773875,0.40599303083799465,1.189283995152501,-0.9918637663236831,0.9964514883371027,-0.9829938502909155,0.40342981534511335,1.1847930669871767,-0.9957274400910672,-0.9957309512786932,1.0018838979575362
0.16,3,80000,11803,240.0,35.409,35.48549064810928,0.0,8.018140400016044,11803,2.802343209026253,3.4143154481023292,4.533,0.004167423945598641,0.029098532811988244,0.3657732877947165,1.3135201989804905,1.0072198333607663,0.9789651890504363,1.0217501350969638,0.46031082233742265,1.3127241467674755,0.9960100986991938,-1.0062026532496136,-1.0070258098465583,0.3441162912125917,1.2843054045984752,-0.9886939749145762,1.002886661943534,-0.9820766493805486,0.3681419129233061,1.2772299105290923,-0.9904149203851231,-0.9863219025999888,1.0066009042792121
0.2,3,80000,14411,240.0,43.233000000000004,43.50461926128436,0.0,9.17487992215372,14411,2.7842250660008276,3.7721765688092193,4.287,0.006929971902419451,0.03539086272702735,0.33346824573305556,1.3999759900966837,1.0014158621171614,0.9768925389644743,1.0252221569334807,0.41978173924740925,1.419893698557048,0.9977836579024277,-1.0097348288887833,-1.0062321710483255,0.2982132188544158,1.3695829856792214,-0.988237802532776,1.0219143226262783,-0.9835219968992535,0.3263232219970594,1.3634385532134667,-0.9797750918877792,-0.9791172489670537,0.9966331479900647
0.24,3,80000,17053,240.0,51.159,51.209313344027194,0.0,10.754413750334342,17053,2.792455668363501,4.376805355228579,4.128,0.006653578116721485,0.041015113712431266,0.2986803900522464,1.4722792548752732,1.0017308212007467,0.9764837425666881,1.028503427082894,0.3524439312854367,1.5043360545945768,0.9979500475067171,-1.013424041122021,-1.0115617475398544,0.2541243610366519,1.44672691658148,-0.9865415443507786,1.0154980899296282,-0.9727100436227971,0.28224782522449704,1.4329908029894156,-0.9892636731445315,-0.981364796024307,1.004447592045615
0.28,3,80000,19517,240.0,58.551,58.611902050625886,0.0,11.692402838221883,19517,2.7779295446203442,5.001150432268517,3.912,0.010169198363799755,0.04256646405306827,0.2594242582416102,1.5510484013219494,0.9913968312353258,0.9855775907633086,1.035211828726629,0.3133027585919397,1.5763311502127375,0.9971004516991746,-1.0184401181142846,-1.0112632933419086,0.23440299350687707,1.5145952733539718,-0.9740603340446832,1.0034858182965873,-0.9678796461214372,0.24395581755698448,1.4951649030764065,-0.9878510772744082,-0.9635114167520271,1.012357675552236
0.32,3,80000,21822,240.0,65.46600000000001,65.72423110231418,0.0,12.932596296214205,21822,2.773850541079219,5.52463538638572,3.765,0.009838584619203923,0.04936281429308005,0.22855212488468096,1.6260604927224787,0.9881468942749576,0.9907172000747897,1.0298249488162527,0.2884007388730949,1.6563571207821155,0.9990111405911879,-1.0131348233793194,-1.0051341244400902,0.2070338677286888,1.5691149403877336,-0.9707816081730734,1.0112240694362757,-0.9624970036819436,0.21472125488730676,1.553711800965899,-0.9825661138013544,-0.9612392276571953,1.0097458980399177
0.36,3,80000,24039,240.0,72.117,72.55768174295255,0.0,13.190466254676046,24039,2.7758204594429343,5.938708925733111,3.4050000000000002,0.008207578269766725,0.04967957668143581,0.21093920172837835,1.6855918402080499,0.9917252498884492,0.9795705483335988,1.022990160441612,0.26438802946210516,1.7122388702543196,1.0109769911701187,-1.0112114281969928,-0.9962178662307641,0.2105251665064877,1.6272614034914048,-0.973952678539642,0.9921166164727495,-0.9612198700107148,0.2094554606920469,1.5886579575098416,-0.981736766801335,-0.9724485997023393,1.0072377813919902
