F,chi,M,seed,aborted,R05_0,R05_T,R05_ratio,t_focus10,t_turn,Cdrift_max,occ_max,Nu
92.0,1.0,92.0,0,False,0.6898061142379389,0.46567155230179214,0.6750759998934501,1.36,0.2,0.016666868980389587,17204,20000
