step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.1,R_0.2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.0002461144053557066,-0.00020763951576820277,0.41439197770453007,0.041439197770453004,0.011882306574904297,0.10900599329809484,0.035320200467519616,0.05142628341089237,0.09056928324290048,0.13813065923484336,0.1654953371152117,0.23669132961152062,40000,64000,72000,2.185594512340638,847.690488474699,426.353084005837,115.17945949561457,115.17945949561457,0.0004125,0.8100371481092331,0,0
4,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.00023784036306481374,-0.00020266182730430452,0.40789756198368254,0.040789756198368256,0.011527114496491601,0.10736440050822992,0.03421941691882164,0.04978657530408376,0.08848423125643745,0.13596585399456085,0.16366395698306718,0.2362222758374071,40000,64000,72000,2.16927580606567,910.6317864203018,426.07373736548766,117.78647125425952,117.78647125425952,0.0004875,0.8136051865685315,0,0
8,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.00023985706161085957,-0.00019096693640945365,0.40139860817571593,0.04013986081757159,0.011178313778678834,0.10572754503287606,0.03319797055542335,0.04822713418113957,0.0864181290066363,0.13379953605857198,0.16186247954754943,0.2351880059166984,40000,64000,72000,2.1529254772305033,975.6318577140273,427.0689207196435,120.55204307898727,120.55204307898727,0.00065,0.821059285107547,0,0
12,3e-06,80000,10,31.41592653589793,31.41631923497963,-0.00023473418222723567,-0.00017663440238198903,0.3948444610043558,0.039484446100435576,0.010837255666645168,0.1041021405478541,0.03216685085846542,0.046632497598462205,0.08430833452910973,0.13161482033478525,0.1600599881150408,0.2344115194493564,40000,64000,72000,2.135229004217427,1043.8765951512803,427.2515034387916,123.48347995786504,123.48347995786504,0.0007749903126210922,0.8212294170692953,1,0
16,4e-06,80000,10,31.41592653589793,31.41631923497963,-0.00022146506759616145,-0.00016085208823197084,0.3883994474021516,0.03883994474021516,0.010505029215909597,0.10249404478265846,0.031233368534491424,0.04514601252832247,0.08229886960438566,0.12946648246738388,0.15822396760871232,0.23377810253983042,40000,64000,72000,2.1189234473645584,1123.6796691519503,428.10718269461836,126.59165820083714,126.59165820083714,0.0009249884376445294,0.8219808085136304,0,0
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41631923497963,-0.00020858373811537894,-0.00014721711002714768,0.38152268893549734,0.03815226889354974,0.010177949650280488,0.10088582482331444,0.030261156084976495,0.04370507174745007,0.08028010754641468,0.12717422964516578,0.15642260434912506,0.23305151749957922,40000,64000,72000,2.104202708635956,1211.8110166204824,428.1337334408554,129.9014384575926,129.9014384575926,0.0011749853126835914,0.8246023253817782,0,0
24,6e-06,80000,10,31.41592653589793,31.41631923497963,-0.0002009160086927683,-0.0001297730609339427,0.37513266315468413,0.03751326631546841,0.009858629925555713,0.09929063362450515,0.02938366059701496,0.042390007484747985,0.0781643194918751,0.12504422105156138,0.15449691518731312,0.23190628476714625,40000,64000,72000,2.083644725429959,1305.277792702998,428.37518175576554,133.37569807193518,133.37569807193518,0.0012999837502031225,0.8276329086799067,0,0
28,7e-06,80000,10,31.41592653589793,31.41631923497963,-0.00019178280958231055,-0.00011210706954267465,0.36812719085825796,0.0368127190858258,0.009547709842553381,0.09771238326104517,0.028412550558447075,0.041065773004231164,0.07616822641450469,0.12270906361941933,0.15255816939711436,0.23123611581949327,40000,64000,72000,2.069073632863815,1411.8111066442088,429.5380063095374,137.0738671388686,137.0738671388686,0.0016499793752578092,0.8314754309621766,0,0
32,8e-06,80000,10,31.41592653589793,31.41631923497963,-0.00017165202827510792,-9.139579392655544e-05,0.3610648065360052,0.03610648065360052,0.009245299315401646,0.09615247950729948,0.027513909214434706,0.03980838852453323,0.07418498306772933,0.12035493551200173,0.15062367915699748,0.23035170229782767,40000,64000,72000,2.0546168367791795,1521.4495795122555,428.7863868745055,140.9218290580961,140.9218290580961,0.002237472031599605,0.8365818871082793,0,0
36,9e-06,80000,10,31.41592653589793,31.41631923497963,-0.00014883046421848445,-6.65367273283489e-05,0.3543351168368788,0.03543351168368788,0.008947948268882462,0.09459359528468332,0.026515604685835532,0.038648686432028526,0.07208615168160715,0.11811170561229294,0.14880322360300743,0.2297257239150682,40000,64000,72000,2.0344060821607086,1646.4613500129715,429.30777036997415,145.0481704952543,145.0481704952543,0.0027874651566855415,0.8396876680364003,0,0
