step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.05,R_0.1,R_0.2,R_0.3,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,0.0002564925024122629,-0.00013053632664816023,0.41386428799385755,0.041386428799385755,0.011880653383719289,0.10899841000546424,0.024941268466113848,0.035660668770776005,0.051401032442506066,0.06536813768357444,0.09108837467658959,0.13795476266461917,0.165278150478161,0.2330569621376486,40000,64000,72000,2.2009237646023108,832.3523471863231,428.9443519336394,114.84550680511656,114.84550680511656,0.0003,0.48335158456288035,0,0,0.48335158456288035,0.48335158456288035,2161.614000229677,2161.614000229677,current_fourier,nan,nan,115.82477158554389,114.7607033004864,1053.1174062024807,12.5,0.76203125,118.82517795070565,114.77009326818832,1547.1716720582745,3.125,0.8129296875
10,1e-06,80000,10,31.41592653589793,31.41592653589793,0.00025315406269959964,-0.00014206004192468508,0.4080123992694107,0.04080123992694107,0.01154835771109403,0.10746328540992049,0.024185222999698008,0.03453895586399424,0.049982629807096925,0.06354794515226864,0.08902250973918496,0.13600413308980355,0.16350485764916023,0.23231178472439293,40000,64000,72000,2.1818579508512284,890.4443713770947,429.3081163057363,117.22070675183737,117.22070675183737,0.00035,0.48643576319807025,0,0,0.48643576319807025,0.48643576319807025,2175.4068663957514,2175.4068663957514,current_fourier,nan,nan,118.21261150992753,117.16219944299435,1127.937143727931,12.5,0.76296875,121.09338047316295,117.12862174621523,1783.1398699832057,3.125,0.8145703125
20,2e-06,80000,10,31.41592653589793,31.41592653589793,0.00025573746877016637,-0.0001588076666965442,0.4026137551898964,0.04026137551898964,0.011219251719151644,0.10592096921361532,0.023433963547101228,0.033515888905622765,0.04853276523772006,0.061844402585480567,0.08703160126588341,0.1342045850632988,0.16168654603205274,0.2315590385297263,40000,64000,72000,2.161664874684527,951.0540168184142,428.84461462370115,119.72661177687262,119.72661177687262,0.000475,0.48799059263134525,0,0,0.48799059263134525,0.48799059263134525,2182.3602750081923,2182.3602750081923,current_fourier,nan,nan,120.69609385140447,119.75301639309244,1191.4534192499668,12.5,0.7646875,123.64156434461056,119.80745266280026,1796.629400971693,3.125,0.8164453125
30,3e-06,80000,10,31.41592653589793,31.41592653589793,0.00025596993495038864,-0.00016656333704917695,0.3963668024610434,0.03963668024610434,0.010895956930463217,0.1043837005018658,0.022705302539003852,0.03240327884420764,0.04715226660432027,0.06009360185728537,0.08499229311266471,0.13212226748701447,0.15992721353755596,0.2305006284575758,40000,64000,72000,2.144283844785869,1017.2813196479337,427.8326219443348,122.36853164077596,122.36853164077596,0.000575,0.48911015277219483,0,0,0.48911015277219483,0.48911015277219483,2187.36710016787,2187.36710016787,current_fourier,nan,nan,123.25557754558432,122.3337132242543,1321.0786029333935,12.5,0.76625,126.16278496475266,122.41277908804662,1736.4261627589417,3.125,0.8183203125
40,4e-06,80000,10,31.41592653589793,31.41592653589793,0.0002452276514073355,-0.00017623045582870845,0.39053733155648196,0.039053733155648196,0.010578405048031595,0.10285137358359195,0.02191819773183549,0.03135731573483043,0.045806047593318126,0.05845986301939824,0.08299928095689055,0.13017911051882733,0.15825007114444606,0.22996254191381363,40000,64000,72000,2.125258566859611,1087.375761801994,428.3324448571763,125.13257894126781,125.13257894126781,0.0007375,0.4913362828001703,0,0,0.4913362828001703,0.4913362828001703,2197.322656306483,2197.322656306483,current_fourier,nan,nan,126.01959939057753,125.08203662837136,1394.6305818225044,12.5,0.7671875,128.82547682250276,125.13726773174102,1846.0382868723734,3.125,0.8198828125
50,4.9999999999999996e-06,80000,10,31.41592653589793,31.41592653589793,0.00023843443443437754,-0.00018360344181739304,0.3844884718045377,0.03844884718045377,0.010267045001711156,0.1013264279529835,0.0212410367391484,0.030402237819278553,0.044576499271012926,0.05682981659020334,0.08105060805009408,0.1281628239348459,0.15636517542329217,0.22906403738530848,40000,64000,72000,2.1080113967967744,1162.8396681364945,429.23753397884633,128.02832407132865,128.02832407132865,0.0008375,0.49579442918926164,0,0,0.49579442918926164,0.49579442918926164,2217.26009306579,2217.26009306579,current_fourier,nan,nan,128.89286409749528,127.95704265266144,1444.8790329905985,12.5,0.766875,131.63998206222948,128.07418933356894,1913.5160102617638,3.125,0.82109375
60,6e-06,80000,10,31.41592653589793,31.41631923497963,0.0002349792474228381,-0.00019358433290576668,0.37849053919301523,0.037849053919301524,0.009961781121103713,0.09980872267043454,0.020600942143746026,0.029400884380696234,0.043183390299294806,0.055156267783996626,0.07910090649972473,0.1261635130643384,0.1545224412681117,0.22802383764703746,40000,64000,72000,2.0899044575427657,1242.9466020617722,428.67593641009205,131.07610357459356,131.07610357459356,0.0009624879689003888,0.4978645562832548,0,0,0.4978645562832548,0.4978645562832548,2226.5179828742557,2226.5179828742557,current_fourier,nan,nan,131.98010362266973,131.05403760442113,1580.5385014147207,12.5,0.7678125,134.70388267822753,131.10873078369295,2031.2356906872399,3.125,0.8225390625
70,7e-06,80000,10,31.41592653589793,31.41631923497963,0.00023119768705512036,-0.00020260567870197292,0.37263021891920434,0.037263021891920434,0.009661504211153306,0.09829295097387862,0.019936996107811765,0.02853911815639452,0.0418578885259401,0.05362597689415119,0.07703132759262735,0.1242100729730681,0.15273862965280796,0.2273319770511378,40000,64000,72000,2.0672324379931646,1328.964494873248,429.47821339078575,134.26767949063316,134.26767949063316,0.0011624854689316383,0.5024027297220081,0,0,0.5024027297220081,0.5024027297220081,2246.8133114797283,2246.8133114797283,current_fourier,nan,nan,135.1220946222076,134.26992597531546,1801.0747285511081,12.5,0.76921875,137.7187942027596,134.33369587471452,2129.36173116707,3.125,0.8230078125
80,8e-06,80000,10,31.41592653589793,31.41592653589793,0.0002192227009462246,-0.00020932432796927076,0.36661982563148093,0.03666198256314809,0.009366963482035176,0.09678307435722,0.019294488054716567,0.027660838058773344,0.04053542627203298,0.052022968533305,0.07507924300295943,0.12220660854382698,0.15077615655084445,0.2259497106013407,40000,64000,72000,2.0478773310646767,1423.2607922640043,431.5426061699368,137.62736707706108,137.62736707706108,0.0014125,0.5027117152266918,0,0,0.5027117152266918,0.5027117152266918,2248.195136664798,2248.195136664798,current_fourier,nan,nan,138.43449148861106,137.56849461337316,1721.6220577297188,12.5,0.77140625,140.95822824357404,137.5723542452444,2394.478336445927,3.125,0.8255078125
90,9e-06,80000,10,31.41592653589793,31.41592653589793,0.0002139508510719496,-0.00021724121530589466,0.36034723731225143,0.03603472373122514,0.009076712994921283,0.0952717848836752,0.018636414733374178,0.026782194185056642,0.039300144175377985,0.05053248114277316,0.0731617054892082,0.12011574577075047,0.14895800051934383,0.22491022463497884,40000,64000,72000,2.0303112640714223,1521.794740966891,431.269639309995,141.16008969953037,141.16008969953037,0.00175,0.5059766238963076,0,0,0.5059766238963076,0.5059766238963076,2262.7962521159766,2262.7962521159766,current_fourier,nan,nan,141.96848923921596,141.14379624563963,1796.4719297066324,12.5,0.77109375,144.44782432518093,141.05126285581034,2190.8993986482365,3.125,0.826875
