t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,R_0_2,R_0_5,R_0_8,cov_eig0,cov_eig1,cov_eig2,drift_resolution_number
0.0,7,100000,0,96.0,0.0,0.0,0.0,0.0,0,0.44987191904245744,0.6918367838417723,0.9673604205790988,0.2039875334293945,0.2016955488264311,0.20036824727718056,0.0
0.04,7,100000,4074,96.0,3.9110400000000003,3.764213841376975,0.0,1.5589191114845558,4074,0.49183305754729395,0.7810944451726971,1.1250573541896647,0.2714700667189562,0.26850815518178617,0.26528178664398194,0.005831831640032726
0.08,7,100000,7871,96.0,7.55616,7.3808307468829675,0.0,2.4608314253669006,7871,0.487800443041733,0.8230142140245429,1.2379213404580713,0.3203466042554546,0.31677075724355624,0.31433508831294765,0.009669948891469712
0.12,7,100000,11503,96.0,11.04288,10.855638075152882,0.0,2.773128594890174,11503,0.46455906321893237,0.849148099890664,1.3285225466855048,0.3615767634325237,0.3577919868307849,0.3537923710122948,0.01020981081513635
0.16,7,100000,15135,96.0,14.5296,14.19419625924371,0.0,3.6684845725855966,15135,0.43431480814304796,0.8553603891270005,1.4091452714016124,0.3971120322870605,0.3944072499045493,0.3884438263018255,0.015423705574221527
0.2,7,100000,18485,96.0,17.7456,17.401847704513745,0.0,4.01379063585064,18485,0.4028743405142309,0.8510507373031175,1.479006417125428,0.42943192518700696,0.4255792418603444,0.41947515179926625,0.016428498595272345
0.24,7,100000,21703,96.0,20.834880000000002,20.483725337610878,0.0,4.976298627161622,21703,0.35842287988891036,0.8337327328537052,1.535483766459072,0.4563613837853534,0.45100823876353424,0.44801302301454116,0.020172147865460864
0.28,7,100000,24691,96.0,23.70336,23.444760820250355,0.0,5.805692448375499,24691,0.30250162111098555,0.8063310397466805,1.5892706891014905,0.47890808421103237,0.4735017629308195,0.4685165905179446,0.022802266728829724
0.32,7,100000,27644,96.0,26.538240000000002,26.28969244092567,0.0,6.830111022479576,27644,0.26137605756350035,0.7429464707593256,1.6448258099965936,0.5019375047743075,0.49594545178662364,0.48924614827294827,0.026152982837202226
0.36,7,100000,30543,96.0,29.32128,29.02307269718102,0.0,8.775361977998855,30543,0.2169061901111805,0.6265596766554666,1.6907382584143265,0.5193256621326049,0.5118088178664681,0.5047423925156901,0.03446287860817293
0.4,7,100000,33306,96.0,31.973760000000002,31.649275580578625,0.0,10.667867217237278,33306,0.1798998712077679,0.442886872221419,1.731814542199167,0.5339190453191893,0.5250458672014265,0.5184502666103054,0.041923966367513665
0.44,7,100000,35915,96.0,34.4784,34.172503576018435,0.0,12.367284686655717,35915,0.14839464718636777,0.3089851940166748,1.7746357912689554,0.547542383186533,0.537747124262564,0.5313514137257829,0.050744628729020524
0.48,7,100000,38400,96.0,36.864000000000004,36.59679438661048,0.0,13.563709992446691,38400,0.13365192468030282,0.2594629386271886,1.8106284196769147,0.5643148414551258,0.5533605012301864,0.545899218843909,0.05552634719114364
0.52,7,100000,40751,96.0,39.120960000000004,38.92602739486135,0.0,14.485491279884448,40751,0.12412529096004117,0.23086721326203655,1.8407019316170257,0.5806463880584242,0.5684523207582532,0.5634599012904182,0.0606210608929356
0.56,7,100000,43124,96.0,41.39904,41.16392987051377,0.0,15.801381096288885,43124,0.11422192005363416,0.20593937572291204,1.8663069819536193,0.5968432957546211,0.5852083442548128,0.5799569464222426,0.06750116913194205
0.6,7,100000,45385,96.0,43.5696,43.31408293497347,0.0,16.090890167581144,45385,0.11094014153160381,0.19824113322848302,1.8929286407527919,0.6145986224657558,0.6029536520032188,0.5963383272714367,0.06898980444153341
