t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,d_min,overlap,m_center,E_sym,drift_resolution_number,R05_c0,R09_c0,c0_x,c0_y,c0_z,R05_c1,R09_c1,c1_x,c1_y,c1_z,R05_c2,R09_c2,c2_x,c2_y,c2_z,R05_c3,R09_c3,c3_x,c3_y,c3_z
0.0,2,80000,0,240.0,0.0,0.0,0.0,0.0,0,2.8256758248871505,3.6739640866521452,0.246,0.0005289527226623807,0.0,0.38501808756599265,0.6232375597373612,0.9977292580023072,1.0018897532938906,0.9989984433239618,0.38446044495647835,0.6268791358502378,1.0006959669936553,-1.000893721676638,-1.0006199125841455,0.38413260137142036,0.6253255195123468,-0.9991160615930266,0.9991911178271717,-1.0006322190105728,0.384631549575275,0.6247777312009147,-1.0002698282592126,-0.9990317026452749,0.9972536876210594
0.04,2,80000,3099,240.0,9.297,9.410534603442438,0.0,4.477402232893138,3099,2.8254273901624005,2.9298520951740428,2.136,0.0015806230954282876,0.015029057442220576,0.46871013095769953,0.8917047231457063,0.9995280176138488,1.007629795729951,1.0011363421317343,0.4728009870752812,0.8990729929521039,1.0033048095835122,-0.9996119182967798,-1.0055994715552181,0.4517784292282202,0.8780328013681156,-0.9970206202171887,1.0023756349461497,-0.9980649653031621,0.4935699244560584,0.899601614511191,-0.999735719515753,-1.0052863027444259,0.9954480357110915
0.08,2,80000,6100,240.0,18.3,18.452076867207417,0.0,5.716561618384762,6100,2.8238646670221925,2.9663676012512084,3.6990000000000003,0.002177289792692481,0.01989752304297945,0.46860939319895667,1.0508867111796598,0.9995402230904116,1.0085934266145014,1.0015349539584202,0.45180986055798517,1.0637586692347019,1.0058494449293809,-0.9982669100376587,-1.0081851481608481,0.4525858275296344,1.0398254385301977,-0.9929938257706006,1.0055918112530922,-0.999467472849485,0.48962623838448616,1.0741343322913024,-1.0001438209052322,-1.0115296147283814,0.9941703578742365
0.12,2,80000,9026,240.0,27.078,27.139095187882205,0.0,7.4661737352545865,9026,2.8167996624770515,3.184431226070629,4.407,0.003107854239864093,0.025312390111341117,0.44589871354041033,1.1679011271487543,0.9946168368539761,1.0120029964781239,1.002392359316838,0.4095740605844115,1.1920468567776825,1.0079583131909802,-0.9922507676783292,-1.0050791493862858,0.39533295982394046,1.1682987830876657,-0.9843926240944709,0.9989482504750802,-1.0100340796091931,0.4465088371247896,1.2121948353647087,-1.0015674041493252,-1.010627768648897,0.9923915882181973
0.16,2,80000,11770,240.0,35.31,35.48549064810928,0.0,7.769561507647145,11770,2.7999792201238844,3.5163629836039885,4.47,0.005369944390331804,0.027796143257733653,0.4008037866121727,1.2687986095024122,0.9950723332482685,1.0161109926403853,1.0029374372193658,0.37126820995138304,1.2885181813970321,1.0051678036859677,-0.9877720115831687,-0.9913286020635343,0.36070602656102674,1.2770249098989208,-0.9748188402206805,0.9917565301308802,-1.0230031283629764,0.40954609480244103,1.319614482325566,-1.0059436184715018,-1.0124411923007575,0.9812090579535102
0.2,2,80000,14419,240.0,43.257,43.50461926128436,0.0,9.91228895406856,14419,2.810746075281906,4.114467039663574,4.404,0.006239655271881582,0.03484369693719639,0.3330247443776289,1.3637196014587512,0.9961315652953573,1.0172721438652852,0.9941477082478221,0.31130150590114414,1.3635095749576451,1.0190766577725245,-0.9867650509307602,-0.9843972637344169,0.29976956957411127,1.353376853088651,-0.9731371632419261,0.9956260001886683,-1.0231698250793588,0.363222004841339,1.3986689445628127,-1.0236341186485802,-1.0140828998520366,0.9704957845989064
0.24,2,80000,17014,240.0,51.042,51.209313344027194,0.0,11.113331499306371,17014,2.8016502531741665,4.946966545307339,4.179,0.00752460857594059,0.03900130424807531,0.2835498867550187,1.4526335743790597,1.000548776529274,1.0285027864644771,1.0037144618607847,0.27336264315163444,1.460645454122116,1.0123040121831872,-0.9810861841714864,-0.9817171038158454,0.26488512207124615,1.4220497542247716,-0.9786217254432588,0.9897003452871083,-1.0199179372100318,0.2965886440407781,1.464829822395221,-1.0227672227325844,-1.0084215868819726,0.9695611912071191
0.28,2,80000,19436,240.0,58.308,58.611902050625886,0.0,11.895705044449793,19436,2.7920610454754526,5.401110169784313,3.777,0.010488748702577896,0.04321312389342769,0.2521896463250215,1.5120406854134292,1.0124049361963419,1.0364519133540746,1.0012708094451925,0.25601916102177236,1.5061832114894338,1.002079476302998,-0.9785642440903404,-0.9867843078642258,0.23234336587807458,1.4856394764031402,-0.9780788197396939,0.9894704004696813,-1.0244358959620783,0.26463945595772137,1.5420179000179912,-1.0277120245463225,-1.0044102974656877,0.9593346963073204
0.32,2,80000,21788,240.0,65.364,65.72423110231418,0.0,12.720327694339677,21788,2.776954878741114,5.8437627190618535,3.543,0.012579532180009527,0.04785702057014116,0.23238323139661762,1.5824705192508715,1.018951131534127,1.030712208317258,0.9741100982056743,0.23727579587813566,1.571344368812268,0.9988415085599307,-0.974522880896628,-0.982134350408038,0.21446182642838474,1.5451284781486898,-0.9736107214620784,0.9793975120404532,-1.0378631303146548,0.2435501368456218,1.6223589302029215,-1.0325468498090258,-1.0069578322941792,0.9588882895077084
0.36,2,80000,24121,240.0,72.363,72.55768174295255,0.0,13.311376553963663,24121,2.7634577466108916,6.232236087721,3.3120000000000003,0.014328721122290505,0.049876474850176926,0.21974339416263938,1.6410143186905688,1.0295927262269249,1.0309722582095286,0.9738746366730124,0.218874529890839,1.6256503587027822,0.9867394941034622,-0.9793803498087277,-0.995021500426132,0.20158615054028253,1.6018947002498767,-0.9617612364883472,0.9798604508669451,-1.0326925125532291,0.23332135251080094,1.6841009876087614,-1.0385466235552316,-1.0035409124455716,0.9645283771531732
