t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,6,80000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0001508980249925374,0.0,0.0,0.0,0
0.02,6,80000,1586,10.0,0.19825,0.19801326693244747,0.0,0.00023673306755253587,0.0011955414463885278,0.00014107480845605523,3.0244950552647855e-05,0.011147590640924854,0.08233120751087863,1586
0.04,6,80000,3180,10.0,0.3975,0.39210560847676823,0.0,0.00539439152323179,0.013757496466800476,0.00015100680077026314,4.532780797643368e-05,0.015152657559234095,0.1265795599631662,3180
0.06,6,80000,4655,10.0,0.581875,0.5823546641575128,0.0,0.00047966415751277136,0.0008236632880869892,0.00020188554746198542,7.745486745666197e-05,0.01677423345384358,0.14709303653017827,4655
0.08,6,80000,6156,10.0,0.7695,0.7688365361336424,0.0,0.0006634638663575165,0.0008629452883365449,0.00019215435969354024,8.46942080764393e-05,0.023574447958870454,0.15212049989160803,6156
0.1,6,80000,7606,10.0,0.95075,0.9516258196404048,0.0,0.0008758196404048402,0.0009203403505127573,0.00024248521221895375,0.00010214838849210807,0.021399521017271106,0.15649437270500582,7606
0.12,6,80000,8956,10.0,1.1195,1.1307956328284252,0.0,0.011295632828425273,0.009989101921248002,0.00021087097088056105,0.00011435270018852944,0.024127189994569587,0.15406290657701194,8956
0.14,6,80000,10375,10.0,1.296875,1.3064176460119414,0.0,0.009542646011941436,0.007304437475314238,0.00015606386980834223,8.696144199206327e-05,0.016636058923601402,0.15240312214448792,10375
0.16,6,80000,11739,10.0,1.467375,1.4785621103378865,0.0,0.011187110337886441,0.007566209264844424,0.00014674158627245998,0.00010554086368706805,0.01981768538411749,0.14796630972961566,11739
0.18,6,80000,13175,10.0,1.646875,1.64729788588728,0.0,0.0004228858872799002,0.0002567148849657645,0.000157883476074691,9.952846924088493e-05,0.01623019170006992,0.14591911920052544,13175
0.2,6,80000,14509,10.0,1.813625,1.8126924692201818,0.0,0.0009325307798182525,0.0005144451117069109,0.00017669779791740938,8.565974128518012e-05,0.0166896942714347,0.13935457265613996,14509
0.22,6,80000,15792,10.0,1.974,1.974812020375215,0.0,0.0008120203752151056,0.0004111886938286012,0.00018754090025472234,8.336074045614447e-05,0.01715956073708606,0.13436571018590654,15792
0.24,6,80000,17018,10.0,2.12725,2.1337213893344664,0.0,0.006471389334466338,0.0030329120600346244,0.00017838703679273475,9.579200745564e-05,0.01642089953216257,0.12832784818462836,17018
0.26,6,80000,18254,10.0,2.28175,2.2894841419643375,0.0,0.007734141964337304,0.0033781155425263378,0.0001637962045422733,9.069266849591607e-05,0.01835509424017826,0.12329009587259765,18254
0.28,6,80000,19485,10.0,2.435625,2.4421625854427456,0.0,0.00653758544274563,0.0026769656867707747,0.00018927764434225784,8.383282502720157e-05,0.020097536316721704,0.11716703652076538,19485
0.3,6,80000,20714,10.0,2.5892500000000003,2.5918177931828215,0.0,0.0025677931828211875,0.0009907305944018036,0.00015135766370646622,9.087418640334606e-05,0.019353850788491236,0.11359986417419475,20714
0.32,6,80000,22011,10.0,2.751375,2.7385096292630906,0.0,0.012865370736909298,0.0046979461380865254,0.00020103392907834693,8.537361286827609e-05,0.017647025810524502,0.10870954827744085,22011
0.34,6,80000,23114,10.0,2.88925,2.8822967723739037,0.0,0.006953227626096403,0.0024123912890377415,0.00022862512950614868,0.0001052207999062318,0.016804489506040066,0.10474853301799636,23114
0.36,6,80000,24195,10.0,3.024375,3.0232367392896897,0.0,0.0011382607103103126,0.00037650399504530606,0.000271590661130615,0.00011158068088001651,0.020054928562865972,0.09918670427477888,24195
0.38,6,80000,25235,10.0,3.154375,3.1613859078764417,0.0,0.007010907876441763,0.00221766911118773,0.0002505816227612446,0.00011639544768031541,0.020895896199785057,0.09443996334229879,25235
0.4,6,80000,26339,10.0,3.2923750000000003,3.2967995396436067,0.0,0.004424539643606451,0.001342071178548137,0.0002578613954911414,0.00011682403511630162,0.01886813016969199,0.09215383444296035,26339
0.42,6,80000,27374,10.0,3.4217500000000003,3.4295318018494325,0.0,0.007781801849432224,0.002269056623191468,0.00022960779817040756,0.00015291436609864395,0.017869740171828942,0.09075523511769115,27374
0.44,6,80000,28339,10.0,3.5423750000000003,3.559635789168587,0.0,0.017260789168586754,0.0048490323704207675,0.00025557937963170316,0.00014133325485494986,0.018649932633410714,0.08661652148935228,28339
0.46,6,80000,29297,10.0,3.662125,3.6871635449307405,0.0,0.025038544930740425,0.0067907334799847474,0.00024518541376211786,0.00013076483419377857,0.01868779972168844,0.08251172696764364,29297
0.48,6,80000,30230,10.0,3.77875,3.8121660819385914,0.0,0.03341608193859136,0.008765641690405671,0.00026464116967731,0.00011564875921006462,0.01669382674598316,0.08008292732135114,30230
0.5,6,80000,31204,10.0,3.9005,3.9346934028736658,0.0,0.03419340287366568,0.008690233106521807,0.00025362773571970036,0.00012381594138695403,0.018162405048327553,0.07700846672324903,31204
0.52,6,80000,32199,10.0,4.024875,4.054794520298057,0.0,0.029919520298057556,0.007378800614502717,0.00024830922519492065,0.00011015814377190668,0.018871068780081757,0.07440581461643642,32199
0.54,6,80000,33197,10.0,4.149625,4.172517476260103,0.0,0.022892476260103045,0.005486490204139769,0.00023877008019111408,0.00011888050170735365,0.017407493215808596,0.07280948009938293,33197
0.56,6,80000,34147,10.0,4.268375,4.2879093615118515,0.0,0.019534361511851728,0.0045556843358657674,0.00020821436587508885,0.0001357768433138145,0.018727501864813655,0.07033597081026083,34147
0.58,6,80000,34946,10.0,4.36825,4.40101633434598,0.0,0.032766334345979864,0.007445174445336196,0.0002432502498677525,0.00013158929881222016,0.019006245668556306,0.06884134023480319,34946
0.6,6,80000,35856,10.0,4.482,4.511883639059736,0.0,0.029883639059735678,0.00662331776489771,0.0002653850194390447,0.00013647304712025325,0.01702413639442028,0.06656044186307539,35856
0.62,6,80000,36634,10.0,4.57925,4.620555624053255,0.0,0.041305624053254775,0.008939536154100133,0.0002830685600305899,0.00014680689127244946,0.01696692627806385,0.06464135673304473,36634
0.64,6,80000,37464,10.0,4.683,4.727075759569514,0.0,0.04407575956951426,0.00932410687099463,0.000252236762568499,0.00015537844540314857,0.017449697263344974,0.062824147695615,37464
0.66,6,80000,38249,10.0,4.781125,4.831486655083008,0.0,0.05036165508300794,0.010423635348350701,0.00026786059341954264,0.0001594751619137343,0.015740885057841415,0.059714613512367336,38249
0.68,6,80000,39113,10.0,4.889125,4.933830076344105,0.0,0.04470507634410481,0.009060927444268736,0.00023855212873454663,0.00018199894553235654,0.016496660585236324,0.05803842294931683,39113
0.7000000000000001,6,80000,39951,10.0,4.993875,5.034146962085906,0.0,0.04027196208590578,0.007999758924244642,0.0002271531379878526,0.00019905148032718187,0.01906995498450542,0.057419541564512726,39951
0.72,6,80000,40749,10.0,5.093625,5.132477440400283,0.0,0.038852440400282795,0.007569919371579875,0.00023773642873347567,0.00019636834876676662,0.018366711746408602,0.05600521629513125,40749
0.74,6,80000,41580,10.0,5.1975,5.228860844789656,0.0,0.031360844789656284,0.00599764379289345,0.0002216194424394268,0.0001691210411451772,0.017357141022648907,0.05359855954663003,41580
0.76,6,80000,42337,10.0,5.292125,5.323335729900908,0.0,0.031210729900907452,0.005863002351250994,0.00022045377042760885,0.0001593815233847374,0.015546698951920108,0.051938187931890444,42337
0.78,6,80000,43058,10.0,5.38225,5.415939886947765,0.0,0.03368988694776487,0.0062205060711542194,0.0002622369170220218,0.0001569161437345301,0.014947689048483469,0.05021129221974203,43058
0.8,6,80000,43822,10.0,5.47775,5.506710358827784,0.0,0.028960358827784027,0.0052591033376865005,0.00022765128424301784,0.00012656328171067264,0.01760247098943139,0.04967654888998986,43822
0.8200000000000001,6,80000,44569,10.0,5.571125,5.5956834549400085,0.0,0.02455845494000819,0.004388821336619279,0.0002003148708480907,0.00014085683128891503,0.01673687113696818,0.04806574581745217,44569
0.84,6,80000,45178,10.0,5.6472500000000005,5.682894765709204,0.0,0.03564476570920316,0.0062722902990013105,0.000187536677209162,0.00015795813110961956,0.017958729987384476,0.047394157979700584,45178
0.86,6,80000,45858,10.0,5.7322500000000005,5.768379176822512,0.0,0.036129176822511155,0.006263315173121606,0.0002064781067800947,0.000179498862763633,0.01785635985877372,0.045937786826762424,45858
