n,t,S_L2,S_core,peak,umin,mass_u,peak_v,mass_v,xc,yc,R_0_5,R_0_8
256,0.0,114.86813807613115,114.86813807611772,839.4618423845983,6.700937959818698e-16,31.415926530189292,419.8654390406117,31.4156382979302,1.14245279602172e-19,0.0,0.09115048351232839,0.13868562871934947
256,5.012531328320803e-07,116.14066389788117,116.14066389785732,869.0458012292323,6.870164216535872e-16,31.41592653018929,419.8303177767425,31.41563829807468,4.666347299463961e-19,0.0,0.08963120238737317,0.13735899197279094
256,1.0025062656641605e-06,117.44384736630822,117.44384736626795,899.6475052127751,7.038070834270571e-16,31.415926530189285,419.7952173175897,31.415638298219157,-1.4210932895773356e-19,0.0,0.08843149548962322,0.13601941676937618
256,1.5037593984962408e-06,118.7780642849599,118.7780642849094,931.3003376325441,7.204777024150902e-16,31.415926530189296,419.76013816505196,31.41563829836364,1.4314304209325611e-18,0.0,0.0879123237103664,0.13545735065937267
256,2.005012531328321e-06,120.14369133879514,120.14369133870888,964.0386617767916,7.370396573978459e-16,31.41592653018929,419.7250808370894,31.415638298508114,-1.738563846285531e-19,0.0,0.08651263511855509,0.13409878042009274
256,2.5062656641604014e-06,121.54110611631177,121.54110611619211,997.897842170838,7.535037852756539e-16,31.415926530189296,419.690045868157,31.41563829865259,-5.786478351735886e-19,0.0,0.08526906231618388,0.13329988695899653
256,3.0075187969924816e-06,122.97068713005713,122.97068712986241,1032.9142657304205,7.698803884232161e-16,31.41592653018929,419.65503380964464,31.415638298797063,-2.4429664085034003e-20,0.0,0.08418852368067307,0.1320347170402779
256,3.508771929824562e-06,124.43281383492003,124.43281383463365,1069.125362779379,7.861792471795224e-16,31.415926530189292,419.62004523032516,31.415638298941545,4.566502049075444e-19,0.0,0.08309393510227597,0.13099048935240012
256,4.010025062656642e-06,125.92786664360511,125.92786664320766,1106.5696278857286,8.024096360676407e-16,31.415926530189292,419.5850807168074,31.415638299086016,4.710883969539451e-19,0.0,0.08198473383521623,0.13017252111680963
256,4.511278195488723e-06,127.45622693869755,127.45622693799359,1145.2866404669592,8.185803426294678e-16,31.41592653018929,419.5501408739957,31.415638299230498,-5.983634503806331e-19,0.0,0.08123685290267743,0.1286396390630868
256,5.012531328320803e-06,129.01827708073222,129.01827707962346,1185.3170851123118,8.346996879955738e-16,31.41592653018929,419.51522632555543,31.415638299374972,-2.642046627732939e-19,0.0,0.08029220621521276,0.12744795391465197
256,5.5137844611528826e-06,130.61440041169234,130.6144004103322,1226.7027715666259,8.507755484999652e-16,31.415926530189292,419.48033771438304,31.415638299519447,1.4831555644455756e-19,0.0,0.07952841043555599,0.12696814814957036
256,6.015037593984963e-06,132.24498125337385,132.24498125097261,1269.4866543171167,8.668153778024823e-16,31.415926530189292,419.445475703081,31.415638299663925,6.81695087395429e-19,0.0,0.0777824521552339,0.1253961009318322
256,6.516290726817044e-06,133.91040490006378,133.9104048966453,1313.7128517213457,8.828262291045754e-16,31.415926530189292,419.4106409744373,31.4156382998084,-1.6161065888388058e-19,0.0,0.07679532520053711,0.1244188149111952
256,7.017543859649124e-06,135.61105760499694,135.6110575998739,1359.4266646114725,8.98814777142983e-16,31.41592653018929,419.3758342319079,31.41563829995288,-4.0181819758362086e-19,0.0,0.07619691094973109,0.12331011029425466
256,7.518796992481204e-06,137.34732656006872,137.34732655288082,1406.674594306709,9.147873397249596e-16,31.415926530189292,419.34105620010274,31.415638300097353,-4.7484554927197575e-20,0.0,0.07478199109014315,0.12231615868633731
