seed,d,method,t,step,total_mass,M_v_chem,c_inf_grid,rho_inf_grid,c_inf_part,rho_inf_part,R_core_0p5,R_core_0p9,xc0,xc1,xc2,N_active,global_nESS,max_w_over_mean_w,N_local_B,local_ESS_B,local_mass_B,corr_r_c,corr_r_rho,mean_Sc,mean_Srho,mean_r,mean_Sc_in,mean_Sc_out,mean_r_in,mean_r_out,frac_mass_rpos,frac_mass_rneg,cfl_proxy,n_resample_events,mass_jump_resample,runtime_s
0,6,weighted_resample,0.3,150,1.1265723779736523,1.1265723779736523,0.0915513124166174,0.5677816056118468,0.09601396906116803,0.6268379982193016,0.761884869250404,1.2680027277672359,-0.005171872036234315,-0.01092320538430712,-0.01212998865480254,12000,0.9989913233678129,1.0921864659909457,4718,0.9991725153272476,0.4549338277480556,0.8986879260354746,0.9304251199069895,0.5442901413642524,0.4308580862184591,0.4845863068016318,0.707711145433103,0.38082959401134736,0.5763067368235817,0.3928436830167773,1.0,0.0,0.0061367724647181056,0,0.0,13490.048322677612
0,6,poisson,0.3,150,1.1229166666666666,1.1229166666666666,0.09142468270535711,0.5691084646385804,0.09545190415525893,0.6188768131439061,0.762749381550856,1.262706580847833,-0.007212759266358058,-0.011618026595265282,-0.012796198237828574,13475,1.0,1.0,5412,1.0,0.451,0.8861392190631464,0.9213304717543861,0.5435037105858582,0.43131272795957093,0.4800766584647201,0.7057410172613076,0.3812423223746104,0.5718629454718787,0.3882767472499013,1.0,0.0,0.007193406220763734,0,0.0,13490.048322677612
0,6,minvar,0.3,150,1.12525,1.12525,0.0915306522772231,0.5683528785820657,0.09575475060236438,0.6213920290672735,0.7623191572372882,1.2702056319600448,-0.0044584515787814884,-0.011373263558466863,-0.014169838441641564,13503,1.0,1.0,5413,1.0,0.45108333333333334,0.8947609608908114,0.928159938078652,0.5435056762273492,0.4306291262500418,0.4821353261592713,0.7063450342826135,0.38064219739619165,0.5733325838083007,0.3909245598066943,1.0,0.0,0.006743761957569259,0,0.0,13490.048322677612
0,6,weighted,0.4,200,1.18664983361744,1.18664983361744,0.09744758533469249,0.6211689891649664,0.10238405493152522,0.6884525341599658,0.7547067163535425,1.27730691886725,-0.00515718916422118,-0.010698097476711256,-0.012050275925896761,12000,0.9980722657424228,1.1239857122746701,4723,0.9985616581381113,0.4851741470123281,0.9442117436499986,0.9337898380263586,0.5708933309105445,0.44185353364726765,0.5580127227003752,0.7436000388600287,0.3981642496342079,0.664913869886047,0.45109772698307826,1.0,0.0,0.006159558263831085,0,0.0,13490.048322677612
0,6,weighted_resample,0.4,200,1.18664983361744,1.18664983361744,0.09744758533469249,0.6211689891649664,0.10238405493152522,0.6884525341599658,0.7547067163535425,1.27730691886725,-0.00515718916422118,-0.010698097476711256,-0.012050275925896761,12000,0.9980722657424228,1.1239857122746701,4723,0.9985616581381113,0.4851741470123281,0.9442117436499986,0.9337898380263586,0.5708933309105445,0.44185353364726765,0.5580127227003752,0.7436000388600287,0.3981642496342079,0.664913869886047,0.45109772698307826,1.0,0.0,0.006159558263831085,0,0.0,13490.048322677612
0,6,poisson,0.4,200,1.188,1.188,0.09790454959800575,0.6277803293865937,0.10237471233977229,0.6839119164817358,0.7585456765377014,1.2702689302485322,-0.006856680982716944,-0.011004908997766938,-0.012628439447356088,14256,1.0,1.0,5814,1.0,0.4845,0.9337730996153288,0.9257840225969837,0.5719347858675615,0.4430635730434354,0.5585484243399399,0.7437306786684154,0.4001388930667078,0.6668761060109245,0.45022074266895534,1.0,0.0,0.007365145646910352,0,0.0,13490.048322677612
0,6,minvar,0.4,200,1.17975,1.17975,0.09659836708608469,0.609703244149908,0.10128932922000229,0.6740299086554071,0.7588770454400989,1.2775157690043457,-0.005651063944775201,-0.011395429366750063,-0.014867539177577386,14157,1.0,1.0,5754,1.0,0.4795,0.9360592608710937,0.9329963287526375,0.5661539437042696,0.4396126523241025,0.5457778178447711,0.7368757643904339,0.39540800295301837,0.6510169554638714,0.44052381174055943,1.0,0.0,0.006557463069379837,0,0.0,13490.048322677612
0,6,weighted,0.5,250,1.259885574856237,1.259885574856237,0.10492396530147485,0.6862678012410259,0.11026966453096494,0.7642237471069816,0.7519550991214896,1.286004879689951,-0.00479045086591502,-0.011002171580074624,-0.011782499660359382,12000,0.9967537716270727,1.1540971045386355,4755,0.997868580122994,0.5244689100037871,0.9550651950181194,0.895403037570254,0.6020160388664269,0.45489466591854916,0.64338015771006,0.7836446454457161,0.4203852932551522,0.7624941112172472,0.5242648014031638,1.0,0.0,0.006604063026411003,0,0.0,13490.048322677612
0,6,weighted_resample,0.5,250,1.259885574856237,1.259885574856237,0.10492396530147485,0.6862678012410259,0.11026966453096494,0.7642237471069816,0.7519550991214896,1.286004879689951,-0.00479045086591502,-0.011002171580074624,-0.011782499660359382,12000,0.9967537716270727,1.1540971045386355,4755,0.997868580122994,0.5244689100037871,0.9550651950181194,0.895403037570254,0.6020160388664269,0.45489466591854916,0.64338015771006,0.7836446454457161,0.4203852932551522,0.7624941112172472,0.5242648014031638,1.0,0.0,0.006604063026411003,0,0.0,13490.048322677612
0,6,poisson,0.5,250,1.2626666666666666,1.2626666666666666,0.10539288176498737,0.6945356437908938,0.11030968658711159,0.7618966468638676,0.7513213798265417,1.2795324078444879,-0.0061337863402451745,-0.012596312105189791,-0.011906054461532676,15152,1.0,1.0,6262,1.0,0.5218333333333334,0.9488239147695536,0.8942444371167315,0.6027826845706298,0.4559151272715578,0.6433853564678457,0.78302469030355,0.42254067883770946,0.7644994300039798,0.5222712829317115,1.0,0.0,0.007215314188641533,0,0.0,13490.048322677612
0,6,minvar,0.5,250,1.2519166666666666,1.2519166666666666,0.10348102855055406,0.6676343460457292,0.10870086587432364,0.7418989783229671,0.7550439949871969,1.28839659498772,-0.006050343583747266,-0.012027732034061473,-0.013932750701468183,15023,1.0,1.0,6158,1.0,0.5131666666666667,0.9579708919461465,0.9121116731149334,0.5957539360725214,0.451824465065297,0.6275423490941942,0.7748549518325876,0.4166290751499254,0.7463250210844298,0.5087438626089527,1.0,0.0,0.00681971321476292,0,0.0,13490.048322677612
0,6,weighted,0.6,300,1.3498797504793694,1.3498797504793694,0.11437200563660353,0.7728722911122584,0.12063400321460556,0.8695336826691005,0.7452975465905801,1.2928018456212587,-0.00443976841073879,-0.011117570728637368,-0.011739981033375538,12000,0.9949819015958077,1.1799061799419508,4774,0.9971761899519419,0.5709432319929346,0.921562625940721,0.8052897604750475,0.6377674110861227,0.47028617832169933,0.7402111093793923,0.8268582294078242,0.44864248813914326,0.8649368743792697,0.6154628487051317,1.0,0.0,0.006175515519124159,0,0.0,13490.048322677612
0,6,weighted_resample,0.6,300,1.3498797504793694,1.3498797504793694,0.11437200563660353,0.7728722911122584,0.12063400321460556,0.8695336826691005,0.7452975465905801,1.2928018456212587,-0.00443976841073879,-0.011117570728637368,-0.011739981033375538,12000,0.9949819015958077,1.1799061799419508,4774,0.9971761899519419,0.5709432319929346,0.921562625940721,0.8052897604750475,0.6377674110861227,0.47028617832169933,0.7402111093793923,0.8268582294078242,0.44864248813914326,0.8649368743792697,0.6154628487051317,1.0,0.0,0.006175515519124159,0,0.0,13490.048322677612
0,6,poisson,0.6,300,1.3530833333333334,1.3530833333333334,0.11436935207233775,0.7707936042236003,0.11978917457675123,0.847145728868581,0.7449236367092268,1.2843167886924567,-0.004221177369313192,-0.011209798312075204,-0.013077573382213185,16237,1.0,1.0,6812,1.0,0.5676666666666667,0.9301085939553381,0.825675846516505,0.6377013473164759,0.4709847261937818,0.7378512106845581,0.824041727024925,0.4513380136317137,0.8651834512491642,0.6105032849461942,1.0,0.0,0.0062745645489857595,0,0.0,13490.048322677612
0,6,minvar,0.6,300,1.34125,1.34125,0.11200526286924688,0.7370027433638664,0.11791060805426415,0.8235564624217294,0.7508590803438541,1.2930149055739604,-0.006167148453046094,-0.010583594776952176,-0.014987520042232574,16095,1.0,1.0,6682,1.0,0.5568333333333333,0.9446218690459701,0.8499920021099728,0.6300835391605599,0.4664256850256843,0.7210571015651868,0.8163765763660662,0.44376735133529427,0.8480047927625716,0.5940936345891021,1.0,0.0,0.006848206010853105,0,0.0,13490.048322677612
