seed,method,m,group,is_late,amplitude,local_eff,E_m,local_L2
4,weighted_ess_resample_costmatched,0,0,0,1.0,527.0,0.008485616255249141,0.2682160419280044
4,weighted_ess_resample_costmatched,1,1,0,1.0,564.0,0.1491858057592538,0.28493483939448205
4,weighted_ess_resample_costmatched,2,0,0,1.0,535.0000000000002,0.006565835490401765,0.28917215251272627
4,weighted_ess_resample_costmatched,3,1,0,1.0,781.0,0.17816646401067887,0.30118979392240486
4,weighted_ess_resample_costmatched,4,2,0,1.0,1352.9999999999698,0.062016735081916505,0.20012009959310062
4,weighted_ess_resample_costmatched,5,3,1,1.0,492.5064248376855,0.08224566360864213,0.45299702134588343
4,weighted_ess_resample_costmatched,6,2,0,1.0,1429.99999999997,0.12245671207485818,0.21227029681080145
4,weighted_ess_resample_costmatched,7,3,1,1.0,358.1462760932953,0.2625220557435915,0.4614060168736558
4,weighted_ess_resample_costmatched,8,0,0,1.0,523.0000000000001,0.01601134212807474,0.35079939161678303
4,weighted_ess_resample_costmatched,9,1,0,1.0,678.0,0.02278727605536561,0.293742675797744
4,weighted_ess_resample_costmatched,10,0,0,1.0,549.0000000000002,0.032905876045290855,0.3202820886705402
4,weighted_ess_resample_costmatched,11,1,0,1.0,747.0000000000001,0.12687624662737168,0.31445294004734214
4,weighted_ess_resample_costmatched,12,2,0,1.0,1168.999999999976,0.08241126096074428,0.2058317517646911
4,weighted_ess_resample_costmatched,13,3,1,1.0,416.52271892634104,0.10448161282829171,0.33845332128895333
4,weighted_ess_resample_costmatched,14,2,0,1.0,1209.9999999999757,0.05022893548619495,0.17087393168501497
4,weighted_ess_resample_costmatched,15,3,1,1.0,501.25393028144225,0.08171817776958389,0.3022603816739569
5,minvar_branch,0,0,0,1.0,662.0,0.1207311757150421,0.2554601496101946
5,minvar_branch,1,1,0,1.0,996.0,0.06069431940062624,0.22113465191924203
5,minvar_branch,2,0,0,1.0,606.0,0.1951104116062168,0.2951787453985459
5,minvar_branch,3,1,0,1.0,1223.0,0.3024389082600059,0.3741333385887535
5,minvar_branch,4,2,0,1.0,1724.0,0.04468675221006245,0.18845651833351004
5,minvar_branch,5,3,1,1.0,1529.0,0.22676456869341236,0.3087117528404391
5,minvar_branch,6,2,0,1.0,1528.0,0.15329545091471905,0.21494616036481143
5,minvar_branch,7,3,1,1.0,3385.0,0.7118390680005225,0.9437754661877403
5,minvar_branch,8,0,0,1.0,591.0,0.21503342121992447,0.30971153611794416
5,minvar_branch,9,1,0,1.0,879.0,0.06390531450486871,0.19328624638650618
5,minvar_branch,10,0,0,1.0,815.0,0.08248352234477455,0.22627018743296765
5,minvar_branch,11,1,0,1.0,840.0,0.10543852580670048,0.2490839784417725
5,minvar_branch,12,2,0,1.0,1872.0,0.03732389783222909,0.23927465604817433
5,minvar_branch,13,3,1,1.0,1457.0,0.2631759166686097,0.3695501252193033
5,minvar_branch,14,2,0,1.0,2156.0,0.19469568575122115,0.24764605040801788
5,minvar_branch,15,3,1,1.0,1562.0,0.21007603420478266,0.28158441670237705
5,weighted,0,0,0,1.0,26.910788172194856,0.10406312436727351,1.225024010041183
5,weighted,1,1,0,1.0,30.326802074087418,0.15693488601073044,1.1473534606739528
5,weighted,2,0,0,1.0,19.18813158914772,0.18713839152759423,1.484859227186643
5,weighted,3,1,0,1.0,23.314006261312265,0.02783769595998562,1.304555848149336
5,weighted,4,2,0,1.0,23.777278518790435,0.09925861725528735,1.0563417140715294
5,weighted,5,3,1,1.0,25.53687771110647,0.21821750412299687,0.7828198417592869
5,weighted,6,2,0,1.0,29.220552151407823,0.053261463071860284,1.000518676142198
5,weighted,7,3,1,1.0,37.698819394579125,0.0382389026769177,0.8893885507985605
5,weighted,8,0,0,1.0,23.28026905744359,0.015112838885460706,1.5527570124608527
5,weighted,9,1,0,1.0,34.64797657781655,0.33757113643240466,1.3975421208076437
5,weighted,10,0,0,1.0,27.227738227766764,0.05199388694679939,1.08965510286927
5,weighted,11,1,0,1.0,26.208425069755222,0.0612520502860757,1.2590078276891716
5,weighted,12,2,0,1.0,23.04977990286188,0.10408083035106604,1.1492867611986772
5,weighted,13,3,1,1.0,31.98217803285832,0.0049798105703712,0.9687978157587221
5,weighted,14,2,0,1.0,20.96978628119662,0.3039585374536019,0.8204712534333577
5,weighted,15,3,1,1.0,42.059386029901866,0.2671538904043186,1.080700795071036
5,weighted_ess_resample,0,0,0,1.0,350.0,0.059744537542790986,0.4265137034842723
5,weighted_ess_resample,1,1,0,1.0,497.00000000000006,0.20658174436985588,0.36278168097187474
5,weighted_ess_resample,2,0,0,1.0,328.00000000000017,0.00686797624561301,0.3040972612668125
5,weighted_ess_resample,3,1,0,1.0,395.00000000000006,0.04104670216077833,0.2681764279250339
5,weighted_ess_resample,4,2,0,1.0,818.9999999999684,0.03457576768821776,0.25614767496529667
5,weighted_ess_resample,5,3,1,1.0,242.81604963333788,0.15175854930086982,0.6211142930294802
5,weighted_ess_resample,6,2,0,1.0,909.9999999999698,0.1495286283071755,0.2936122660792079
5,weighted_ess_resample,7,3,1,1.0,314.2641756564831,0.19885903211392267,0.6185540495550245
5,weighted_ess_resample,8,0,0,1.0,295.0000000000001,0.10678674692821913,0.3334474357722194
5,weighted_ess_resample,9,1,0,1.0,423.00000000000006,0.026929734141749248,0.3297940821538982
5,weighted_ess_resample,10,0,0,1.0,390.0000000000002,0.1808581989762531,0.42807107165372216
5,weighted_ess_resample,11,1,0,1.0,372.00000000000006,0.0968844891235682,0.3142512847938468
5,weighted_ess_resample,12,2,0,1.0,824.9999999999726,0.042155070874059085,0.2127317684932324
5,weighted_ess_resample,13,3,1,1.0,244.5057225337542,0.06881468191840989,0.5627098433885699
5,weighted_ess_resample,14,2,0,1.0,656.9999999999743,0.17006559630716303,0.33351299449520116
5,weighted_ess_resample,15,3,1,1.0,233.09047359880452,0.1828897628738377,0.43928895178611915
5,weighted_ess_resample_costmatched,0,0,0,1.0,512.0000000000001,0.028132952258947064,0.2570416555018105
5,weighted_ess_resample_costmatched,1,1,0,1.0,665.0000000000002,0.01210544318215603,0.2781453722164407
5,weighted_ess_resample_costmatched,2,0,0,1.0,586.0000000000005,0.11233220698487707,0.3223060262001691
5,weighted_ess_resample_costmatched,3,1,0,1.0,695.0,0.05776433535578706,0.2981769807081381
5,weighted_ess_resample_costmatched,4,2,0,1.0,1339.9999999999343,0.061175077585545225,0.22716443913349735
5,weighted_ess_resample_costmatched,5,3,1,1.0,451.72669406126096,0.031914825723394,0.2692157896564282
5,weighted_ess_resample_costmatched,6,2,0,1.0,1237.999999999934,0.0196009473887376,0.20541236891164397
5,weighted_ess_resample_costmatched,7,3,1,1.0,454.49583922221,0.07808662878943382,0.2841328986817496
5,weighted_ess_resample_costmatched,8,0,0,1.0,529.0000000000002,0.004136070810579933,0.30509237982764803
5,weighted_ess_resample_costmatched,9,1,0,1.0,657.9999999999999,0.001451701674975633,0.2078970653303286
5,weighted_ess_resample_costmatched,10,0,0,1.0,479.00000000000034,0.09077282057038183,0.28340549853232044
5,weighted_ess_resample_costmatched,11,1,0,1.0,766.0000000000002,0.16582371350004785,0.30284049495182225
5,weighted_ess_resample_costmatched,12,2,0,1.0,1392.9999999999259,0.10314692913489895,0.2374469938000543
5,weighted_ess_resample_costmatched,13,3,1,1.0,360.89036223385125,0.1614756026885146,0.3125216692342468
5,weighted_ess_resample_costmatched,14,2,0,1.0,1514.999999999919,0.19976138336597113,0.28555756448954
5,weighted_ess_resample_costmatched,15,3,1,1.0,501.61901970927767,0.187469012984774,0.3836027797353679
6,minvar_branch,0,0,0,1.0,734.0,0.025100729569245996,0.2571841636135284
6,minvar_branch,1,1,0,1.0,824.0,0.12247779198181129,0.22037540888792767
6,minvar_branch,2,0,0,1.0,950.0,0.2617906088681418,0.3420858571238525
6,minvar_branch,3,1,0,1.0,1202.0,0.2800748714051733,0.34220541926397885
6,minvar_branch,4,2,0,1.0,1441.0,0.20150441411525521,0.26617243507839145
6,minvar_branch,5,3,1,1.0,1639.0,0.17113612039797435,0.23378522384991557
6,minvar_branch,6,2,0,1.0,2030.0,0.1248758080125134,0.23057309790353356
6,minvar_branch,7,3,1,1.0,2804.0,0.4180197183673457,0.5422555242137762
6,minvar_branch,8,0,0,1.0,699.0,0.07158775200123049,0.2429709663231307
6,minvar_branch,9,1,0,1.0,971.0,0.03407046600201642,0.22303134783591874
6,minvar_branch,10,0,0,1.0,706.0,0.062290347514833436,0.2501419908454944
6,minvar_branch,11,1,0,1.0,938.0,0.0010730204841488437,0.22177792032339297
6,minvar_branch,12,2,0,1.0,1591.0,0.11838551204536514,0.18911910125186268
6,minvar_branch,13,3,1,1.0,1738.0,0.12107051693208223,0.22511337844866852
6,minvar_branch,14,2,0,1.0,1385.0,0.23253547088801418,0.2864080421525515
6,minvar_branch,15,3,1,1.0,1216.0,0.3850527897522507,0.4676953839452037
6,weighted,0,0,0,1.0,27.509532356262653,0.0743428220346501,1.291759336514702
6,weighted,1,1,0,1.0,29.822503187376515,0.261683237232662,1.2584480396626658
6,weighted,2,0,0,1.0,25.7444353882378,0.01948336100891304,1.3050636282988546
6,weighted,3,1,0,1.0,27.936034766931378,0.19862069201742585,1.6336324650200387
6,weighted,4,2,0,1.0,26.059288136350116,0.05968919663581852,0.9990680687307535
6,weighted,5,3,1,1.0,37.33082959787126,0.13035221755573187,1.1582063248836576
6,weighted,6,2,0,1.0,27.28264644264134,0.32960519606575933,1.0015184089923725
6,weighted,7,3,1,1.0,37.99030286115112,0.2945935843300678,1.066889624454108
6,weighted,8,0,0,1.0,24.75599623284205,0.3217169412765342,1.6114734064486511
6,weighted,9,1,0,1.0,25.594055542566824,0.071302523033095,1.3881569401402827
6,weighted,10,0,0,1.0,18.300822833661417,0.1984131742652295,1.1507725413376588
6,weighted,11,1,0,1.0,37.181030074083274,0.46157583600918356,1.7567027528477863
6,weighted,12,2,0,1.0,28.46530316372798,0.10336114236586318,1.0506267309732455
6,weighted,13,3,1,1.0,43.074553429132905,0.14978790780871648,0.772211474187173
6,weighted,14,2,0,1.0,31.37008817374286,0.06261857142105487,1.140103524481979
6,weighted,15,3,1,1.0,29.430814942768944,0.10776128355539313,0.8355020642657215
6,weighted_ess_resample,0,0,0,1.0,313.0000000000001,0.03353176345914292,0.34310769755873755
6,weighted_ess_resample,1,1,0,1.0,429.00000000000006,0.062105747545490954,0.3243773906246669
6,weighted_ess_resample,2,0,0,1.0,367.00000000000006,0.13320716552873627,0.42622732101433325
6,weighted_ess_resample,3,1,0,1.0,453.0,0.12152425090467896,0.34881221679709207
6,weighted_ess_resample,4,2,0,1.0,766.9999999999121,0.011938010289947057,0.28832180632369636
6,weighted_ess_resample,5,3,1,1.0,322.20164947506413,0.341897850320421,0.5973960094030598
6,weighted_ess_resample,6,2,0,1.0,942.9999999998878,0.21478810532478446,0.32251017108500096
6,weighted_ess_resample,7,3,1,1.0,324.8035822521745,0.3284321298860078,0.5630877945725992
6,weighted_ess_resample,8,0,0,1.0,387.0000000000001,0.19496232441313605,0.4075614469436868
6,weighted_ess_resample,9,1,0,1.0,345.99999999999994,0.14338324323836837,0.3478617103694108
6,weighted_ess_resample,10,0,0,1.0,322.00000000000006,0.005741941961163001,0.3710622438595102
6,weighted_ess_resample,11,1,0,1.0,435.00000000000006,0.07696037338528826,0.25900083662799794
6,weighted_ess_resample,12,2,0,1.0,824.9999999999116,0.06277857487421844,0.2472743217205857
6,weighted_ess_resample,13,3,1,1.0,293.7712894511476,0.22920345921979005,0.5401798304967215
6,weighted_ess_resample,14,2,0,1.0,782.9999999999062,0.008673450367274934,0.2368235352221656
6,weighted_ess_resample,15,3,1,1.0,179.0281638902076,0.32424253289745053,0.6337981192093899
6,weighted_ess_resample_costmatched,0,0,0,1.0,554.0,0.04630923321492477,0.3015647165816902
6,weighted_ess_resample_costmatched,1,1,0,1.0,640.9999999999999,0.0293212064928,0.21773774651171388
6,weighted_ess_resample_costmatched,2,0,0,1.0,540.9999999999999,0.021756850486054476,0.25574469652280124
6,weighted_ess_resample_costmatched,3,1,0,1.0,706.0000000000001,0.06910956039950591,0.25265005091142256
6,weighted_ess_resample_costmatched,4,2,0,1.0,1590.999999999985,0.2536189029726322,0.34897145034788013
6,weighted_ess_resample_costmatched,5,3,1,1.0,438.91735155592477,0.1366839086977162,0.47858771281591683
6,weighted_ess_resample_costmatched,6,2,0,1.0,1342.9999999999864,0.0582087858432568,0.2215502567244312
6,weighted_ess_resample_costmatched,7,3,1,1.0,386.6567830834774,0.23089968496371263,0.3966382809710931
6,weighted_ess_resample_costmatched,8,0,0,1.0,604.9999999999997,0.1426301193051066,0.3229733805026279
6,weighted_ess_resample_costmatched,9,1,0,1.0,632.0,0.042950081908657206,0.23488787965911903
6,weighted_ess_resample_costmatched,10,0,0,1.0,556.9999999999999,0.051975167690817746,0.3252089192940007
6,weighted_ess_resample_costmatched,11,1,0,1.0,590.9999999999999,0.1050371810253425,0.2663555519869071
6,weighted_ess_resample_costmatched,12,2,0,1.0,1490.9999999999866,0.17482450180273687,0.2659432708187704
6,weighted_ess_resample_costmatched,13,3,1,1.0,413.98409362230797,0.17225424932049904,0.3425491987392021
6,weighted_ess_resample_costmatched,14,2,0,1.0,1180.9999999999886,0.06943814517783795,0.20353001234993653
6,weighted_ess_resample_costmatched,15,3,1,1.0,404.6073904346609,0.20763907518695093,0.44967366442273865
7,minvar_branch,0,0,0,1.0,793.0,0.05326310824467021,0.23232654396759522
7,minvar_branch,1,1,0,1.0,821.0,0.12567265438964448,0.2553587684081513
7,minvar_branch,2,0,0,1.0,732.0,0.027757130851073793,0.2322134733625535
7,minvar_branch,3,1,0,1.0,965.0,0.027680741186349663,0.22062704241664904
7,minvar_branch,4,2,0,1.0,1511.0,0.16271559314930645,0.21175562104555107
7,minvar_branch,5,3,1,1.0,2118.0,0.0711004862703419,0.29473158287322193
7,minvar_branch,6,2,0,1.0,1654.0,0.08347557317601134,0.1811138243183909
7,minvar_branch,7,3,1,1.0,1980.0,0.0013120693178831863,0.21236982410149072
7,minvar_branch,8,0,0,1.0,814.0,0.0811553217038604,0.23435182095896237
7,minvar_branch,9,1,0,1.0,1004.0,0.06921395248818181,0.25432988653319305
7,minvar_branch,10,0,0,1.0,681.0,0.09549536353767925,0.2446257798929192
7,minvar_branch,11,1,0,1.0,917.0,0.02343705733898133,0.21280151013151205
7,minvar_branch,12,2,0,1.0,2240.0,0.24124227091035946,0.2823271179995143
7,minvar_branch,13,3,1,1.0,1930.0,0.02397358899822706,0.2785540182533469
7,minvar_branch,14,2,0,1.0,1889.0,0.046744040066816726,0.18589815031619863
7,minvar_branch,15,3,1,1.0,2044.0,0.033677711962499565,0.1867284802920979
7,weighted,0,0,0,1.0,24.708262155944258,0.2668005480074706,1.3843176065086835
7,weighted,1,1,0,1.0,24.121797286269135,0.27963451334628425,0.8235520415786282
7,weighted,2,0,0,1.0,27.13899946010199,0.021725651679308323,1.3403380163837784
7,weighted,3,1,0,1.0,25.603567299589503,0.13526815884567886,1.433187065713401
7,weighted,4,2,0,1.0,26.982779827845523,0.012824213799703133,1.0336102649740204
7,weighted,5,3,1,1.0,29.338317320854724,0.12661405391967878,1.0106731145338546
7,weighted,6,2,0,1.0,29.304313634428315,0.18820144124425028,1.4467719281162699
7,weighted,7,3,1,1.0,25.754612863973108,0.25674679541033735,0.7124041951478935
7,weighted,8,0,0,1.0,25.94323351619304,0.23833556099950662,1.6669508893264307
7,weighted,9,1,0,1.0,21.911591647320552,0.12294988809654715,1.4011252909563654
7,weighted,10,0,0,1.0,28.7356526564954,0.22718651355512393,1.4679537268948015
7,weighted,11,1,0,1.0,27.541505452505312,0.04339077841378572,1.040588549150587
7,weighted,12,2,0,1.0,24.683099186146315,0.007241385886252364,1.056959362102287
7,weighted,13,3,1,1.0,35.10319784304267,0.17925506061436758,1.1592119520061537
7,weighted,14,2,0,1.0,25.270950748455007,0.05854408842626014,0.9519880186599997
7,weighted,15,3,1,1.0,31.98894572735843,0.12035771474806446,0.7940951082550244
7,weighted_ess_resample,0,0,0,1.0,325.9999999999999,0.014685068013915442,0.33550178802869624
7,weighted_ess_resample,1,1,0,1.0,347.0,0.13401501262565574,0.36553212363598847
7,weighted_ess_resample,2,0,0,1.0,347.99999999999994,0.08316074745043726,0.443637430979717
7,weighted_ess_resample,3,1,0,1.0,342.99999999999994,0.14399754850316973,0.3178600862833358
7,weighted_ess_resample,4,2,0,1.0,702.9999999999577,0.08711856960709823,0.2696008535073397
7,weighted_ess_resample,5,3,1,1.0,205.42772164556732,0.19670050423701804,0.45872525285887317
7,weighted_ess_resample,6,2,0,1.0,1026.9999999999368,0.33361202179682486,0.44799798912968075
7,weighted_ess_resample,7,3,1,1.0,228.31073864383902,0.1436872431666961,0.41225231518058714
7,weighted_ess_resample,8,0,0,1.0,384.9999999999998,0.19832439013913278,0.4187121914500577
7,weighted_ess_resample,9,1,0,1.0,365.0000000000001,0.0890936011768419,0.33884853249061925
7,weighted_ess_resample,10,0,0,1.0,323.99999999999994,0.008460006246959008,0.3455254906710762
7,weighted_ess_resample,11,1,0,1.0,343.0,0.14399754850316931,0.3570249403578284
7,weighted_ess_resample,12,2,0,1.0,981.9999999999441,0.2751771936607539,0.3808743461496176
7,weighted_ess_resample,13,3,1,1.0,363.0561052920822,0.4386034513318888,0.7095168190820555
7,weighted_ess_resample,14,2,0,1.0,929.9999999999411,0.20765253559025026,0.33678597439720476
7,weighted_ess_resample,15,3,1,1.0,260.7068680130782,0.05960098858777061,0.4476792704230223
7,weighted_ess_resample_costmatched,0,0,0,1.0,553.0000000000001,0.027676453437315153,0.29481217142811195
7,weighted_ess_resample_costmatched,1,1,0,1.0,713.0,0.06239990582990465,0.26961776960569556
7,weighted_ess_resample_costmatched,2,0,0,1.0,548.9999999999999,0.02024298903632152,0.27433536500796096
7,weighted_ess_resample_costmatched,3,1,0,1.0,643.9999999999999,0.040412988282666915,0.24672953267093345
7,weighted_ess_resample_costmatched,4,2,0,1.0,1668.9999999999748,0.29399540711842587,0.35961166271648143
7,weighted_ess_resample_costmatched,5,3,1,1.0,418.80013257855364,0.15091955258472056,0.42176557333745085
7,weighted_ess_resample_costmatched,6,2,0,1.0,1684.999999999974,0.30640039357385646,0.34905670214845713
7,weighted_ess_resample_costmatched,7,3,1,1.0,464.67422310530685,0.02354538159449436,0.5381569015656669
7,weighted_ess_resample_costmatched,8,0,0,1.0,522.0,0.029932895670382757,0.26419474690213646
7,weighted_ess_resample_costmatched,9,1,0,1.0,613.9999999999999,0.08511424659248028,0.30548218713137254
7,weighted_ess_resample_costmatched,10,0,0,1.0,577.0,0.07227723984327437,0.29043598262464987
7,weighted_ess_resample_costmatched,11,1,0,1.0,610.9999999999999,0.08958437242346164,0.2635773998312563
7,weighted_ess_resample_costmatched,12,2,0,1.0,1259.999999999979,0.023107133619449514,0.19396249576533725
7,weighted_ess_resample_costmatched,13,3,1,1.0,522.4466115896773,0.12893817582928746,0.4571118914943687
7,weighted_ess_resample_costmatched,14,2,0,1.0,898.9999999999841,0.302994701877448,0.3688469085465232
7,weighted_ess_resample_costmatched,15,3,1,1.0,370.80194606346726,0.2394806453195262,0.4126120787066844
