seed,method,m,group,is_late,amplitude,local_eff,E_m,local_L2
1,weighted,13,3,1,1.0,36.463402428627326,0.07082852942960256,1.0171275210569743
1,weighted,14,2,0,1.0,35.050377037754295,0.38650744363341777,1.6734090176072876
1,weighted,15,3,1,1.0,34.23531323260783,0.20839754563967963,1.1361844646314967
1,weighted_ess_resample,0,0,0,1.0,342.99999999999994,0.06255293598347783,0.40043872739617226
1,weighted_ess_resample,1,1,0,1.0,441.00000000000006,0.0953735861895469,0.32412596541432265
1,weighted_ess_resample,2,0,0,1.0,341.00000000000006,0.056357292041883146,0.3164599502351767
1,weighted_ess_resample,3,1,0,1.0,386.99999999999994,0.038753791711213965,0.36023885265190553
1,weighted_ess_resample,4,2,0,1.0,708.9999999999447,0.08367802580697906,0.25942544446449606
1,weighted_ess_resample,5,3,1,1.0,302.0352838916671,0.25032865023800915,0.5922586235538745
1,weighted_ess_resample,6,2,0,1.0,857.9999999999403,0.10889175619742159,0.3014048263643104
1,weighted_ess_resample,7,3,1,1.0,306.4792227862119,0.22772931413350977,0.5101714759596656
1,weighted_ess_resample,8,0,0,1.0,286.0,0.11402291635196922,0.35665042599806285
1,weighted_ess_resample,9,1,0,1.0,422.00000000000006,0.04818061989113154,0.31999781188021525
1,weighted_ess_resample,10,0,0,1.0,308.0,0.045870832994428,0.38345971381947
1,weighted_ess_resample,11,1,0,1.0,416.0,0.03327757790215801,0.35631955289991046
1,weighted_ess_resample,12,2,0,1.0,935.9999999999342,0.2097000942431449,0.4193699428719723
1,weighted_ess_resample,13,3,1,1.0,204.68027152222038,0.2613976642849356,0.5445496455953465
1,weighted_ess_resample,14,2,0,1.0,898.9999999999474,0.16188077137312462,0.29344629622983803
1,weighted_ess_resample,15,3,1,1.0,290.71357329813026,0.1941806316583919,0.6207363017242541
1,weighted_ess_resample_costmatched,0,0,0,1.0,615.9999999999999,0.16392011912951812,0.3366404480058344
