seed,method,m,group,is_late,amplitude,cx,cy,M_ref,M_method,E_m,local_L2,local_eff
2,weighted_ess_resample,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.7878886971680348,0.035412471827546296,0.37743520653309703,388.0
2,weighted_ess_resample,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,4.114912893986311,0.1551528239694024,0.34306590085853683,892.9999999999656
2,weighted_ess_resample,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,3.9809426623294426,0.019906693773557693,0.4921714983110383,269.65158521909547
2,weighted_ess_resample,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,4.69551650049621,0.31814191096730604,0.4344479215710801,1018.9999999999594
2,weighted_ess_resample,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.1810083167239585,0.1850343121300554,0.38691171842077465,210.7117739941536
2,weighted_ess_resample_costmatched,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.5606032148344284,0.05008980396746819,0.31220324645531605,538.9999999999999
2,weighted_ess_resample_costmatched,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,2.0962462477553374,0.13095014794036824,0.2959931856834151,723.9999999999998
2,weighted_ess_resample_costmatched,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.7169530730924232,0.15529360622023852,0.30666670813947794,593.0
2,weighted_ess_resample_costmatched,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,1.7111623376013874,0.076807268739285,0.2559592407775904,591.0
2,weighted_ess_resample_costmatched,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.6684329101056643,0.029815392166342297,0.22682574779800405,1266.999999999985
2,weighted_ess_resample_costmatched,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,3.533014628231228,0.09485125153135389,0.3088556068326534,433.32963086647175
2,weighted_ess_resample_costmatched,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.2312321324518334,0.09291714822023975,0.18224820967303582,1115.9999999999854
2,weighted_ess_resample_costmatched,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,3.255876404300766,0.16585331151123794,0.4642226488912299,406.7494441044392
2,weighted_ess_resample_costmatched,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.641673511708944,0.10463992365408949,0.3196921725257787,566.9999999999998
2,weighted_ess_resample_costmatched,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,1.7864418989848665,0.036193036907171905,0.2465248525133141,617.0
2,weighted_ess_resample_costmatched,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.302915485483289,0.12330164789357949,0.2728215167639204,449.99999999999994
2,weighted_ess_resample_costmatched,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.9080473442966404,0.02941456836008713,0.2568029834665416,659.0000000000001
2,weighted_ess_resample_costmatched,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,4.325681723457728,0.21432059126879016,0.27106680518229354,1493.9999999999804
2,weighted_ess_resample_costmatched,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,3.397238633592971,0.12963669245109283,0.4175158055066726,409.8114788464119
2,weighted_ess_resample_costmatched,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,4.334367887830315,0.2167590018896131,0.30321406694882475,1496.9999999999823
2,weighted_ess_resample_costmatched,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.5966430369426323,0.07854982609938346,0.3941158519539387,426.40419399833314
3,minvar_branch,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,0.8329946114519419,0.43949932953436216,0.48393642793534764,422.0
3,minvar_branch,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.5120233942468897,0.18424513186658673,0.2741522635445515,766.0
3,minvar_branch,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.2455440754174771,0.161905395583371,0.2908232616746027,631.0
3,minvar_branch,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,2.2976439045736026,0.23960661423928595,0.3283020195140151,1164.0
3,minvar_branch,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.2431520061979633,0.08957095932780314,0.18084439525295484,1643.0
3,minvar_branch,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,4.4215827716880325,0.13279749256164572,0.2797987435654874,2240.0
3,minvar_branch,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,4.064303092368598,0.14094546241269207,0.23175153293104178,2059.0
3,minvar_branch,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,3.6399101031217556,0.06746492130193098,0.17622776428975287,1844.0
3,minvar_branch,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.508075552486454,0.014745289658168645,0.2254731541167118,764.0
3,minvar_branch,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,2.169339047359441,0.17038459540290024,0.2886944636451651,1099.0
3,minvar_branch,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.784424475716956,0.2006933793861057,0.2887390898566943,904.0
3,minvar_branch,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.7034937196280233,0.0809445806799792,0.2390323334357381,863.0
3,minvar_branch,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,4.986124143430344,0.39972231085695015,0.4852923585107403,2526.0
3,minvar_branch,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,5.540795910771566,0.4195368578663091,0.5399035157341162,2807.0
3,minvar_branch,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,2.818759016951121,0.20870805229464567,0.2546794021134143,1428.0
3,minvar_branch,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.0260207093739973,0.22474171602812537,0.31194031654854393,1533.0
3,weighted,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.4347851259272923,0.03456995519499981,1.1262074890054312,24.516623574828905
3,weighted,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.4092154246719923,0.23971127212786653,1.1348839316230057,25.983765261181485
3,weighted,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.4402898534300606,0.0308659655009319,1.218649324941271,24.058028903427438
3,weighted,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,2.4580462652975474,0.3261456235684526,1.534968724873624,35.249530979161
3,weighted,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.7165309707409007,0.04331764895808222,1.3302332707303748,31.944436818683485
3,weighted,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,3.169130574545957,0.18807735740395154,0.7777161996199248,31.96864248608267
3,weighted,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.4015281315258523,0.045111056254469414,1.0676018409198453,29.834824333880036
3,weighted,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,3.9582201053424746,0.014085236411222732,0.992383539521341,36.521442836097364
3,weighted,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.4529078083720701,0.0223756678355316,1.0800677134829264,20.89984436050494
3,weighted,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,2.3314377551289667,0.2578388044344931,1.615587774356649,30.74239509841008
3,weighted,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.5022221971358851,0.010806717243217915,1.3161960552167953,24.89149192079611
3,weighted,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,2.2946090652501563,0.23796928180016952,1.5542827871767513,29.04110959326437
3,weighted,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,4.05725706915889,0.13896747798917172,1.4494486947888436,27.71763029520204
3,weighted,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,4.796572014573597,0.22886871773429437,1.052658194569584,44.842392299980155
3,weighted,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,3.383591011690103,0.05014642763801047,1.1225437729800847,26.911682125478087
3,weighted,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.2002062395131943,0.18011585647266284,0.8219801802212393,34.61988395275525
3,weighted_ess_resample,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.2815894385864424,0.13765139688322678,0.32785717280128723,280.00000000000006
3,weighted_ess_resample,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.8171107397100656,0.01964682722762519,0.24057840512622436,397.0000000000001
3,weighted_ess_resample,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.3456689105157642,0.09453396672738845,0.33006579337323927,294.0
3,weighted_ess_resample,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,2.7279546621340023,0.47176446088749435,0.5465474314078753,595.9999999999998
3,weighted_ess_resample,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.602184859995436,0.011218006477052114,0.2985580226945809,786.9999999999719
3,weighted_ess_resample,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,4.31103107863706,0.10447444917354788,0.3640380950975073,295.59455410516125
3,weighted_ess_resample,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.309249856620759,0.07101573822317547,0.22173461293034222,722.9999999999773
3,weighted_ess_resample,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,3.820572968217195,0.021179586129751068,0.49175936864844244,269.48787153969397
3,weighted_ess_resample,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.464673644098791,0.014458739295116756,0.3303149293641009,319.99999999999994
3,weighted_ess_resample,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,2.1191996788054417,0.14333380099146015,0.36882078546947566,463.00000000000006
3,weighted_ess_resample,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.743877057505123,0.17341006352675187,0.4630557002279178,380.9999999999999
3,weighted_ess_resample,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,2.2656670432153208,0.22235471164313758,0.387263510668034,494.9999999999999
3,weighted_ess_resample,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,4.783079039441659,0.3427227749473399,0.41714028442032897,1044.9999999999688
3,weighted_ess_resample,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,3.213937821209485,0.1765978625511051,0.5136771892158837,231.41911096428316
3,weighted_ess_resample,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,2.7462654229361476,0.22905870904086023,0.338278267684179,599.9999999999801
3,weighted_ess_resample,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.429422436059402,0.1213912897033446,0.3281814909451563,239.08929223251187
3,weighted_ess_resample_costmatched,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.3078556625057116,0.11997752971175787,0.31652870737911887,480.0000000000003
3,weighted_ess_resample_costmatched,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.7901274380546954,0.03420464410230674,0.24252209688173942,657.0
3,weighted_ess_resample_costmatched,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.460438823131378,0.01730824151146303,0.2903755326400278,536.0000000000003
3,weighted_ess_resample_costmatched,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,1.9318118014928143,0.04223577980435994,0.2783997348723686,709.0
3,weighted_ess_resample_costmatched,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,2.692005542508216,0.24429073356224631,0.3034837797897874,987.9999999999561
3,weighted_ess_resample_costmatched,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,3.6576851382667677,0.06291100559296911,0.37213249323055236,417.41681137150164
3,weighted_ess_resample_costmatched,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.6020560272067477,0.011181840083374322,0.1804828165503439,1321.9999999999432
3,weighted_ess_resample_costmatched,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,4.085800389118047,0.04677095847587992,0.3646737827568041,469.7958530435328
3,weighted_ess_resample_costmatched,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.3786978442247706,0.07230964590447862,0.23485007640362157,506.0000000000001
3,weighted_ess_resample_costmatched,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,2.239702822041034,0.20834670098615535,0.33823988978730873,822.0
3,weighted_ess_resample_costmatched,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.4440906273500567,0.028308522390065916,0.3082394997675201,530.0000000000003
3,weighted_ess_resample_costmatched,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.7002123612574276,0.08271491311999879,0.2414010163971616,624.0000000000001
3,weighted_ess_resample_costmatched,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,4.245085746575674,0.19169540509973704,0.3796942639250583,1557.999999999936
3,weighted_ess_resample_costmatched,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,3.5333013396257282,0.09477779685108662,0.2762118064996646,403.30251057912244
3,weighted_ess_resample_costmatched,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,3.659274770558948,0.02724448701421728,0.17444398416532386,1342.9999999999482
3,weighted_ess_resample_costmatched,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,4.629008787002759,0.18593947410389303,0.4108402425215407,511.15543124843555
4,minvar_branch,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.5732149415336438,0.05857591080832552,0.27541805290601806,797.0
4,minvar_branch,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.9048336494102462,0.027680741186349663,0.23425040570743605,965.0
4,minvar_branch,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.2534397589383486,0.15659259301971568,0.29471454082355214,635.0
4,minvar_branch,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,1.9837904846189611,0.07027890662412582,0.20731391530711887,1005.0
4,minvar_branch,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,2.9450899532850645,0.1732439874114926,0.268210638605711,1492.0
4,minvar_branch,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,2.70821944765892,0.306161535805992,0.3463498191710263,1372.0
4,minvar_branch,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,2.7950719663885066,0.21535756446023693,0.28347639570805483,1416.0
4,minvar_branch,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,4.786758134528339,0.22635442833124597,0.341346322831809,2425.0
4,minvar_branch,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.6916501943467162,0.13826794926315522,0.33905042572360183,857.0
4,minvar_branch,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,1.7923201592378275,0.03302164456248104,0.22598468119987852,908.0
4,minvar_branch,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.5732149415336438,0.05857591080832552,0.2461246448451242,797.0
4,minvar_branch,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.3422661985481528,0.27583118755780517,0.3464015732542604,680.0
4,minvar_branch,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,3.0970818610618407,0.13057628434894908,0.22376033209123716,1569.0
4,minvar_branch,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,3.1010297028222764,0.2055246157078833,0.32664987924777544,1571.0
4,minvar_branch,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,3.3497437337297282,0.05964815458264272,0.17469855740997564,1697.0
4,minvar_branch,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.138534199546416,0.19591606554776206,0.27345224424760833,1590.0
4,weighted,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.5882940010890911,0.06872222253066385,1.3746102451733702,30.150046369280087
4,weighted,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.9979961318483637,0.07794302473662565,1.3391162772048353,24.752092580170558
4,weighted,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.171259857100577,0.21188933737510066,1.2012137354927557,17.10202461514266
4,weighted,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,1.9286823687882304,0.0405474130945765,1.3000935794708297,27.130373011827963
4,weighted,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,4.3464640637580905,0.22015468295071666,1.7524659216094596,31.24468296510903
4,weighted,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,3.8112272345647202,0.023573937698935954,0.8043916717647587,30.873526917592244
4,weighted,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,2.5299200221944407,0.2897919510457654,0.9828777434251508,18.15940296110345
4,weighted,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,4.007763272125598,0.026778061131104654,1.119816781846589,36.28388096966333
4,weighted,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.4016208863532662,0.05688531985783275,1.2417861666374659,22.835880951502382
4,weighted,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,1.6448639610010867,0.11257604299689167,0.9494438628565038,26.542922440760915
4,weighted,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.2840557596614637,0.13599187280332495,1.145432493119844,20.80801008479753
4,weighted,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,2.0155365533218257,0.08740629379749622,1.1933405921609221,30.056536056768206
4,weighted,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,3.504205541426054,0.016287092525511703,0.9916013782185139,29.280299451567842
4,weighted,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,4.570979807453612,0.17107260720950956,0.9782073301340408,41.71430381215966
4,weighted,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,3.8613195178865904,0.08396319928265901,1.209082400581671,30.235422228921134
4,weighted,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,4.078634060117772,0.04493496445709254,0.8932155562097714,33.06449520311412
4,weighted_ess_resample,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.4367387214660485,0.03325543095410117,0.2604336688889323,318.0
4,weighted_ess_resample,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.6355327583984596,0.11761033940896808,0.3035001519277487,362.0
4,weighted_ess_resample,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.242462730827558,0.163978753183578,0.37006895291254444,275.0000000000001
4,weighted_ess_resample,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,2.3042036098983822,0.2431456544238295,0.37109644720919527,509.99999999999994
4,weighted_ess_resample,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,4.197267952291337,0.17827182566400618,0.2926288807990981,928.9999999999818
4,weighted_ess_resample,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,2.9670118504183796,0.2398596253640894,0.4564973872387332,221.13962542014352
4,weighted_ess_resample,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.777089353720793,0.06031781127414877,0.25939207412301973,835.9999999999816
4,weighted_ess_resample,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,3.5089447143315105,0.10101789807393703,0.5163041261037123,261.7756719248018
4,weighted_ess_resample,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.4051123974086197,0.054535971782155884,0.30667695308773124,310.99999999999994
4,weighted_ess_resample,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,1.7213756379829093,0.07129706993043283,0.3373449622996264,381.0000000000001
4,weighted_ess_resample,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.6581229898680498,0.11570835484227955,0.41579868818441973,367.0000000000001
4,weighted_ess_resample,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.6761951750437247,0.09567247491913569,0.29905545075668394,371.0
4,weighted_ess_resample,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,3.8945586872087836,0.09329421583103889,0.2406810709820636,861.9999999999836
4,weighted_ess_resample,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,4.098762717159561,0.05009187170116205,0.4424362610400546,300.251760820104
4,weighted_ess_resample,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,2.9051058179472804,0.1844684745487335,0.27412645828133786,642.9999999999865
4,weighted_ess_resample,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,4.227180960578351,0.08299227674965548,0.4905832776818478,292.90363337358275
4,weighted_ess_resample_costmatched,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.4735506706001429,0.008485616255249141,0.2682160419280044,527.0
4,weighted_ess_resample_costmatched,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.5770067897883902,0.1491858057592538,0.28493483939448205,564.0
4,weighted_ess_resample_costmatched,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.4959195612354395,0.006565835490401765,0.28917215251272627,535.0000000000002
4,weighted_ess_resample_costmatched,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,2.183762948270803,0.17816646401067887,0.30118979392240486,781.0
4,weighted_ess_resample_costmatched,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.7831413005605716,0.062016735081916505,0.20012009959310062,1352.9999999999698
4,weighted_ess_resample_costmatched,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,4.224266748794596,0.08224566360864213,0.45299702134588343,492.5064248376855
4,weighted_ess_resample_costmatched,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.998442025693959,0.12245671207485818,0.21227029681080145,1429.99999999997
4,weighted_ess_resample_costmatched,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,2.8785548999143753,0.2625220557435915,0.4614060168736558,358.1462760932953
4,weighted_ess_resample_costmatched,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.462366225282495,0.01601134212807474,0.35079939161678303,523.0000000000001
4,weighted_ess_resample_costmatched,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,1.8957634813413629,0.02278727605536561,0.293742675797744,678.0
4,weighted_ess_resample_costmatched,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.5350651198472078,0.032905876045290855,0.3202820886705402,549.0000000000002
4,weighted_ess_resample_costmatched,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,2.0886951630707933,0.12687624662737168,0.31445294004734214,747.0000000000001
4,weighted_ess_resample_costmatched,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,3.2686564541950918,0.08241126096074428,0.2058317517646911,1168.999999999976
4,weighted_ess_resample_costmatched,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,3.495424997361397,0.10448161282829171,0.33845332128895333,416.52271892634104
4,weighted_ess_resample_costmatched,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,3.3832971002687704,0.05022893548619495,0.17087393168501497,1209.9999999999757
4,weighted_ess_resample_costmatched,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,4.222207843903304,0.08171817776958389,0.3022603816739569,501.25393028144225
5,minvar_branch,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.306735622704231,0.1207311757150421,0.2554601496101946,662.0
5,minvar_branch,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,1.9660251966970004,0.06069431940062624,0.22113465191924203,996.0
5,minvar_branch,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.1961960534120304,0.1951104116062168,0.2951787453985459,606.0
5,minvar_branch,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,2.4141052365064573,0.3024389082600059,0.3741333385887535,1223.0
5,minvar_branch,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.403039597495611,0.04468675221006245,0.18845651833351004,1724.0
5,minvar_branch,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,3.018125025853126,0.22676456869341236,0.3087117528404391,1529.0
5,minvar_branch,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.016151104972908,0.15329545091471905,0.21494616036481143,1528.0
5,minvar_branch,7,3,1,1.0,2.356194490192345,-0.7853981633974483,3.903242018738327,6.681722179537496,0.7118390680005225,0.9437754661877403,3385.0
5,minvar_branch,8,0,0,1.0,-2.356194490192345,0.7853981633974483,1.4861616682098329,1.1665872402087623,0.21503342121992447,0.30971153611794416,591.0
5,minvar_branch,9,1,0,1.0,-0.7853981633974483,0.7853981633974483,1.853526657716009,1.7350764537115093,0.06390531450486871,0.19328624638650618,879.0
5,minvar_branch,10,0,0,1.0,0.7853981633974483,0.7853981633974483,1.4861616682098324,1.6087455173775655,0.08248352234477455,0.22627018743296765,815.0
5,minvar_branch,11,1,0,1.0,2.356194490192345,0.7853981633974483,1.853526657716009,1.6580935393830123,0.10543852580670048,0.2490839784417725,840.0
5,minvar_branch,12,2,0,1.0,-2.356194490192345,2.356194490192345,3.562223810219683,3.695179887767856,0.03732389783222909,0.23927465604817433,1872.0
5,minvar_branch,13,3,1,1.0,-0.7853981633974483,2.356194490192345,3.9032420187383354,2.8760027224774394,0.2631759166686097,0.3695501252193033,1457.0
5,minvar_branch,14,2,0,1.0,0.7853981633974483,2.356194490192345,3.5622238102196824,4.255773417749731,0.19469568575122115,0.24764605040801788,2156.0
5,minvar_branch,15,3,1,1.0,2.356194490192345,2.356194490192345,3.903242018738335,3.0832644149003157,0.21007603420478266,0.28158441670237705,1562.0
5,weighted,0,0,0,1.0,-2.356194490192345,-2.356194490192345,1.4861616682098324,1.6408162947186269,0.10406312436727351,1.225024010041183,26.910788172194856
5,weighted,1,1,0,1.0,-0.7853981633974483,-2.356194490192345,1.8535266577160097,2.144409652462522,0.15693488601073044,1.1473534606739528,30.326802074087418
5,weighted,2,0,0,1.0,0.7853981633974483,-2.356194490192345,1.4861616682098326,1.2080437640710784,0.18713839152759423,1.484859227186643,19.18813158914772
5,weighted,3,1,0,1.0,2.356194490192345,-2.356194490192345,1.8535266577160097,1.801928746164783,0.02783769595998562,1.304555848149336,23.314006261312265
5,weighted,4,2,0,1.0,-2.356194490192345,-0.7853981633974483,3.5622238102196824,3.2086424004634155,0.09925861725528735,1.0563417140715294,23.777278518790435
5,weighted,5,3,1,1.0,-0.7853981633974483,-0.7853981633974483,3.9032420187383265,3.051486287421241,0.21821750412299687,0.7828198417592869,25.53687771110647
5,weighted,6,2,0,1.0,0.7853981633974483,-0.7853981633974483,3.562223810219683,3.7519530621414,0.053261463071860284,1.000518676142198,29.220552151407823
