t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,R_0_2,R_0_5,R_0_8,cov_eig0,cov_eig1,cov_eig2,drift_resolution_number
0.0,6,100000,0,88.0,0.0,0.0,0.0,0.0,0,0.4529981810204428,0.6934489220758575,0.9715747308668644,0.20498228678831903,0.2031454510889848,0.20184693848270935,0.0
0.04,6,100000,3957,88.0,3.48216,3.4505293545955604,0.0,1.2747780612361892,3957,0.5002427701504109,0.7890435157200598,1.131251490425419,0.2742941984748974,0.2723611313895239,0.2696758369800014,0.004664643265054132
0.08,6,100000,7665,88.0,6.7452000000000005,6.7657615179760535,0.0,1.8211471362274936,7665,0.5186429577592002,0.843114777063755,1.2478690172030882,0.32838590726554884,0.3260840886068745,0.32326186533950985,0.006336543497027081
0.12,6,100000,11309,88.0,9.951920000000001,9.951001568890142,0.0,2.008508543315014,11309,0.5204923865735226,0.8770346035118735,1.3462318264501516,0.37588945712791993,0.37325117954862386,0.36860494703628344,0.007701630139971705
0.16,6,100000,14805,88.0,13.028400000000001,13.011346570973402,0.0,2.304348054285104,14805,0.5178117165328503,0.904740948908527,1.4262074926116206,0.4204550792834095,0.41666008936917664,0.41145870928768874,0.009027547428434148
0.2,6,100000,18222,88.0,16.03536,15.951693729137599,0.0,2.5358399000375096,18222,0.5143911943919016,0.9292029249113442,1.5060886922407577,0.4621153805740763,0.4580924755962707,0.4516097981575749,0.011236504337990215
0.24,6,100000,21408,88.0,18.83904,18.776748226143305,0.0,2.834332145319356,21408,0.4990657330004343,0.9441552418461865,1.5770934421448606,0.49942320049893696,0.49751170068579037,0.48739349001865795,0.010989792769020524
0.28,6,100000,24591,88.0,21.64008,21.491030751896158,0.0,2.894720473912656,24591,0.48587656547677477,0.9559027705663891,1.6385393493823142,0.5383833104800958,0.5337036880541575,0.521164379928196,0.01224865234112305
0.32,6,100000,27595,88.0,24.2836,24.0988847375152,0.0,3.141865762464084,27595,0.4660689292317537,0.9659382526187824,1.6979442426577507,0.5731401738599752,0.5701577162032663,0.5541980394217733,0.012527743872902447
0.36,6,100000,30491,88.0,26.83208,26.60448330574927,0.0,3.445593523192543,30491,0.444574859411769,0.9718259327780819,1.754392825680106,0.606252696002845,0.6044255932097312,0.5880040527115618,0.014100433392662945
0.4,6,100000,33269,88.0,29.27672,29.01183594886374,0.0,3.8305476724880005,33269,0.420252820121458,0.9768396553684227,1.8046595463150568,0.6390042509721215,0.6353606579344235,0.6177465992831898,0.015306292083790982
0.44,6,100000,35951,88.0,31.63688,31.324794944683568,0.0,4.532340305348708,35951,0.3779961950966551,0.9809767302422363,1.85678743935846,0.6681293931756694,0.6659369216060023,0.6486878247962863,0.019028816731457194
0.48,6,100000,38490,88.0,33.8712,33.547061521059604,0.0,4.9151839698503546,38490,0.34684589755416617,0.974193592828144,1.9070375877791417,0.6978860766812867,0.6947982697813793,0.6803670016140391,0.020177578277480027
0.52,6,100000,40955,88.0,36.0404,35.68219177862291,0.0,5.177516289058689,40955,0.3303718464435305,0.9590374123284836,1.9587320003074444,0.7272868152901305,0.7216081820221378,0.7090864879799965,0.020964619973387794
0.56,6,100000,43192,88.0,38.00896,37.733602381304294,0.0,5.62635640391018,43192,0.300455032327474,0.9398139697918906,2.0028802766785763,0.7549705318885137,0.7489085425673221,0.7334849877642987,0.02255154820126246
0.6,6,100000,45456,88.0,40.00128,39.70457602372568,0.0,6.493970181212724,45456,0.2676453880526494,0.9148672037966673,2.0463809894156286,0.7793564856155388,0.7751282604768599,0.7589402118415971,0.02638948868580685
0.64,6,100000,47581,88.0,41.87128,41.59826668421173,0.0,6.733448864069833,47581,0.2553598366476971,0.8692644453585334,2.0950431463137766,0.8068008652667237,0.8008824807409035,0.7840994551360423,0.026625494891575043
0.68,6,100000,49604,88.0,43.651520000000005,43.41770467182812,0.0,7.809355562409166,49604,0.22834065896869235,0.8157480381308366,2.136816025741016,0.8302592273710477,0.825465866418687,0.8096231874346246,0.031135625545661363
0.72,6,100000,51602,88.0,45.40976,45.165801475522485,0.0,8.47816309606168,51602,0.20910995297383375,0.729866401934995,2.1773731831441308,0.8533302477440784,0.8485894750020546,0.8332670619286802,0.03349801023895202
0.76,6,100000,53456,88.0,47.04128,46.845354423127986,0.0,8.84377715057321,53456,0.1957702595589669,0.6015509684361517,2.2122957781443304,0.8760279531304647,0.8724717221260138,0.8575123599120625,0.03494030627107289
0.8,6,100000,55269,88.0,48.636720000000004,48.4590511576845,0.0,10.160672085992692,55269,0.17385248809464682,0.4694992532205786,2.2501924773714137,0.8978960738316814,0.8920185226274557,0.8802435195285049,0.04124463655187962
0.84,6,100000,57074,88.0,50.225120000000004,50.00947393824099,0.0,10.912517672600385,57074,0.15656102976085456,0.3657527554028648,2.292348211525403,0.9180141796702113,0.9144446741432513,0.9007206890441335,0.04572775484360793
0.88,6,100000,58898,88.0,51.83024,51.499103772020845,0.0,12.14731670900783,58898,0.14715802519055915,0.3126981068572448,2.325472930527139,0.9372925134211082,0.9359893031288256,0.9210486209203967,0.05052704724338744
0.92,6,100000,60422,88.0,53.17136,52.93032438456276,0.0,11.880837316734446,60422,0.14600451131245334,0.2989031264026649,2.360402125575596,0.9604485001559344,0.9584468789145757,0.9446767789984283,0.04891635561033435
0.96,6,100000,61899,88.0,54.47112,54.30542603419015,0.0,12.746358154923579,61899,0.13889912688252032,0.2757583948246282,2.3942236162759802,0.985114669545406,0.9787429082252521,0.9662840338654785,0.05250019681775585
1.0,6,100000,63393,88.0,55.78584,55.62660917691308,0.0,12.919034930503043,63393,0.13818552779299056,0.26626019447238625,2.421864743321981,1.0056494974270447,1.0002800998853072,0.9894424360205744,0.053810133244562935
1.04,6,100000,64705,88.0,56.940400000000004,56.89598798762734,0.0,13.59809101725681,64705,0.13256775509893032,0.2538333272577651,2.451006036795655,1.027845818240941,1.0230705956939155,1.0124975712635846,0.05620441565137433
1.08,6,100000,66170,88.0,58.229600000000005,58.115593743245356,0.0,14.120185721677219,66170,0.12787972812600218,0.23766575895465508,2.4817347202098805,1.0500028550135536,1.0448268013656767,1.0338253527696761,0.05965818971898904
1.12,6,100000,67488,88.0,59.38944,59.287378073172526,0.0,14.221305694042764,67488,0.12457807156127361,0.2313064125935443,2.5139681959457083,1.0719226939529074,1.065647469955962,1.0594842696471327,0.06040154702872678
1.16,6,100000,68711,88.0,60.46568,60.413216082330734,0.0,14.101013263029365,68711,0.12435643135184389,0.2285994708229066,2.545195651644281,1.0940763954111066,1.0867273073794756,1.0834532957102812,0.05980724609853315
1.2,6,100000,69995,88.0,61.595600000000005,61.494909351726214,0.0,14.684492302308106,69995,0.12539354148060156,0.22789595645198224,2.570069210680251,1.1177107151371581,1.1116260418975543,1.1031242509840415,0.06129253125088003
1.24,6,100000,71149,88.0,62.61112,62.53418882136354,0.0,14.518358866796612,71149,0.12435088884892945,0.22495676047875898,2.597977548692314,1.1391671649662933,1.1323613800494807,1.126467069215291,0.06015732536148251
1.28,6,100000,72395,88.0,63.7076,63.53271756011891,0.0,14.833396337362819,72395,0.1222855960421763,0.21968806147187675,2.6185941510245327,1.1614547001463138,1.153452953885195,1.1477945347477747,0.06159984164387451
1.32,6,100000,73432,88.0,64.62016,64.49209342700517,0.0,15.29348141880437,73432,0.11879528553807263,0.21224159999743622,2.6510065531741556,1.1832028456060513,1.175270527812491,1.1717045089491087,0.06400237295143221
1.36,6,100000,74488,88.0,65.54944,65.41385162808709,0.0,14.877230399588278,74488,0.11963123643415409,0.21185206255793843,2.6746165716871597,1.2039706727331012,1.1975824995450324,1.1932660965575286,0.06179880639782907
1.4000000000000001,6,100000,75495,88.0,66.43560000000001,66.29946717313864,0.0,14.761444828225363,75495,0.11727310073347742,0.20736719553824395,2.6976960851762315,1.2267414080125236,1.218819246094509,1.2119468165754619,0.062418360433078635
1.44,6,100000,76494,88.0,67.31472000000001,67.15035723597329,0.0,15.375635420997304,76494,0.11707658521519268,0.206077630492511,2.7102754812376677,1.2476861881252326,1.237480905872094,1.2357262967086093,0.06479249172745227
1.48,6,100000,77405,88.0,68.1164,67.96788342222447,0.0,15.986720576515252,77406,0.11385347406511058,0.2004023392637998,2.7368682956592307,1.2694798038016852,1.2595493892892171,1.2531892374000393,0.0676889102312209
1.52,6,100000,78333,88.0,68.93304,68.7533539482051,0.0,15.691704528298859,78333,0.1149714273704792,0.20163158434907238,2.760170543093611,1.2883316263407092,1.2831507976192602,1.2690110995446937,0.06506960925175434
1.56,6,100000,79435,88.0,69.9028,69.5080257343327,0.0,15.991329155970488,79435,0.11229060591962865,0.19579613505222324,2.7802147147549925,1.310566639294083,1.3038944657019091,1.2918368736803325,0.06691275706174266
1.6,6,100000,80290,88.0,70.65520000000001,70.23310641647033,0.0,15.845874014198865,80290,0.11504061563503018,0.2008776116427684,2.8027112214060113,1.3364236781822956,1.3248207714833016,1.3130447800469596,0.0656166196829243
1.6400000000000001,6,100000,81028,88.0,71.30464,70.92975627840151,0.0,15.304371396157912,81028,0.11736142848741668,0.20339861776356394,2.821988223940495,1.3565445263650917,1.3478175751621744,1.3345723516319064,0.0631492073045668
1.68,6,100000,81813,88.0,71.99544,71.59909010853193,0.0,15.705689608528806,81813,0.11617026813410246,0.20021741810287308,2.8387924522931525,1.3788927505646424,1.3667163895903167,1.356726619289157,0.06444453628485611
1.72,6,100000,82365,88.0,72.4812,72.24217898378859,0.0,15.994495755092064,82365,0.11321876529510835,0.19621881889850656,2.854851796817245,1.4012811614613327,1.386028969166206,1.3804841705666273,0.06611138704728459
1.76,6,100000,82924,88.0,72.97312000000001,72.86005198357155,0.0,16.08853959204149,82936,0.11277968316673287,0.1946009924400749,2.876763937719038,1.4175194445983772,1.405889192541773,1.4024418744275147,0.06597228091107075
1.8,6,100000,83792,88.0,73.73696,73.45369783650038,0.0,16.071290179312506,83792,0.11133737283717021,0.19176368689294704,2.895279630857733,1.4418540654151555,1.4257847497419516,1.4211925971235995,0.06650006396853274
1.84,6,100000,84457,88.0,74.32216,74.02406650259098,0.0,16.511596323891315,84457,0.11080830633882838,0.19030350386021377,2.9141078559093088,1.4550940099135512,1.4477658128216215,1.4440012163768299,0.0692140987965781
1.8800000000000001,6,100000,84929,88.0,74.73752,74.57207069339422,0.0,16.248077137309977,84929,0.11164979536916284,0.19078545680632408,2.9283253664024507,1.474232744112048,1.465385484810653,1.4610667766554701,0.06754980767875264
1.92,6,100000,85581,88.0,75.31128,75.09858733252918,0.0,16.647069898863013,85581,0.10852985248158278,0.1859829581764279,2.9413426715162245,1.4971003045265443,1.483791070331475,1.4766037885968526,0.07048746392511232
1.96,6,100000,86081,88.0,75.75128000000001,75.60445895894803,0.0,16.532055302274703,86081,0.10983627274638919,0.18743402285444744,2.9632927139760925,1.5124437319986566,1.506401605062415,1.497846923395521,0.06810322093771455
2.0,6,100000,86594,88.0,76.20272,76.09049507517808,0.0,16.34166067708064,86594,0.1104314966568699,0.18773213034511363,2.983036808942831,1.5378929108681223,1.5206965287401466,1.5148523908096792,0.06727237626579487
