t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,R_0_2,R_0_5,R_0_8,cov_eig0,cov_eig1,cov_eig2,drift_resolution_number
0.0,0,20000,0,16.0,0.0,0.0,0.0,0.0,0,0.45264636635471217,0.6898061142379389,0.9701262422815995,0.20657284840854348,0.20204581388753645,0.19926185518345851,0.0
0.04,0,20000,845,16.0,0.676,0.6273689735628292,0.0,0.21224690652108605,845,0.5321036958332191,0.8095921691412062,1.1399567278721512,0.2831542545413552,0.2792332311357058,0.2754248929313188,0.00043582207542142967
0.08,0,20000,1623,16.0,1.2984,1.230138457813828,0.0,0.2910991396113807,1623,0.5828454156043226,0.9129456858427649,1.2867318868553723,0.35897785737551763,0.3537146724078508,0.35338317220223353,0.0006653754776465955
0.12,0,20000,2348,16.0,1.8784,1.8092730125254803,0.0,0.2948964769495181,2348,0.6416084832943907,1.0009449040240925,1.4230351225800906,0.4361282626420025,0.43056568038076243,0.42940414586203735,0.0006709521439147391
0.16,0,20000,3046,16.0,2.4368000000000003,2.3656993765406185,0.0,0.28972547220055955,3046,0.6947573953200991,1.0815868219096998,1.5454988168824153,0.5136937930563579,0.5047948346816865,0.503092413693101,0.0007492058538678647
0.2,0,20000,3692,16.0,2.9536000000000002,2.900307950752291,0.0,0.2768014547048601,3692,0.7445007042853737,1.1582959363958523,1.6472264559371657,0.5874148632245031,0.5823800757820639,0.5706602627050653,0.000698384540482527
0.24,0,20000,4363,16.0,3.4904,3.4139542229351463,0.0,0.2527439433738504,4363,0.7874364523730086,1.2263820558653262,1.748154675806671,0.6619450796277345,0.6530897956221926,0.6401880944577684,0.0006587426927193836
0.28,0,20000,4936,16.0,3.9488000000000003,3.9074601367083925,0.0,0.2383257651650065,4936,0.8204074943093737,1.2955371879230562,1.834203799486703,0.7286593953521675,0.7257231998491627,0.7122266110788051,0.000641928486838938
0.32,0,20000,5534,16.0,4.4272,4.381615406820945,0.0,0.21089988027734982,5534,0.8664757938639694,1.3625294536744892,1.9281698453061127,0.8032941060895363,0.795595062433617,0.7873442572368167,0.0005855982025440353
0.36,0,20000,6074,16.0,4.8592,4.837178782863504,0.0,0.1877884300353496,6074,0.9035422267484194,1.4177532310659213,2.015283059687092,0.8755300036200742,0.8685725607009929,0.8587465299716991,0.0005077679144154649
0.4,0,20000,6626,16.0,5.300800000000001,5.274879263429771,0.0,0.17787248931077365,6626,0.9492247587442192,1.471910077441397,2.0922736860244733,0.9477376761779658,0.9438477270525675,0.9327158631957279,0.0004794938057279914
0.44,0,20000,7162,16.0,5.7296000000000005,5.695417262669739,0.0,0.17400309350871784,7162,0.9935511681588974,1.5368065748040278,2.1767355906306016,1.026971619881766,1.021169469435877,1.0082868076358615,0.0005260098343283699
0.48,0,20000,7678,16.0,6.1424,6.099465731101747,0.0,0.16188051010492835,7678,1.0251442960103483,1.5817197274475776,2.2553413761161,1.099542655913436,1.094008039072218,1.0781009684122074,0.0004490235215093023
0.52,0,20000,8138,16.0,6.510400000000001,6.487671232476892,0.0,0.1581150216401431,8138,1.0564070508341128,1.643726973503758,2.3271988692973977,1.1745157667121053,1.1659839514190449,1.1499169804168026,0.0004993155198839648
0.56,0,20000,8571,16.0,6.856800000000001,6.860654978418962,0.0,0.1423540908649724,8571,1.0935293056516526,1.6896005300560608,2.3966311732842778,1.2503829378093423,1.2313189941976144,1.2163480858512294,0.00045923482276209965
0.6,0,20000,9073,16.0,7.2584,7.219013822495578,0.0,0.1330562102384838,9073,1.1199857106178641,1.7402069976410408,2.473020543106694,1.3257466172217425,1.3071811523691292,1.3003360966863426,0.0003690574805204395
0.64,0,20000,9510,16.0,7.6080000000000005,7.563321215311223,0.0,0.1222943167742137,9510,1.1529483197552297,1.7904508288336847,2.5448822446795893,1.3998674078146767,1.3850267348140983,1.3735369920123026,0.0003740979069774203
0.68,0,20000,9935,16.0,7.948,7.894128122150567,0.0,0.12104249250244943,9935,1.1880709211799927,1.8427491612192932,2.614529422348888,1.4717545072279166,1.4610230157387671,1.454605102721319,0.00041926403519357665
0.72,0,20000,10318,16.0,8.2544,8.211963904640452,0.0,0.11170879297876465,10321,1.2192281239438585,1.8869558290679995,2.671674815923172,1.552604932838822,1.535222533614298,1.526411161945173,0.00038125581921650756
0.76,0,20000,10651,16.0,8.520800000000001,8.517337167841452,0.0,0.10654049412007793,10651,1.2487490258590248,1.9378895651372594,2.7517740896037153,1.6357957120076707,1.6128961296296274,1.6036427989780144,0.00036054827308150715
0.8,0,20000,10966,16.0,8.7728,8.810736574124455,0.0,0.09901696697135645,10966,1.2791930634540063,1.9781789148488882,2.811532811374033,1.713903510373992,1.6905904283566697,1.6708430543006714,0.0003513778482706478
0.84,0,20000,11330,16.0,9.064,9.092631625134725,0.0,0.1017493757231814,11330,1.3074556020718926,2.0197997786868704,2.8655117165543023,1.7940754218362513,1.7670328836553704,1.7443095579310541,0.000408363695335011
0.88,0,20000,11661,16.0,9.328800000000001,9.363473413094699,0.0,0.09657987146205464,11661,1.3269565131311454,2.0679307676193353,2.9200039575401413,1.8689238141229565,1.8422010156983017,1.8127828278579843,0.00032298864760376165
0.92,0,20000,11974,16.0,9.5792,9.623695342647775,0.0,0.09199230767187905,11974,1.3617970040101899,2.1097622055593157,2.9896451047866277,1.948758592590118,1.9171314187562531,1.9005998727067164,0.0003394449989187373
0.96,0,20000,12343,16.0,9.8744,9.873713824398209,0.0,0.0877071965626567,12343,1.3851097179772789,2.151384898303371,3.06045700186055,2.0294388376447206,1.9963007349706803,1.9826037939004635,0.00037214166426559174
1.0,0,20000,12668,16.0,10.134400000000001,10.113928941256923,0.0,0.0816844865407109,12668,1.4195423538566871,2.1894753004764684,3.1167973713572934,2.101710602052281,2.0664576103185377,2.056552561386609,0.000301738912164711
1.04,0,20000,12882,16.0,10.3056,10.344725088659517,0.0,0.08000006388663025,12882,1.4392768608767583,2.2297105429483453,3.1688882754500076,2.1738913220187968,2.144828266535431,2.1311276072128784,0.00030277272511762104
1.08,0,20000,13174,16.0,10.539200000000001,10.566471589680974,0.0,0.08051648386006509,13174,1.4621239292075403,2.273603847665945,3.222840880157058,2.2551343097503964,2.2144811953419685,2.206535970447606,0.0002942152283123238
1.12,0,20000,13454,16.0,10.763200000000001,10.779523286031369,0.0,0.07476692480322455,13455,1.494120855578721,2.318232107682098,3.2724120496891578,2.3262870523967973,2.3007299717584133,2.276279557115591,0.0002923148112195874
1.16,0,20000,13752,16.0,11.0016,10.984221105878316,0.0,0.07456023983247398,13752,1.5215920830846048,2.345148486525937,3.3407750421960287,2.4044387012814257,2.3770833353714518,2.3400796045080683,0.0002804591201639529
1.2,0,20000,13999,16.0,11.199200000000001,11.180892609404767,0.0,0.07291672398221943,13999,1.5478014510495774,2.383316360902025,3.382206744680057,2.499225756090309,2.4507350384174207,2.4235809700014785,0.00030534641056658796
1.24,0,20000,14257,16.0,11.4056,11.36985251297519,0.0,0.06763617646865916,14257,1.5698423634075989,2.4216702154471137,3.430731332763146,2.5519596217652776,2.5238829676110246,2.4994147015631234,0.0002692744442729287
1.28,0,20000,14481,16.0,11.584800000000001,11.551403192748893,0.0,0.06775555135163547,14481,1.5967810763313963,2.463306716640055,3.4863302294708998,2.635016653662624,2.5991667045695332,2.5772451588295104,0.00026268242475545865
1.32,0,20000,14672,16.0,11.7376,11.725835168546395,0.0,0.06649112479748807,14672,1.6166189314777126,2.4955298809688236,3.5443593924139116,2.7129107338958427,2.679214059545835,2.6544987714145813,0.00027574797193522557
1.36,0,20000,14913,16.0,11.9304,11.893427568743107,0.0,0.06337519583059659,14913,1.6439110637714434,2.530983546991799,3.583627535796267,2.7960616073277915,2.754398445011047,2.734189380508745,0.00023046692205747649
1.4000000000000001,0,20000,15103,16.0,12.0824,12.054448576934297,0.0,0.061062370218653565,15103,1.6667888777374658,2.5693998769238453,3.6406699885192384,2.8699948070431933,2.836577304254719,2.8001090547509047,0.0002305379926523175
1.44,0,20000,15279,16.0,12.2232,12.209155861086051,0.0,0.058185379587422356,15279,1.6914042532577116,2.6072735843661006,3.6868673220139416,2.9560740308332982,2.9214388933492033,2.8812292783833464,0.00021504195135999796
1.48,0,20000,15500,16.0,12.4,12.357796985858997,0.0,0.05642082043226154,15500,1.7097017857276777,2.649240153936179,3.7497694682953386,3.0409158248967967,2.994092807413262,2.962547853426144,0.00024649959432491883
1.52,0,20000,15691,16.0,12.552800000000001,12.500609808764564,0.0,0.05765749398554467,15691,1.7343611506890426,2.678084172008172,3.795731163538765,3.1215475665046144,3.0674663248240264,3.0434037023578,0.0002543975527843196
