step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.05,R_0.1,R_0.2,R_0.3,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,320000,12,31.41592653589793,31.41592653589793,-3.463901100862654e-06,-0.000155928592081202,0.4145216684609554,0.034543472371746285,0.011881911033083784,0.10900417897073389,0.024574617640671054,0.03531648453669666,0.05141695880183464,0.06499855246867786,0.09052080232750084,0.13817388948698514,0.16545772018321694,0.23475699362223362,160000,256000,288000,2.6204893750501874,848.4709027339075,424.7020614114835,115.1390697570205,115.1390697570205,0.000290625,0.7110022447389108,0,0,0.7110022447389108,0.7110022447389108,2248.3865148674286,2248.3865148674286,current_fourier,nan,nan,115.37794840014008,115.12899787899596,959.4834366961765,50.0,0.70609375,116.16393680947235,115.1797984426649,1176.265408520876,12.5,0.75953125
5,1e-06,320000,12,31.41592653589793,31.41592653589793,-6.365042208628225e-06,-0.00015045048700835644,0.4083877623478691,0.03403231352898909,0.011537586236923325,0.10741315672171321,0.023805793368220748,0.03419931248105274,0.04990100079207314,0.06325645664081472,0.08847514773450066,0.13612925411595636,0.1636824476720842,0.23395734434797752,160000,256000,288000,2.599739440550716,908.6656237481774,424.843504287871,117.62566263232553,117.62566263232553,0.0003375,0.711255019262427,0,0,0.711255019262427,0.711255019262427,2249.1858580962034,2249.1858580962034,current_fourier,nan,nan,117.88099908428421,117.63061647188144,1026.7062633797816,50.0,0.70546875,118.63125164449661,117.63184449684485,1259.3030553480967,12.5,0.760234375
10,2e-06,320000,12,31.41592653589793,31.41602471066836,-1.460466716891401e-05,-0.00014052974464557366,0.4021133750466612,0.0335094479205551,0.01119886218666524,0.10582467664332945,0.0229518607993763,0.03315579728348462,0.04842400107504905,0.06150745034098017,0.08638103756813348,0.1340377916822204,0.16196173570942599,0.23301929145753472,160000,256000,288000,2.577811421212532,971.5366773765514,424.8349048311707,120.23734251138897,120.23734251138897,0.0004312486523479614,0.7137476062972592,0,0,0.7137476062972592,0.7137476062972592,2257.0681103924785,2257.0681103924785,current_fourier,nan,nan,120.47375494740935,120.22947133038124,1074.059967661186,50.0,0.70546875,121.22428068582506,120.28516821791622,1248.9926763345895,12.5,0.7610546875
15,3e-06,320000,12,31.41592653589793,31.41612288543878,-1.648032214250411e-05,-0.0001342998257328672,0.395885826475628,0.03299048553963566,0.010867323917964652,0.10424645757993244,0.022223514140757676,0.032093189135415666,0.04696498450315785,0.05972906918375158,0.08435954988901098,0.13196194215854265,0.16005477177130256,0.23237860605184493,160000,256000,288000,2.557087248311612,1037.6999378617156,425.3317078571639,122.97592842776206,122.97592842776206,0.0005374966406459959,0.7162302091614617,0,0,0.7162302091614617,0.7162302091614617,2264.9187899690164,2264.9187899690164,current_fourier,nan,nan,123.20078074611368,122.97289010419851,1166.700560475125,50.0,0.70578125,123.92851734244596,122.998795215247,1450.7639357152964,12.5,0.76203125
20,4e-06,320000,12,31.41592653589793,31.41612288543878,-1.5647292947467944e-05,-0.00012231239999574572,0.38953949632453183,0.032461624693710986,0.010540461531372199,0.10266674988219018,0.021495811218647493,0.03106587613917825,0.04553024159147932,0.05805607790597357,0.08231484811997734,0.12984649877484394,0.15821457873822883,0.2316019445488514,160000,256000,288000,2.535758727317329,1109.8683453325955,425.513926094555,125.86463426740126,125.86463426740126,0.0006874957031518553,0.719458936799091,0,0,0.719458936799091,0.719458936799091,2275.1289232482595,2275.1289232482595,current_fourier,nan,nan,126.09838799780806,125.86801314032911,1244.789910461628,50.0,0.705625,126.78913200728134,125.86317555904773,1431.0579948791476,12.5,0.762890625
25,4.9999999999999996e-06,320000,12,31.41592653589793,31.41602471066836,-1.676601600650053e-05,-0.0001107195190329994,0.3831748305900412,0.031931235882503434,0.010220597863832299,0.10109697257500988,0.020827398217331095,0.030068248619999356,0.04414885658941548,0.056386534608966456,0.08030041333968678,0.12772494353001373,0.1563615073446546,0.23070016605702284,160000,256000,288000,2.514791899542072,1186.5109565977712,425.4708679260077,128.8831554883619,128.8831554883619,0.0008499973437583007,0.723942761474089,0,0,0.723942761474089,0.723942761474089,2289.3080218501173,2289.3080218501173,current_fourier,nan,nan,129.1156012754737,128.89100746337152,1367.180679194961,50.0,0.70796875,129.79299391809562,128.89997791955577,1570.876348127936,12.5,0.7642578125
30,6e-06,320000,12,31.41592653589793,31.41602471066836,-2.1188689381825643e-05,-9.995490076701542e-05,0.37667308535296495,0.03138942377941375,0.009907330838441612,0.09953557574275447,0.020115299656543562,0.029098976627975327,0.04279370772852313,0.05472373453188013,0.07829970279148543,0.125557695117655,0.1545324035347279,0.2300499640066517,160000,256000,288000,2.4944612982299166,1269.7535582206547,425.30167484202906,132.05455708591245,132.05455708591245,0.001074996640635498,0.7259898150586211,0,0,0.7259898150586211,0.7259898150586211,2295.781373669651,2295.781373669651,current_fourier,nan,nan,132.26529075129298,132.0448764207878,1414.9282346467826,50.0,0.71,132.97636465251918,132.0695626605079,1690.213143835822,12.5,0.764609375
35,7e-06,320000,12,31.41592653589793,31.41612288543878,-1.7297514614130715e-05,-9.100664840097067e-05,0.3701952951956946,0.03084960793297455,0.009599532664153343,0.09797720481904626,0.019455354302198496,0.028132233777327813,0.04142235496186839,0.05310808763667307,0.07633816175347839,0.12339843173189821,0.15255632592968282,0.2291390051948283,160000,256000,288000,2.4745261566803256,1360.0170047099937,425.1653374109843,135.3880148537531,135.3880148537531,0.0013562415234904782,0.7321319901200566,0,0,0.7321319901200566,0.7321319901200566,2315.204636651272,2315.204636651272,current_fourier,nan,nan,135.6179170473464,135.38524227159016,1545.5080184876751,50.0,0.70921875,136.27438760286472,135.37775296379039,1834.7724200324194,12.5,0.76546875
40,8e-06,320000,12,31.41592653589793,31.41612288543878,-1.6968742974121578e-05,-8.029871371130308e-05,0.3637568502070393,0.03031307085058661,0.009299388655623868,0.096433337884903,0.018813471039675334,0.02721354104385017,0.04017816788563538,0.05154063265514874,0.07439143186162299,0.12125228340234642,0.15064756096561457,0.22827332053622781,160000,256000,288000,2.4541041133146493,1456.556868082888,424.5588110418305,138.867565187197,138.867565187197,0.0016718645508465573,0.7329004194120742,0,0,0.7329004194120742,0.7329004194120742,2317.634623434838,2317.634623434838,current_fourier,nan,nan,139.08293379800506,138.86526811371368,1619.1400766374527,50.0,0.70953125,139.73417796111318,138.85939125786783,1865.199454566359,12.5,0.7670703125
45,9e-06,320000,12,31.41592653589793,31.41612288543878,-1.8264711659357868e-05,-7.050104775578946e-05,0.3572415677048406,0.029770130642070052,0.009004861492840738,0.09489394866291917,0.01816210342154206,0.02632846567831269,0.03888736365611016,0.04999424265753631,0.07241136766573558,0.1190805225682802,0.14874504748793016,0.22740810190839567,160000,256000,288000,2.4323496774786237,1561.132080766961,423.5715637375007,142.524115747267,142.524115747267,0.0020562371485178216,0.736267619257807,0,0,0.736267619257807,0.736267619257807,2328.2826442843216,2328.2826442843216,current_fourier,nan,nan,142.75004686270287,142.54565509574158,1771.3520242997397,50.0,0.71125,143.394805716936,142.56369663497873,2009.541821362794,12.5,0.768984375
