step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.05,R_0.1,R_0.2,R_0.3,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,320000,10,31.41592653589793,31.41592653589793,-3.463901100862654e-06,-0.000155928592081202,0.4145216684609554,0.04145216684609554,0.011881911033083784,0.10900417897073389,0.024574617640671054,0.03531648453669666,0.05141695880183464,0.06499855246867786,0.09052080232750084,0.13817388948698514,0.16545772018321694,0.23475699362223362,160000,256000,288000,2.1837411458751563,845.5431285774929,425.55404621869775,115.13641935470773,115.13641935470773,0.000290625,0.6801060185415473,0,0,0.6801060185415473,0.6801060185415473,2150.6840689799965,2150.6840689799965,current_fourier,nan,nan,115.37794840014008,115.12899787899596,959.4834366961765,50.0,0.70609375,116.16393680947235,115.1797984426649,1176.265408520876,12.5,0.75953125
5,1e-06,320000,10,31.41592653589793,31.41592653589793,-6.2971647235052e-06,-0.0001508005079619467,0.4085704409211649,0.04085704409211649,0.011547962841477837,0.107461448163878,0.023850342647686238,0.03426561392469983,0.0499776809684554,0.06333270958388665,0.08853887144906353,0.13619014697372164,0.16371755939965071,0.2339465820298593,160000,256000,288000,2.167040553629953,902.3978218764446,425.32662774821927,117.52732005573941,117.52732005573941,0.000334375,0.6811662488624057,0,0,0.6811662488624057,0.6811662488624057,2154.0368116382806,2154.0368116382806,current_fourier,nan,nan,117.78270362971261,117.53316496737075,1029.643952034926,50.0,0.70546875,118.53123262185373,117.52969909303441,1260.672021759238,12.5,0.7602734375
10,2e-06,320000,10,31.41592653589793,31.41602471066836,-1.4473479424049985e-05,-0.00014126676622804268,0.40245036357631686,0.040245036357631686,0.011218987770141547,0.10591972323482321,0.023031447199570065,0.03326549180539741,0.048575568374834906,0.06166146305549989,0.08652267662495891,0.13415012119210562,0.16203463079410857,0.23299620973785445,160000,256000,288000,2.149896843329639,961.700768653281,424.8425461362281,120.0331845596009,120.0331845596009,0.00042187368164474484,0.6837355726259099,0,0,0.6837355726259099,0.6837355726259099,2162.1617267773495,2162.1617267773495,current_fourier,nan,nan,120.27745040113578,120.03234014277427,1079.2126598090288,50.0,0.7053125,121.01664669405199,120.07114672103182,1284.7346989347739,12.5,0.76109375
15,3e-06,320000,10,31.41592653589793,31.41612288543878,-1.627764265219115e-05,-0.00013546946332912806,0.3964118384197087,0.039641183841970865,0.01089656784381506,0.10438662674794631,0.02234854211196159,0.03226260004467977,0.04718773892097189,0.05995023318579541,0.08455575760493397,0.13213727947323622,0.16016607843594802,0.23235793893799042,160000,256000,288000,2.1330280634911043,1024.3222619672067,424.3851810737939,122.65527565095519,122.65527565095519,0.0005249967187705076,0.6840542449085527,0,0,0.6840542449085527,0.6840542449085527,2163.169457017666,2163.169457017666,current_fourier,nan,nan,122.8811649355231,122.65658430707873,1146.3392596973326,50.0,0.70546875,123.5977396676268,122.67397756635958,1395.5649403859766,12.5,0.761953125
20,4e-06,320000,10,31.41592653589793,31.41612288543878,-1.5397482644348355e-05,-0.0001239453699904686,0.39021142888448856,0.03902114288844886,0.010578207933273538,0.10285041532863899,0.02164477746295396,0.03127994102374228,0.045809015215358,0.058348084228153574,0.08258282541991946,0.1300704762948295,0.15835617629768023,0.23158449360564698,160000,256000,288000,2.116361011157514,1092.6855910592922,423.9323250375961,125.41599889816236,125.41599889816236,0.0006687458203386229,0.6858196696128982,0,0,0.6858196696128982,0.6858196696128982,2168.7522201209267,2168.7522201209267,current_fourier,nan,nan,125.64908781673672,125.4165431378139,1239.4510500970148,50.0,0.705625,126.34397823043288,125.42079424096409,1386.5060308837244,12.5,0.7628515625
25,4.9999999999999996e-06,320000,10,31.41592653589793,31.41602471066836,-1.6509902182315895e-05,-0.00011283363385519181,0.3840350349014763,0.03840350349014763,0.010266237520084915,0.1013224433187678,0.021024225768232232,0.030329566758703276,0.044481667656278465,0.05674920906242256,0.08062260611111716,0.1280116783004921,0.1565458137154464,0.23067588452287716,160000,256000,288000,2.099355495828676,1164.8983435078865,423.93877366862984,128.29513602185975,128.29513602185975,0.000803122490242218,0.688540407802631,0,0,0.688540407802631,0.688540407802631,2177.355949717486,2177.355949717486,current_fourier,nan,nan,128.53062447949347,128.30442210982397,1342.516573367762,50.0,0.708125,129.2247228511729,128.30783310760216,1568.6449059802335,12.5,0.76421875
30,6e-06,320000,10,31.41592653589793,31.41602471066836,-2.0983418467154082e-05,-0.00010256399798900387,0.37773387701207606,0.037773387701207604,0.009960260103511896,0.09980110271691338,0.020335856439116666,0.029397659737439182,0.043198487145408054,0.05514899742575005,0.07868799851299721,0.12591129233735868,0.1547606424694625,0.2299947745106864,160000,256000,288000,2.083159687328801,1243.049764494225,423.60428492624055,131.314685500057,131.314685500057,0.0010437467382914429,0.6900198489952202,0,0,0.6900198489952202,0.6900198489952202,2182.0343535503434,2182.0343535503434,current_fourier,nan,nan,131.52466057041778,131.3026287983097,1386.33004599463,50.0,0.71015625,132.24643038559702,131.34271848971295,1622.4852433162596,12.5,0.7648046875
35,7e-06,320000,10,31.41592653589793,31.41612288543878,-1.7158305228281324e-05,-9.410968228685154e-05,0.3714018730644085,0.03714018730644085,0.009659160806387452,0.09828102973813131,0.01966795513627505,0.028468080264652123,0.04186350155205072,0.05357362003125689,0.07678411241387542,0.12380062435480285,0.15282357571779878,0.2291125127474588,160000,256000,288000,2.067413171084345,1327.268078236109,423.3667974452086,134.48209724022325,134.48209724022325,0.0013156167773951412,0.6934117146266926,0,0,0.6934117146266926,0.6934117146266926,2192.7603744630414,2192.7603744630414,current_fourier,nan,nan,134.71159772806882,134.47864005955242,1513.4864701286656,50.0,0.70921875,135.3951820444089,134.50565174639252,1686.8909359854226,12.5,0.765546875
40,8e-06,320000,10,31.41592653589793,31.41612288543878,-1.691212430494366e-05,-8.391038702927319e-05,0.36515960847269163,0.036515960847269165,0.009365124984086853,0.09677357585667098,0.019058411923605464,0.027571088957575568,0.04066570473258943,0.05207884062418581,0.0748766625707859,0.1217198694908972,0.1509609585625727,0.22825832923748834,160000,256000,288000,2.050518754907295,1416.8606231458775,423.4161328683327,137.78349571586855,137.78349571586855,0.0015937400391247555,0.6953245389546617,0,0,0.6953245389546617,0.6953245389546617,2198.809256103205,2198.809256103205,current_fourier,nan,nan,137.99357058684905,137.78237384220438,1590.5655566752625,50.0,0.70984375,138.65442256586547,137.76227134666885,1765.4823436107647,12.5,0.7668359375
45,9e-06,320000,10,31.41592653589793,31.41612288543878,-1.825691430262939e-05,-7.4547834870545e-05,0.3588055909180512,0.03588055909180512,0.00907613747820037,0.09526876444144938,0.018430494524637703,0.026711477980873803,0.039424565602984914,0.050561875470404284,0.07294915073505893,0.11960186363935041,0.14907396372142748,0.2273792937303412,160000,256000,288000,2.033110759183238,1512.0973387360032,423.00237021104556,141.24688213036407,141.24688213036407,0.0019437378516384272,0.6973526056256879,0,0,0.6973526056256879,0.6973526056256879,2205.222566030323,2205.222566030323,current_fourier,nan,nan,141.47040409257437,141.26893190429834,1727.2552417739496,50.0,0.71125,142.12608419704364,141.2829316383654,1934.974315067747,12.5,0.7690625
