seed,method,t,total_mass,L1_err,L2_rel_err,peak_height,peak_height_err,peak_loc_err,local_mass_B,local_mass_B_err,global_nESS,local_nESS_B,max_w_over_mean_w,N_active,N_local_B,runtime_s
3,weighted,0.63,62.939479622995655,16.56607183654305,0.234267524933772,81.37536375975469,9.512151233987794,0.05488136508625548,34.36322170940565,1.7987456085852713,0.07261612904282122,0.6255230984714741,48.60381654773428,20000,nan,85.32381510734558
3,poisson,0.63,60.301103683800925,7.950805598670356,0.08160914615118081,67.010811238457,4.8524012873099025,0.05488136508625548,31.840829833819072,0.7236462670013069,nan,nan,nan,29953,15796,85.32381510734558
3,minvar,0.63,60.99766769657411,7.17543759875474,0.05645213855236863,72.66866568075945,0.8054531549925485,0.024543692606170175,32.81168261738664,0.24720651656625847,nan,nan,nan,30299,16319,85.32381510734558
3,weighted,0.684,74.3881758670951,21.19121730528215,0.2339813710446832,115.57255798734045,18.13231262766122,0.0776139708265322,45.29685323836348,2.393967707890077,0.05540593819359289,0.5928429515915394,58.931312789369166,20000,nan,85.32381510734558
3,poisson,0.684,71.04952930286457,9.011189785952254,0.07375836956436993,94.07572103777947,3.3645243218997507,0.03471002295436212,42.065975131329466,0.8369103991439388,nan,nan,nan,35292,20905,85.32381510734558
3,minvar,0.684,71.71992183538904,7.443660667201149,0.04926707231234787,100.79228228774235,3.3520369280631286,0.024543692606170175,43.182653129195245,0.27976759872183976,nan,nan,nan,35625,21469,85.32381510734558
3,weighted,0.736,89.19232741785116,27.82182726627484,0.2424380323883,169.08224580985123,38.72967013486124,0.09817477042468115,58.88670916143278,2.866527861447885,0.04421591427916201,0.5669659561810457,67.86898109892277,20000,nan,85.32381510734558
3,poisson,0.736,84.74123985451315,9.453778881505748,0.06527752334996932,127.59039670180867,2.762178973181321,0.024543692606170175,54.77668599080163,1.2434953091832668,nan,nan,nan,42093,27256,85.32381510734558
3,minvar,0.736,85.79011225524965,7.773982193312148,0.04019462167410009,131.66995920750102,1.3173835325110304,0.04908738521234035,56.44581821192839,0.4256369119434922,nan,nan,nan,42614,28076,85.32381510734558
3,weighted,0.788,108.85956697458906,37.27319913676259,0.2586378951243222,231.79266801203363,57.74046365323511,0.07761397082653178,77.30770616071887,4.077236514630229,0.03639936701074016,0.5383157875910738,79.42651965085379,20000,nan,85.32381510734558
3,poisson,0.788,103.18810704827231,10.635930991159118,0.05732081321764349,168.46206053956612,5.590143819232395,0.03471002295436212,71.73301466422116,1.4974549818674774,nan,nan,nan,51256,35629,85.32381510734558
3,minvar,0.788,104.63357803431609,7.872799766418925,0.034057846229135096,178.11643410558065,4.064229746782132,0.024543692606170175,73.80322191159726,0.5727522655086261,nan,nan,nan,51974,36683,85.32381510734558
3,weighted,0.842,135.94818332409736,55.51567488274478,0.262640715987921,287.48395090151246,52.89565458401,0.1735501147718112,102.54610513540467,5.7227974691376176,0.030640460805377686,0.5053720894402182,91.8220730193022,20000,nan,85.32381510734558
3,poisson,0.842,128.7012739091814,11.124278006179315,0.05200468600645095,227.14656285421495,7.441733463287505,0.024543692606170175,95.41466357587133,1.4086440903957254,nan,nan,nan,63929,47459,85.32381510734558
3,minvar,0.842,130.28364186883374,9.00530034508876,0.031459902260699925,237.2768121352074,2.688515817704939,0.03471002295436212,97.37532252537676,0.552014859109704,nan,nan,nan,64715,48431,85.32381510734558
3,weighted,0.894,170.63798414668182,56.903425391833004,0.2605673226917909,392.60096801896447,80.36025720822823,0.04908738521234035,133.9715820522483,7.154724507697864,0.026584521256084015,0.4778145277702501,103.6775037217552,20000,nan,85.32381510734558
3,poisson,0.894,160.86199675326108,13.249400167795745,0.05062212190537597,302.2642116344473,9.97649917628894,0.04908738521234035,124.74378368854687,2.0730738560035604,nan,nan,nan,79904,62051,85.32381510734558
3,minvar,0.894,162.83492372585565,9.794852353965673,0.029189245964428005,307.72256437647286,4.518146434263372,0.024543692606170175,127.23804499659485,0.4211874520444212,nan,nan,nan,80884,63277,85.32381510734558
3,weighted,0.9460000000000001,216.53675450652153,79.185758908483,0.29161899162883426,604.399260568206,189.3289801178547,0.10976273017251137,175.72927118967976,9.493655170854794,0.023463255863793615,0.4516154792628058,115.09342714286221,20000,nan,85.32381510734558
3,poisson,0.9460000000000001,203.19134626935625,14.60113473325813,0.048814736375265566,398.8355908678849,16.234689582466444,0.04908738521234035,163.36360970259872,2.8720063162262477,nan,nan,nan,100930,81278,85.32381510734558
3,minvar,0.9460000000000001,206.07222228750197,10.692453076666263,0.02717937897495016,418.25781229408346,3.187531843732131,0.024543692606170175,166.93736018581023,0.7017441669852644,nan,nan,nan,102361,82932,85.32381510734558
3,weighted,1.0,279.9543720380783,114.01015800066841,0.30172382971351663,792.5256815459272,235.3402872088568,0.13217182965987537,234.69283862498233,14.339216577417687,0.020941190729793613,0.4326426901493232,128.20550523343454,20000,nan,85.32381510734558
3,poisson,1.0,261.4148370595678,17.309433973421267,0.04618887083172615,540.5963147402108,16.58907959685962,0.024543692606170175,216.7670997718296,3.5865222757350352,nan,nan,nan,129851,107716,85.32381510734558
3,minvar,1.0,265.36673057712204,11.325650244787143,0.022779644655831988,560.0216084678434,2.836214130772987,0.024543692606170175,220.9199494205448,0.5663273729801688,nan,nan,nan,131814,109781,85.32381510734558
4,weighted,0.0,40.263815767235954,7.01364775509287,0.21875641577382887,2.1306124064703025,0.6309135121926035,0.4630894659152148,1.526209832515444,0.04731090312617203,1.0,1.0,1.0,20000,nan,87.48503232002258
4,poisson,0.0,40.263815767235954,7.01364775509287,0.21875641577382887,2.1306124064703025,0.6309135121926035,0.4630894659152148,1.5262098325154443,0.047310903126172255,nan,nan,nan,20000,766,87.48503232002258
4,minvar,0.0,40.263815767235954,7.01364775509287,0.21875641577382887,2.1306124064703025,0.6309135121926035,0.4630894659152148,1.5262098325154443,0.047310903126172255,nan,nan,nan,20000,766,87.48503232002258
4,weighted,0.052000000000000005,39.10915370584276,6.696534010823462,0.2131134328432794,2.894336267515386,0.7603964660494436,0.17180584824319167,1.9441732695639977,0.04963541876675204,0.994555004550985,0.9962143340832854,1.4802912470231198,20000,nan,87.48503232002258
4,poisson,0.052000000000000005,39.104217873139554,6.824437884592708,0.21945376211525147,2.823509766721926,0.6895699652559837,0.2417273384091655,1.9002217396634973,0.005683888866251596,nan,nan,nan,19424,964,87.48503232002258
4,minvar,0.052000000000000005,39.20085103098093,7.153816145937878,0.22923099413334247,2.9954369038886886,0.8614971024227462,0.22628166512871753,1.9642296060662205,0.06969175526897486,nan,nan,nan,19472,979,87.48503232002258
4,weighted,0.10400000000000001,38.19008088628874,6.65462592442389,0.21652133902482337,3.990130312854246,0.9775643724054093,0.1916923672228938,2.500211510350777,0.07185712799528599,0.9721431772990224,0.9842014554153197,2.1662172630939405,20000,nan,87.48503232002258
4,poisson,0.10400000000000001,38.19224244601166,6.903582831985115,0.22308076331117754,3.6901914380663188,0.6776254976174823,0.27109394553002014,2.48923634322633,0.06088196087083908,nan,nan,nan,18971,1239,87.48503232002258
4,minvar,0.10400000000000001,38.278809649911224,6.978259343162558,0.2290462121694423,4.197254820123046,1.1846888796742094,0.25029753506897023,2.513259709068526,0.08490532671303486,nan,nan,nan,19014,1246,87.48503232002258
4,weighted,0.156,37.54112912517234,6.657323687184191,0.21999398838728337,5.140185700008954,0.9182408279484502,0.024543692606170175,3.2205222632128927,0.10477717995826685,0.9216954050851587,0.9647998994760936,3.153076706806766,20000,nan,87.48503232002258
4,poisson,0.156,37.63458859763544,6.83951188198346,0.21951531275703737,5.164458093262139,0.9425132212016356,0.10976273017251137,3.2450803285384846,0.12933524528385876,nan,nan,nan,18694,1613,87.48503232002258
4,minvar,0.156,37.56614011083115,6.7670674594924005,0.22102840827952716,5.380606941597064,1.1586620695365601,0.12514876753448512,3.194087690083356,0.07834260682873007,nan,nan,nan,18660,1594,87.48503232002258
4,weighted,0.21,37.209814083147556,6.610452567201186,0.21779940435398773,7.622023492815642,1.6703810029073702,0.10413006886308634,4.161628255331669,0.11963956553050803,0.8284267642978599,0.9364849227383384,4.628216087660481,20000,nan,87.48503232002258
4,poisson,0.21,37.50574438718029,7.0262551003711,0.2230977975255857,7.913676921279903,1.962034431371631,0.0776139708265322,4.32700205612072,0.28501336631955887,nan,nan,nan,18630,2138,87.48503232002258
4,minvar,0.21,37.229937249174725,6.829860113043518,0.20969045521393337,7.294298417742671,1.3426559278343992,0.12514876753448512,4.096595847515971,0.05460715771480995,nan,nan,nan,18493,2019,87.48503232002258
4,weighted,0.262,37.29078645841151,6.46627900613517,0.2064744691584282,9.8300055198303,1.5975684313379954,0.07363107781851053,5.390491849175989,0.18887003832259186,0.6990482617797013,0.9042880800606383,6.639174209716149,20000,nan,87.48503232002258
4,poisson,0.262,37.62452264369363,7.1983938238272245,0.22096162323356308,10.893241921177253,2.660804832684949,0.03471002295436212,5.646070254115465,0.44444844326206745,nan,nan,nan,18689,2813,87.48503232002258
4,minvar,0.262,37.201752578137665,6.92113471134688,0.1990762982311124,9.709394247070174,1.4769571585778696,0.1472621556370215,5.219648124218578,0.01802631336518079,nan,nan,nan,18479,2601,87.48503232002258
4,weighted,0.314,37.85812949555796,6.894901350838429,0.2160884338777803,13.179083284762488,1.854692948159352,0.14311309090844918,6.881623811625402,0.17620722493804575,0.5479695778051424,0.8677768508495015,9.33722981735641,20000,nan,87.48503232002258
4,poisson,0.314,38.30498113015992,7.148027743236296,0.2153020055885615,14.809177869495423,3.4847875328922875,0.05488136508625548,7.307352704853167,0.6019361181658107,nan,nan,nan,19027,3629,87.48503232002258
4,minvar,0.314,37.64062817000053,6.888523950625309,0.17754926409392263,13.037474552550087,1.7130842159469513,0.10976273017251137,6.611048149528731,0.09436843715862508,nan,nan,nan,18697,3310,87.48503232002258
