t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,1,20000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0006515863802077709,0.0,0.0,0.0,0
0.02,1,20000,375,10.0,0.1875,0.19801326693244747,0.0,0.010513266932447474,0.05309375020833372,0.000561797406219893,5.1862930631222176e-05,0.02453489376950445,0.0966542210718124,375
0.04,1,20000,754,10.0,0.377,0.39210560847676823,0.0,0.015105608476768229,0.03852433668431758,0.0004431438430313709,7.896024184090635e-05,0.027732015871548794,0.13946606430665648,754
0.06,1,20000,1140,10.0,0.5700000000000001,0.5823546641575128,0.0,0.01235466415751274,0.02121501709853414,0.0005844466127217311,8.98734490771288e-05,0.02764259946034024,0.15531846190972368,1140
0.08,1,20000,1523,10.0,0.7615000000000001,0.7688365361336424,0.0,0.0073365361336423796,0.009542387476194434,0.0003888983053195341,7.502462340558692e-05,0.03443029236895003,0.17530538447435196,1523
0.1,1,20000,1884,10.0,0.9420000000000001,0.9516258196404048,0.0,0.009625819640404765,0.010115130802190841,0.000468405743514367,8.864608455134653e-05,0.03863174488768916,0.16633991261737543,1884
0.12,1,20000,2253,10.0,1.1265,1.1307956328284252,0.0,0.0042956328284251555,0.0037987702673387743,0.0005743448300156428,0.00011631862462587051,0.03897041024137307,0.16710599021379152,2253
0.14,1,20000,2630,10.0,1.315,1.3064176460119414,0.0,0.008582353988058511,0.006569380025030726,0.0004601306699756529,0.00016248522393519507,0.04025441735166138,0.16665928165655247,2630
0.16,1,20000,2971,10.0,1.4855,1.4785621103378865,0.0,0.0069378896621135056,0.004692322096991944,0.0003382401868707183,0.00015183444415112275,0.0415120738148323,0.1557854334884779,2971
0.18,1,20000,3299,10.0,1.6495,1.64729788588728,0.0,0.0022021141127199773,0.0013368038237564167,0.0002811212341538005,0.00019172470728873588,0.04053064480097432,0.1466966247678264,3299
0.2,1,20000,3601,10.0,1.8005,1.8126924692201818,0.0,0.0121924692201818,0.006726165318834798,0.00037351332007038086,0.0002158918389476319,0.05047500258138985,0.13775453563769083,3601
0.22,1,20000,3929,10.0,1.9645000000000001,1.974812020375215,0.0,0.010312020375214948,0.005221773145403307,0.00036096860098484086,0.0002365979075521655,0.03161147563804733,0.13605317642957984,3929
0.24,1,20000,4228,10.0,2.114,2.1337213893344664,0.0,0.019721389334466544,0.009242719988207028,0.00036454714190120547,0.00025807972329972484,0.039420333437395365,0.13126166658119456,4228
0.26,1,20000,4540,10.0,2.27,2.2894841419643375,0.0,0.019484141964337454,0.008510276008123123,0.0003719336420715202,0.00026923729180230164,0.04192469493375252,0.1257603624872404,4540
0.28,1,20000,4811,10.0,2.4055,2.4421625854427456,0.0,0.03666258544274559,0.015012344248202025,0.00043857681339043935,0.00028768073238597116,0.04368006440864605,0.1202881102509835,4811
0.3,1,20000,5091,10.0,2.5455,2.5918177931828215,0.0,0.046317793182821365,0.017870775216008484,0.0004671406356565091,0.0003282461844484726,0.037592499140354965,0.11297686985520297,5091
0.32,1,20000,5425,10.0,2.7125,2.7385096292630906,0.0,0.026009629263090694,0.00949773153439291,0.0004280352639967191,0.0003073228788913234,0.03769273400940133,0.10777441143890652,5425
0.34,1,20000,5749,10.0,2.8745000000000003,2.8822967723739037,0.0,0.007796772373903416,0.002705055374114677,0.00047971453254203646,0.0002815465428878567,0.042156629423032506,0.10415719981504755,5749
0.36,1,20000,6021,10.0,3.0105,3.0232367392896897,0.0,0.012736739289689769,0.004212948038161996,0.00041530755833468465,0.0002407754461416021,0.0458944487750695,0.10233615783079805,6021
0.38,1,20000,6346,10.0,3.173,3.1613859078764417,0.0,0.01161409212355835,0.003673734388017102,0.00032142097416690973,0.0002800445243044832,0.03696636109630547,0.0980878994835067,6346
0.4,1,20000,6575,10.0,3.2875,3.2967995396436067,0.0,0.009299539643606636,0.002820778009636565,0.00035741518589266533,0.0002311489055403709,0.041772324254439205,0.09836175702217827,6575
0.42,1,20000,6846,10.0,3.423,3.4295318018494325,0.0,0.0065318018494324726,0.0019045753842871756,0.0002985813452346782,0.0003130058682211909,0.03618266705863215,0.09007180344324052,6846
0.44,1,20000,7102,10.0,3.551,3.559635789168587,0.0,0.008635789168586872,0.002426031672921208,0.0002963754382644653,0.0002588334408207466,0.03706233124361288,0.09010307915162219,7102
0.46,1,20000,7365,10.0,3.6825,3.6871635449307405,0.0,0.004663544930740393,0.0012648055541642628,0.00029434092083754394,0.0002539426725615153,0.03840387185941431,0.0885856870827516,7365
0.48,1,20000,7623,10.0,3.8115,3.8121660819385914,0.0,0.0006660819385913008,0.00017472532000824576,0.00032081341116963884,0.0002647053902158206,0.03557688835201172,0.08392469773174023,7623
0.5,1,20000,7878,10.0,3.939,3.9346934028736658,0.0,0.0043065971263342995,0.0010945191112448603,0.00034047109418341737,0.0002637680602060191,0.03570358105712496,0.08067008383173287,7878
0.52,1,20000,8119,10.0,4.0595,4.054794520298057,0.0,0.004705479701942572,0.0011604730346722193,0.00041991128991530186,0.0002687197274975574,0.033201866450631064,0.07795024294403631,8119
0.54,1,20000,8353,10.0,4.1765,4.172517476260103,0.0,0.003982523739896493,0.0009544654426387436,0.0003881197973158597,0.000270098324293473,0.03305470466301172,0.07668974935228404,8353
0.56,1,20000,8606,10.0,4.303,4.2879093615118515,0.0,0.0150906384881484,0.003519346426396399,0.0004369599506773088,0.00025900660352473653,0.03822670092819717,0.07602968288318593,8606
0.58,1,20000,8865,10.0,4.4325,4.40101633434598,0.0,0.0314836656540205,0.007153726153733802,0.00043789733611064905,0.00026384499240584235,0.037683030164528404,0.0759674323068752,8865
0.6,1,20000,9042,10.0,4.521,4.511883639059736,0.0,0.009116360940264023,0.002020522174229619,0.00041070205518500315,0.00026541138929705023,0.03830482614622981,0.07509511302035919,9042
0.62,1,20000,9237,10.0,4.6185,4.620555624053255,0.0,0.0020556240532547676,0.0004448867669839949,0.00039477276107827,0.000232905066832224,0.03973162808249926,0.0735177472211349,9237
0.64,1,20000,9463,10.0,4.7315000000000005,4.727075759569514,0.0,0.0044242404304863925,0.0009359360110804105,0.00035254446139046245,0.00026236559926244167,0.037816132790342905,0.07140816543493383,9463
0.66,1,20000,9700,10.0,4.8500000000000005,4.831486655083008,0.0,0.018513344916992303,0.003831811249548868,0.00031764759511725794,0.0002956180383148818,0.03904870279749406,0.07034154500876139,9700
0.68,1,20000,9927,10.0,4.9635,4.933830076344105,0.0,0.029669923655895047,0.006013568200930021,0.00036332896467137983,0.00035275109757908175,0.041041749230294695,0.07021965647680864,9927
