F,chi,M,seed,aborted,R05_0,R05_T,R05_ratio,t_focus10,t_turn,Cdrift_max,occ_max,Nu
96.0,1.0,96.0,0,False,0.6898061142379389,0.15350665836457564,0.22253594915458472,0.32,0.16,0.09833265066745832,17204,20000
