t,N,M_raw,M_clip,xc_x_raw,xc_y_raw,xc_x_clip,xc_y_clip,R_0.05_raw,R_0.1_raw,R_0.2_raw,R_0.3_raw,R_0.5_raw,R_0.8_raw,R_0.05_clip,R_0.1_clip,R_0.2_clip,R_0.3_clip,R_0.5_clip,R_0.8_clip,S_L2,peak,u_min
0.0,160,31.415926530163055,31.415926530163055,-4.5769174205772705e-18,-7.06789929343137e-18,-4.5769174205772705e-18,-7.06789929343137e-18,0.024643620449642228,0.03545271388152485,0.05158698280903447,0.0651455852748925,0.09078826515872737,0.13842021618968808,0.024643620449642228,0.03545271388152485,0.05158698280903447,0.0651455852748925,0.09078826515872737,0.13842021618968808,114.86812863545481,840.9149381491904,4.00596683804684e-16
5.012531328320803e-07,160,31.415926530163052,31.415926530163052,-5.040619014140542e-09,-5.040619015283274e-09,-5.040619014140542e-09,-5.040619015283274e-09,0.024265637286337502,0.03477913681752467,0.050754193471936465,0.0642680036727659,0.08969842725422003,0.137304867305231,0.024265637286337502,0.03477913681752467,0.050754193471936465,0.0642680036727659,0.08969842725422003,0.137304867305231,116.17573391848035,871.3691283064204,4.0938872232867565e-16
1.0025062656641605e-06,160,31.41592653016305,31.41592653016305,-1.114402917532167e-08,-1.114402918417411e-08,-1.114402917532167e-08,-1.114402918417411e-08,0.023799285102698325,0.03435106989780617,0.04994865344215232,0.06327642398317998,0.08854616591874372,0.1362502999550086,0.023799285102698325,0.03435106989780617,0.04994865344215232,0.06327642398317998,0.08854616591874372,0.1362502999550086,117.51590363152233,902.6904634236024,4.2697865346976755e-16
1.5037593984962408e-06,160,31.415926530163052,31.415926530163052,-1.832268285651344e-08,-1.832268285533591e-08,-1.832268285651344e-08,-1.832268285533591e-08,0.02335331077733316,0.03366239745868825,0.0492004432801384,0.06231951293727375,0.08750252645736552,0.13513974612601268,0.02335331077733316,0.03366239745868825,0.0492004432801384,0.06231951293727375,0.08750252645736552,0.13513974612601268,118.88923334948126,935.1134874708474,4.438067448072616e-16
2.005012531328321e-06,160,31.41592653016305,31.41592653016305,-2.625610586481695e-08,-2.625610586888286e-08,-2.625610586481695e-08,-2.625610586888286e-08,0.02314378621964554,0.03315878362432598,0.048343330630059675,0.06136940620464931,0.08634087696421328,0.1340732177175577,0.02314378621964554,0.03315878362432598,0.048343330630059675,0.06136940620464931,0.08634087696421328,0.1340732177175577,120.29626911177793,968.6753648954489,4.605084090624568e-16
2.5062656641604014e-06,160,31.41592653016305,31.41592653016305,-3.473187102104603e-08,-3.473187102375808e-08,-3.473187102104603e-08,-3.473187102375808e-08,0.022639129615588966,0.032610496388429416,0.047630649811746674,0.060531840702262654,0.0852365904921944,0.13295034351330456,0.022639129615588966,0.032610496388429416,0.047630649811746674,0.060531840702262654,0.0852365904921944,0.13295034351330456,121.73754003791578,1003.4188204669882,4.769938656189343e-16
3.0075187969924816e-06,160,31.41592653016304,31.41592653016304,-4.36104455457268e-08,-4.361044554487253e-08,-4.36104455457268e-08,-4.361044554487253e-08,0.022169821231746514,0.03206173574962711,0.04687531351605831,0.05953735136507124,0.08419387075559144,0.1317932128394341,0.022169821231746514,0.03206173574962711,0.04687531351605831,0.05953735136507124,0.08419387075559144,0.1317932128394341,123.21356531866837,1039.3868331074566,4.932941127660507e-16
3.508771929824562e-06,160,31.41592653016304,31.41592653016304,-5.280000055599546e-08,-5.280000055993076e-08,-5.280000055599546e-08,-5.280000055993076e-08,0.02195370583106941,0.03150326837996771,0.04614011069774921,0.05866946105951963,0.083082441688212,0.1307059276615603,0.02195370583106941,0.03150326837996771,0.04614011069774921,0.05866946105951963,0.083082441688212,0.1307059276615603,124.72485871895529,1076.6230726926776,5.093883015012251e-16
4.010025062656642e-06,160,31.41592653016304,31.41592653016304,-6.223981854795073e-08,-6.223981855205893e-08,-6.223981854795073e-08,-6.223981855205893e-08,0.021505366114464044,0.03098778471937887,0.04540329260103826,0.05784013440416083,0.08200440606995474,0.1295856691094919,0.021505366114464044,0.03098778471937887,0.04540329260103826,0.05784013440416083,0.08200440606995474,0.1295856691094919,126.27193174044122,1115.1721700630537,5.252686764051603e-16
4.511278195488723e-06,160,31.41592653016304,31.41592653016304,-7.188940092332291e-08,-7.188940092832099e-08,-7.188940092332291e-08,-7.188940092832099e-08,0.021159432477055765,0.030458506612027716,0.04465798860919173,0.05696059452731835,0.08085676264685512,0.12846742851829213,0.021159432477055765,0.030458506612027716,0.04465798860919173,0.05696059452731835,0.08085676264685512,0.12846742851829213,127.85529581852855,1155.0799050410435,5.409279264952859e-16
5.012531328320803e-06,160,31.415926530163034,31.415926530163034,-8.172135113098607e-08,-8.172135112928129e-08,-8.172135113098607e-08,-8.172135112928129e-08,0.020820974886464616,0.029973077208884806,0.043953668514037036,0.05607298457359489,0.07980599959970948,0.12733836354345454,0.020820974886464616,0.029973077208884806,0.043953668514037036,0.05607298457359489,0.07980599959970948,0.12733836354345454,129.47546383926644,1196.3933460388473,5.563637534751196e-16
5.5137844611528826e-06,160,31.415926530163034,31.415926530163034,-9.171674038506819e-08,-9.171674038060137e-08,-9.171674038506819e-08,-9.171674038060137e-08,0.020532660586775255,0.02945193718301808,0.043235598384297934,0.05519538926132499,0.07877265369714125,0.12624977395237746,0.020532660586775255,0.02945193718301808,0.043235598384297934,0.05519538926132499,0.07877265369714125,0.12624977395237746,131.1329511875669,1239.1609572880027,5.715765144638428e-16
6.015037593984963e-06,160,31.415926530163034,31.415926530163034,-1.0186209750263406e-07,-1.0186209749946868e-07,-1.0186209750263406e-07,-1.0186209749946868e-07,0.020045196038076342,0.02891468529763647,0.04255158796498012,0.05439638509720206,0.07766900614432888,0.1250855774910671,0.020045196038076342,0.02891468529763647,0.04255158796498012,0.05439638509720206,0.07766900614432888,0.1250855774910671,132.82827647615025,1283.4326847984653,5.865686555881761e-16
6.516290726817044e-06,160,31.41592653016303,31.41592653016303,-1.1214745761637453e-07,-1.1214745761369712e-07,-1.1214745761637453e-07,-1.1214745761369712e-07,0.01968863931114517,0.028445914983072147,0.04189368054395574,0.053502466147619596,0.07671756380974176,0.12395446538054859,0.01968863931114517,0.028445914983072147,0.04189368054395574,0.053502466147619596,0.07671756380974176,0.12395446538054859,134.56196205801783,1329.2600285221113,6.013437994107884e-16
7.017543859649124e-06,160,31.41592653016303,31.41592653016303,-1.2256509952849557e-07,-1.2256509953099368e-07,-1.2256509952849557e-07,-1.2256509953099368e-07,0.019515251462132236,0.028053620077236944,0.041155187210666466,0.05269749980553499,0.07559411150978726,0.12284967924378652,0.019515251462132236,0.028053620077236944,0.041155187210666466,0.05269749980553499,0.07559411150978726,0.12284967924378652,136.33453439205502,1376.6961056724956,6.159063121190751e-16
7.518796992481204e-06,160,31.415926530163027,31.415926530163027,-1.3310873014939674e-07,-1.3310873015638915e-07,-1.3310873014939674e-07,-1.3310873015638915e-07,0.0190527645599458,0.02745786429890389,0.040625315860158565,0.05189426307112648,0.07457201117905965,0.12175340341297189,0.0190527645599458,0.02745786429890389,0.040625315860158565,0.05189426307112648,0.07457201117905965,0.12175340341297189,138.14652430840366,1425.7957084603058,6.302611261203153e-16
8.020050125313284e-06,160,31.415926530163027,31.415926530163027,-1.437729587439715e-07,-1.4377295874301532e-07,-1.437729587439715e-07,-1.4377295874301532e-07,0.018749603977232694,0.027037781545945192,0.03981518525891558,0.05114259647444332,0.0735335376494647,0.12059974167614027,0.018749603977232694,0.027037781545945192,0.03981518525891558,0.05114259647444332,0.0735335376494647,0.12059974167614027,139.99846720461716,1476.6153583795717,6.444137442323781e-16
8.521303258145365e-06,160,31.415926530163024,31.415926530163024,-1.545529588659948e-07,-1.545529588662872e-07,-1.545529588659948e-07,-1.545529588662872e-07,0.01847220042064645,0.02664622054753571,0.03929127891595424,0.05025614546455771,0.07256513315414737,0.11945070996700755,0.01847220042064645,0.02664622054753571,0.03929127891595424,0.05025614546455771,0.07256513315414737,0.11945070996700755,141.89090319307618,1529.2133584318924,6.583705282412237e-16
9.022556390977446e-06,160,31.415926530163024,31.415926530163024,-1.6544425171755204e-07,-1.654442517150429e-07,-1.6544425171755204e-07,-1.654442517150429e-07,0.018208308377363855,0.026130426394804566,0.03851260550558489,0.04949247373375421,0.07156827608836945,0.11825809848256529,0.018208308377363855,0.026130426394804566,0.03851260550558489,0.04949247373375421,0.07156827608836945,0.11825809848256529,143.82437721308702,1583.6498441785054,6.721388199064432e-16
9.523809523809525e-06,160,31.415926530163024,31.415926530163024,-1.7644256799795302e-07,-1.764425680024611e-07,-1.7644256799795302e-07,-1.764425680024611e-07,0.01787160798893366,0.025823908904834943,0.038001883296151416,0.04869989362984927,0.0706115299665138,0.11710594886823816,0.01787160798893366,0.025823908904834943,0.038001883296151416,0.04869989362984927,0.0706115299665138,0.11710594886823816,145.79943911637048,1639.986834210442,6.857273067986976e-16
1.0025062656641605e-05,160,31.41592653016302,31.41592653016302,-1.8754376046784963e-07,-1.875437604690018e-07,-1.8754376046784963e-07,-1.875437604690018e-07,0.017516725318641593,0.025227257268362197,0.037349511693880295,0.048067855976373676,0.06956221483500373,0.11592261373753049,0.017516725318641593,0.025227257268362197,0.037349511693880295,0.048067855976373676,0.06956221483500373,0.11592261373753049,147.81664373150923,1698.2882803393522,6.991461030310864e-16
1.0526315789473686e-05,160,31.415926530163013,31.415926530163013,-1.9874374925052875e-07,-1.9874374925107876e-07,-1.9874374925052875e-07,-1.9874374925107876e-07,0.017146673542912615,0.02491044185255392,0.03673721990251441,0.047189834964740975,0.06859512704723117,0.11485051423278102,0.017146673542912615,0.02491044185255392,0.03673721990251441,0.047189834964740975,0.06859512704723117,0.11485051423278102,149.87655091083917,1758.6201177643816,7.124069113966879e-16
1.1027568922305765e-05,160,31.415926530163013,31.415926530163013,-2.1003848825380491e-07,-2.100384882519945e-07,-2.1003848825380491e-07,-2.100384882519945e-07,0.016995182165293835,0.02439349536334219,0.036085885584493486,0.04654004650379343,0.06754711882696147,0.11365562664555846,0.016995182165293835,0.02439349536334219,0.036085885584493486,0.04654004650379343,0.06754711882696147,0.11365562664555846,151.97972556188247,1821.0503152978072,7.255229673589346e-16
