step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.05,R_0.1,R_0.2,R_0.3,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,320000,10,31.41592653589793,31.41592653589793,-3.463901100862654e-06,-0.000155928592081202,0.27156240698250256,0.027156240698250254,0.011881911033083784,0.10900417897073389,0.024574617640671054,0.03531648453669666,0.05141695880183464,0.06499855246867786,0.09052080232750084,0.13817388948698514,0.16545772018321694,0.23475699362223362,160000,256000,288000,3.333333333333333,856.84084607109,427.6553582732382,115.14655722735348,115.14655722735348,0.02525625,0.7516332676048386,0,0,0.7516332676048386,0.7516332676048386,2376.8730907861423,2376.8730907861423,current_fourier,nan,nan,115.37794840014008,115.12899787899596,959.4834366961765,50.0,0.70609375,116.16393680947235,115.1797984426649,1176.265408520876,12.5,0.75953125
5,1e-06,320000,10,31.41592653589793,31.41592653589793,-6.40021574318993e-06,-0.00015014893393637728,0.2652522461175314,0.02652522461175314,0.011530314049229025,0.10737929991031338,0.023771826321866377,0.03414256489156363,0.0498416910170403,0.06320421054592895,0.08841741537251047,0.1360871273016521,0.1636426189805175,0.2339603101682624,160000,256000,288000,3.333333333333333,917.8024002457473,429.08745318346485,117.71106362682616,117.71106362682616,0.0297125,0.7557119140769786,0,0,0.7557119140769786,0.7557119140769786,2389.770903408715,2389.770903408715,current_fourier,nan,nan,117.95875198840565,117.70904620527554,1030.7440560435753,50.0,0.7053125,118.70983863974733,117.71256394064591,1284.7019740043525,12.5,0.7601171875
10,2e-06,320000,10,31.41592653589793,31.41602471066836,-1.4653688246743963e-05,-0.00013989471019103212,0.2587971593812881,0.025879715938128812,0.011184895939794654,0.10575866839079742,0.022885667773102053,0.03304289474990847,0.04829746746172716,0.061401523486739565,0.08626571979376271,0.13396185023042168,0.16189416495095726,0.23305951289287985,160000,256000,288000,3.3333333333333335,987.0064231106845,430.08594735875215,120.41768952315711,120.41768952315711,0.035056140449561096,0.7567724126522642,0,0,0.7567724126522642,0.7567724126522642,2393.1244943619818,2393.1244943619818,current_fourier,nan,nan,120.64062510365073,120.39632781990832,1066.7994316329275,50.0,0.70515625,121.38049370018202,120.43955843948427,1240.939182050214,12.5,0.7603125
15,3e-06,320000,10,31.41592653589793,31.41612288543878,-1.653382250391314e-05,-0.0001332831421420725,0.2526045018357004,0.025260450183570038,0.010847357514084556,0.10415064816929637,0.022145367581204636,0.03192870551027694,0.046770973777818504,0.059567988009964434,0.08420150061190013,0.1318299676415481,0.15996721068012917,0.2324735352244719,160000,256000,288000,3.3333333333333335,1065.7084916596916,430.4910176309521,123.27219314905147,123.27219314905147,0.04075599527502953,0.7634174786839315,0,0,0.7634174786839315,0.7634174786839315,2414.138038224267,2414.138038224267,current_fourier,nan,nan,123.48152354120668,123.25585526299402,1172.644082571019,50.0,0.70296875,124.19423712917927,123.25018914674784,1436.7790346763827,12.5,0.7609765625
20,4e-06,320000,10,31.41592653589793,31.41612288543878,-1.5690394084076475e-05,-0.00012090551557868072,0.24629505503891358,0.02462950550389136,0.010515334169631326,0.10254430344797963,0.021394308698783147,0.03086192961000454,0.04527417826313096,0.057831898481222374,0.08209835167963786,0.12967949973900753,0.1580670108183242,0.23171508826430665,160000,256000,288000,3.333333333333333,1150.5540777378114,430.2700844640012,126.300665587475,126.300665587475,0.04762157736514147,0.7679942477381765,0,0,0.7679942477381765,0.7679942477381765,2428.6110527602555,2428.6110527602555,current_fourier,nan,nan,126.51840901033188,126.28465469853273,1234.7960964230667,50.0,0.70265625,127.19778451393614,126.28310278294302,1399.649648704463,12.5,0.761796875
25,4.9999999999999996e-06,320000,10,31.41592653589793,31.41602471066836,-1.6726875388748443e-05,-0.00010896837297893095,0.24009543991445512,0.02400954399144551,0.010191305728988739,0.10095199715205608,0.020738108385968516,0.02982990347325975,0.04382040663526054,0.056123941660302094,0.08003181330481837,0.12751142654173753,0.1562015293817266,0.23095334900783349,160000,256000,288000,3.3333333333333335,1237.7513595037847,428.6962947229347,129.48422400373147,129.48422400373147,0.05495920325248983,0.7734898235273093,0,0,0.7734898235273093,0.7734898235273093,2445.9895893079924,2445.9895893079924,current_fourier,nan,nan,129.69098984413196,129.46289428548326,1327.5958133318977,50.0,0.703125,130.36885954682424,129.47203500732462,1552.5665599681722,12.5,0.7628515625
30,6e-06,320000,10,31.41592653589793,31.41602471066836,-2.0933613064823148e-05,-9.791112808454445e-05,0.23400105384679454,0.023400105384679452,0.009875112068657639,0.09937359844877129,0.02003206648268291,0.028849510024905545,0.04239726781932657,0.05440779307312982,0.07800035128226485,0.1253101796553239,0.15431167491289607,0.2304114077167855,160000,256000,288000,3.3333333333333335,1335.437324642967,428.84826158865485,132.85358701644444,132.85358701644444,0.06312480273499145,0.7793488550808232,0,0,0.7793488550808232,0.7793488550808232,2464.5174738998912,2464.5174738998912,current_fourier,nan,nan,133.0371931135577,132.81772839072977,1443.2676595722633,50.0,0.70296875,133.73711388912295,132.83998626993807,1733.0010513519221,12.5,0.7622265625
35,7e-06,320000,10,31.41592653589793,31.41612288543878,-1.6780564399268646e-05,-8.877215356244485e-05,0.2279867242195718,0.02279867242195718,0.009565819596497478,0.09780500803382963,0.019415256995365587,0.027859929406202976,0.04095866802003813,0.05271858433003514,0.07599557473985727,0.12308852582334766,0.15234394213755756,0.22973719039258256,160000,256000,288000,3.3333333333333335,1442.559207519851,430.81202751043594,136.42061659299063,136.42061659299063,0.07214642408484948,0.7867101248000793,0,0,0.7867101248000793,0.7867101248000793,2487.7958526835687,2487.7958526835687,current_fourier,nan,nan,136.6115462108317,136.38656167056078,1601.087735868996,50.0,0.7015625,137.2642588845888,136.38602664636718,1838.889223872517,12.5,0.762578125
40,8e-06,320000,10,31.41592653589793,31.41612288543878,-1.6253040824736222e-05,-7.823175522909571e-05,0.2220764976461074,0.02220764976461074,0.009265885134443104,0.09625946776521832,0.018818889870595695,0.026914555359320316,0.03963587462911622,0.05105538176307094,0.07402549921536913,0.12089155406895517,0.15035979189392482,0.22943028156908926,160000,256000,288000,3.3333333333333335,1561.536855187977,430.62347838364997,140.16594715948798,140.16594715948798,0.08198386260085874,0.8048083096384956,0,0,0.8048083096384956,0.8048083096384956,2545.027338287691,2545.027338287691,current_fourier,nan,nan,140.33530315507332,140.126453113311,1685.1211044576653,50.0,0.70078125,140.96819091299122,140.10058899059464,1906.764231791617,12.5,0.7639453125
45,9e-06,320000,10,31.41592653589793,31.41612288543878,-1.7626982530854145e-05,-6.91493686464255e-05,0.21603488757686629,0.02160348875768663,0.00897350234282338,0.09472857194544516,0.018164827907045298,0.02602652687223552,0.038309091046295686,0.04946813097784969,0.07201162919228876,0.11867773635727508,0.14845869241369244,0.22899056612104665,160000,256000,288000,3.333333333333333,1701.2706645344617,428.65374942601846,144.13993778114616,144.13993778114616,0.09336816644895969,0.8103180524653139,0,0,0.8103180524653139,0.8103180524653139,2562.450674942211,2562.450674942211,current_fourier,nan,nan,144.30154447233883,144.09566830092032,1788.2134617844572,50.0,0.699375,144.93757948187542,144.1235699753809,2074.510268805369,12.5,0.76296875
