t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,3,80000,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0002025605521145811,0.0,0.0,0.0,0
0.02,3,80000,1593,10.0,0.199125,0.19801326693244747,0.0,0.0011117330675525228,0.005614437278749571,0.00020526223746532922,3.962792634326378e-05,0.012794708657639093,0.0932083895319273,1593
0.04,3,80000,3091,10.0,0.386375,0.39210560847676823,0.0,0.005730608476768206,0.014614961767647702,0.00014474839027557945,4.395328195960563e-05,0.015309400287730177,0.13050179439846682,3091
0.06,3,80000,4622,10.0,0.57775,0.5823546641575128,0.0,0.004604664157512817,0.007906975664347674,0.00014543276330017304,3.475196937672668e-05,0.014354413223745244,0.15223056272964752,4622
0.08,3,80000,6131,10.0,0.766375,0.7688365361336424,0.0,0.002461536133642417,0.003201637822808335,0.00015575325496039173,5.133137205725364e-05,0.014749236056097601,0.1613079999641836,6131
0.1,3,80000,7585,10.0,0.948125,0.9516258196404048,0.0,0.0035008196404048286,0.003678777486016194,0.00024315844251522227,7.19749846683836e-05,0.020679721707966003,0.16972477198043107,7585
0.12,3,80000,8944,10.0,1.118,1.1307956328284252,0.0,0.012795632828425108,0.01131560156137124,0.00027657039369517945,8.198808322771904e-05,0.0164226588215876,0.16172866891144674,8944
0.14,3,80000,10320,10.0,1.29,1.3064176460119414,0.0,0.0164176460119414,0.012566919975445075,0.00034423528473066946,8.208835492220696e-05,0.01656621837684852,0.15355514236131065,10320
0.16,3,80000,11654,10.0,1.45675,1.4785621103378865,0.0,0.021812110337886548,0.014752244890748596,0.00034928721961120264,9.584865030611828e-05,0.017950610998185713,0.15131848371960885,11654
0.18,3,80000,12958,10.0,1.61975,1.64729788588728,0.0,0.027547885887279966,0.016723074875095778,0.00029353015462225696,0.00012058323041777746,0.023552291289373323,0.14901027750287435,12958
0.2,3,80000,14295,10.0,1.786875,1.8126924692201818,0.0,0.0258174692201818,0.014242608527682825,0.0002588526441036236,0.00012244748260433223,0.024398818084672088,0.14055657479718794,14295
0.22,3,80000,15591,10.0,1.9488750000000001,1.974812020375215,0.0,0.025937020375214948,0.0131339186249671,0.00024252596424419962,9.768367254159813e-05,0.023049323948596524,0.135801475181659,15591
0.24,3,80000,16945,10.0,2.118125,2.1337213893344664,0.0,0.015596389334466387,0.007309477897360859,0.00019579949913637714,0.0001053936738296896,0.019351112648383417,0.13203282173018244,16945
0.26,3,80000,18079,10.0,2.259875,2.2894841419643375,0.0,0.029609141964337393,0.01293266960081814,0.00021379051670032936,0.00012479663013369752,0.01728981507892915,0.12558038776360209,18079
0.28,3,80000,19289,10.0,2.411125,2.4421625854427456,0.0,0.031037585442745375,0.012709057794822655,0.00022423220921731374,0.00014081994530789705,0.02115491131373843,0.12116042682447625,19289
0.3,3,80000,20559,10.0,2.569875,2.5918177931828215,0.0,0.02194279318282133,0.008466178926827644,0.00017894886491076238,0.00010715969203405386,0.017908087182553368,0.11446083807629472,20559
0.32,3,80000,21720,10.0,2.715,2.7385096292630906,0.0,0.023509629263090748,0.008584826217834766,0.00020604378075758897,0.000135972699418169,0.016341858903589246,0.10806465175372981,21720
0.34,3,80000,22937,10.0,2.867125,2.8822967723739037,0.0,0.015171772373903547,0.005263778705690963,0.00020800399297555682,0.00011134780853169211,0.017341079372157637,0.10237925470796926,22937
0.36,3,80000,24087,10.0,3.010875,3.0232367392896897,0.0,0.012361739289689755,0.004088908794021255,0.00019239913405797552,0.00010946923496098963,0.021843630613913822,0.10001674590022631,24087
0.38,3,80000,25220,10.0,3.1525,3.1613859078764417,0.0,0.008885907876441834,0.0028107634231882353,0.00018823855199416996,0.00012857130732109879,0.019730147978712007,0.09706069926976639,25220
0.4,3,80000,26287,10.0,3.285875,3.2967995396436067,0.0,0.010924539643606845,0.0033136802866660857,0.0001717037664806724,0.00013017859095204202,0.018683013208742254,0.09269671136529471,26287
0.42,3,80000,27256,10.0,3.407,3.4295318018494325,0.0,0.022531801849432487,0.006569935242263051,0.00017718468857644097,0.00013568732276584614,0.02037474185778849,0.090140149854276,27256
0.44,3,80000,28263,10.0,3.532875,3.559635789168587,0.0,0.026760789168586818,0.007517844732884106,0.0001819403433770446,0.00015518395394076095,0.0196910667733283,0.08561719829211431,28263
0.46,3,80000,29275,10.0,3.6593750000000003,3.6871635449307405,0.0,0.027788544930740233,0.0075365642429788705,0.00020356275993382942,0.00013819683304435893,0.015060115987363187,0.08199630929518625,29275
0.48,3,80000,30252,10.0,3.7815,3.8121660819385914,0.0,0.03066608193859155,0.00804426703334945,0.00020536897434834893,0.00014225474997995663,0.018374366330727605,0.07962673097831843,30252
0.5,3,80000,31284,10.0,3.9105,3.9346934028736658,0.0,0.024193402873665892,0.006148739023985063,0.00015830753029539608,0.0001498846314793545,0.018422844511556895,0.07648767108998668,31284
0.52,3,80000,32318,10.0,4.03975,4.054794520298057,0.0,0.015044520298057584,0.0037103039926550214,0.00015969344348408046,0.00015382450546384444,0.016837438120668857,0.0729998644848958,32318
0.54,3,80000,33213,10.0,4.151625,4.172517476260103,0.0,0.020892476260103265,0.005007163272286528,0.00017315599247755753,0.00014112399217928288,0.019306406453363803,0.0710345137369422,33213
