method,resolution,seed_group,q,q_set,window_start,window_end,quantity,alpha,beta,T_est,R2_fit,n_points,valid_fit,invalid_reason
particle,80000,mean,0.2,0.2,6e-05,0.00011,Rq2,0.0002835937525743265,1.2967042842290137,0.00021870349008906365,0.4700896212868281,50,False,R2<0.9 (curved)
particle,80000,mean,0.2,0.2,7e-05,0.00012,Rq2,0.00018392258614106908,0.16731188569878208,0.0010992798591260389,0.01228614974496578,51,False,R2<0.9 (curved)
particle,80000,mean,0.3,0.3,4e-05,9e-05,Rq2,0.0004985174578017036,3.6511550562542365,0.00013653691780297566,0.907877071420498,50,True,
particle,80000,mean,0.3,0.3,5e-05,0.0001,Rq2,0.0004164929047977753,2.5353761845202105,0.00016427262642154682,0.9432486039306757,50,True,
particle,80000,mean,0.3,0.3,6e-05,0.00011,Rq2,0.00034958065640697483,1.6566663026303956,0.00021101452709693143,0.70587828773923,50,False,R2<0.9 (curved)
particle,80000,mean,0.3,0.3,7e-05,0.00012,Rq2,0.00024096914591027223,0.4040879773915308,0.0005963284220079413,0.07136491208230311,51,False,R2<0.9 (curved)
particle,80000,ens,-1,,4e-05,9e-05,L2,4.913602776290862e-06,0.06149756165621914,7.989914793302961e-05,0.556362007714583,50,False,R2<0.9 (curved)
particle,80000,ens,-1,,5e-05,0.0001,L2,1.2268218751216791e-06,0.012063861206208185,0.00010169396465622003,0.6735519402844121,50,False,R2<0.9 (curved)
particle,80000,ens,-1,,6e-05,0.00011,L2,6.596682606602125e-07,0.005281639804127038,0.00012489838101885557,0.9215389909842221,50,True,
particle,80000,ens,-1,,7e-05,0.00012,L2,4.722103404122119e-07,0.0031699399159073873,0.00014896507597590944,0.7780712611293185,51,False,R2<0.9 (curved)
particle,320000,mean,0.1,"0.1,0.2,0.3",4e-05,9e-05,Rq2,0.00011667557498180332,0.7786909720221348,0.0001498355306198243,0.6034296651527566,50,False,R2<0.9 (curved)
particle,320000,mean,0.1,"0.1,0.2,0.3",5e-05,0.0001,Rq2,0.00010365970408360619,0.6431245157231379,0.00016118139108264255,0.5839101085149818,50,False,R2<0.9 (curved)
particle,320000,mean,0.1,"0.1,0.2,0.3",6e-05,0.00011,Rq2,0.00010445451634881868,0.6760952568808926,0.00015449674477929431,0.6026833258725384,50,False,R2<0.9 (curved)
particle,320000,mean,0.1,"0.1,0.2,0.3",7e-05,0.00012,Rq2,0.0001224239602972605,0.844659978757802,0.00014493874858058638,0.7927522502052491,51,False,R2<0.9 (curved)
particle,320000,mean,0.2,"0.1,0.2,0.3",4e-05,9e-05,Rq2,0.00028576001970369855,2.4695300952082704,0.00011571432972538797,0.8562919590835322,50,False,R2<0.9 (curved)
particle,320000,mean,0.2,"0.1,0.2,0.3",5e-05,0.0001,Rq2,0.00023601025689943937,1.82734656540168,0.00012915462308462573,0.9140107187603925,50,True,
particle,320000,mean,0.2,"0.1,0.2,0.3",6e-05,0.00011,Rq2,0.00022120250705779645,1.6667544209453085,0.00013271451647468277,0.9319005539984513,50,True,
particle,320000,mean,0.2,"0.1,0.2,0.3",7e-05,0.00012,Rq2,0.00022463767274689443,1.6655385421576188,0.0001348738963770169,0.9279378998290878,51,True,
particle,320000,mean,0.3,"0.1,0.2,0.3",4e-05,9e-05,Rq2,0.0004912996174055855,4.5873575334753145,0.00010709861043540335,0.9075833722625205,50,True,
particle,320000,mean,0.3,"0.1,0.2,0.3",5e-05,0.0001,Rq2,0.00039159072933453334,3.241280897763313,0.00012081357391911187,0.9711108599354378,50,True,
particle,320000,mean,0.3,"0.1,0.2,0.3",6e-05,0.00011,Rq2,0.0003590143761692331,2.8585350336219877,0.00012559383458537982,0.9879775422408539,50,True,
particle,320000,mean,0.3,"0.1,0.2,0.3",7e-05,0.00012,Rq2,0.0003330502941512933,2.5340074846972134,0.00013143224562775483,0.9422396545214684,51,True,
particle,320000,mean,0.2,"0.2,0.3",4e-05,9e-05,Rq2,0.00028576001970369855,2.4695300952082704,0.00011571432972538797,0.8562919590835322,50,False,R2<0.9 (curved)
particle,320000,mean,0.2,"0.2,0.3",5e-05,0.0001,Rq2,0.00023601025689943937,1.82734656540168,0.00012915462308462573,0.9140107187603925,50,True,
particle,320000,mean,0.2,"0.2,0.3",6e-05,0.00011,Rq2,0.00022120250705779645,1.6667544209453085,0.00013271451647468277,0.9319005539984513,50,True,
particle,320000,mean,0.2,"0.2,0.3",7e-05,0.00012,Rq2,0.00022463767274689443,1.6655385421576188,0.0001348738963770169,0.9279378998290878,51,True,
particle,320000,mean,0.3,"0.2,0.3",4e-05,9e-05,Rq2,0.0004912996174055855,4.5873575334753145,0.00010709861043540335,0.9075833722625205,50,True,
particle,320000,mean,0.3,"0.2,0.3",5e-05,0.0001,Rq2,0.00039159072933453334,3.241280897763313,0.00012081357391911187,0.9711108599354378,50,True,
