t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,R_0_2,R_0_5,R_0_8,cov_eig0,cov_eig1,cov_eig2,drift_resolution_number
0.0,5,100000,0,72.0,0.0,0.0,0.0,0.0,0,0.45333134003175796,0.69399996281813,0.9694664988614003,0.20361427179290822,0.20323546326959868,0.20109054750707556,0.0
0.04,5,100000,4050,72.0,2.9160000000000004,2.8231603810327313,0.0,1.1468847661527164,4050,0.5043361365847961,0.7928141687620438,1.1290236579190718,0.2739247485184213,0.2732373504402661,0.269334888563022,0.004274320148701378
0.08,5,100000,7823,72.0,5.632560000000001,5.535623060162226,0.0,1.453514959232904,7823,0.5298895073976353,0.8570457315387254,1.2576817828481015,0.3334951255927814,0.3310247528730303,0.3299239401472123,0.0054213158942141996
0.12,5,100000,11320,72.0,8.150400000000001,8.141728556364662,0.0,1.5760841014989988,11320,0.5457375628098513,0.9089987440964789,1.3588117014831298,0.38760446391116715,0.3857472276910792,0.3808734763880196,0.006000328148158289
0.16,5,100000,14752,72.0,10.621440000000002,10.645647194432783,0.0,1.6775330324631759,14752,0.563182230616661,0.9557428231999522,1.4528839487186447,0.43864377440264285,0.4372178215649093,0.43351550219525875,0.0065212101617103686
0.2,5,100000,18108,72.0,13.03776,13.05138577838531,0.0,1.7428409663458446,18108,0.5766539648802749,0.9932660538139497,1.5416232695333845,0.49110999258935,0.4868984462295723,0.4835784554135999,0.006840214548766466
0.24,5,100000,21409,72.0,15.414480000000001,15.362794003208158,0.0,1.7446332834743037,21409,0.584750354815791,1.0366462210591405,1.6195009580057782,0.5401394312482234,0.5356992386242408,0.5325217520299851,0.006911925810057441
0.28,5,100000,24442,72.0,17.59824,17.583570615187767,0.0,1.6096096740363324,24442,0.6027869633239463,1.0714606507430795,1.6957567557641087,0.5900333169648797,0.5848006731548078,0.5806185747422798,0.006837023493750889
0.32,5,100000,27342,72.0,19.68624,19.71726933069425,0.0,1.5849368800623675,27342,0.6193879990224621,1.1080323313636162,1.767320986125684,0.6390214974099874,0.6350127257537808,0.630202318697701,0.00639454382779399
0.36,5,100000,29995,72.0,21.596400000000003,21.767304522885766,0.0,1.583608697499854,29995,0.6368722590870232,1.1443911088879715,1.8350099525458456,0.6878144154408927,0.6858638000252665,0.6787509215791291,0.007316660558692953
0.4,5,100000,32900,72.0,23.688000000000002,23.736956685433967,0.0,1.5279397491305369,32900,0.6534712251655687,1.1805283575892147,1.9014226799695084,0.7376401531834615,0.7363768845200235,0.7251275981917186,0.006466899759518256
0.44,5,100000,35580,72.0,25.617600000000003,25.629377682013825,0.0,1.4519505282645595,35580,0.6678727252681017,1.2154186962969376,1.9627166944051548,0.7864702034672119,0.785944513178002,0.7725979937311953,0.006829279690238028
0.48,5,100000,37991,72.0,27.353520000000003,27.44759578995786,0.0,1.411147323440736,37991,0.6929144699160951,1.2487714586633691,2.0273735638844044,0.8422059663464786,0.8380390880015081,0.8232223933086706,0.006282881292149315
0.52,5,100000,40466,72.0,29.135520000000003,29.194520546146013,0.0,1.3161435370472128,40466,0.7107719250260762,1.285896943623241,2.090433570257465,0.8959676043382236,0.8880813613864627,0.8736845143448146,0.006143286304691709
0.56,5,100000,42808,72.0,30.82176,30.87294740288533,0.0,1.297529533176174,42808,0.7356937785728569,1.3232954392523637,2.1448122717292333,0.9502651571581171,0.9400464030376353,0.9253228432426188,0.005693359876299502
0.6,5,100000,45008,72.0,32.40576,32.4855622012301,0.0,1.2099892863219641,45008,0.7566645423497944,1.3619105492158237,2.2093669165356813,1.0038101855976804,0.9921641593671423,0.9781425459364815,0.005028472349462963
0.64,5,100000,47138,72.0,33.93936,34.0349454689005,0.0,1.1335764022971986,47138,0.7767219041063486,1.3986817748410145,2.2672621865178644,1.0568486310683347,1.0481437785483225,1.0318360505881237,0.004927555948016319
0.68,5,100000,49038,72.0,35.30736,35.52357654967755,0.0,1.0852362219735323,49038,0.8005278284039634,1.4363430798345618,2.324004599548128,1.1153266179341508,1.1015127146483956,1.0891151890569877,0.005293634534838796
0.72,5,100000,51052,72.0,36.75744,36.95383757088204,0.0,1.006830504731369,51052,0.8271082945584313,1.4751484838084574,2.3752784230883317,1.1696064849312986,1.1560323155044003,1.1436174854579386,0.0044467785103071865
0.76,5,100000,53010,72.0,38.1672,38.32801725528653,0.0,0.9972339602741105,53010,0.8508440403185423,1.510027581545836,2.43125525688384,1.2246387597043753,1.2097426514928264,1.2014109000516868,0.004989744079630979
0.8,5,100000,54774,72.0,39.43728,39.64831458356005,0.0,0.975570757443315,54774,0.8733005958109719,1.5496078282508345,2.487713222524978,1.2768797715808085,1.2660038778593,1.262544194224213,0.004972420974401992
0.84,5,100000,56485,72.0,40.669200000000004,40.916842313106265,0.0,0.8807503207222432,56485,0.8997021999388125,1.5882259182458358,2.544031394556372,1.3349350063425007,1.3222308604339181,1.3209461863033292,0.004371200659315341
0.88,5,100000,58146,72.0,41.865120000000005,42.13563035892614,0.0,0.8297033943200812,58146,0.9208184084568024,1.6298400869264784,2.5965047490046738,1.3912697953690705,1.3819264334821537,1.380405977687825,0.004434380177376925
0.92,5,100000,59832,72.0,43.079040000000006,43.30662904191499,0.0,0.781751454311687,59832,0.9491407790261451,1.6652603852179717,2.6478803218199736,1.4462074308295052,1.441063033579924,1.4389314675391356,0.00445387719212076
0.96,5,100000,61420,72.0,44.2224,44.43171220979194,0.0,0.7445891179006631,61420,0.9744000092422779,1.699272343680573,2.7029460156704865,1.5070296196806412,1.5002160282887593,1.4983463063547633,0.004672556152240369
1.0,5,100000,62928,72.0,45.30816,45.51268023565615,0.0,0.730543154284734,62928,1.0026175057372604,1.7415730126503015,2.7484656739141755,1.570167535346341,1.5622487529256486,1.5561700556032114,0.0037849424051623693
1.04,5,100000,64412,72.0,46.37664,46.55126289896783,0.0,0.6852976996090966,64412,1.0299303605441485,1.78000574065825,2.8009099947208,1.6322358633233818,1.625530700863251,1.6165765411191906,0.0038686040415276896
