N,t,S_L2,peak,umin,mass_u,mass_v
320,0.0,114.86813748577772,840.2294489451789,4.662094662272683e-16,31.415926530163063,31.41563796030767
320,6.688963210702341e-07,116.6192793595978,880.760466263996,5.209255506406948e-16,31.415926530163052,31.415637960500685
320,1.3377926421404683e-06,118.42911428554794,923.1193684821163,5.636901570621881e-16,31.41592653016305,31.415637960693704
320,2.0066889632107025e-06,120.29890936761919,967.4761302032881,6.00195324194686e-16,31.415926530163045,31.415637960886723
320,2.6755852842809365e-06,122.22982997431744,1013.9302405629434,6.323864068102137e-16,31.415926530163038,31.415637961079742
320,3.3444816053511705e-06,124.2230453708091,1062.578799687674,6.615773629288778e-16,31.415926530163034,31.415637961272758
320,4.013377926421405e-06,126.2797371382152,1113.5225725283701,6.886492870225047e-16,31.415926530163027,31.41563796146577
320,4.682274247491639e-06,128.4011002184851,1166.866643276822,7.141952135451019e-16,31.41592653016302,31.415637961658792
320,5.351170568561873e-06,130.58834339342218,1222.7206223737387,7.386199581762849e-16,31.415926530163013,31.415637961851804
320,6.0200668896321075e-06,132.84268970871247,1281.1988199098798,7.622052848250183e-16,31.415926530163006,31.415637962044826
320,6.688963210702341e-06,135.16537687700693,1342.4204198390814,7.851517570451507e-16,31.415926530163002,31.415637962237838
320,7.3578595317725755e-06,137.55765765807192,1406.5096578294892,8.076055826085613e-16,31.415926530162995,31.415637962430853
320,8.02675585284281e-06,140.02080021135302,1473.5960028167453,8.296759409400064e-16,31.415926530162995,31.415637962623876
320,8.695652173913044e-06,142.55608841615515,1543.8143420787535,8.514462905151734e-16,31.415926530162988,31.415637962816888
320,9.364548494983277e-06,145.16482215470393,1617.3051696046714,8.729818530817609e-16,31.41592653016298,31.4156379630099
320,1.0033444816053512e-05,147.8483175534397,1694.2147774917253,8.94334649343467e-16,31.415926530162974,31.415637963202915
320,1.0702341137123746e-05,150.60790717798437,1774.6954500642476,9.155469477827706e-16,31.415926530162967,31.415637963395934
320,1.137123745819398e-05,153.44494017731773,1858.9056603693568,9.366536700447942e-16,31.415926530162967,31.41563796358895
320,1.2040133779264215e-05,156.36078237279438,1947.010268658184,9.576840990744455e-16,31.415926530162956,31.415637963781965
320,1.2709030100334448e-05,159.35681628772903,2039.180722418335,9.786631136293006e-16,31.415926530162952,31.415637963974984
320,1.3377926421404682e-05,162.4344411133743,2135.595257473291,9.996120960428048e-16,31.41592653016295,31.415637964167995
320,1.4046822742474917e-05,165.59507260720775,2236.439099615173,1.0205496114166915e-15,31.41592653016294,31.415637964361014
320,1.4715719063545151e-05,168.84014291953991,2341.9046661848834,1.0414919249328158e-15,31.41592653016294,31.415637964554026
320,1.5384615384615384e-05,172.17110034454797,2452.1917669601485,1.0624534031502195e-15,31.41592653016293,31.415637964747045
320,1.605351170568562e-05,175.58940899193286,2567.507803656251,1.0834468310729751e-15,31.415926530162924,31.415637964940053
320,1.6722408026755853e-05,179.09654837549436,2688.067967288111,1.1044836670840239e-15,31.41592653016292,31.41563796513307
320,1.739130434782609e-05,182.69401291501754,2814.0954325862745,1.1255742511044933e-15,31.415926530162917,31.415637965326084
320,1.806020066889632e-05,186.3833113479701,2945.821548600873,1.1467279766523796e-15,31.415926530162906,31.415637965519096
320,1.8729096989966554e-05,190.1659660476242,3083.4860245712816,1.1679534342464599e-15,31.415926530162903,31.41563796571212
320,1.939799331103679e-05,194.04351224434163,3227.33711008562,1.1892585314165204e-15,31.415926530162903,31.415637965905127
320,2.0066889632107023e-05,198.0174971469006,3377.6317684978476,1.2106505930881695e-15,31.415926530162892,31.41563796609814
320,2.073578595317726e-05,202.0894789609003,3534.635842520042,1.2321364454072268e-15,31.415926530162885,31.415637966291158
320,2.1404682274247492e-05,206.26102580145633,3698.6242108616284,1.2537224854286033e-15,31.41592653016288,31.41563796648417
320,2.2073578595317725e-05,210.53371449760428,3869.880934742552,1.2754147374202776e-15,31.41592653016287,31.415637966677185
320,2.274247491638796e-05,214.90912928605772,4048.6993930704625,1.2972188973855369e-15,31.41592653016287,31.415637966870197
320,2.3411371237458194e-05,219.38886039223144,4235.382405041873,1.3191403690471465e-15,31.415926530162867,31.41563796706321
320,2.408026755852843e-05,223.97450249673773,4430.242338906669,1.3411842945039763e-15,31.415926530162857,31.415637967256224
320,2.4749163879598663e-05,228.6676530859014,4633.601205619028,1.363355581646573e-15,31.41592653016285,31.415637967449236
320,2.5418060200668895e-05,233.46991068522,4845.790736097724,1.3856589277176908e-15,31.415926530162842,31.415637967642247
320,2.608695652173913e-05,238.38287297512088,5067.152440829215,1.408098836804069e-15,31.41592653016284,31.415637967835263
320,2.6755852842809364e-05,243.40813478884354,5298.037650569128,1.4306796296574763e-15,31.415926530162835,31.41563796802827
320,2.74247491638796e-05,248.54728599280148,5538.807536934803,1.4534054461388082e-15,31.41592653016283,31.415637968221287
320,2.8093645484949833e-05,253.8019092503596,5789.8331117371135,1.4762802426012485e-15,31.415926530162825,31.4156379684143
320,2.8762541806020066e-05,259.17357767060173,6051.495203975932,1.4993077878010663e-15,31.415926530162817,31.415637968607314
320,2.9431438127090302e-05,264.6638523443544,6324.1844135016945,1.5224916610440912e-15,31.41592653016281,31.415637968800326
320,3.0100334448160535e-05,270.27427977048893,6608.301040469863,1.5458352554028213e-15,31.41592653016281,31.41563796899333
320,3.076923076923077e-05,276.00638917632995,6904.254989837782,1.5693417874272588e-15,31.415926530162803,31.415637969186353
320,3.1438127090301004e-05,281.861689736868,7212.465650301913,1.5930143132896117e-15,31.4159265301628,31.41563796937936
320,3.210702341137124e-05,287.84166769839254,7533.361747259547,1.6168557501001283e-15,31.415926530162793,31.415637969572376
320,3.277591973244147e-05,293.9477834131346,7867.381169556578,1.6408689003873971e-15,31.415926530162785,31.41563796976538
320,3.3444816053511705e-05,300.18146829253084,8214.970770012695,1.6650564774790797e-15,31.415926530162785,31.415637969958393
320,3.411371237458194e-05,306.5441216877774,8576.586139953308,1.6894211296700413e-15,31.415926530162775,31.41563797015141
320,3.478260869565218e-05,313.03710770744703,8952.691358218039,1.7139654614864513e-15,31.415926530162768,31.415637970344417
320,3.545150501672241e-05,319.66175198306354,9343.758715416363,1.7386920509085292e-15,31.415926530162768,31.415637970537425
320,3.612040133779264e-05,326.41933839467737,9750.268414474189,1.7636034619788829e-15,31.415926530162757,31.415637970730437
