F,chi,M,seed,aborted,R05_0,R05_T,R05_ratio,t_focus10,t_turn,Cdrift_max,occ_max,Nu
96.0,1.0,96.0,0,False,0.6898061142379389,0.1260474749035322,0.1827288455434796,0.32,0.2,0.24242916515747612,17204,20000
