t,N,M_raw,M_clip,xc_x_raw,xc_y_raw,xc_x_clip,xc_y_clip,R_0.05_raw,R_0.1_raw,R_0.2_raw,R_0.3_raw,R_0.5_raw,R_0.8_raw,R_0.05_clip,R_0.1_clip,R_0.2_clip,R_0.3_clip,R_0.5_clip,R_0.8_clip,S_L2,peak,u_min
0.0,160,31.415926530163055,31.415926530163055,-3.715470693312216e-18,-7.06789929343137e-18,-3.715470693312216e-18,-7.06789929343137e-18,0.024632978575408297,0.03541412660007283,0.05155006202258168,0.06516399582321002,0.09083712725173203,0.13842021618968808,0.024632978575408297,0.03541412660007283,0.05155006202258168,0.06516399582321002,0.09083712725173203,0.13842021618968808,114.86812863545481,840.9149381491904,4.00596683804684e-16
5.012531328320803e-07,160,31.415926530163052,31.415926530163052,-5.040619014036495e-09,-5.040619015283274e-09,-5.040619014036495e-09,-5.040619015283274e-09,0.02441919942797932,0.03467838542911109,0.050803132280684275,0.06419625142253124,0.08964471668189822,0.1372867682976546,0.02441919942797932,0.03467838542911109,0.050803132280684275,0.06419625142253124,0.08964471668189822,0.1372867682976546,116.17573391848035,871.3691283064204,4.0938872232867565e-16
1.0025062656641605e-06,160,31.41592653016305,31.41592653016305,-1.1144029175948744e-08,-1.1144029177106211e-08,-1.1144029175948744e-08,-1.1144029177106211e-08,0.023799285102698322,0.034405232723888374,0.04994228979623697,0.06327641235118067,0.08860591372945209,0.13621497185908224,0.023799285102698322,0.034405232723888374,0.04994228979623697,0.06327641235118067,0.08860591372945209,0.13621497185908224,117.51590363152233,902.6904634236024,4.2697865346976755e-16
1.5037593984962408e-06,160,31.415926530163052,31.415926530163052,-1.832268285672425e-08,-1.832268285533591e-08,-1.832268285672425e-08,-1.832268285533591e-08,0.023595229632970113,0.03364030156201574,0.04916320782380717,0.06231667957419273,0.08738868332734855,0.13509634887098432,0.023595229632970113,0.03364030156201574,0.04916320782380717,0.06231667957419273,0.08738868332734855,0.13509634887098432,118.88923334948126,935.1134874708474,4.438067448072616e-16
2.005012531328321e-06,160,31.41592653016305,31.41592653016305,-2.6256105864311944e-08,-2.625610586888286e-08,-2.6256105864311944e-08,-2.625610586888286e-08,0.02313099387853712,0.033023855990402105,0.04845133609281295,0.06139653101966842,0.08633125399844888,0.13405807904026812,0.02313099387853712,0.033023855990402105,0.04845133609281295,0.06139653101966842,0.08633125399844888,0.13405807904026812,120.29626911177793,968.6753648954489,4.605084090624568e-16
2.5062656641604014e-06,160,31.41592653016305,31.41592653016305,-3.47318710210371e-08,-3.473187102375808e-08,-3.47318710210371e-08,-3.473187102375808e-08,0.022457092215767173,0.03269356300854303,0.04754800360615206,0.060481486366987254,0.08525338806009268,0.13292545241566991,0.022457092215767173,0.03269356300854303,0.04754800360615206,0.060481486366987254,0.08525338806009268,0.13292545241566991,121.73754003791578,1003.4188204669882,4.769938656189343e-16
3.0075187969924816e-06,160,31.41592653016304,31.41592653016304,-4.3610445544994615e-08,-4.361044554487253e-08,-4.3610445544994615e-08,-4.361044554487253e-08,0.022224854897045457,0.03214776147697589,0.04689718844622642,0.059494151303867,0.08421705149733398,0.13180292928122275,0.022224854897045457,0.03214776147697589,0.04689718844622642,0.059494151303867,0.08421705149733398,0.13180292928122275,123.21356531866837,1039.3868331074566,4.932941127660507e-16
3.508771929824562e-06,160,31.41592653016304,31.41592653016304,-5.280000055556742e-08,-5.280000055993076e-08,-5.280000055556742e-08,-5.280000055993076e-08,0.022020882894031625,0.031524759472237145,0.04614011192605591,0.058646972241054425,0.08303329453055044,0.13072679006891352,0.022020882894031625,0.031524759472237145,0.04614011192605591,0.058646972241054425,0.08303329453055044,0.13072679006891352,124.72485871895529,1076.6230726926776,5.093883015012251e-16
4.010025062656642e-06,160,31.415926530163038,31.415926530163038,-6.223981854817063e-08,-6.223981855205895e-08,-6.223981854817063e-08,-6.223981855205895e-08,0.021607820413618094,0.030958138712716105,0.04541014523125552,0.057814375348943445,0.08199104725826366,0.12962359638360443,0.021607820413618094,0.030958138712716105,0.04541014523125552,0.057814375348943445,0.08199104725826366,0.12962359638360443,126.27193174044122,1115.1721700630537,5.252686764051603e-16
4.511278195488723e-06,160,31.415926530163034,31.415926530163034,-7.188940092357686e-08,-7.1889400928321e-08,-7.188940092357686e-08,-7.1889400928321e-08,0.021179296021487812,0.030397154591215794,0.04466286627031482,0.056920598086800056,0.08093423331910514,0.12846742851829213,0.021179296021487812,0.030397154591215794,0.04466286627031482,0.056920598086800056,0.08093423331910514,0.12846742851829213,127.85529581852855,1155.0799050410435,5.409279264952859e-16
