step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.1,R_0.2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.0002461144053557066,-0.00020763951576820277,0.41439197770453007,0.041439197770453004,0.011882306574904297,0.10900599329809484,0.035320200467519616,0.05142628341089237,0.09056928324290048,0.13813065923484336,0.1654953371152117,0.23669132961152062,40000,64000,72000,2.185594512340638,847.690488474699,426.35308400583705,115.17945949561457,115.17945949561457,0.0004125,0.758061502738756,0,0,0.758061502738756,0.7245192509889242,2397.2009551444394,2291.131041764202,two_level_blob_residual,0.037295277993407705,0.0671315005493838,116.10847073631665,115.03241135973379,1101.1730296354062,12.5,0.7571875,119.0738688117585,115.08299773174079,1589.626345188804,3.125,0.8112109375
5,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.00024028459528962608,-0.00020414375975935208,0.4080733079320392,0.04080733079320392,0.011526601928382132,0.1073620134329742,0.0341794314574393,0.049880071816427445,0.0884293760818993,0.1360244359773464,0.16357536534917463,0.23611881881579264,40000,64000,72000,2.1669973106064164,908.9074267341653,426.3329873812094,117.76520984934326,117.76520984934326,0.0005,0.7602738581574291,0,0,0.7602738581574291,0.7282413907150596,2404.1970372612614,2302.901481068185,two_level_blob_residual,0.03672659771388353,0.06531402921925052,118.67518393211371,117.67395788965595,1138.2509302356036,12.5,0.75671875,121.56564219025005,117.7527581911582,1651.9995572607634,3.125,0.8132421875
10,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.00024266947284153054,-0.00018724027313886824,0.40147669581271495,0.04014766958127149,0.01117588382074856,0.1057160528053737,0.033183354937001586,0.0483661425484528,0.08626180824683066,0.13382556527090497,0.1617768847397665,0.23510815291425674,40000,64000,72000,2.1486130863015513,972.9136611992582,427.10125507431997,120.48785355878462,120.48785355878462,0.0006375,0.7612023568805687,0,0,0.7612023568805687,0.7324337836229019,2407.1332080309408,2316.1589915033032,two_level_blob_residual,0.03613290262314434,0.06344121507851815,121.41110456197408,120.38236441654858,1141.8747001039796,12.5,0.75703125,124.20789460421469,120.3153919155295,1669.7245014047817,3.125,0.81390625
15,3e-06,80000,10,31.41592653589793,31.41631923497963,-0.0002313603615032872,-0.00017855971890592457,0.39496700707308297,0.0394967007073083,0.010834467649550069,0.10408874890952464,0.032111971259781255,0.046840140649966715,0.08413100518054176,0.131655669024361,0.15992008190179843,0.23452155393107926,40000,64000,72000,2.130076782969736,1040.2145382628837,427.49366024518673,123.34434799478105,123.34434799478105,0.000737490781365233,0.7648902729746904,0,0,0.7648902729746904,0.7323622465604105,2418.7954227079567,2315.9327714487126,two_level_blob_residual,0.035547030636577465,0.0615903792142218,124.17904059584615,123.16420846835928,1343.6109151051867,12.5,0.759375,127.00672069115082,123.18873587265766,1821.351991337742,3.125,0.815078125
20,4e-06,80000,10,31.41592653589793,31.41631923497963,-0.0002213527699760054,-0.00016369276711434666,0.3884256833235033,0.03884256833235033,0.010497518370745834,0.10245739783317666,0.031076213361352578,0.04534901162625926,0.08196492536628167,0.1294752277745011,0.15799424079712432,0.23370755407788343,40000,64000,72000,2.1101829483818286,1113.1750986048153,427.9056525246847,126.35761299354311,126.35761299354311,0.0009249884376445294,0.7666434207781496,0,0,0.7666434207781496,0.7345897402267075,2424.3393628418094,2322.9767249078104,two_level_blob_residual,0.0349583114991153,0.0597556494447305,127.24255603349435,126.23516499215884,1430.7605943489164,12.5,0.759375,129.9768360263675,126.21921908069473,1760.8004711253923,3.125,0.8167578125
25,4.9999999999999996e-06,80000,10,31.41592653589793,31.41631923497963,-0.00021694455401120445,-0.00014920696422535728,0.38204431397990696,0.03820443139799069,0.010168036211381295,0.1008366808824115,0.030025256526597544,0.043993448490869135,0.07987559604356366,0.12734810465996899,0.15600205510113502,0.23254103200636278,40000,64000,72000,2.0907416527540468,1192.7452232668493,428.59918759464233,129.5156111787893,129.5156111787893,0.0011374857814277321,0.7693824177172598,0,0,0.7693824177172598,0.7362680291932845,2433.000831673627,2328.283940614124,two_level_blob_residual,0.034383988258191625,0.05799263940741638,130.4089831468978,129.38711842245348,1615.3849657161984,12.5,0.7615625,133.10074832420656,129.4821635969044,2097.7478338002024,3.125,0.8187890625
30,6e-06,80000,10,31.41592653589793,31.41631923497963,-0.00021040569191369492,-0.00013377790603047408,0.3751188671919157,0.03751188671919157,0.009846288939598427,0.09922846839288828,0.029078173258245195,0.04260614117658334,0.07778230414604684,0.12503962239730523,0.15401026551598812,0.2318378254733326,40000,64000,72000,2.0735375090118406,1275.7988834125385,428.5581452351366,132.83605703243288,132.83605703243288,0.0013249834377070287,0.7747505060417853,0,0,0.7747505060417853,0.7416792820952639,2449.9762174600846,2345.3958247795745,two_level_blob_residual,0.03376069804727241,0.056099593228799746,133.69173288923764,132.71235733378566,1595.1996937472816,12.5,0.76296875,136.3017905743462,132.7088040345311,2179.245717164624,3.125,0.8206640625
35,7e-06,80000,10,31.41592653589793,31.41631923497963,-0.00018649492642413816,-0.00011644931252823263,0.3683206856931252,0.03683206856931252,0.009529794933130036,0.09762066857551241,0.028059520319021012,0.041207237084314056,0.07574616441603785,0.1227735618977084,0.1520793250718212,0.23102971881729184,40000,64000,72000,2.05652756845559,1368.0886818795163,428.1499344051691,136.3443491523674,136.3443491523674,0.0016624792190097623,0.7784527893669807,0,0,0.7784527893669807,0.7444830907605292,2461.6838653109644,2354.2622462851295,two_level_blob_residual,0.03314886171238127,0.05424601647033902,137.1632853188574,136.2423030065881,1680.015723950361,12.5,0.76171875,139.81038149315077,136.1636228046869,2089.2254410416763,3.125,0.8223046875
40,8e-06,80000,10,31.41592653589793,31.41631923497963,-0.00018070636207067923,-9.76426890996512e-05,0.36185167722540107,0.03618516772254011,0.009222805480337425,0.09603543866894879,0.027146610016423992,0.039913707130627925,0.07376747771154671,0.12061722574180035,0.15006732742599,0.23032240426688183,40000,64000,72000,2.0386109103370607,1467.574452136867,426.9870643398403,139.9981164035616,139.9981164035616,0.0021624729690878862,0.7835764754403162,0,0,0.7835764754403162,0.7494130912329311,2477.8863833183887,2369.852276643626,two_level_blob_residual,0.032566650950286095,0.052524159784867054,140.83415295663863,139.93314739472447,1707.742137249791,12.5,0.76453125,143.2742006522277,139.99295775360721,2320.7219576677226,3.125,0.823046875
45,9e-06,80000,10,31.41592653589793,31.41631923497963,-0.00016758225017809915,-7.635939319178125e-05,0.35517898240319146,0.035517898240319146,0.008922107165868757,0.09445690639582029,0.02626925661968602,0.03862575353141395,0.07170577042322696,0.11839299413439716,0.14815146099970677,0.22950598625690488,40000,64000,72000,2.0188629951596666,1573.0598372754414,427.47433968100205,143.84829652238406,143.84829652238406,0.00266246671916601,0.7876618690051036,0,0,0.7876618690051036,0.7523514737726493,2490.8055321213114,2379.1442581060055,two_level_blob_residual,0.03196610841628723,0.050772912790294424,144.69883277360267,143.8423492090764,1947.1845025049977,12.5,0.76609375,147.06170029893647,143.680683669994,2480.3842178719856,3.125,0.824296875
