step,t,N,K,L,h_eff,xc_x,xc_y,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,N_0.99,R50_over_heff,peak_PK_u,S_L2,Mcore_0.01,Mcore_0.02,Mcore_0.04
200,0.00019999999999999998,160000,5,0.414252955212262,0.0828505910424524,0.00019342423659532117,-0.0001215339648357613,0.011868455466178176,0.10894244106948484,0.08929281853269175,0.13808431840408733,0.1667129836423342,0.23929483349685515,80000,128000,144000,158400,1.0777571699752675,871.0560305767164,116.56807976706335,0.28293968836393074,1.1117311002890882,4.2132684475456115
220,0.00021999999999999998,160000,5,0.4141522783744166,0.08283045567488331,0.00016132158560628855,-0.00010306003088174567,0.011863035658190567,0.1089175635891226,0.08897786644641814,0.13805075945813886,0.16695509800534153,0.23969208390521138,80000,128000,144000,158400,1.0742167928625668,876.3962425897996,116.7867106426098,0.28392143606817755,1.112909197534184,4.240168334641974
240,0.00023999999999999998,160000,5,0.41416691022539914,0.08283338204507983,0.00017914325747638276,-0.00010965303563860544,0.011856816885883853,0.10888901177751524,0.08886938207179662,0.13805563674179971,0.16683264583308263,0.24023807203122818,80000,128000,144000,158400,1.0728691727621584,880.9722467040748,116.97750284642667,0.2821542902005333,1.132936850700819,4.276100300617407
260,0.00026,160000,5,0.4142425126470626,0.08284850252941252,0.00018416698510130179,-0.0001207010866753012,0.011847449988070932,0.10884599206250514,0.08857562639652268,0.13808083754902087,0.16693412411705288,0.24049295102951423,80000,128000,144000,158400,1.0691276690858347,884.6729370475144,117.14879377788382,0.29079366999790524,1.1462886194785757,4.287881273068369
280,0.00028,160000,5,0.41367878468755237,0.08273575693751048,0.00018419640050328169,-0.00013200940303180087,0.011839731185577249,0.10881052883603337,0.08852793318125136,0.13789292822918411,0.16711062221989578,0.24128305593417096,80000,128000,144000,158400,1.070008137450361,889.5246198544977,117.35519862208892,0.2998257488769759,1.152375455244906,4.341484697720245
300,0.0003,160000,5,0.41339945444134335,0.08267989088826867,0.00018559165939461422,-0.0001378657090220548,0.011830453224424067,0.10876788691715983,0.08820595035280056,0.13779981814711445,0.16705457491061323,0.24215776311130283,80000,128000,144000,158400,1.0668368016111638,894.9062731944899,117.58703456243741,0.29727320484593417,1.164352777236717,4.365242992163017
320,0.00031999999999999997,160000,5,0.4134069055170815,0.0826813811034163,0.00020865321534546953,-0.00014592614002435103,0.011824909439216219,0.10874239945493303,0.08797466383792936,0.13780230183902717,0.16713373178583102,0.24245214350656288,80000,128000,144000,158400,1.0640202505554706,899.373520504577,117.78123023827918,0.2937389131106457,1.1900745670879835,4.378202061859075
340,0.00033999999999999997,160000,5,0.4132267892109365,0.0826453578421873,0.00020706885447090793,-0.0001482463247639756,0.011816430546495367,0.10870340632425171,0.08789606604844621,0.13774226307031215,0.16736451572706182,0.24286055685721264,80000,128000,144000,158400,1.0635330083062287,903.6737566715223,117.97458747244013,0.29609510760083796,1.1826132845357076,4.41079608564007
360,0.00035999999999999997,160000,5,0.41305524621204015,0.08261104924240803,0.00019055871198190522,-0.0001407579316940797,0.011807682882622633,0.10866316249135506,0.08764461620276748,0.13768508207068006,0.16735959086683258,0.2436994469206237,80000,128000,144000,158400,1.0609309167056977,908.7539353905216,118.19725604735582,0.3104286240828414,1.1890928193837367,4.45399298462693
380,0.00037999999999999997,160000,5,0.4126983777467113,0.08253967554934226,0.0002117567318007184,-0.00016050854790020333,0.011796262687173731,0.10861060117306105,0.08748043757729822,0.13756612591557044,0.1673313872354523,0.24363825845690276,80000,128000,144000,158400,1.0598592373312925,913.8524195290396,118.42370740928943,0.3033600406122644,1.1922344120373265,4.481874619427539
400,0.00039999999999999996,160000,5,0.4125066227506412,0.08250132455012824,0.00021173581099400432,-0.0001867899229297998,0.011787324327690321,0.10856944472405816,0.08732281293559924,0.13750220758354706,0.16722085455395222,0.24374484656159584,80000,128000,144000,158400,1.0584413451755121,918.8439636268619,118.6383871672994,0.3102322745419921,1.210887618418016,4.505240214788613
420,0.00041999999999999996,160000,5,0.4122571211977562,0.08245142423955124,0.00020088190643790217,-0.00019639396055622376,0.011779287971034452,0.10853242820021329,0.0871372356487653,0.13741904039925207,0.16751691411754263,0.244589841413422,80000,128000,144000,158400,1.056831176082539,924.0688598247606,118.86510985292504,0.3139629158181299,1.2048007826516858,4.519770080811465
440,0.00043999999999999996,160000,5,0.41223569971735774,0.08244713994347155,0.00019009654763825628,-0.00020289834196253362,0.011768500287936655,0.10848271884469275,0.08691990390045892,0.13741189990578592,0.1675169091431336,0.24424671835318634,80000,128000,144000,158400,1.0542500802338812,928.9216987550625,119.09402871126603,0.2966841562233861,1.216778104643497,4.552364104592459
460,0.00045999999999999996,160000,5,0.4122395444393325,0.08244790888786649,0.00018282946626012133,-0.00019224672638395228,0.01176602839570809,0.10847132522334228,0.08674375670866621,0.1374131814797775,0.1676140076977318,0.24525979726225103,80000,128000,144000,158400,1.0521037813905298,933.5340274015081,119.2927796179226,0.3104286240828414,1.2285590770944586,4.613428811796611
480,0.00047999999999999996,160000,5,0.41232259832207535,0.08246451966441506,0.00017262622985885523,-0.0001905555065967512,0.011761397497043555,0.10844997693426936,0.08659803721394457,0.13744086610735845,0.16766161542846275,0.24549846086353197,80000,128000,144000,158400,1.0501247999303294,937.990388799496,119.49085502012478,0.32122784882955635,1.238572903677776,4.622264541134832
500,0.0005,160000,5,0.4118896510202361,0.08237793020404723,0.00018982263406170456,-0.0002007315673097077,0.011756009415799244,0.10842513276818823,0.08641098245829285,0.1372965503400787,0.1676560549168094,0.24582821202320781,80000,128000,144000,158400,1.0489579216697469,942.6752991962247,119.68709607166988,0.31357021673643126,1.2462305357709011,4.672137324510571
520,0.00052,160000,5,0.4119773437047498,0.08239546874094997,0.0001900941803125499,-0.00019631434401141157,0.011754033598903145,0.10841602095125584,0.08625707866750275,0.1373257812349166,0.16781125771885075,0.2463858318927465,80000,128000,144000,158400,1.0468667753889915,946.2818148416259,119.85360083282724,0.3239767424014474,1.2519246724555324,4.683132898798135
540,0.00054,160000,5,0.4120447722770644,0.08240895445541288,0.00017719299675516802,-0.00017924282086358707,0.011745893654814581,0.10837847413031142,0.08600219790898223,0.13734825742568813,0.16800995295378912,0.24761171140835048,80000,128000,144000,158400,1.0436025851476305,951.1526678565655,120.08546066603687,0.3235840433197487,1.2703815292953726,4.704338649209866
560,0.00056,160000,5,0.41132028139518195,0.0822640562790364,0.0002058645611471782,-0.00016743465738804019,0.011737899932474977,0.10834158911736054,0.08592061157733989,0.13710676046506065,0.16811188121091922,0.24802210283956533,80000,128000,144000,158400,1.0444490031697515,955.9487322835108,120.30203318719185,0.3218168974521044,1.2627238972022474,4.734183779418968
580,0.00058,160000,5,0.41131628544120624,0.08226325708824125,0.00022550752618391955,-0.0001919337689937398,0.011731509268671638,0.1083120919780965,0.08570931562241194,0.13710542848040208,0.1681182194158365,0.24861067977105247,80000,128000,144000,158400,1.041890616250147,960.6374388788709,120.53015418409402,0.32162054791125505,1.2860894925633215,4.751855238095412
600,0.0006,160000,5,0.41112083567502067,0.08222416713500413,0.00022688503875227257,-0.0001733167671906218,0.011727714210929725,0.10829457147488845,0.08548626394227521,0.13704027855834022,0.1682406774099711,0.24913809089423208,80000,128000,144000,158400,1.0396732119148744,965.1651634079324,120.73469941205181,0.31553371214492487,1.2784318604701965,4.800746273766903
620,0.00062,160000,5,0.41115689945613143,0.08223137989122628,0.00024376792718905016,-0.00020879439171139655,0.011719172340675283,0.10825512616349992,0.08529105460296046,0.13705229981871048,0.16818576825965487,0.24921570781449115,80000,128000,144000,158400,1.0372081158771924,968.2075291241994,120.89951724821708,0.3229949946972006,1.2858931430224723,4.802513419634547
640,0.0006399999999999999,160000,5,0.4112004920210277,0.08224009840420554,0.00025311545290853836,-0.00021740990834452018,0.011712887646481538,0.1082260950347999,0.08518449664866923,0.1370668306736759,0.16826579936270086,0.24936955431486837,80000,128000,144000,158400,1.035802464996967,972.7393027915908,121.11535047719765,0.32751103413673593,1.282555200828033,4.835303792956391
660,0.00066,160000,5,0.4107435960355875,0.0821487192071175,0.00024291351154300545,-0.00019425652750688484,0.011707261732338952,0.10820010042665834,0.08498513178101959,0.13691453201186252,0.16808009318245568,0.2501122155581493,80000,128000,144000,158400,1.0345277759809106,976.5607365841305,121.28868886998633,0.32751103413673593,1.2970850668508858,4.8616146314302044
680,0.0006799999999999999,160000,5,0.41049980824676596,0.0820999616493532,0.00023499707833069997,-0.00018754251207436364,0.011701683128319549,0.10817431824753761,0.0848807058992383,0.13683326941558865,0.16808639696342745,0.25033067187607566,80000,128000,144000,158400,1.0338702259297219,980.3494809590193,121.46865711065715,0.3306526267903257,1.3169163704766713,4.881053235974291
700,0.0007,160000,5,0.4102582619376913,0.08205165238753827,0.00026067631373081205,-0.00018988974968585555,0.01169647830253075,0.10815025798642715,0.08468222786545468,0.13675275397923045,0.16832730184200692,0.2506872279263014,80000,128000,144000,158400,1.0320599939351853,984.3141134282673,121.65525036342531,0.33772121026090274,1.3169163704766713,4.8940123056703495
720,0.0007199999999999999,160000,5,0.4097538940452126,0.08195077880904253,0.0002627214492516795,-0.0001921528021590203,0.011685072978758369,0.1080975160619261,0.08444435453651468,0.1365846313484042,0.16840508140509847,0.250836856340438,80000,128000,144000,158400,1.030427724589202,990.0223276242872,121.91884645091054,0.339488356128547,1.3449943548181302,4.924446484502001
740,0.00074,160000,5,0.4097221171262382,0.08194442342524763,0.00023891206895057773,-0.00020443283928081994,0.01167704930922479,0.10806039658091576,0.08429459994266389,0.1365740390420794,0.16867898277360402,0.2511263484957521,80000,128000,144000,158400,1.0286801275691464,993.9513912109007,122.12953122757415,0.336739462556656,1.3385148199701011,4.943688739505238
760,0.0007599999999999999,160000,5,0.409507100760831,0.0819014201521662,0.0002526528577024274,-0.00019472760539909517,0.011669821145078592,0.10802694638412488,0.08418213726479531,0.136502366920277,0.16867123857182412,0.2514920107991723,80000,128000,144000,158400,1.0278471009219587,998.6101991396254,122.34587709013744,0.3359540643932585,1.343227208950486,4.970981325683299
780,0.00078,160000,5,0.4094804357484101,0.08189608714968202,0.00023791812117164316,-0.0002170882430981748,0.011664968741819432,0.10800448482271202,0.08403461629278214,0.13649347858280336,0.16896385867185898,0.2516685337401677,80000,128000,144000,158400,1.0261127145084663,1002.380366254859,122.54753114448904,0.34852043500761765,1.3440126071138834,4.991794377013332
800,0.0007999999999999999,160000,5,0.4090010919330713,0.08180021838661426,0.00022356052376135756,-0.0002173340674054214,0.011658932967815425,0.10797653896942347,0.08379618931063448,0.13633369731102377,0.16875851406841538,0.2522545435231778,80000,128000,144000,158400,1.024400557399329,1006.7655386922745,122.74123127680335,0.34518249281317853,1.3640402602805182,5.033224130132547
820,0.00082,160000,5,0.40876391893042574,0.08175278378608515,0.00023820465947064657,-0.00021905494282519858,0.011648871258199559,0.10792993680253667,0.08354111538909681,0.13625463964347526,0.16865264745306113,0.25280615520676025,80000,128000,144000,158400,1.0218748710464836,1011.3516121643308,122.97132789181397,0.34518249281317853,1.3667891538524095,5.034009528295945
840,0.0008399999999999999,160000,5,0.40867261242234637,0.08173452248446927,0.00023857483506217576,-0.00020874595243959446,0.011641642716508301,0.10789644441087158,0.0833560646727607,0.13622420414078212,0.16884688025179145,0.2530859585554325,80000,128000,144000,158400,1.01983913454195,1015.6445655095905,123.17066763938553,0.355196319396496,1.3877985547232912,5.085453107998477
860,0.00086,160000,5,0.4087361312846717,0.08174722625693434,0.00024264832399683735,-0.0001822888390295776,0.011639389416025466,0.10788600194661709,0.0833699139954995,0.13624537709489057,0.1690282410425954,0.2536711559591511,80000,128000,144000,158400,1.0198500648017708,1018.8767911412647,123.32705951347953,0.3624612524079224,1.4046846152363364,5.104695363001715
880,0.0008799999999999999,160000,5,0.4086034253714133,0.08172068507428266,0.00022342591536726674,-0.00014862617287115577,0.011626202492933552,0.10782486954749146,0.08305736051880397,0.1362011417904711,0.16879694125369177,0.2537596084177628,80000,128000,144000,158400,1.0163566353280848,1023.3872287227259,123.56768313428773,0.35833791205008575,1.407826207889926,5.13080985193468
900,0.0009,160000,5,0.40831152329104853,0.0816623046582097,0.00022527243165313267,-0.0001589537111064847,0.01161336079683383,0.1077653042348688,0.08300697464182569,0.13610384109701618,0.1688911193008996,0.25427563603385384,80000,128000,144000,158400,1.0164662262379685,1027.9553335242038,123.79891207959584,0.3620685533262237,1.4119495482477626,5.169294361941155
920,0.0009199999999999999,160000,5,0.4082475932811598,0.08164951865623196,0.000229420129183207,-0.00017533815897589276,0.01160684231501768,0.10773505610996673,0.08282435477970818,0.13608253109371993,0.16866225044406372,0.2548875199254828,80000,128000,144000,158400,1.0143887697418354,1031.7741968117764,123.99153242982419,0.366584592765759,1.4095933537575702,5.189911063730339
940,0.00094,160000,5,0.40766771059010587,0.08153354211802118,0.00020190108627562948,-0.0001486666472273056,0.01160037069294203,0.10770501702772267,0.08279910972239088,0.13588923686336862,0.16894087279782838,0.2551347076719081,80000,128000,144000,158400,1.0155220486132905,1036.224146414071,124.18895990189218,0.3549999698556466,1.4139130436562561,5.221523339807086
960,0.0009599999999999999,160000,5,0.40751207727916,0.081502415455832,0.00021961684455349594,-0.00014315027905160342,0.01159362817888295,0.10767371164254973,0.08253252010551985,0.13583735909305333,0.16898016044354272,0.255685567534424,80000,128000,144000,158400,1.0126389462683605,1040.7236111254729,124.4165793001288,0.366584592765759,1.4129312959520095,5.252153868179586
980,0.00098,160000,5,0.4070457532916091,0.08140915065832181,0.00023803530813407017,-0.00012360637946517972,0.01158731895289509,0.10764440976146922,0.08238559991730891,0.1356819177638697,0.16880991609876866,0.25569404582158856,80000,128000,144000,158400,1.0119943427869098,1044.925997907136,124.60791219443905,0.3683517386334032,1.4368859399356317,5.280820901143592
1000,0.001,160000,5,0.4063582261600129,0.08127164523200257,0.0002253143999990094,-9.714727973941234e-05,0.01157688554443846,0.1075959364680584,0.08224236982873954,0.13545274205333763,0.16917610354557627,0.25617304657704965,80000,128000,144000,158400,1.0119441976837786,1049.237873444036,124.8081910328385,0.3705115835827462,1.4598588362150071,5.301241253391926
1020,0.0010199999999999999,160000,5,0.4061576553921276,0.08123153107842553,0.0002343038839279129,-8.945351992142263e-05,0.011567963003657531,0.10755446528925487,0.08198790157666958,0.1353858851307092,0.1692455226421242,0.2561880635329777,80000,128000,144000,158400,1.0093112919109428,1053.2295591556854,125.01292995911827,0.38347065327880414,1.4571099426431158,5.312040478138641
1040,0.00104,160000,5,0.4061680089985549,0.08123360179971098,0.0002167164345301191,-0.00010469483652439851,0.011564029382046289,0.10753617708495262,0.08184120342537443,0.13538933633285163,0.16931541038146722,0.25671204066096287,80000,128000,144000,158400,1.0074796834339754,1058.059662455772,125.24254437812687,0.3616758542445249,1.4753704499421065,5.385278856875454
1060,0.00106,160000,5,0.4058649549875679,0.08117299099751359,0.00020553361179355615,-0.00010735585376475669,0.011556388052447016,0.10750064210248707,0.08168385682432944,0.1352883183291893,0.16933357251591621,0.25724743052857163,80000,128000,144000,158400,1.0062935444479495,1062.8720629542577,125.48636157787226,0.3705115835827462,1.4708544105025712,5.410607947645021
1080,0.00108,160000,5,0.4056197599382628,0.08112395198765257,0.0002044084209661787,-0.00011455851456933402,0.01154962358261,0.10746917503456514,0.08147236784469118,0.13520658664608762,0.16942840124026126,0.25795526786298084,80000,128000,144000,158400,1.0042948580351663,1067.1223212394166,125.69176106563476,0.3856304982281471,1.4889185682607124,5.385671555957153
1100,0.0010999999999999998,160000,5,0.40510411656841516,0.08102082331368303,0.00018811300419650383,-0.0001091334554221946,0.011539866311692192,0.10742376977043858,0.08127900833164521,0.13503470552280505,0.1694972042952884,0.2575282406693328,80000,128000,144000,158400,1.003186650140083,1070.7150612301086,125.87791390310404,0.38268525511540663,1.4842061792803278,5.405502859582938
1120,0.00112,160000,5,0.40510636169346254,0.08102127233869251,0.0001690069089378187,-0.00010585309003167083,0.011536473648275284,0.1074079775820925,0.08121951088517801,0.13503545389782085,0.16959627473246527,0.25801122142054667,80000,128000,144000,158400,1.0024467468945293,1075.1495653584548,126.10667223621407,0.3777765165941726,1.4948090544861934,5.422388920095983
1140,0.00114,160000,5,0.4045993588039636,0.08091987176079271,0.0001846099468982397,-8.67652278343599e-05,0.011528142306682363,0.10736918695176174,0.08100475116529314,0.13486645293465452,0.16958791947242385,0.25832017499562654,80000,128000,144000,158400,1.001048931525143,1078.909064427536,126.28488211357792,0.38248890557455734,1.5048228810695108,5.467942013573035
1160,0.00116,160000,5,0.4045430327457098,0.08090860654914196,0.00018281389785526874,-4.818345751179708e-05,0.011521892858503484,0.10734008039173198,0.08090699348856678,0.13484767758190327,0.16963459266895847,0.2585942713989721,80000,128000,144000,158400,0.9999800631769106,1082.3469193031628,126.47631380689877,0.3817035074111598,1.5209235434191586,5.520760040061513
1180,0.0011799999999999998,160000,5,0.4041354711879275,0.0808270942375855,0.00015935514487673625,-3.110481718523567e-05,0.011513126666407452,0.1072992388901592,0.08081535986722116,0.13471182372930915,0.1698009250021187,0.2589589853113984,80000,128000,144000,158400,0.9998548213260043,1086.2968768843375,126.67459702157558,0.39073558629023053,1.5120878140809373,5.531559264808228
1200,0.0012,160000,5,0.404064996475051,0.08081299929501021,0.00015437942480432315,2.4799463145639578e-06,0.011503906154568581,0.10725626394093998,0.08058472575739958,0.13468833215835033,0.16960289916241705,0.2596026727815428,80000,128000,144000,158400,0.9971752869018349,1090.8236305483672,126.91302992523853,0.3832743037379548,1.5268140296446393,5.563367890425825
1220,0.00122,160000,5,0.4038049236874254,0.08076098473748508,0.00017100090403600134,1.9654939218252493e-05,0.011492875326696891,0.10720482884038803,0.08037532700590246,0.13460164122914178,0.16944935517025503,0.260243050380884,80000,128000,144000,158400,0.9952247024620092,1095.7739337519365,127.16248335634705,0.3934844798621216,1.544485488321082,5.560422647313085
1240,0.00124,160000,5,0.4035500138570748,0.08071000277141496,0.0001674304724659762,-1.7833897786421138e-06,0.011487184126556405,0.10717828197240524,0.08019015983973463,0.13451667128569159,0.16942740407971185,0.2604486175032071,80000,128000,144000,158400,0.9935591263309379,1099.0434890015047,127.32682162209775,0.4033019569045897,1.5507686736282615,5.585359039000953
1260,0.0012599999999999998,160000,5,0.40368259243036164,0.08073651848607233,0.00018210094203708618,6.479034035557969e-06,0.011474944272034934,0.10712116631196159,0.08009725589379375,0.1345608641434539,0.16946510926843744,0.26079595990684973,80000,128000,144000,158400,0.9920821134690264,1102.3883215019473,127.530750099272,0.4080143458849744,1.5525358194959058,5.598121759156163
1280,0.0012799999999999999,160000,5,0.4028528325240281,0.08057056650480562,0.00019993608936352115,-1.851897286519146e-05,0.011463909584568192,0.10706964828824363,0.07991868127332445,0.13428427750800936,0.16956081232836712,0.26104973826919203,80000,128000,144000,158400,0.9919091392829875,1107.3030062950806,127.75705880132054,0.40467640369053526,1.5778649102654736,5.637980715948582
1300,0.0013,160000,5,0.4025975377556507,0.08051950755113015,0.0001627246478709135,-3.339632436365586e-05,0.01145153565666934,0.1070118482069595,0.07972071631759667,0.13419917925188357,0.16952873490116327,0.26116020286514374,80000,128000,144000,158400,0.9900795315591536,1111.7500306977608,127.98849598727293,0.4033019569045897,1.5967144661870125,5.639355162734528
1320,0.00132,160000,5,0.40244808428613066,0.08048961685722614,0.0001452328338516182,-4.997340654726342e-05,0.011444121413947801,0.1069772004398498,0.0795652560623796,0.13414936142871023,0.16946591359024635,0.2618399860784314,80000,128000,144000,158400,0.9885157759355945,1116.0794460374957,128.20160861603773,0.4245077073163208,1.6245961009876217,5.6784287213635505
1340,0.00134,160000,5,0.402077890966741,0.0804155781933482,0.0001293105360116156,-6.129333747960299e-05,0.011433011462077128,0.10692526110361913,0.07938482477969888,0.13402596365558034,0.1696859826978031,0.26194555762621374,80000,128000,144000,158400,0.9871821674754235,1121.3285198441408,128.46666956580768,0.41959896879508674,1.6357880248160352,5.68196301309884
1360,0.0013599999999999999,160000,5,0.4020894898931477,0.08041789797862954,0.00014561635844376907,-5.495730249285378e-05,0.011424850233858606,0.10688709105340367,0.07928100500919155,0.13402982996438256,0.16959052552335693,0.2618925775442941,80000,128000,144000,158400,0.9858626873119699,1125.2720407601948,128.67929950511422,0.42745295042906123,1.6375551706836795,5.739493428567703
1380,0.00138,160000,5,0.40148636099063634,0.08029727219812727,0.0001281959877675207,-8.309235552918988e-05,0.01141732109173246,0.10685186517666624,0.07916813636890076,0.13382878699687878,0.16965155286503295,0.2620696873644276,80000,128000,144000,158400,0.9859380549511015,1129.3147526887597,128.86951254110946,0.41685007522319567,1.6106552835873171,5.755986789999049
1400,0.0014,160000,5,0.40138124122636765,0.08027624824527353,0.00013434368952399697,-9.554319332424216e-05,0.011412106073347495,0.10682745936016402,0.07909574230855529,0.13379374707545588,0.16961192716700718,0.2624634796772785,80000,128000,144000,158400,0.9852944555516426,1133.2133126171723,129.07791817268753,0.4243113577754714,1.6181165661395929,5.801147184394402
1420,0.00142,160000,5,0.40130113609277607,0.08026022721855522,0.00011745736950499431,-9.931989216943772e-05,0.011406114936294003,0.10679941449415349,0.0789642036341254,0.13376704536425868,0.16975189225358492,0.26292618722517486,80000,128000,144000,158400,0.9838522313062903,1137.8580294977894,129.32566181743152,0.4307908926235004,1.6467835991035997,5.820585788938489
1440,0.0014399999999999999,160000,5,0.4009758359518616,0.08019516719037231,0.0001007279989252733,-9.851561569340217e-05,0.011398418658103981,0.10676337695157447,0.07887803964255652,0.13365861198395387,0.1696578643801352,0.263291177349312,80000,128000,144000,158400,0.983575973541035,1142.5933916313118,129.56280982794206,0.43825217517577614,1.6473726477261477,5.8696731741508295
1460,0.00146,160000,5,0.40030485349304146,0.08006097069860829,8.405798164339798e-05,-9.671464754118274e-05,0.011387585233560472,0.10671262921304335,0.07862631477719945,0.13343495116434714,0.16966252284149042,0.2634260774580678,80000,128000,144000,158400,0.9820804580697673,1148.7212362535722,129.85035663154386,0.4356996311447344,1.6601353678813564,5.901481799768426
1480,0.00148,160000,5,0.40026498011459266,0.08005299602291853,8.35079262006614e-05,-9.096865571703174e-05,0.011381428459114997,0.10668377786296751,0.07836197715649407,0.13342166003819755,0.1696475988111848,0.2636491010074537,80000,128000,144000,158400,0.9788762575988994,1152.254952996826,130.04471689842177,0.43098724216434975,1.654441231196725,5.903052596095222
1500,0.0015,160000,5,0.4000904235537677,0.08001808471075354,8.307851046524396e-05,-8.503583301220353e-05,0.011371476658411267,0.10663712607910655,0.07835944691198543,0.13336347451792258,0.16957627379708437,0.26410745327523205,80000,128000,144000,158400,0.9792717133287594,1156.4984954352467,130.2730561979125,0.4355032816038851,1.6687747476787282,5.954496175797754
1520,0.0015199999999999999,160000,5,0.39990424554615134,0.07998084910923027,9.450657844304859e-05,-8.425112209367689e-05,0.011369139980514415,0.10662616930432423,0.07807972544882028,0.13330141518205044,0.16970367882050222,0.26406663909868583,80000,128000,144000,158400,0.976230264099677,1159.988715836859,130.45619532139182,0.4366813788489812,1.6801630210479912,5.963331905135976
1540,0.00154,160000,5,0.39981559622168106,0.07996311924433622,0.00010323972906582202,-8.181862181350097e-05,0.011361170621438347,0.1065887921942938,0.07790755258489046,0.13327186540722702,0.16981092553711702,0.2643681223976243,80000,128000,144000,158400,0.9742935658479662,1163.9602067798157,130.67193496617506,0.4347178834404877,1.7023505191639692,6.0057434059594375
1560,0.00156,160000,5,0.39951408339048,0.079902816678096,0.00010256863468752626,-5.6174944595802084e-05,0.011354022967078976,0.10655525781057909,0.07778206144598168,0.13317136113016,0.1696193568490552,0.2648323756757138,80000,128000,144000,158400,0.9734583169870195,1167.2484860411828,130.8481520941728,0.42902374675585614,1.7019578200822705,5.988268296823844
1580,0.00158,160000,5,0.39923980716546037,0.07984796143309207,0.00010550123044102893,-6.175322258103141e-05,0.011347185277102486,0.10652316779509745,0.077537465777193,0.13307993572182011,0.1697851682797652,0.2654281329546215,80000,128000,144000,158400,0.9710638115935479,1171.6221316301467,131.0712074240931,0.4451244091055038,1.7029395677865171,6.020469621523139
