t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,G_v,max_v_occupancy,d_min,overlap,m_center,E_sym,drift_resolution_number,R05_c0,R09_c0,c0_x,c0_y,c0_z,R05_c1,R09_c1,c1_x,c1_y,c1_z,R05_c2,R09_c2,c2_x,c2_y,c2_z,R05_c3,R09_c3,c3_x,c3_y,c3_z
0.0,0,40000,0,120.0,0.0,0.0,0.0,0.0,0,2.825705656153199,3.686397060680494,0.111,0.0006360319684984113,0.0,0.38290397748444344,0.6246844901939136,1.001980441462205,1.0006146149490345,1.0004227238898222,0.38300836608458033,0.6280436297770564,0.9993536840304555,-1.0006095145108524,-1.0012535104609723,0.38375058972815,0.6243756379333838,-1.00036749725726,0.9985346418301351,-1.0002756123344199,0.3827717380732901,0.6285224013121584,-1.0010934003567762,-0.9990141073618117,0.9983266299545654
0.04,0,40000,1531,120.0,4.593,4.705267301721219,0.0,1.904345188225777,1531,2.8216814688494387,2.6395413815655373,1.311,0.0012246579750379012,0.007313363826500703,0.5302410328513765,0.925152779303279,0.9999178698711475,0.9993908180398368,1.0040881443127203,0.5366672580355931,0.9293926067382202,0.9963478793017142,-0.9991342347568857,-1.0021791376056548,0.5323371866592168,0.9167546335549234,-0.9992238068133759,0.9957516287941202,-0.9989622091856853,0.5344428966018515,0.9186602646470924,-1.0008872276674161,-0.9975467927623312,1.0027274531416968
0.08,0,40000,3057,120.0,9.171,9.226038433603708,0.0,2.092520835220546,3057,2.8125280019001035,2.2525434873322077,2.472,0.0022793279603052874,0.008550336730143384,0.621594087620954,1.1241331089160753,1.000736999959063,0.9980800339226947,1.006219874330597,0.6209110459523091,1.1407369072520501,0.986823568481249,-0.9979304991186604,-1.0003367644490018,0.6175271750476546,1.1199043606340193,-0.9970369580112362,0.995712122291061,-0.999816191952541,0.631067350336294,1.133768543362945,-0.9987422099000085,-0.9997121230035102,1.0023342517678522
0.12,0,40000,4442,120.0,13.326,13.569547593941103,0.0,1.7717160854818796,4442,2.8078594640328727,1.9670546176143153,3.363,0.00297169979388209,0.00813508699863654,0.6993398990327417,1.2929647357253238,1.0011776527404264,0.99864072123958,1.005785692580682,0.70551259082044,1.307116773481594,0.9830240814989493,-1.0001004771078597,-0.998828196339927,0.700811545720522,1.2842940690684168,-0.9902040515335875,0.9975083724719989,-0.9967332385517693,0.7240583175629853,1.298677215485592,-0.9943508271624397,-1.0029056724771426,1.0005648059016217
0.16,0,40000,5833,120.0,17.499,17.74274532405464,0.0,1.5860392986525063,5833,2.8106039392460573,1.7720069748508738,4.2090000000000005,0.0029313596940860128,0.007239881587313422,0.7778560204324515,1.441611005231288,0.9998540737758139,0.9996754156345418,1.0018023975173076,0.7847067966711938,1.4529653778909124,0.9844330910398993,-1.004275671057588,-0.9997861236028713,0.7668253671271863,1.4393357737517616,-0.9842433646785693,1.001664915559985,-0.9966430414260419,0.8018960609828939,1.4423690815928631,-0.9891220531078861,-0.9998661775928577,1.0025704103951867
0.2,0,40000,7191,120.0,21.573,21.75230963064218,0.0,1.3908939949174086,7191,2.8081908021027364,1.6155587814811494,4.797,0.0027845314216457416,0.006852365713148183,0.8597088244524824,1.5612638066916398,1.000669599951638,0.9946057329398439,1.0003789961077203,0.8556634272115113,1.5876323757951893,0.9847185436721375,-1.0039278755251093,-1.000379220222424,0.846065462337361,1.5589117385596143,-0.9804638074489889,1.002734697624951,-0.9988321036084873,0.8825529931951657,1.5992690345172804,-0.9882925123413902,-0.9980229383128432,0.9979020626752853
0.24,0,40000,8504,120.0,25.512,25.604656672013597,0.0,1.2632817921113724,8504,2.803050871245047,1.4916061245111127,5.211,0.0037531617421305654,0.006950923985894543,0.9201671408682502,1.6944938103011253,0.9974747391379015,0.9899294853519018,1.0021743541331851,0.928853246525795,1.7104198284818837,0.9812173747145359,-1.0010473273106566,-1.0050139213597005,0.9175179055663857,1.693443601302732,-0.9746469893680816,1.0068481200573398,-0.9983319651948799,0.9539952295689498,1.7203087214881305,-0.9859851007803027,-0.9996549276169375,0.9993829399120528
0.28,0,40000,9682,120.0,29.046,29.305951025312943,0.0,1.0971919961486285,9682,2.7975153718136774,1.3822278834636845,5.694,0.003986259173287125,0.005736302231797238,0.9831414018991671,1.8105663659729272,0.9965805206038487,0.9916094630124004,1.001065683794545,1.0056329070440644,1.8288182357020766,0.9831692609382943,-0.9966429979669931,-0.9985356739245814,1.002638739125933,1.828772394891357,-0.9735178890783649,1.0027224121529281,-1.0009040720122648,1.0223957034161328,1.8447898162282244,-0.9816957728751792,-0.9995860485579451,1.0007677167846394
0.32,0,40000,10933,120.0,32.799,32.86211555115709,0.0,1.0381080965473506,10933,2.7924189616811708,1.2882363515539819,6.0360000000000005,0.004553332847232896,0.005753543844203421,1.0499593438055386,1.9325042350067643,0.9957096267468284,0.9890680098649884,0.9998474527172085,1.0736463801763767,1.942884442399889,0.9781564473302149,-0.9961447593597299,-0.9947139292544103,1.0656733978181103,1.946860341864929,-0.9717154132785337,1.0029552100368067,-0.9970647964266748,1.0939829980139797,1.9585420264703486,-0.975705787940294,-0.9999961880526405,1.0002826094988029
0.36,0,40000,12099,120.0,36.297000000000004,36.27884087147628,0.0,0.9624427487047497,12099,2.7907495851437973,1.2132794547212824,6.309,0.004455672088303642,0.005171403784479619,1.1189382081434056,2.0563782665393284,0.9954887778764041,0.9887923824535241,0.9988777976272276,1.1363919607826536,2.0360570854878732,0.9781310796607388,-0.9931230515957035,-0.9974808977266445,1.1331884832725034,2.056410282703712,-0.973518633656183,1.003702886690105,-0.9971976118422967,1.163778518725627,2.0668860470967823,-0.974106838536219,-0.9997793479332913,0.9967623300300277
0.4,0,40000,13238,120.0,39.714,39.56159447572328,0.0,0.9117518467099881,13238,2.7855086437295213,1.1598125359194211,6.507000000000001,0.004128060990647295,0.005818548136528671,1.1860576514896104,2.1537083132948065,0.9909648990735933,0.9861649958963792,0.988977734884541,1.1865789182629105,2.138887273782784,0.9745846376441643,-0.9917055388190033,-0.9942860484120501,1.1989899097706394,2.1586886002257333,-0.9713772698324785,1.0013526564784438,-0.9911733165852521,1.2167730479905474,2.176853781868238,-0.9769650880292033,-0.9979078061363689,0.9959964308262048
0.44,0,40000,14201,120.0,42.603,42.715629470023046,0.0,0.8548818576136641,14201,2.7699574418232826,1.0953688430957076,6.6930000000000005,0.004233228871845212,0.004866365291183661,1.2487940121568843,2.247734998410229,0.9862783514908537,0.9799487067626087,0.9883923306308757,1.2513844431024195,2.2441313710228488,0.9698801854290373,-0.9873440364318897,-0.9890309161964774,1.2619859581143926,2.2515310802643143,-0.967669251343712,0.9921925553118989,-0.9901673673270519,1.2797679590072195,2.262930806022685,-0.9713936083178147,-0.9945930285374498,0.9904669846887453
0.48,0,40000,15226,120.0,45.678000000000004,45.7459929832631,0.0,0.875753747078395,15226,2.760401167597557,1.041403872347567,6.906000000000001,0.004700547864732544,0.005236033544808271,1.3065239560031972,2.3352680413185087,0.9804638511580421,0.9723527802683742,0.9842532826891182,1.3040528697655605,2.335586513421171,0.964595955264242,-0.9864093058390724,-0.986694669721536,1.3248581645146875,2.342118551537075,-0.9627845319431998,0.9913381211016086,-0.9856727182612852,1.3441298785893032,2.359422530293066,-0.9653238197983596,-0.9856130381985784,0.9939897781087073
0.52,0,40000,16283,120.0,48.849000000000004,48.65753424357669,0.0,0.7557168552535855,16283,2.757387133444043,0.9917169335415191,7.0440000000000005,0.004329609629816511,0.004358413692312728,1.3709599082510961,2.4296235082010105,0.982202023702718,0.9708009945984992,0.9826857560471298,1.3616900594296224,2.417980286657926,0.9625144979173577,-0.9834291505387283,-0.9816811878314162,1.3854502431314557,2.4365069576366003,-0.9590379219534864,0.9950891147395433,-0.9787672906468075,1.4124540798263823,2.458690545499229,-0.9662726496447247,-0.9844455796484581,0.9888423238156658
0.56,0,40000,17278,120.0,51.834,51.454912338142215,0.0,0.7852249489359658,17278,2.7508183022475996,0.9533775018886794,7.239,0.004042549720729732,0.004854539932395437,1.4298608112565896,2.5288788029496967,0.9837273865279608,0.9689512532831159,0.9782013352801666,1.4207338407434884,2.5136469215606794,0.960389295436002,-0.9809059819756731,-0.9767653786542754,1.4441833752841575,2.52082270327496,-0.9571557249056273,0.9914079457737053,-0.9772096186876276,1.4639144512573181,2.5430218049480984,-0.9674016653466406,-0.9815183225425121,0.9867821169817628
0.6,0,40000,18250,120.0,54.75,54.14260366871683,0.0,0.7801535613418489,18250,2.742419316694253,0.9148186765725997,7.101,0.0035840865994434977,0.0045532214258359105,1.4879755212310917,2.604536576082291,0.9818439498146923,0.9676901828760238,0.9765999193478958,1.4780150227899735,2.5891450846915625,0.9618805384461293,-0.9796519535252184,-0.9753466096166088,1.5026559581823573,2.61011795960407,-0.9505932000564865,0.9871810398864636,-0.9692085185175916,1.524774574193636,2.6290224095293895,-0.9682726266562458,-0.982146742281647,0.9792775270320293
