step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_40,S_dg_cross_40,peak_dg_40,ppc_40,empty_40,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,0.00014152332180111126,-0.00017593831783516123,0.41597041424542475,0.04159704142454247,0.011948212486302031,0.10930787934225981,0.0908995602605841,0.13865680474847492,0.16596292863192985,0.23500810496462557,40000,64000,72000,2.185240996657827,823.1287083812697,431.96927910397284,114.7851760753669,114.7851760753669,0.000225,0.7770262968457324,0,0,115.02160836635238,114.7446767021862,919.0617215667081,50.0,0.704375,115.83451040416209,114.77659789180457,1064.6238564388163,12.5,0.75984375,118.80846685406895,114.69754247919225,1766.0601237299197,3.125,0.8113671875
4,1e-06,80000,10,31.41592653589793,31.415533836816234,0.00015523477948980937,-0.00015790553948949416,0.4100417182253556,0.04100417182253556,0.011617551442762681,0.10778474587232964,0.08891839708765868,0.13668057274178522,0.1642893013368057,0.23444602903018968,40000,64000,72000,2.1685207415600054,881.9321202338341,432.5471051149271,117.1500984469317,117.1500984469317,0.0002750034375429693,0.779310559458611,0,1,117.40012635615093,117.13597038437912,1011.640369607922,50.0,0.704375,118.1588295957155,117.14064834663918,1149.2530681474348,12.5,0.76015625,121.19049127998963,117.18614612793588,1564.5824500518997,3.125,0.8120703125
8,2e-06,80000,10,31.41592653589793,31.415533836816234,0.00016135700641261072,-0.0001417432825929185,0.40437840834037403,0.040437840834037404,0.011291067385861712,0.10625943433814107,0.086970265985955,0.13479280278012468,0.1626940023673161,0.23385018226985327,40000,64000,72000,2.150714879730924,950.5406966772485,432.6850446012833,119.66290804054906,119.66290804054906,0.0004000050000625008,0.7786715751236087,0,0,119.88413876043978,119.6486118176353,1088.6714492603373,50.0,0.705,120.64530118032786,119.73360540873256,1289.9085484177647,12.5,0.76234375,123.62218800971559,119.71857599794778,1643.738643798895,3.125,0.8149609375
12,3e-06,80000,10,31.41592653589793,31.415533836816234,0.00017463647849071768,-0.00013991657453278956,0.3985273887316233,0.03985273887316233,0.010971523966904722,0.10474504268415151,0.08502909494820435,0.1328424629105411,0.16094664913239612,0.2329107502138244,40000,64000,72000,2.133582216741061,1022.2782740675748,433.30253654568185,122.28885443988423,122.28885443988423,0.00043750546881836025,0.7784562725269422,0,0,122.50493514137126,122.26573733284935,1178.1183110500315,50.0,0.705625,123.20152973376717,122.24892720144169,1255.1545098888346,12.5,0.76171875,126.02061548626278,122.20394394053436,1832.7568858124707,3.125,0.815625
16,4e-06,80000,10,31.41592653589793,31.415533836816234,0.00018486356906948412,-0.00012297549371541737,0.3928108099944855,0.03928108099944855,0.010657685254530942,0.10323606566762868,0.08310260364068416,0.1309369366648285,0.15911262177744878,0.23203844577586247,40000,64000,72000,2.1155885104549643,1100.7257207468137,433.0216790964987,125.0562259828229,125.0562259828229,0.0005500068750859386,0.7820682389020728,0,0,125.28663952703856,125.05905778532984,1236.4935195635462,50.0,0.705625,126.00094479116731,125.09884369018874,1348.8194896686562,12.5,0.76328125,128.77700275021948,125.16657943596529,1851.7466298756433,3.125,0.81765625
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.415533836816234,0.0001993037835149621,-0.00011193120654274776,0.3867814792239842,0.03867814792239842,0.010346333161358447,0.10171692662167121,0.08111377277186838,0.12892715974132807,0.15745882427052996,0.23118746812343086,40000,64000,72000,2.097147281576417,1184.0731330720437,433.56158595711264,127.98163398465132,127.98163398465132,0.0006875085938574232,0.7829958418565917,0,0,128.1864060544699,127.94454311919841,1318.032265090609,50.0,0.706875,128.8649639273969,127.97200072356891,1434.9393743106825,12.5,0.76515625,131.59256548517948,127.90858826164909,2096.848823420424,3.125,0.8196484375
24,6e-06,80000,10,31.41592653589793,31.415533836816234,0.000200173786684564,-9.971987606554958e-05,0.38084807093324347,0.03808480709332435,0.010042221843800315,0.10021088685267841,0.07915323868377622,0.1269493569777478,0.15568720379248016,0.23043423390242107,40000,64000,72000,2.078341594059183,1274.5120032770153,433.99458290136556,131.04664468455547,131.04664468455547,0.0009000112501406268,0.786463721068628,0,0,131.2763825997797,131.033479431779,1396.9825458759728,50.0,0.70875,131.97649854063647,131.0622916774851,1614.989120105422,12.5,0.7665625,134.6250663649666,130.86450813451387,1977.7490449339566,3.125,0.8201953125
28,7e-06,80000,10,31.41592653589793,31.415533836816234,0.0001979528125210431,-7.911073205522554e-05,0.37477838446941764,0.03747783844694176,0.00974319854766953,0.09870764178962807,0.07716605598573245,0.12492612815647254,0.15378608514137032,0.2294718956398453,40000,64000,72000,2.0589782971336037,1372.7542881202985,434.1537528035408,134.28804761468538,134.28804761468538,0.001162514531431643,0.7928532100162936,0,0,134.49545101225831,134.24596675894657,1501.4021212799892,50.0,0.710625,135.16020124246072,134.26762119529067,1616.4570567263647,12.5,0.76578125,137.6655512293106,134.0589302132712,2143.3389855608307,3.125,0.822265625
32,8e-06,80000,10,31.41592653589793,31.415533836816234,0.00019876045456738788,-6.478724589027098e-05,0.3687998846339015,0.03687998846339015,0.009448830083502236,0.0972050928887074,0.07522886593063173,0.12293329487796717,0.15200529170116742,0.22853278011742567,40000,64000,72000,2.039828890003845,1477.2237460179633,433.20973602955286,137.70817377173097,137.70817377173097,0.0015125189064863311,0.7960870440947189,0,0,137.90547316924517,137.6760618067071,1624.2527104194073,50.0,0.710625,138.5633131518622,137.70121859984621,1707.3748945906996,12.5,0.76640625,140.92041273616633,137.44926514999625,2187.119869280271,3.125,0.8233203125
36,9e-06,80000,10,31.41592653589793,31.415533836816234,0.00020339901689417778,-4.2304209299245104e-05,0.36265719531438884,0.03626571953143888,0.009160803740497972,0.09571208774495504,0.07332536385709647,0.12088573177146295,0.1502419128259779,0.2277538343382417,40000,64000,72000,2.0218918803894255,1590.0328182860537,432.69972272182673,141.29577171401527,141.29577171401527,0.0018500231252890661,0.7998998977223916,0,0,141.48190576464015,141.26046589688204,1802.8681251993626,50.0,0.71125,142.16480634364942,141.29296477265277,1982.4843055534245,12.5,0.768125,144.6619575964774,141.28001231447777,2427.653386116916,3.125,0.8253515625
40,9.999999999999999e-06,80000,10,31.41592653589793,31.415533836816234,0.00019977347196555503,-2.2224365103366308e-05,0.3565522983298615,0.03565522983298615,0.008879541468623634,0.0942313189370903,0.07144093867984168,0.11885076610995383,0.1484090581779785,0.22696827627705612,40000,64000,72000,2.0036594635480003,1712.9084538665554,433.28628352764923,145.0749700501948,145.0749700501948,0.00226252828160352,0.7973403495792557,0,0,145.2713664393645,145.06082523257882,1918.9777112708357,50.0,0.7125,145.94369531603434,145.15153982419807,2042.199302889843,12.5,0.76875,148.33196478765947,145.06441212104002,2566.504936084937,3.125,0.826640625
44,1.1e-05,80000,10,31.41592653589793,31.415533836816234,0.00018724127909300128,-3.4045348458673463e-06,0.35053965811294374,0.03505396581129437,0.008602903093905559,0.09275183606757097,0.06949618283695044,0.11684655270431457,0.14642461559020153,0.22597753716272637,40000,64000,72000,1.9825483715899217,1840.3235465089344,433.99298437086,149.04034161875802,149.04034161875802,0.0028000350004375053,0.7985147379800327,0,0,149.22499322561822,149.01902234838576,2033.7024820599775,50.0,0.7125,149.8769057477019,149.06563945487864,2157.4778983401193,12.5,0.77015625,152.2571646153942,149.10490154098665,2521.1608328514344,3.125,0.8278125
48,1.2e-05,80000,10,31.41592653589793,31.415533836816234,0.00018360052851206478,1.9777762757913587e-05,0.3443321914681023,0.03443321914681023,0.00833425865321146,0.09129216096254629,0.06760462250531568,0.11477739715603409,0.14452591381224933,0.2253531754350035,40000,64000,72000,1.963354695855625,1980.2535514011506,435.65950143700314,153.20257328886404,153.20257328886404,0.003350041875523444,0.8016466648800238,0,0,153.3980317349302,153.19783303803112,2248.8321655510854,50.0,0.71125,154.0749586316669,153.3161245881692,2278.643354814602,12.5,0.77171875,156.33551443771736,153.37281265548592,2973.0097180713196,3.125,0.8294140625
