t,seed,N_u,N_v,M_u,M_v,M_v_exact,abs_Mu_drift,abs_Mv_error,rel_Mv_error,E_u_modes,E_v_modes,E_grad_v_particles,G_v,max_v_occupancy
0.0,2,320000,0,10.0,0.0,0.0,0.0,0.0,0.0,9.420853132807053e-05,0.0,0.0,0.0,0
0.02,2,320000,6209,10.0,0.19403125000000002,0.19801326693244747,0.0,0.0039820169324474575,0.02010984917392393,0.00010432638193807217,2.2136088369227974e-05,0.007463728515898036,0.08472455156830407,6209
0.04,2,320000,12524,10.0,0.39137500000000003,0.39210560847676823,0.0,0.000730608476768202,0.001863295145423786,0.00011742672944193357,1.5904147407055612e-05,0.0064207164518873365,0.12878257747260902,12524
0.06,2,320000,18638,10.0,0.5824375,0.5823546641575128,0.0,8.283584248724996e-05,0.0001422429450394938,8.045628792925999e-05,1.9195052426845503e-05,0.007814259561593836,0.14782048248224042,18638
0.08,2,320000,24492,10.0,0.765375,0.7688365361336424,0.0,0.0034615361336424177,0.004502304418374726,0.0001042177009387346,1.7978206807708748e-05,0.009491907021067858,0.15685508269503856,24492
0.1,2,320000,30329,10.0,0.94778125,0.9516258196404048,0.0,0.0038445696404048046,0.004040001396617811,0.00011370070713509967,2.5894580451031688e-05,0.01047637125105878,0.15908915691504058,30329
0.12,2,320000,36159,10.0,1.12996875,1.1307956328284252,0.0,0.0008268828284252461,0.0007312398495535297,9.997281090282618e-05,4.0166569327609384e-05,0.009849480317738165,0.1588495113976633,36159
0.14,2,320000,41965,10.0,1.31140625,1.3064176460119414,0.0,0.004988603988058671,0.0038185368999624427,6.474228534196796e-05,3.481763347087567e-05,0.007403467520266211,0.1546047163053393,41965
0.16,2,320000,47568,10.0,1.4865,1.4785621103378865,0.0,0.007937889662113395,0.0053686548617828435,7.382423502126622e-05,3.6586845432425475e-05,0.009776479679028834,0.14886155670465945,47568
0.18,2,320000,52917,10.0,1.65365625,1.64729788588728,0.0,0.006358364112720061,0.0038598751125667055,7.468907599349142e-05,4.1549139689690545e-05,0.010517267297993474,0.14572714538655543,52917
0.2,2,320000,58145,10.0,1.81703125,1.8126924692201818,0.0,0.0043387807798183076,0.0023935559139189487,8.82770529086951e-05,3.286468622900023e-05,0.00907405725708416,0.1382642170839516,58145
0.22,2,320000,63420,10.0,1.981875,1.974812020375215,0.0,0.007062979624784971,0.0035765326278715892,8.22567083685984e-05,4.366750588705244e-05,0.0087255952883397,0.13248284673944313,63420
0.24,2,320000,68661,10.0,2.14565625,2.1337213893344664,0.0,0.01193486066553362,0.005593448481695283,9.49441961390233e-05,5.001456955041844e-05,0.010312235273006653,0.12873544086318328,68661
0.26,2,320000,73614,10.0,2.3004375,2.2894841419643375,0.0,0.010953358035662664,0.004784203495842899,0.00012252225984933906,5.0462257143662224e-05,0.010481737978340032,0.12167977130116454,73614
0.28,2,320000,78620,10.0,2.456875,2.4421625854427456,0.0,0.014712414557254583,0.0060243386926621565,0.00012939395614765256,6.129311401732345e-05,0.009945729702168199,0.11666983120481395,78620
0.3,2,320000,83424,10.0,2.607,2.5918177931828215,0.0,0.015182206817178745,0.005857744652078566,0.00012512007641963228,8.076690697868524e-05,0.010256880700196987,0.11362768464199058,83424
0.32,2,320000,88096,10.0,2.753,2.7385096292630906,0.0,0.014490370736909508,0.005291334593849408,0.000138615405429861,7.52942394000258e-05,0.009841333460552049,0.10863121725821283,88096
0.34,2,320000,92682,10.0,2.8963125,2.8822967723739037,0.0,0.014015727626096375,0.004862694140462437,0.00013070480894974607,7.644068242867419e-05,0.010916604483071517,0.10417662114136612,92682
0.36,2,320000,97171,10.0,3.03659375,3.0232367392896897,0.0,0.01335701071031048,0.004418116033297714,0.00012428684502331077,7.588150170516488e-05,0.01040201258410329,0.10034170065752476,97171
0.38,2,320000,101560,10.0,3.17375,3.1613859078764417,0.0,0.012364092123558379,0.0039109721128173045,0.000127074850488824,6.930670300784176e-05,0.011527742769842616,0.09672384885549304,101560
0.4,2,320000,105747,10.0,3.30459375,3.2967995396436067,0.0,0.007794210356393272,0.002364174789115582,0.0001365592020717792,6.663532522057982e-05,0.010195356674226098,0.09299681383873111,105747
0.42,2,320000,109952,10.0,3.436,3.4295318018494325,0.0,0.006468198150567428,0.0018860295003181903,0.00014212941786728698,7.024283603246095e-05,0.009494665977320531,0.08903873628186806,109952
0.44,2,320000,114195,10.0,3.5685937500000002,3.559635789168587,0.0,0.008957960831413203,0.0025165385904566055,0.00015191123869450062,6.197796721254738e-05,0.010518615548739813,0.0854227146510143,114195
0.46,2,320000,118328,10.0,3.69775,3.6871635449307405,0.0,0.010586455069259593,0.002871165040621611,0.0001407872335265857,7.283263009508274e-05,0.010101972782618804,0.0822791718073583,118328
0.48,2,320000,122186,10.0,3.8183125,3.8121660819385914,0.0,0.006146418061408809,0.001612316444063,0.00014990560177100722,6.949653813963805e-05,0.008692828521290033,0.07911824329583456,122186
0.5,2,320000,126106,10.0,3.9408125000000003,3.9346934028736658,0.0,0.006119097126334516,0.00155516491370471,0.00014964966623284124,5.720994436512618e-05,0.009240392987073881,0.0761842985910332,126106
0.52,2,320000,130012,10.0,4.062875,4.054794520298057,0.0,0.0080804797019427,0.0019928210076965193,0.00011652170251493707,5.7569947899720864e-05,0.00858042651794993,0.07362482543147195,130012
0.54,2,320000,133821,10.0,4.18190625,4.172517476260103,0.0,0.00938877373989655,0.0022501460553046894,0.00011248289563944596,6.849849274148093e-05,0.008869110487901377,0.07094017280100867,133821
0.56,2,320000,137516,10.0,4.297375,4.2879093615118515,0.0,0.009465638488148187,0.0022075183242238,0.00012251269633480145,6.770751551413929e-05,0.008755577014369251,0.0683558322495025,137516
0.58,2,320000,141040,10.0,4.4075,4.40101633434598,0.0,0.006483665654020143,0.0014732200840567112,0.0001210466909499406,6.175968454382927e-05,0.00829190623528902,0.06638660008199074,141040
0.6,2,320000,144566,10.0,4.5176875,4.511883639059736,0.0,0.005803860940264194,0.0012863498717076184,0.00012122734300905758,6.725266649486765e-05,0.008231092950313662,0.06409805743678944,144566
0.62,2,320000,148098,10.0,4.6280625,4.620555624053255,0.0,0.007506875946745595,0.0016246695327434225,0.00012181671034672911,6.622524277472282e-05,0.0081157702608403,0.0623720926536641,148098
0.64,2,320000,151548,10.0,4.735875,4.727075759569514,0.0,0.008799240430485966,0.001861455343226252,0.00012387649526541056,7.143630851429515e-05,0.00900104484766287,0.060492661866385404,151548
0.66,2,320000,154691,10.0,4.83409375,4.831486655083008,0.0,0.002607094916991848,0.0005396051160048285,0.00012680979169334548,6.729319557831021e-05,0.008435399334433134,0.058395349779265665,154691
0.68,2,320000,157928,10.0,4.93525,4.933830076344105,0.0,0.0014199236558951611,0.00028779338443437106,0.00012084959200175713,5.952607285972179e-05,0.008628904613574965,0.05651798292245107,157928
0.7000000000000001,2,320000,161023,10.0,5.03196875,5.034146962085906,0.0,0.0021782120859059617,0.0004326874249621462,0.0001303123969605607,6.677552827539112e-05,0.007800154475958603,0.05444536153238183,161023
0.72,2,320000,163973,10.0,5.12415625,5.132477440400283,0.0,0.008321190400282674,0.001621281437066327,0.00013138333998461845,7.996993741696604e-05,0.007855840882102592,0.05293443905967086,163973
0.74,2,320000,167196,10.0,5.224875,5.228860844789656,0.0,0.003985844789656134,0.0007622778475024563,0.00012234855559825356,7.460852332397567e-05,0.008313005511493141,0.05130754536818538,167196
0.76,2,320000,170135,10.0,5.31671875,5.323335729900908,0.0,0.006616979900908149,0.0012430138237836301,0.00013031921450747255,6.846517869249361e-05,0.00858695239943328,0.049988679815084806,170135
0.78,2,320000,172984,10.0,5.40575,5.415939886947765,0.0,0.01018988694776457,0.0018814623427268569,0.00012829513897709243,7.565318081270684e-05,0.00904593260596324,0.048929767155795535,172984
0.8,2,320000,175918,10.0,5.4974375,5.506710358827784,0.0,0.00927285882778417,0.001683919840257966,0.00012786480400320103,6.589603384451056e-05,0.008221009201112866,0.047443619820738206,175918
0.8200000000000001,2,320000,178784,10.0,5.587,5.5956834549400085,0.0,0.008683454940008772,0.0015518131091462656,0.00012863353271517458,7.237349560648826e-05,0.008451896586966696,0.04635694881091073,178784
0.84,2,320000,181351,10.0,5.66721875,5.682894765709204,0.0,0.01567601570920374,0.0027584560959659846,0.00012584293747139717,9.050265170995068e-05,0.008646759857706781,0.045050965916201016,181351
0.86,2,320000,184065,10.0,5.75203125,5.768379176822512,0.0,0.016347926822511738,0.002834058982841854,0.00014234039178138513,8.886378198675953e-05,0.008588085318207102,0.04383221368105649,184065
