n,t,S_L2,S_core,peak,umin,mass_u,peak_v,mass_v,xc,yc,R_0_5,R_0_8
512,0.0,114.86813807613116,114.86813807611614,839.8654282611159,5.689746313128814e-16,31.41592653016963,419.9663557177341,31.4156380447559,2.0368916449762702e-19,0.0,0.09082556268426892,0.13841718468673447
512,5.012531328320803e-07,116.15774240883911,116.15774240881618,869.7218859276932,5.94829266345964e-16,31.415926530169624,419.93121275561,31.415638044900504,-9.728501532428593e-19,0.0,0.08976941558032342,0.13736593473060948
512,1.0025062656641605e-06,117.47909764041896,117.47909764038158,900.6194997602197,6.187485749936812e-16,31.415926530169624,419.89609083222615,31.41563804504511,4.2338847588000277e-19,0.0,0.08865767713977347,0.13619458672833354
512,1.5037593984962408e-06,118.83262995058611,118.83262995053228,932.5934936676863,6.411683581293473e-16,31.415926530169628,419.8609904641902,31.415638045189716,3.997917389051953e-19,0.0,0.08740097982525175,0.13526712621539025
512,2.005012531328321e-06,120.21876772333691,120.21876772325038,965.6801591265672,6.624132484439114e-16,31.41592653016963,419.82591218530825,31.415638045334312,2.867328903143586e-19,0.0,0.08652365794272143,0.1340774435326756
512,2.5062656641604014e-06,121.63794160450774,121.63794160437087,999.9168938075492,6.827267881057607e-16,31.415926530169628,419.7908565470262,31.41563804547892,-2.476343581829716e-19,0.0,0.08536966162505602,0.13293451426551275
512,3.0075187969924816e-06,123.09058455876011,123.09058455855809,1035.3422372475927,7.022935710267927e-16,31.415926530169628,419.75582411890167,31.415638045623524,5.049646509755677e-19,0.0,0.08429041260562534,0.1319263289658818
512,3.508771929824562e-06,124.57713192535826,124.57713192504391,1071.9959047196155,7.2125521335932865e-16,31.41592653016963,419.7208154890995,31.415638045768127,-1.0311180633079551e-19,0.0,0.08315130061487501,0.13079376853541347
512,4.010025062656642e-06,126.0980214721035,126.09802147164623,1109.9188200112933,7.397217851936646e-16,31.415926530169628,419.6858312649057,31.415638045912733,-2.320766394930177e-20,0.0,0.08204287492034462,0.12982773150665486
512,4.511278195488723e-06,127.6536934467909,127.65369344607798,1149.1531475526292,7.577799898694545e-16,31.415926530169628,419.6508720732565,31.41563804605734,-7.6313740695827585e-19,0.0,0.08106057019315287,0.12864705238330984
512,5.012531328320803e-06,129.24459062555587,129.24459062450177,1189.7423241608642,7.754990391367634e-16,31.415926530169628,419.61593856128115,31.415638046201938,-8.093298066582891e-20,0.0,0.08001855635008397,0.12760499707425377
512,5.5137844611528826e-06,130.8711583574837,130.8711583558313,1231.7310905633242,7.929349014527621e-16,31.415926530169628,419.5810313968564,31.415638046346544,-3.86263784128802e-19,0.0,0.07905935409378553,0.1264035580870662
512,6.015037593984963e-06,132.53384460486134,132.53384460247926,1275.1655227883093,8.101333999563224e-16,31.415926530169628,419.54615126917236,31.415638046491146,-1.3183450790378156e-20,0.0,0.0778437319663267,0.12540370599603132
512,6.516290726817044e-06,134.2330999784585,134.23309997482966,1320.0930634675874,8.271324933828501e-16,31.415926530169628,419.5112988893088,31.41563804663575,5.485826273330946e-20,0.0,0.07700614845201688,0.12424239407445255
512,7.017543859649124e-06,135.96937776723536,135.96937776156742,1366.5625530627515,8.439639728040267e-16,31.415926530169628,419.47647499082086,31.415638046780348,7.655125887960261e-21,0.0,0.0757072165754465,0.12300811641555025
512,7.518796992481204e-06,137.74313396188398,137.74313395368017,1414.6242610053043,8.606547373627053e-16,31.415926530169628,419.4416803303342,31.41563804692495,-5.713314734399435e-19,0.0,0.07474372311778302,0.1219804356631436
512,8.020050125313284e-06,139.55482727162382,139.55482725920328,1464.329916724473,8.772277638904905e-16,31.41592653016963,419.4069156881485,31.415638047069557,-7.018283400533017e-20,0.0,0.07376764635945804,0.12078621482761522
512,8.521303258145365e-06,141.4049191336829,141.4049191164953,1515.7327405246422,8.937028518251957e-16,31.415926530169628,419.37218186884957,31.415638047214163,5.156245701543006e-19,0.0,0.07288323498845817,0.11983500263464475
512,9.022556390977446e-06,143.29387371491038,143.29387368837175,1568.8874742646356,9.100972015640337e-16,31.415926530169628,419.3374797019283,31.415638047358765,-5.022916382238426e-20,0.0,0.07177568291020688,0.11858702066299905
512,9.523809523809525e-06,145.2221579049809,145.22215786658717,1623.8504117833106,9.264258681109952e-16,31.415926530169628,419.3028100424072,31.41563804750337,-8.500040625173314e-20,0.0,0.07086641623643256,0.1174882209230528
512,1.0025062656641605e-05,147.19024130066504,147.19024124374062,1680.6794290089258,9.427021204237772e-16,31.415926530169624,419.2681737714726,31.415638047647974,-7.7395080017691e-20,0.0,0.06972683604638219,0.11631347236042376
512,1.0526315789473686e-05,149.19859618065516,149.19859609818363,1739.434013683962,9.589377287484802e-16,31.415926530169628,419.2335717971131,31.415638047792573,2.9805832073793496e-19,0.0,0.06895665407777238,0.11515986733209323
512,1.1027568922305765e-05,151.24769747045198,151.24769735599747,1800.1752946313566,9.75143196432109e-16,31.415926530169628,419.1990050547623,31.415638047937176,-3.49107300164992e-19,0.0,0.06789743474909647,0.11416178523484911
512,1.1528822055137846e-05,153.33802269683258,153.3380225336199,1862.966070483065,9.91327948526778e-16,31.415926530169628,419.1644745079462,31.41563804808178,-6.593735228133113e-19,0.0,0.06699247221149413,0.11301997077483834
512,1.2030075187969927e-05,155.47005193143585,155.47005169915448,1927.8708377869468,1.0075004864658933e-15,31.415926530169628,419.12998114893315,31.415638048226384,-5.166129017237095e-19,0.0,0.06601735852013894,0.11190059773930638
512,1.2531328320802007e-05,157.64426772301888,157.6442673828745,1994.9558184032223,1.0236685158697225e-15,31.415926530169628,419.0955259993867,31.41563804837098,-1.3983116578164047e-19,0.0,0.06514484406311687,0.11066655127584424
512,1.3032581453634088e-05,159.86115501795243,159.861154548442,2064.2889860972223,1.0398390528947378e-15,31.415926530169624,419.0611101110198,31.41563804851559,4.0058662958715003e-20,0.0,0.06420109341364688,0.10962756831815418
512,1.3533834586466167e-05,162.1212010685413,162.12120040242056,2135.940092231063,1.056018513316173e-15,31.41592653016963,419.02673456624854,31.41563804866019,2.1508885594625807e-19,0.0,0.06336378202151693,0.10843802064446337
512,1.4035087719298248e-05,164.42489532877192,164.4248943706471,2209.9806904523216,1.0722127876121488e-15,31.41592653016963,418.9924004788462,31.415638048804787,-1.2026350776441252e-19,0.0,0.06239309705063784,0.10719969921923901
512,1.4536340852130328e-05,166.77272933710606,166.77272807163968,2286.484160273845,1.0884273046193483e-15,31.415926530169624,418.95810899459434,31.415638048949393,-2.3911474140527807e-19,0.0,0.06153118750790377,0.10623456057400324
512,1.5037593984962407e-05,169.16519658595695,169.16519482011768,2365.5257294352923,1.104667085796396e-15,31.41592653016963,418.923861291931,31.415638049093996,-5.082739796563273e-20,0.0,0.060531121942623965,0.10504290476191294
512,1.553884711779449e-05,171.6027923775027,171.60278993547158,2447.1824949330517,1.1209367917198272e-15,31.415926530169628,418.88965858259456,31.415638049238595,1.009600477157672e-19,0.0,0.05977009276601311,0.10387430488730268
512,1.604010025062657e-05,174.08601366550855,174.08601025954303,2531.5334426019244,1.1372407621182686e-15,31.415926530169628,418.8555021122609,31.415638049383197,-1.4446750564185243e-19,0.0,0.05899924791794225,0.10265525410951483
512,1.6541353383458648e-05,176.61535888284962,176.61535445560293,2618.659465129055,1.1535830505008233e-15,31.415926530169628,418.8213931611738,31.4156380495278,-1.934862157432185e-19,0.0,0.058021292099659956,0.10164697508507231
512,1.704260651629073e-05,179.19132775444422,179.19132212221945,2708.6433783772404,1.169967454239059e-15,31.415926530169624,418.78733304476566,31.415638049672403,-7.956510988805211e-20,0.0,0.057226895796810985,0.10070438262888097
512,1.754385964912281e-05,181.8144210953288,181.81441333838006,2801.569935893063,1.1863975408061744e-15,31.415926530169624,418.7533231142679,31.415638049817005,-9.005130038377742e-19,0.0,0.05635366424317777,0.09944648139141381
512,1.804511278195489e-05,184.48514059362583,184.48513032101187,2897.5258414723385,1.2028766707525811e-15,31.415926530169628,418.7193647573087,31.415638049961608,-2.870194183658883e-19,0.0,0.055672628178668845,0.09832776932142091
512,1.854636591478697e-05,187.2039885781782,187.203974894494,2996.5997596547677,1.219408017897342e-15,31.415926530169628,418.6854593984966,31.415638050106207,-4.322043982843509e-19,0.0,0.054635159104294395,0.09715692658678053
512,1.904761904761905e-05,189.97146777064808,189.97145056901275,3098.882324017321,1.2359945871343144e-15,31.415926530169624,418.65160849998796,31.41563805025081,-9.09388849257812e-20,0.0,0.05386164934819405,0.09617033596961078
512,1.9548872180451132e-05,192.7880810219,192.78805852210505,3204.46614313619,1.2526392301864194e-15,31.415926530169628,418.6178135620362,31.415638050395412,-3.7740623732258833e-19,0.0,0.052932930597139265,0.09501305741371321
512,2.005012531328321e-05,195.65433103251667,195.65430236332654,3313.4458040863888,1.2693446595880393e-15,31.415926530169624,418.58407612352136,31.415638050540014,-2.528102252865397e-19,0.0,0.0522803078684538,0.09392277373862962
512,2.055137844611529e-05,198.5707200573214,198.57068348756667,3425.917873348985,1.286113461131732e-15,31.415926530169624,418.55039776245695,31.415638050684613,3.0925875792824765e-19,0.0,0.05139725533961237,0.09281968419690978
512,2.1052631578947372e-05,201.53774959381101,201.53770303901143,3541.9808949964086,1.3029481049793087e-15,31.41592653016963,418.51678009647276,31.415638050829216,-1.251619403264398e-19,0.0,0.05064961906207008,0.09166171898638527
512,2.155388471177945e-05,204.55592005443265,204.55586410720818,3661.735386028925,1.3198509556074012e-15,31.41592653016963,418.4832247832711,31.415638050973815,-2.773787780443364e-19,0.0,0.050043468653589676,0.09078355270853203
512,2.205513784461153e-05,207.62573042267286,207.62565891853527,3785.2838287372347,1.336824280732747e-15,31.41592653016963,418.4497335210543,31.415638051118414,-8.095707526861867e-20,0.0,0.04935265143942687,0.08955669154773731
512,2.2556390977443613e-05,210.74767789295885,210.7475900911934,3912.7306599696913,1.3538702593416125e-15,31.415926530169628,418.4163080489205,31.415638051263016,-1.6283236465881823e-19,0.0,0.048494957101309126,0.08848540070370542
512,2.305764411027569e-05,213.92225749441073,213.92214809917022,4044.182257186204,1.3709909889303216e-15,31.415926530169624,418.3829501472263,31.415638051407623,-2.0831239830339794e-19,0.0,0.047861526386104865,0.08735732298944841
512,2.3558897243107774e-05,217.14996169852242,217.14982620966194,4179.746921186757,1.388188492049167e-15,31.415926530169628,418.34966163791364,31.415638051552218,2.20893343323219e-19,0.0,0.04697661512033474,0.0862144861497783
512,2.4060150375939853e-05,220.43128001088792,220.4311199667132,4319.534855407388,1.4054647222295468e-15,31.415926530169628,418.3164443847972,31.41563805169682,-3.749611956799458e-19,0.0,0.04632242666262274,0.08523550282823944
512,2.4561403508771932e-05,223.76669854713555,223.76650996027718,4463.658141683076,1.4228215693636326e-15,31.415926530169624,418.28330029381186,31.415638051841423,1.0325816928167761e-18,0.0,0.045908825287277966,0.08429041260562534
512,2.5062656641604014e-05,227.15669959327744,227.15647258010972,4612.230712385454,1.4402608645969052e-15,31.415926530169628,418.25023131321603,31.41563805198602,-4.774757704636356e-19,0.0,0.04498551877453524,0.08315130061487501
512,2.5563909774436093e-05,230.6017611507288,230.60149061942116,4765.368318850374,1.4577843847862234e-15,31.415926530169624,418.217239433749,31.41563805213062,-1.3633923902124047e-19,0.0,0.04421574774481161,0.0820893581393262
512,2.6065162907268176e-05,234.1023564663041,234.10203780385973,4923.188496021422,1.4753938565695362e-15,31.415926530169624,418.1843266887397,31.41563805227522,1.9162398926549542e-19,0.0,0.04386929188518789,0.08106057019315287
512,2.6566416040100255e-05,237.65895354754792,237.6585844873154,5085.810523244004,1.493090960087691e-15,31.415926530169624,418.1514951541642,31.415638052419823,6.076310924363643e-19,0.0,0.04290211452439218,0.08006621481550638
512,2.7067669172932334e-05,241.27201466381555,241.27159238941002,5253.355381157266,1.5108773323939462e-15,31.415926530169628,418.11874694864923,31.41563805256442,6.187865578208245e-19,0.0,0.04236525774117942,0.07910759043390092
512,2.7568922305764416e-05,244.9419958335741,244.94149727124312,5425.945704642886,1.5287545705825762e-15,31.415926530169628,418.08608423342025,31.415638052709024,6.252553119398254e-19,0.0,0.04163868282290594,0.07794167945013639
512,2.8070175438596495e-05,248.6693462984558,248.66879988204087,5603.705731803349,1.5467242346643224e-15,31.415926530169624,418.0535092121895,31.415638052853623,3.1459288927614393e-19,0.0,0.04099236691760812,0.07720404443770458
512,2.8571428571428574e-05,252.45450798465635,252.45386424441526,5786.761248954775,1.5647878502132797e-15,31.415926530169628,418.0210241309841,31.415638052998222,2.0400221074401766e-19,0.0,0.040430159266571196,0.07600894032144549
512,2.9072681704260657e-05,256.2979149523355,256.29719355236716,5975.239531636902,1.5829469108070443e-15,31.415926530169624,417.9886312779096,31.41563805314282,8.186519758325935e-19,0.0,0.04005097002814429,0.07510013253800929
512,2.9573934837092736e-05,260.1999928337408,260.19916562563606,6169.269281655794,1.6012028802795454e-15,31.415926530169628,417.95633298284827,31.415638053287424,3.453343243537931e-19,0.0,0.03908690643787012,0.07402575647752822
512,3.0075187969924815e-05,264.1611582608451,264.1602472408834,6368.98056019351,1.619557194803877e-15,31.415926530169628,417.92413161708913,31.415638053432023,-1.6625177557792954e-19,0.0,0.03869455616437295,0.0731966003962637
512,3.0576441102756894e-05,268.18181828335435,268.18078722643463,6574.504717034087,1.6380112648205899e-15,31.415926530169628,417.892029592887,31.415638053576625,1.6022570056845602e-19,0.0,0.03819845159298427,0.0720938625987959
512,3.107769423558898e-05,272.26236977801256,272.2612542804349,6785.97431597484,1.6565664768252867e-15,31.415926530169628,417.86002936295046,31.41563805372122,8.03739066340476e-19,0.0,0.037390995545071574,0.0712957509704843
512,3.157894736842106e-05,276.40319885020085,276.4019602079119,7003.523056509406,1.6752241950279253e-15,31.415926530169628,417.82813341985445,31.415638053865827,7.948091534447159e-19,0.0,0.037186392118476116,0.07032606206011263
512,3.208020050125314e-05,280.6046802288989,280.6033160746356,7227.285691887233,1.6939857628949747e-15,31.415926530169624,417.7963442953774,31.41563805401042,6.368628023413126e-19,0.0,0.03625138904935661,0.06939780470484323
512,3.2581453634085216e-05,284.8671766561459,284.8656367051757,7457.397943674329,1.7128525045844438e-15,31.415926530169628,417.7646645597609,31.41563805415502,1.5615890816706492e-18,0.0,0.035934315415965035,0.06823370144360712
512,3.3082706766917295e-05,289.19103827221016,289.1894046080141,7693.996412959418,1.7318257262828183e-15,31.415926530169624,417.7330968208892,31.415638054299617,1.0389641249300818e-18,0.0,0.0352916230460794,0.06750300647963069
512,3.358395989974938e-05,293.5766019977457,293.57478722141127,7937.218488367531,1.7509067174520582e-15,31.41592653016963,417.7016437233899,31.415638054444223,1.243185171618347e-18,0.0,0.034637007521422264,0.06642060966067169
512,3.408521303258146e-05,298.024190914283,298.02225049666725,8187.202251065671,1.7700967519940184e-15,31.415926530169628,417.67030794765145,31.41563805458882,1.0656296564778939e-18,0.0,0.03430501576220761,0.06561162903219073
512,3.458646616541354e-05,302.5341136444668,302.532020393356,8444.086376961479,1.7893970893389728e-15,31.415926530169628,417.6390922087593,31.41563805473342,7.032484875598329e-19,0.0,0.03385729652999944,0.0647336461686584
512,3.508771929824562e-05,307.106663733521,307.10437514407573,8708.010036317299,1.8088089754642806e-15,31.415926530169628,417.6079992553481,31.41563805487802,7.685518604712856e-19,0.0,0.03317439013957623,0.06366408598830711
512,3.55889724310777e-05,311.74211903348123,311.739726483935,8979.112791019288,1.828333643848692e-15,31.415926530169624,417.5770318683706,31.415638055022622,1.7744183783177168e-18,0.0,0.0328276099882258,0.06300152779800512
512,3.609022556390978e-05,316.44074109179553,316.4381480833488,9257.534489760577,1.8479723163672765e-15,31.41592653016963,417.5461928597828,31.415638055167218,1.6625003181351379e-18,0.0,0.032241355506287456,0.06202517386015788
512,3.659147869674186e-05,321.2027745459492,321.20001696834595,9543.415161415964,1.8677262041315284e-15,31.41592653016963,417.5154850711443,31.415638055311813,1.3174168885292157e-18,0.0,0.0318844291353799,0.06115807934316866
512,3.709273182957394e-05,326.02844652582326,326.02554661098594,9836.894906899268,1.887596508278784e-15,31.41592653016962,417.48491137213574,31.41563805545641,1.6970653566322491e-18,0.0,0.031158312760827766,0.06040494958668795
512,3.759398496240602e-05,330.91796606553896,330.914914533558,10138.113789814732,1.907584420714732e-15,31.415926530169628,417.45447465899224,31.415638055601015,1.1537444283211564e-18,0.0,0.03066468450802262,0.059578316572928294
512,3.80952380952381e-05,335.8715235265871,335.8682706656934,10447.211726224823,1.927691124812476e-15,31.415926530169628,417.42417785285465,31.41563805574561,1.4174377419660167e-18,0.0,0.030414866215619993,0.058675073772655476
512,3.859649122807018e-05,340.88929003407384,340.88593108394645,10764.328373872924,1.9479177960712987e-15,31.415926530169628,417.3940238980394,31.415638055890213,1.4815814613494827e-18,0.0,0.030162978928672854,0.058021292099659956
512,3.9097744360902264e-05,345.9714169279464,345.96783821921844,11089.603021211708,1.9682656027380383e-15,31.415926530169628,417.3640157602274,31.41563805603481,1.5010428030349828e-18,0.0,0.029523860269201122,0.05709342180563854
512,3.959899749373434e-05,351.1180352310842,351.11431089250294,11423.174476596265,1.9887357063937165e-15,31.41592653016962,417.3341564245749,31.41563805617941,1.7293914699952047e-18,0.0,0.029133659941750583,0.05635366424317777
512,4.010025062656642e-05,356.32925513615834,356.32539246789304,11765.180958013465,2.0093292625078653e-15,31.415926530169628,417.30444889374695,31.41563805632401,1.0237200450138449e-18,0.0,0.02847144479904932,0.055672628178668845
512,4.06015037593985e-05,361.6051655131692,361.6010429553467,12115.759983724094,2.0300474209627878e-15,31.415926530169628,417.2748961858761,31.415638056468605,1.6722737903091404e-18,0.0,0.02847144479904932,0.054635159104294395
512,4.110275689223058e-05,366.945833439574,366.94158165567285,12475.048264201609,2.0508913265498125e-15,31.415926530169624,417.245501332449,31.415638056613204,1.560296733494075e-18,0.0,0.027793455997573647,0.053932426841734674
512,4.1604010025062666e-05,372.35130375490724,372.3468749969028,12843.181595754222,2.0718621194394395e-15,31.41592653016963,417.2162673761227,31.4156380567578,1.8335434270379666e-18,0.0,0.02751758360079174,0.053148690719483506
