step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.1,R_0.2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,drift_cfl_solver_field,drift_cfl_fourier_diag,max_grad_solver_field,max_grad_fourier_diag,solver_field_mode,solver_field_h,solver_field_residual_E,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.00017592213060875532,-0.00010815205978851175,0.41502970175702614,0.04150297017570261,0.011908612310654645,0.10912658846795609,0.03541177348271342,0.05167699561835202,0.09075627577967588,0.1383432339190087,0.16597825787289616,0.23297720922277604,40000,64000,72000,2.186741705363728,836.3707353298093,421.681559471009,114.84426357571611,114.84426357571611,0.000375,4.9490579789607,0,0,4.9490579789607,0.7955463791998602,13998.049829634003,2250.1449579225027,two_level_blob_residual,0.00486362931746515,0.11414040974695323,115.80849536141584,114.69085003775302,1087.3587446941322,12.5,0.763125,118.82588087384686,114.73632265018747,1512.172683596814,3.125,0.813515625
4,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.00015305946362317524,-0.00011627223356087005,0.4096879282412827,0.04096879282412827,0.011573145817945796,0.1075785564968493,0.03540315898009099,0.04922604254753674,0.08916534246861428,0.13656264274709423,0.164452935131176,0.23279705290814598,40000,64000,72000,2.1764210346979276,883.4275200633087,421.633944955549,117.32474938256414,117.32474938256414,0.0004625,4.54438357956663,0,0,4.54438357956663,0.7980336120853582,12853.457781697442,2257.179914881406,two_level_blob_residual,0.004801030409077532,0.11285565793472153,151.15360375760147,150.26962252338848,4781.075069465813,12.5,0.7653125,182.72874820757454,179.99441786667722,14084.281656781644,3.125,0.8171484375
8,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.00013545393955595296,-0.00015636990690902765,0.40533866266905577,0.040533866266905576,0.011324133472701937,0.10641491189068351,0.03570634083532747,0.047596350911831675,0.08793087772297788,0.13511288755635192,0.16322407436358363,0.23245634422674877,40000,64000,72000,2.1693187899711956,922.2637740752505,420.31092084019565,119.31637078734711,119.31637078734711,0.0004875,4.024281217578754,0,0,4.024281217578754,0.8004624897780585,11382.386153406374,2264.0498184301305,two_level_blob_residual,0.004750062453152997,0.1128563958764322,196.47821022108553,195.7819782972919,10357.669505223663,12.5,0.76515625,269.95774007455935,268.07078676409054,29256.3259867246,3.125,0.827421875
12,3e-06,80000,10,31.41592653589793,31.41592653589793,-9.179948092287678e-05,-0.00020841750274354617,0.4008331107125648,0.040083311071256476,0.01113303736264675,0.10551320942254931,0.03563333097014989,0.0469945895040404,0.08673322283265408,0.13361103690418827,0.16196261671078951,0.23197570061238337,40000,64000,72000,2.1638238088282584,944.8530976411532,419.57583327048053,120.93480347369292,120.93480347369292,0.0005625,4.229570748729048,0,0,4.229570748729048,0.805001398720559,11963.032631738293,2276.8877915998523,two_level_blob_residual,0.004697263016162868,0.11222363205830302,234.2609993674088,233.69133376206665,13546.883082978673,12.5,0.76875,339.59361510734607,338.07325363162647,35332.48457143196,3.125,0.8437109375
16,4e-06,80000,10,31.41592653589793,31.41592653589793,-2.3830919073142e-05,-0.0002392166714858949,0.396165779685117,0.0396165779685117,0.010972726139568323,0.10475078109287932,0.035923265587346466,0.04606180468858653,0.08523414649370366,0.132055259895039,0.16085658066364222,0.23163252020290998,40000,64000,72000,2.151476752016542,979.285207233925,420.01596219324216,122.42981523233796,122.42981523233796,0.0006125,4.327592240207341,0,0,4.327592240207341,0.8056751524186799,12240.279277043574,2278.7934548350154,two_level_blob_residual,0.004642567730684965,0.11197514089131358,264.0986363961411,263.61790575186114,15713.646431014866,12.5,0.77265625,397.96351013035843,396.7734518473242,38318.91027695887,3.125,0.8577734375
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41592653589793,3.133224042872468e-05,-0.00027572128831188704,0.3907607342925389,0.039076073429253885,0.010847070463254383,0.10414927010428053,0.03636014639565555,0.04554526417171167,0.08485111544519175,0.13025357809751295,0.15983930075740477,0.23130317824380842,40000,64000,72000,2.171434025959959,1025.8402940100214,420.6101901531021,123.68956260973631,123.68956260973631,0.0007625,3.947039928713062,0,0,3.947039928713062,0.8080574421413099,11163.914796828294,2285.5315877055064,two_level_blob_residual,0.00457922735499069,0.11091948986007928,280.0167693090845,279.57894858466744,16085.686141047903,12.5,0.77765625,427.5053042122641,426.4357538320912,42619.333357359654,3.125,0.868984375
24,6e-06,80000,10,31.41592653589793,31.41592653589793,8.473065362463217e-05,-0.00031727079110031945,0.3865305269385992,0.03865305269385992,0.010744655101937938,0.10365642817470577,0.03669709542835057,0.04521599952126647,0.08455162849745645,0.12884350897953306,0.1587534205758024,0.23090593553421046,40000,64000,72000,2.1874502168592644,1082.3039608554634,421.18494339764703,124.7380551306127,124.7380551306127,0.00085,4.842529326647466,0,0,4.842529326647466,0.8104153165544811,13696.741299868598,2292.2006636524648,two_level_blob_residual,0.004529654612561709,0.11062100446548838,291.3739469770927,290.891370722767,16800.241466501142,12.5,0.7825,460.403270113561,459.24303644911436,46052.79174914655,3.125,0.8773046875
28,7e-06,80000,10,31.41592653589793,31.41592653589793,0.00011274748584453134,-0.0003026140223039348,0.3843716736933417,0.03843716736933417,0.010649179406332651,0.10319486133685461,0.036797321221201384,0.04424210723507873,0.0836921381223607,0.1281238912311139,0.1578953299906548,0.2306066089747517,40000,64000,72000,2.1773752815388714,1094.686384017652,420.3608909134544,125.68385546429687,125.68385546429687,0.000875,4.418291048676233,0,0,4.418291048676233,0.8144118917984815,12496.814247099148,2303.504685478684,two_level_blob_residual,0.0045043555510938475,0.1100453984938507,294.29465202211105,293.854414340546,14968.537852533042,12.5,0.78921875,482.6621006114248,481.5159597567826,50292.11799468119,3.125,0.8848828125
32,8e-06,80000,10,31.41592653589793,31.41592653589793,0.00010172117462298991,-0.0002333672122793197,0.3833613529810068,0.03833613529810068,0.010554386738867357,0.10273454501221757,0.03712565844142348,0.044761646569146,0.08344329171397347,0.1277871176603356,0.1576474903019754,0.23067773404510689,40000,64000,72000,2.1766224233382117,1089.4787035023776,420.03534283427916,126.64732664661653,126.64732664661653,0.0009375,3.9234241751690786,0,0,3.9234241751690786,0.8141382478307867,11097.119358933169,2302.7307034579335,two_level_blob_residual,0.004492515855246173,0.10991532372944865,306.4892938776254,306.14096365002484,16569.896191646774,12.5,0.79609375,497.3086606666196,496.3844683613443,52647.12664714812,3.125,0.8922265625
36,9e-06,80000,10,31.41592653589793,31.41592653589793,9.817006953876276e-05,-0.00012141002252296933,0.3826858008931032,0.03826858008931032,0.010455659996917988,0.10225292170357768,0.03706089889692441,0.04502476253116158,0.0832547967932528,0.1275619336310344,0.1573944907904104,0.2303016094586364,40000,64000,72000,2.175539217785314,1145.189859385781,420.1663892411492,128.0772761009434,128.0772761009434,0.0009375,3.552497176323083,0,0,3.552497176323083,0.8155799306600607,10047.979374096458,2306.8083982775324,two_level_blob_residual,0.004484599229216053,0.10956867961208548,320.9761599641626,320.64302739990393,18011.70328468849,12.5,0.80234375,510.1822805606609,509.3065133327143,56802.92676581061,3.125,0.89640625
