method,resolution,quantity,q_set,window_set,T_median,T_p10,T_p90,T_min,T_max,relative_spread,n,valid_quote,decision
LDG,80,T_core,"0.1,0.2,0.3",5/9 valid,0.00022231180526352675,0.00020995416431223186,0.00022948056309093998,0.00020299719066302902,0.00023424904453296676,0.08783338678556309,5,True,quotable
LDG,80,T_L2,-,def,0.00043891924974090245,0.00039041462134417664,0.00048742387813762827,0.00037828846424499516,0.0004995500352368098,0.22101846034485154,2,True,secondary
LDG,80,T_peak,-,def,0.0005947351326788916,0.0005321591765630416,0.0006573110887947418,0.000516515187534079,0.0006729550778237043,0.21043302363519867,2,True,secondary
LDG,160,T_core,"0.1,0.2,0.3",3/9 valid,0.00013912379152213297,0.00013149331273527805,0.0007385522818722192,0.00012958569303856432,0.0008884094044597407,4.363444688325399,3,False,unstable/insufficient
LDG,160,T_L2,-,def,0.00016481251715431348,0.00015395913822019666,0.00017566589608843027,0.00015124579348666745,0.00017837924082195948,0.13170576023609684,2,True,secondary
LDG,160,T_peak,-,def,0.0001426552710205616,0.00013087128128972568,0.00015870070750284733,0.0001279252838570167,0.00016271206662341877,0.19508165393419258,3,True,secondary
LDG,320,T_core,"0.1,0.2,0.3",8/9 valid,0.0001238465204084167,0.00011845289202454776,0.0001330447605967381,0.0001171699737019106,0.0001332135783000843,0.11782219253370853,8,True,quotable
LDG,320,T_L2,-,def,0.0001258259724635235,0.00012005550760260344,0.0001309885661245517,0.00011861289138737341,0.00013227921453980875,0.08689031610796989,3,True,secondary
LDG,320,T_peak,-,def,0.00012451252451509918,0.00011926930788717382,0.00012924997905890194,0.00011795850373019248,0.00013043434269485263,0.08015796973514742,3,True,secondary
