F,chi,M,seed,aborted,R05_0,R05_T,R05_ratio,t_focus10,t_turn,Cdrift_max,occ_max,Nu
72.0,1.0,72.0,0,False,0.6898061142379389,2.5613958714116363,3.7132113191564415,nan,2.0,0.004848138225163954,17204,20000
80.0,1.0,80.0,0,False,0.6898061142379389,2.381260272870384,3.452071855728727,nan,2.0,0.0059813976238528134,17204,20000
88.0,1.0,88.0,0,False,0.6898061142379389,1.8801073801613444,2.7255591699681974,nan,2.0,0.008532155600528264,17204,20000
96.0,1.0,96.0,0,False,0.6898061142379389,0.2899512939267678,0.42033737878228367,0.6,0.2,0.024453772269978948,17204,20000
104.0,1.0,104.0,0,False,0.6898061142379389,0.24295197737545826,0.3522032819959253,0.4,0.12,0.029639766448881957,17204,20000
112.0,1.0,112.0,0,False,0.6898061142379389,0.21889300352493174,0.3173254034820394,0.32,0.12,0.03392177591592351,17204,20000
120.0,1.0,120.0,0,False,0.6898061142379389,0.20434029999140368,0.2962286007237671,0.28,0.08,0.03820574763153193,17204,20000
