window_id,mode,N_window,B_target,N_retained,mean_accept_rate,mass_accept_rate,min_accept_rate,max_accept_rate,effective_HT_sample_size,N_res_expected,positive_residual_mass,negative_residual_mass,residual_mass_imbalance,residual_energy_fraction
0,ht,400000,3000,2955,0.0075,0.0075,0.0073535799609392855,0.007500001407540253,2955.000000000001,3000.0,,,,0.10668103379565065
0,positive,400000,,16805,0.0419440297353182,0.0419440297353182,0.0,0.9999999999999739,16805.0,16777.61189412728,1.7619667571462043,4.720629167678522,-2.958662410532318,0.029280084114473845
