N,t,S_L2,peak,umin,mass_u,mass_v
160,0.0,114.86812863545481,840.9149381491904,4.00596683804684e-16,31.41592653016306,31.41563796030767
160,6.688963210702341e-07,126.70575717424128,1730.980067307249,0.0,31.41592653016306,31.415637960500685
160,1.3377926421404683e-06,131.36377055376542,1995.4003765404284,-5.684341886080802e-14,31.415926530163052,31.415637960693708
160,2.0066889632107025e-06,135.44712969793,2284.2452807682084,-1.7053025658242404e-13,31.41592653016305,31.41563796088673
160,2.6755852842809365e-06,139.6965908688207,2528.569697844497,-2.2737367544323206e-13,31.41592653016305,31.415637961079742
160,3.3444816053511705e-06,144.27043705068883,2862.2270670796674,-2.2737367544323206e-13,31.415926530163038,31.415637961272765
160,4.013377926421405e-06,149.23249122199616,3086.6563041020577,-2.2737367544323206e-13,31.415926530163034,31.415637961465784
160,4.682274247491639e-06,154.61671594861173,3446.962227015871,-2.2737367544323206e-13,31.41592653016303,31.4156379616588
160,5.351170568561873e-06,160.45429914995233,3831.2838878957045,-2.2737367544323206e-13,31.41592653016303,31.41563796185182
160,6.0200668896321075e-06,166.76221374783478,4241.900704638609,-2.2737367544323206e-13,31.41592653016303,31.41563796204484
160,6.688963210702341e-06,173.5509589995375,4679.407701267435,-2.2737367544323206e-13,31.41592653016302,31.41563796223786
160,7.3578595317725755e-06,180.8262523787635,5155.896052212971,-1.7053025658242404e-13,31.41592653016302,31.41563796243088
160,8.02675585284281e-06,188.60262094284803,5705.266461397307,-2.2737367544323206e-13,31.415926530163013,31.415637962623894
160,8.695652173913044e-06,196.86824118860648,6276.76983325723,-2.2737367544323206e-13,31.415926530163013,31.415637962816916
160,9.364548494983277e-06,205.6220011804108,6866.627811164834,-3.410605131648481e-13,31.415926530163013,31.41563796300993
160,1.0033444816053512e-05,214.87220039154693,7507.83136296395,-2.2737367544323206e-13,31.415926530163002,31.41563796320295
160,1.0702341137123746e-05,224.62122001528223,8207.871670137249,-4.547473508864641e-13,31.415926530163002,31.415637963395966
160,1.137123745819398e-05,234.8691649464541,8934.349018291323,-4.547473508864641e-13,31.415926530162995,31.415637963588985
160,1.2040133779264215e-05,245.61435114421428,9749.232442903436,-4.547473508864641e-13,31.415926530162995,31.415637963781997
160,1.2709030100334448e-05,256.8464880311021,10631.80415917497,-4.547473508864641e-13,31.415926530162984,31.41563796397502
160,1.3377926421404682e-05,268.5603115744746,11556.981732593735,-4.547473508864641e-13,31.415926530162984,31.415637964168035
160,1.4046822742474917e-05,280.74704228535956,12524.505002062187,-4.547473508864641e-13,31.41592653016298,31.41563796436105
160,1.4715719063545151e-05,293.3901012718442,13533.869445137801,-4.547473508864641e-13,31.415926530162974,31.41563796455407
160,1.5384615384615384e-05,306.4722191691918,14584.44922613199,-4.547473508864641e-13,31.41592653016297,31.415637964747084
160,1.605351170568562e-05,319.97760297045386,15675.847304223531,-9.094947017729282e-13,31.415926530162967,31.415637964940103
