t,n_active,x_c_0,x_c_1,x_c_2,R_0.5,R_0.9,rho_core,P_H,C_H,Qc,C_Hlo,C_Hhi,mass_drift,drift_cfl
0.0,100000,0.0013128632072536561,-0.0012982962441459023,0.00042861710305874823,0.6917686235340728,1.1259441828581462,28.84621275851392,55.360491960589826,9.692226102408215,1.002288759529302,9.674320396098802,9.696462589094894,0.0,0.10678472525441184
0.1,100000,0.0035919303109750444,-0.002112331579819049,0.0004276152569717695,0.11483207300123975,1.0870088690479403,6306.403681580511,926.7684897173278,28.78044037589759,1.8243395467483003,22.008132186500394,40.15030589789681,0.0,0.8795155912377285
0.2,100000,0.002931156697174586,-0.0007291442144436999,-0.0012658620216097205,0.0944085997007389,0.71555114090828,11348.454317756108,1102.3557224836588,32.85809982070036,1.8958088321646358,24.752037361065238,46.92513104317652,0.0,1.037156967355667
0.3,100000,0.00306707599401701,-0.003316564690165613,-0.00014272208409327192,0.08874705295064994,0.1674617499478951,13661.851530721138,1161.8740404807952,34.29488458617799,1.9142203045597943,25.74281062975943,49.2774108039232,0.0,1.0902166659834551
0.4,100000,0.000847833652584562,-0.00429270317301178,0.0007336796681860491,0.08675608986775198,0.1542424195503443,14624.178258319027,1189.0799890897217,34.96363856394788,1.9210981168408712,26.20904686548347,50.35015057747443,0.0,1.0967542786733113
0.5,100000,0.0007865335081360669,-0.005272927222535806,0.0024535486344419155,0.08574847464303345,0.14927916411919814,15145.798418383813,1203.9399877580968,35.33537309868675,1.9246545322086714,26.469523049890043,50.94468750337277,0.0,1.1243050926392257
0.6,100000,0.00040040266015495263,-0.006970466740537695,0.0016550425038124317,0.08493184800926638,0.1462793874563783,15586.896814246453,1213.359600333539,35.567004309855285,1.92723857333751,26.63013442076647,51.32262226886409,0.0,1.125564371893657
0.7000000000000001,100000,4.328211889781386e-05,-0.008125735140463775,-0.0012598472862466181,0.08470552085435347,0.1447661130802998,15712.172200154298,1218.8011620090763,35.70962090742931,1.9279798292711086,26.732781194774173,51.54026292384261,0.0,1.1236419099493928
0.8,100000,-0.0008470270561407034,-0.006094554867835278,6.701528114128052e-05,0.08439295023163755,0.14311897035585833,15887.401610688687,1223.2930268204377,35.824918039314035,1.9288748685731936,26.814290989960917,51.72141200914423,0.0,1.1498294574026768
0.9,100000,-0.0002672946814579191,-0.004283380460274877,-0.0015950082535383103,0.08385360869762798,0.1421694932329786,16195.938146967977,1227.0504567461162,35.915937092796035,1.9302590329883516,26.87661007576376,51.878819374848746,0.0,1.1411132203888892
1.0,100000,-0.0013576918926805348,-0.005469999069354969,-0.0019376516184106407,0.08388056102984978,0.14134558738201528,16180.331024624007,1229.3543818869719,35.977496344124525,1.9305427219600584,26.92098894530404,51.9721192763239,0.0,1.1567487980660272
