t,n_active,x_c_0,x_c_1,x_c_2,R_0.5,R_0.9,rho_core,P_H,C_H,Qc,C_Hlo,C_Hhi,mass_drift,drift_cfl
0.0,200000,0.0015486139399962795,0.0008524350581531337,-0.00035669831437257216,0.6923976427712726,1.1250848866475092,35.95958350927695,68.66214282920879,12.098783227293248,1.001875853787069,12.079706942203314,12.102366706217529,0.0,0.13325880653443123
0.1,200000,0.00323869351799555,-0.0001875186746183033,0.0001536788393536881,0.08857438488817676,0.8919928471854007,17177.381451241894,1337.655349849198,39.96078681860666,1.9096673111055367,30.08162185162425,57.445889915084834,0.0,1.2586828138112245
0.2,200000,0.002321273589274142,0.0009224181016396216,-0.0016519836028203727,0.07884761728221498,0.14382547557377032,24350.936806082755,1494.7819958052999,43.69880588777084,1.9479005526126345,32.64330169153837,63.58590540404854,0.0,1.381724205288689
0.3,200000,0.002116131526682885,-0.00041454238324423187,-0.0008936968369850362,0.0760283418362573,0.13085844113230047,27161.56808436264,1542.7228004707424,44.86320475847218,1.95769862281683,33.450546180746095,65.4860881905174,0.0,1.436441587967378
0.4,200000,0.0005949770722155634,-0.0002472003691691427,-0.00013705813144593293,0.07514850789262426,0.12691763804211456,28126.798981069,1561.412378448663,45.32865871597815,1.96075927893166,33.77752035717091,66.22958645962589,0.0,1.4325420866795182
0.5,200000,0.0011979705595139833,-0.0006199787389453704,0.0007869432291407463,0.07468179522369323,0.1252567083607766,28657.42389394895,1571.2282669415956,45.57631190170533,1.962358608500293,33.95243252126957,66.62684823763865,0.0,1.4540229938741687
0.6,200000,0.0003555509706858473,-0.0015062249778141634,0.0004595142282033393,0.07442624696379821,0.12407709099528505,28953.631046346087,1577.1103154663824,45.72470725731739,1.9633036923841787,34.056679314317016,66.86360424814248,0.0,1.4537653767768122
0.7000000000000001,200000,0.0008470783333560661,-0.002488957301531869,-0.001244498500250657,0.07428500039764004,0.12375230994956737,29119.1038293697,1580.4644715603172,45.81436436661896,1.9634126412058945,34.121837625097015,66.9952473342904,0.0,1.4338400225369925
0.8,200000,0.0011145073756493318,-0.00092604884013614,-0.00033064073486244183,0.0742683099960786,0.12321797558570846,29138.74014931706,1582.7946666824516,45.874685714830534,1.9637576102160081,34.164831211319594,67.09144729297425,0.0,1.4839295277662405
0.9,200000,0.0007335198298941137,0.00010595244038746898,-5.5228620711389453e-05,0.07408390270466098,0.1226654535612672,29356.875898134855,1584.986998774026,45.928982257863424,1.9642937461432686,34.20235344067323,67.18346896689613,0.0,1.4677034604013248
1.0,200000,0.0002099426776700497,-0.0018284756164099747,-0.0003268183917608525,0.0740287796461716,0.12232968531914543,29422.503593052053,1586.4999226220104,45.968131895297695,1.9645590698030706,34.22986506988307,67.2465918811741,0.0,1.4655699425478192
