t,n_active,x_c_0,x_c_1,x_c_2,R_0.5,R_0.9,rho_core,P_H,C_H,Qc,C_Hlo,C_Hhi,mass_drift,drift_cfl
0.0,100000,0.0013128632072536561,-0.0012982962441459023,0.00042861710305874823,0.6917686235340728,1.1259441828581462,28.84621275851392,54.34927827290778,9.674320396098802,1.002288759529302,9.674320396098802,9.696462589094894,0.0,0.10651140725240844
0.1,100000,0.0035919303109750444,-0.002112331579819049,0.0004276152569717695,0.18739410686955815,1.1111342840805067,1451.1208912517973,364.42079237769866,21.080646674974382,1.5714397055662193,21.080646674974382,33.12696520406724,0.0,0.4707017117806758
0.2,100000,0.002931156697174586,-0.0007291442144436999,-0.0012658620216097205,0.14588594732677385,0.3752867492281153,3075.608145438176,439.6596727574671,23.883880089085,1.6965843852323044,23.883880089085,40.52101801790235,0.0,0.562035236121445
0.3,100000,0.00306707599401701,-0.003316564690165613,-0.00014272208409327192,0.13906023472885282,0.2632403336473422,3551.0967728270452,458.7688118980536,24.671221010949683,1.717262877294849,24.671221010949683,42.36697197964059,0.0,0.5854683584797674
0.4,100000,0.000847833652584562,-0.00429270317301178,0.0007336796681860491,0.1359096665693707,0.2460353800442788,3803.823358358654,468.24975003372856,25.072794693854735,1.7261968819729445,25.072794693854735,43.28058002287983,0.0,0.5953478660186253
0.5,100000,0.0007865335081360669,-0.005272927222535806,0.0024535486344419155,0.13401967402060105,0.23826677364681548,3967.0320597406794,473.9750448962382,25.322219021827394,1.7309171931513163,25.322219021827394,43.83066427362434,0.0,0.6005285735240672
0.6,100000,0.00040040266015495263,-0.006970466740537695,0.0016550425038124317,0.13293258748668438,0.231803074304028,4065.154044514431,478.1380291502554,25.497211971748897,1.7347954871588434,25.497211971748897,44.23244826372242,0.0,0.6110482147461124
0.7000000000000001,100000,4.328211889870204e-05,-0.008125735140463775,-0.0012598472862466181,0.13204955510614416,0.22972985623344952,4147.253238878361,480.5034645928554,25.602980136798408,1.7367220818572737,25.602980136798408,44.465260964930955,0.0,0.612982788525591
0.8,100000,-0.0008470270561407034,-0.006094554867835278,6.701528114128052e-05,0.1314065928964187,0.22742980558463013,4208.428148820374,482.3860884346655,25.685514471914246,1.738474323458858,25.685514471914246,44.653607394253825,0.0,0.6148100049592856
0.9,100000,-0.0002672946814579191,-0.004283380460274877,-0.0015950082535383103,0.1310778526114253,0.22526248917931918,4240.171555007535,483.9295246421283,25.753598678522025,1.739670769765867,25.753598678522025,44.80278283730563,0.0,0.6149083965550542
1.0,100000,-0.0013576918926796466,-0.005349999069355071,-0.0019376516184106407,0.1308782478738072,0.2237490844180415,4259.601440342344,485.0116459035053,25.802779745173304,1.7404225692850699,25.802779745173304,44.90774021879128,0.0,0.6189869667082418
