t,n_active,x_c_0,x_c_1,x_c_2,R_0.5,R_0.9,rho_core,P_H,C_H,Qc,C_Hlo,C_Hhi,mass_drift,drift_cfl
0.0,200000,0.0015486139399962795,0.0008524350581531337,-0.00035669831437257216,0.6923976427712726,1.1250848866475092,28.767666807421563,54.92971426336703,9.679026581834593,1.0018758537870684,9.663765553762651,9.681893364974018,0.0,0.07538256460265805
0.05,200000,0.0027436806703438066,0.0001170767215894486,4.192831989158208e-06,0.3972493802522107,1.1430729217206355,152.32868641062322,410.4081700909718,18.30870608397263,1.351316552509548,15.727088210335936,21.252274621404716,0.0,0.2943080809236074
0.1,200000,0.002094966817549171,0.0009019205427707178,-0.0012726033254057967,0.11239639456064107,1.0872729770658318,6725.339944171759,933.5901491928662,28.896961872250248,1.8332283943243126,22.06469030747138,40.44961678362898,0.0,0.6253431766470348
0.15,200000,0.0019499094739847678,-4.345328226929013e-05,-0.0007364136111993602,0.09702849802828685,0.9636860986970913,10453.782403353482,1049.895434976803,31.5647808059055,1.8846601341717253,23.844682066055046,44.939121701893434,0.0,0.7010766778214702
0.2,200000,0.00087429084399826,7.487539066097781e-05,-0.00020138925160395615,0.09129900240219364,0.7088644998367275,12547.96462221234,1109.751395599642,32.98078006735325,1.9053340306333006,24.810382508201418,47.272066105905346,0.0,0.7367569578130927
0.25,200000,0.0013006716278791686,-0.00018871872248737986,0.0004519783762919616,0.0881106204340057,0.18147770762696763,13960.038112637789,1144.9486709467071,33.828986071622964,1.9160570635549332,25.394606047774666,48.657514294033476,0.0,0.7610878103171119
0.3,200000,0.0007049910240137791,-0.0008153894477933576,0.00022045110937174428,0.08636180927847617,0.1627621200164464,14825.391998117206,1168.4151457625749,34.39454411407836,1.9230425369531228,25.783839921646614,49.58342093531651,0.0,0.7797515068396599
0.35000000000000003,200000,0.0010525533552971922,-0.001510286137984096,-0.000984467846145698,0.084977973028074,0.15557234105403286,15561.529449556218,1183.867344061831,34.775387570854654,1.926922979624938,26.05000687984914,50.19635687616904,0.0,0.7879387517922928
0.4,200000,0.0012416542445876644,-0.0004475693734287134,-0.0003382728232006471,0.08408220399189184,0.1505950799740294,16064.200680621467,1195.4429947133754,35.060216210458144,1.9300629138375753,26.24820111917721,50.660679535073875,0.0,0.7860186849375436
0.45,200000,0.0009722553674373913,0.00028216573022188385,-0.00014352704966213992,0.08352607976857528,0.14715564170178103,16387.212528742213,1204.3704427962175,35.27754562813357,1.9325843956037325,26.39789527816065,51.016160491354725,0.0,0.7999426161629503
0.5,200000,0.0005596040057547214,-0.0010432550595860235,-0.0003355700184721755,0.08306073529781152,0.14509516215659282,16664.18459643558,1210.6118991346252,35.43620957856507,1.9338481865086405,26.51048724775349,51.26725768752853,0.0,0.7979973790938722
