t,n_active,x_c_0,x_c_1,x_c_2,R_0.5,R_0.9,rho_core,P_H,C_H,Qc,C_Hlo,C_Hhi,mass_drift,drift_cfl
0.0,200000,0.0015486139399962795,0.0008524350581531337,-0.00035669831437257216,0.6923976427712726,1.1250848866475092,28.767666807421563,54.92971426336703,9.679026581834593,1.0018758537870684,9.663765553762651,9.681893364974018,0.0,0.10660704522754504
0.1,200000,0.00323869351799555,-0.0001875186746183033,0.0001536788393536881,0.1147614404703667,1.0838475249921116,6318.055107223476,927.5750476512155,28.803098958119893,1.8245636368012195,22.02543828279264,40.18681377539294,0.0,0.8802715172117166
0.2,200000,0.002321273589274142,0.0009224181016396216,-0.0016519836028212609,0.09414965692142518,0.6971939854664622,11442.34812257193,1103.6663460480409,32.892544233235824,1.896096515877807,24.77714772523524,46.97986347520826,0.0,1.0384447728928252
0.3,200000,0.002116131526682885,-0.00041454238324423187,-0.0008936968369850362,0.08867237533836277,0.16704181685959338,13696.39759665666,1162.7374131133527,34.314756810456295,1.9144872017611407,25.756383108351585,49.31026582459594,0.0,1.0910048860334345
0.4,200000,0.0005949770722155634,-0.0002472003691691427,-0.00013705813144593293,0.08671375720591488,0.15432278048793738,14645.606784424066,1189.147392278189,34.963917381846365,1.9212531957947432,26.208555455735187,50.35327092649498,0.0,1.1223202650905457
0.5,200000,0.0011979705595139833,-0.0006199787389453704,0.0007869432291407463,0.08555058630107773,0.149066573858747,15251.143637866453,1204.311393860941,35.34338334798277,1.9249885504674469,26.47443069043439,50.962975959230185,0.0,1.1232732699076
0.6,200000,0.0003555509706858473,-0.0015062249778141634,0.0004595142282033393,0.08493766604101725,0.14611831491246124,15583.69403555416,1213.67805578468,35.57633332065565,1.9272013150344274,26.637225103741727,51.33529524879912,0.0,1.1259686298659808
0.7000000000000001,200000,0.0008470783333560661,-0.002488957301531869,-0.001244498500250657,0.08465780355408323,0.14470599882391127,15738.75563647239,1219.1192798563347,35.719635916677184,1.9279455766147915,26.74042119798794,51.55407676547725,0.0,1.1447691913767124
0.8,200000,0.0011145073756493318,-0.00092604884013614,-0.00033064073486244183,0.08429372835266663,0.14321970020333957,15943.57070468912,1223.693764345652,35.835109230897956,1.9289917141308155,26.82151074230259,51.73847198237235,0.0,1.150407847595365
0.9,200000,0.0007335198298941137,0.00010595244038746898,-5.5228620711389453e-05,0.0839712213551864,0.14200497444356966,16127.979843348388,1227.2416785659275,35.9229350242525,1.9300942937068657,26.88226030479454,51.885297216226526,0.0,1.143452623574408
1.0,200000,0.0002099426776700497,-0.0018884756164103678,-0.0003268183917599643,0.08385671255550467,0.14141096215074306,16194.139792560876,1229.6257300231405,35.986307542656576,1.9304241861549696,26.9280021955711,51.98246672316458,0.0,1.157032661622701
