step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_40,S_dg_cross_40,peak_dg_40,ppc_40,empty_40,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.00017592213060875532,-0.00010815205978851175,0.41502970175702614,0.04150297017570261,0.011908612310654645,0.10912658846795609,0.09075627577967588,0.1383432339190087,0.16597825787289616,0.23297720922277604,40000,64000,72000,2.186741705363728,836.3707353298093,421.6815594710088,114.8442635757161,114.8442635757161,0.000375,0.7955463791998603,0,0,115.08743396709437,114.80762254619232,939.6411284235405,50.0,0.708125,115.80849536141584,114.69085003775302,1087.3587446941322,12.5,0.763125,118.82588087384686,114.73632265018747,1512.172683596814,3.125,0.813515625
4,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.00016161535416467517,-9.83186323880737e-05,0.40923711230042115,0.04092371123004211,0.01157637745184264,0.10759357532790999,0.0887973278711528,0.13641237076680704,0.16428514232918812,0.23249418424850216,40000,64000,72000,2.1698258833858315,891.953533804362,421.6188555380806,117.20182949283424,117.20182949283424,0.0004625,0.7984432116162552,0,0,117.43217087716373,117.15509868717353,990.2976187704379,50.0,0.708125,118.14275843093488,117.13161052514752,1136.67491998575,12.5,0.7646875,121.03317275924692,117.03850918803826,1651.1982287449703,3.125,0.8148828125
8,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.0001401335811760069,-0.0001007931401362282,0.4033878551858645,0.040338785518586454,0.011250986621710205,0.10607066805535922,0.08680078626596702,0.13446261839528817,0.162488817001807,0.23159323983475577,40000,64000,72000,2.1517947342755965,949.788150905946,420.19836006328495,119.65998406807476,119.65998406807476,0.0005,0.8021797406491649,0,0,119.90230180600828,119.62810405277189,1027.6656398572186,50.0,0.706875,120.57215862059338,119.50689573764879,1168.6672504079224,12.5,0.76484375,123.45833368926814,119.54316769100014,1696.0157867928647,3.125,0.8159765625
12,3e-06,80000,10,31.41592653589793,31.41592653589793,-0.00012437616414939976,-9.63558046747735e-05,0.3972319461451105,0.03972319461451105,0.010927482619136678,0.10453460010511677,0.0848485984407597,0.13241064871503683,0.16063178545592913,0.23060002424766124,40000,64000,72000,2.135996343299241,1011.5647369277943,419.38112162519445,122.25175146861747,122.25175146861747,0.0006,0.8083244164359525,0,0,122.47837258203795,122.1913956979927,1107.9778978221902,50.0,0.710625,123.14024641989623,122.04889686168943,1222.7552253886427,12.5,0.76625,126.11935306621349,122.17999846531801,1811.6721008648951,3.125,0.8175390625
16,4e-06,80000,10,31.41592653589793,31.41592653589793,-9.841306410685003e-05,-8.26880772233483e-05,0.39109986203229496,0.039109986203229495,0.010610798666158197,0.10300873101906555,0.08283588016397767,0.13036662067743165,0.15895411338218712,0.23008309071311336,40000,64000,72000,2.118023763381883,1079.138097350972,420.21547753624174,124.97034298874631,124.97034298874631,0.000725,0.810169830218027,0,0,125.20528525474236,124.94370464803212,1192.7470137204411,50.0,0.70625,125.87556080689055,124.83711584193493,1344.2360998455094,12.5,0.76640625,128.63021593503498,124.82435492187155,1890.2864312224551,3.125,0.8189453125
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41592653589793,-7.769133140093804e-05,-7.6337140402666e-05,0.3846036665234056,0.03846036665234056,0.010299342780944258,0.1014856777133811,0.08093171738539792,0.12820122217446853,0.1570702374907626,0.22968539069820987,40000,64000,72000,2.104288763468476,1151.0173698101,420.6592826204049,127.81719377114126,127.81719377114126,0.0009,0.8137279099319982,0,0,128.06024860373168,127.79967493428605,1303.3390713148442,50.0,0.70875,128.67294540028212,127.73321757559265,1459.0498796663605,12.5,0.7678125,131.4717822194342,127.77640308134485,1963.9410592072477,3.125,0.8199609375
24,6e-06,80000,10,31.41592653589793,31.41592653589793,-4.932622236612707e-05,-7.61115692359586e-05,0.3786744204754796,0.03786744204754796,0.009995624019573223,0.09997811770369165,0.07904827704917147,0.12622480682515988,0.1552991503384533,0.2287949666196763,40000,64000,72000,2.087499782792699,1229.2008040151493,421.1417019032757,130.79045725937252,130.79045725937252,0.0011,0.8187968883132455,0,0,130.98530202787504,130.74013452993952,1337.981578756144,50.0,0.70875,131.6331376749103,130.67444105001806,1524.4991857605519,12.5,0.7690625,134.2106650283335,130.5595019193512,1909.1946205957033,3.125,0.8222265625
28,7e-06,80000,10,31.41592653589793,31.41592653589793,-2.460824352081471e-05,-6.980339074655375e-05,0.37235206664739245,0.03723520666473924,0.009698468331811805,0.0984808018438711,0.07708958179957334,0.12411735554913082,0.1535217665277545,0.22771492900005427,40000,64000,72000,2.070341182571578,1309.9846275077225,420.07047233136103,133.90224746703322,133.90224746703322,0.001425,0.8255683641884662,0,0,134.08068253432114,133.8318526307595,1425.5457230083384,50.0,0.7075,134.77577329430437,133.80585537676527,1752.8969632503226,12.5,0.76890625,137.33058527291593,133.74316433372348,2032.6186180962277,3.125,0.8225
32,8e-06,80000,10,31.41592653589793,31.41592653589793,2.13931704724456e-06,-7.157517051362983e-05,0.36637133991959575,0.03663713399195957,0.009405887493017715,0.09698395482252575,0.07523227344872854,0.12212377997319858,0.15167291695659896,0.22665575452965536,40000,64000,72000,2.053443194143928,1397.282448805871,419.24401909941776,137.15898737192657,137.15898737192657,0.0016625,0.829953075542199,0,0,137.35044651320942,137.12618959174424,1501.0213480825712,50.0,0.71125,138.00096787823574,137.1019202895686,1656.871428115215,12.5,0.77140625,140.48079674871846,137.07286835648173,2204.4319002561897,3.125,0.825
36,9e-06,80000,10,31.41592653589793,31.41592653589793,2.2108608591626312e-05,-6.681669400806002e-05,0.36046274612719503,0.0360462746127195,0.00911795425225795,0.09548797962182438,0.07335340609222185,0.120154248709065,0.1498106477300972,0.22546242314235285,40000,64000,72000,2.0349788398476534,1490.270048419562,419.08050587417915,140.57856009178252,140.57856009178252,0.002225,0.8353460011663295,0,0,140.7841351224359,140.5675308952112,1605.3275975657282,50.0,0.71125,141.44363177912874,140.63848538292035,1793.110792737873,12.5,0.77171875,143.87192413761025,140.671232397343,2308.799138326377,3.125,0.8262890625
