step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death,S_dg_raw_40,S_dg_cross_40,peak_dg_40,ppc_40,empty_40,S_dg_raw_80,S_dg_cross_80,peak_dg_80,ppc_80,empty_80,S_dg_raw_160,S_dg_cross_160,peak_dg_160,ppc_160,empty_160
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.0002461144053557066,-0.00020763951576820277,0.41439197770453007,0.041439197770453004,0.011882306574904297,0.10900599329809484,0.09056928324290048,0.13813065923484336,0.1654953371152117,0.23669132961152062,40000,64000,72000,2.185594512340638,847.690488474699,426.353084005837,115.17945949561457,115.17945949561457,0.0004125,0.8100371481092331,0,0,115.39486230180553,115.11838838048256,921.4054591092856,50.0,0.70125,116.10847073631665,115.03241135973379,1101.1730296354062,12.5,0.7571875,119.0738688117585,115.08299773174079,1589.626345188804,3.125,0.8112109375
4,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.0002389018027242646,-0.00020405033645391437,0.4082158323328495,0.040821583233284955,0.011547494277358463,0.10745926799191619,0.08858183918999285,0.13607194411094983,0.16372269023890382,0.23622978244065207,40000,64000,72000,2.1699755907008846,905.0560080016497,426.06247048551563,117.58841763344115,117.58841763344115,0.0004875,0.8134411457842508,0,0,117.79624516355365,117.50259906236799,949.4197350868292,50.0,0.703125,118.49874802016332,117.4783546865621,1088.430300648117,12.5,0.7571875,121.37517799714664,117.47490369990845,1563.916012197055,3.125,0.813125
8,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.00024220280603525298,-0.0001939301010435778,0.40211304647230206,0.0402113046472302,0.01121757189568325,0.1059130393090636,0.08659655160243115,0.13403768215743403,0.16197996764989742,0.23507539277422412,40000,64000,72000,2.1535374781329315,964.6864002866319,427.0370850738362,120.11356990524672,120.11356990524672,0.000625,0.8204281929146129,0,0,120.3014710537701,120.01330523635221,1040.6475846256483,50.0,0.704375,121.03919424080361,120.02826275301797,1186.6922109748223,12.5,0.75796875,123.92093141039193,119.9899682369697,1641.7492268770982,3.125,0.8138671875
12,3e-06,80000,10,31.41592653589793,31.41631923497963,-0.00023868964406157007,-0.00018165039955416127,0.3959550710325731,0.03959550710325731,0.01089387511065981,0.10437372806726705,0.0845614215946808,0.13198502367752438,0.16021237169496658,0.23430087632366703,40000,64000,72000,2.135631736554383,1026.836783337553,427.2014358174957,122.7578815364804,122.7578815364804,0.000737490781365233,0.8203270765946346,1,0,122.97372949931098,122.68765554609124,1152.1395056327256,50.0,0.705,123.6124200219746,122.57703338971739,1327.3255527449624,12.5,0.760625,126.4544949419364,122.59351269137724,1705.684897856565,3.125,0.8154296875
16,4e-06,80000,10,31.41592653589793,31.41631923497963,-0.00022732207198765728,-0.00016805106197308715,0.38998017116450456,0.038998017116450456,0.010577338353308681,0.1028461878404284,0.08261036705182856,0.12999339038816818,0.15834762625944726,0.2336474334789514,40000,64000,72000,2.1183222420039707,1093.4683355073648,428.04540967472457,125.53447051091874,125.53447051091874,0.0008874889063886701,0.8208465360313151,0,0,125.75571463973904,125.48999055213024,1205.597752578052,50.0,0.708125,126.39200418310747,125.38564003342269,1390.3945046631402,12.5,0.76,129.1546119119423,125.51229261301712,1765.4070646755242,3.125,0.8173828125
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41631923497963,-0.00021703475151059703,-0.000157221641394947,0.3836569555232585,0.03836569555232585,0.010264251052992826,0.101312640144223,0.08060970217200313,0.12788565184108616,0.15663701280843934,0.2327916704942014,40000,64000,72000,2.1010879904956217,1165.7531281602792,428.0975649179202,128.45845582212792,128.45845582212792,0.0010624867189160136,0.8231329498752277,0,0,128.65582840598583,128.4025788058985,1279.1356703407712,50.0,0.708125,129.32978018454006,128.36581265293523,1513.7104624336189,12.5,0.76015625,131.99372428165515,128.34879725307917,1752.3454099378494,3.125,0.8180859375
24,6e-06,80000,10,31.41592653589793,31.41631923497963,-0.00021268809292726562,-0.00014355458220664333,0.37778261589237294,0.03777826158923729,0.009957095423767643,0.09978524652356,0.07860841302667301,0.12592753863079098,0.15471091374666332,0.23157300351869056,40000,64000,72000,2.080784284925061,1243.8530047541203,428.3125624778442,131.51547617223653,131.51547617223653,0.0012624842189472632,0.825993723234944,0,0,131.72135081131756,131.48197933235022,1393.6797217648461,50.0,0.70875,132.39781466303046,131.41991155339136,1753.3274792988059,12.5,0.7621875,135.07643793825534,131.39919033682366,2025.7919938994833,3.125,0.8199609375
28,7e-06,80000,10,31.41592653589793,31.41631923497963,-0.00020734701433621736,-0.0001302384389017477,0.3714192496289175,0.037141924962891745,0.009656565738134556,0.09826782656665688,0.07672925771210054,0.12380641654297249,0.1527564150390232,0.2308435256161924,40000,64000,72000,2.065839554324668,1328.1535172561753,429.4632029586799,134.73209536385852,134.73209536385852,0.001474981562730466,0.8295288042662173,0,0,134.9343674005496,134.68634565572094,1458.036949174253,50.0,0.70875,135.57771156692567,134.61854471495897,1659.1829666579326,12.5,0.76359375,138.11915899964637,134.50638524852744,2034.8377387782982,3.125,0.8220703125
32,8e-06,80000,10,31.41592653589793,31.41631923497963,-0.00019168145745591744,-0.00011418454283530355,0.36488967513523557,0.036488967513523554,0.009362722977672705,0.0967611646151115,0.07484486969839282,0.1216298917117452,0.15087789103981827,0.23001346388731075,40000,64000,72000,2.0511643600398886,1413.2907453286432,428.5008118644201,138.0689841139462,138.0689841139462,0.0018999762502968714,0.8342547928948377,0,0,138.28860184935886,138.05038827287464,1583.4245505514123,50.0,0.710625,138.8904355266129,137.97665690670541,1716.8579032239068,12.5,0.7653125,141.38844338745506,137.86116765622617,2280.5374924083376,3.125,0.823125
36,9e-06,80000,10,31.41592653589793,31.41631923497963,-0.00017361518848144067,-9.357806474540833e-05,0.3583356742366645,0.03583356742366645,0.009072053045319365,0.0952473256596707,0.07291152017403943,0.11944522474555484,0.14904206003054374,0.2292317251799561,40000,64000,72000,2.0347268055115455,1514.7278270290722,429.1311658177194,141.62841622034432,141.62841622034432,0.0024374695316308546,0.8372444917300687,0,0,141.84289021447128,141.5823097860414,1695.6897597396078,50.0,0.71,142.45678492319757,141.56631141154332,1750.583767600251,12.5,0.765625,144.9536009251963,141.53449733099467,2518.390202858166,3.125,0.825
